Powered By OpenHast.WIndL @CopyRight 赵子祯
Time	NumY_11NumZ_15	NumY_12NumZ_16	NumY_13NumZ_17	NumY_14NumZ_18	NumY_15NumZ_19	NumY_16NumZ_20	NumY_17NumZ_14	NumY_18NumZ_13	NumY_19NumZ_12	NumY_20NumZ_11	
(s)	m/s	m/s	m/s	m/s	m/s	m/s	m/s	m/s	m/s	m/s	
Station	Y_-30Z_77	Y_-25Z_82	Y_-20Z_87	Y_-15Z_92	Y_-10Z_97	Y_-5Z_102	Y_0Z_72	Y_5Z_67	Y_10Z_62	Y_15Z_57	
0.000000	52.815968	51.371449	48.398102	46.166687	51.337727	54.288589	50.477760	47.324551	44.851444	48.105827	
0.050000	53.895142	54.288589	47.386379	46.481445	51.843586	55.485794	52.293243	45.391033	46.121723	50.112415	
0.100000	51.871689	53.945724	48.780312	48.538620	51.742416	55.749969	52.669830	44.491722	43.856583	48.105827	
0.150000	48.589207	52.900276	46.869274	47.065998	52.051552	55.266590	50.843105	46.200413	41.619549	46.666931	
0.200000	49.617794	51.579414	46.621964	47.920345	52.141483	54.322311	49.763931	48.802792	42.046722	44.755894	
0.250000	48.915207	55.030518	48.808414	50.449654	54.333553	53.496071	50.680103	46.711895	44.452377	45.829445	
0.300000	49.595310	54.389763	50.505863	48.724102	54.856277	53.524174	49.786415	46.829929	43.288895	44.812099	
0.350000	48.999516	54.024414	50.196724	49.376102	55.783691	53.153210	48.027138	43.345100	43.575550	43.716064	
0.400000	49.314274	55.794933	48.268826	50.191105	56.165901	52.647346	48.785931	44.643478	44.812099	44.924515	
0.450000	49.449173	54.164932	50.039345	48.471172	53.659069	52.540554	50.044964	44.379307	45.846310	45.256134	
0.500000	50.297897	51.500725	53.091381	48.544239	51.427654	51.961620	48.369999	43.451893	46.374653	46.020550	
0.550000	48.954552	51.899796	52.203312	49.398586	52.484344	54.339176	49.263691	44.401791	47.341412	47.363895	
0.600000	49.466034	51.427654	53.456726	47.712379	52.400036	53.203796	48.319412	45.216789	47.965309	48.594826	
0.650000	51.365829	50.775654	54.974312	47.268345	51.489483	53.023933	50.185482	46.380276	50.691345	48.606068	
0.700000	51.146622	49.651516	53.912003	48.504894	51.006104	55.755589	47.521275	44.733410	50.567692	49.747070	
0.750000	50.039345	50.191105	53.850174	48.386860	51.169106	53.715279	47.594345	45.267376	50.989243	51.495106	
0.800000	50.000000	52.546173	56.486279	48.544239	51.382690	53.299347	48.937691	45.576515	51.096035	51.607517	
0.850000	49.786415	54.429108	56.986519	49.589691	50.623898	53.557899	48.735344	46.132965	50.916172	51.927898	
0.900000	51.888554	57.318142	55.452072	49.887585	50.432793	52.416897	50.421551	47.296448	52.332588	52.090897	
0.950000	52.079655	59.656349	53.383656	51.422035	52.000965	53.754623	51.101654	49.095070	50.483379	50.843105	
1.000000	52.889034	60.162212	54.013176	51.315243	50.713829	54.586487	50.022484	49.246826	50.320381	49.235584	
1.050000	54.991173	61.314453	52.473106	52.192070	50.635139	54.389763	48.100204	45.666447	48.965794	47.965309	
1.100000	54.271725	63.692009	53.574760	52.529312	50.966759	55.440830	49.499760	47.897861	49.876347	47.330170	
1.150000	54.698898	62.371143	54.356037	52.208931	51.365829	56.722347	51.551311	49.145657	49.460415	48.459930	
1.200000	55.384624	63.129936	55.294693	50.011242	50.590172	58.487244	51.371449	48.853378	50.584553	48.724102	
1.250000	56.312038	63.129936	57.413692	52.158344	49.392963	55.682518	50.016861	50.061829	51.096035	48.718483	
1.300000	54.569622	61.589867	57.891453	52.113380	51.500725	56.300797	49.600929	48.521759	49.674000	49.449173	
1.350000	53.063278	60.684937	57.604797	53.074520	50.989243	57.846485	50.196724	48.482414	49.786415	47.774204	
1.400000	53.692795	60.392662	56.531246	50.505863	51.236553	57.717209	52.208931	48.622929	52.574276	49.218723	
1.450000	51.646862	59.909279	55.508278	48.960171	50.410309	59.032452	51.821106	49.589691	51.663727	52.304485	
1.500000	52.141483	60.375797	56.120934	53.276863	51.354588	59.234798	52.006588	51.084793	54.035656	51.562553	
1.550000	51.388309	61.449348	55.412727	53.102623	52.192070	60.235283	51.995346	53.428623	54.682037	51.590656	
1.600000	52.478725	59.639488	56.014141	53.344311	55.058624	58.520969	50.522724	53.434242	52.450623	53.248760	
1.650000	53.445484	59.999210	57.835243	55.581348	54.440346	57.464279	52.237034	54.698898	53.063278	55.446449	
1.700000	53.203796	59.824970	58.099419	56.705486	55.322796	54.631451	51.556931	57.183243	53.737762	53.181313	
