HawtC2_ProjectName: 5MW_PowerProduction_Spar 更多消息和教程请访问：http://www.hawtc.cn/
Powered By OpenWECD.HawtC2.MBD @CopyRight 赵子祯
Time	LSSGagMya 	LSSGagMza 	LSSGagMys 	LSSGagMzs 	
(s)	(kN-m)    	(kN-m)    	(kN-m)    	(kN-m)    	
17.450000	-2682.360314	1071.137099	-2763.603677	839.575260	
17.500000	-2619.954250	1185.186525	-2764.916995	789.976675	
17.550000	-2554.227583	1286.119200	-2764.863323	730.554432	
17.600000	-2487.557685	1377.013754	-2764.623009	664.054836	
17.650000	-2421.353429	1461.713761	-2765.330681	593.722171	
17.700000	-2356.066956	1544.215356	-2768.085198	522.835434	
17.750000	-2291.298506	1628.411466	-2774.012790	454.560025	
17.800000	-2225.763281	1717.174815	-2783.810879	391.289602	
17.850000	-2157.494504	1811.845234	-2797.457845	334.357636	
17.900000	-2084.264478	1912.509501	-2814.425830	284.355442	
17.950000	-2003.376938	2017.748276	-2833.125942	241.295956	
18.000000	-1912.892110	2125.218219	-2851.993302	204.553947	
18.050000	-1811.185102	2231.514043	-2868.810285	173.127920	
18.100000	-1697.675661	2332.837858	-2881.495150	145.674161	
18.150000	-1572.824228	2425.478444	-2888.276361	120.754931	
18.200000	-1437.456141	2505.566770	-2886.990351	97.118911	
18.250000	-1292.314368	2571.016499	-2876.554986	75.060574	
18.300000	-1139.707212	2619.920442	-2856.574672	53.826019	
18.350000	-982.727050	2651.359083	-2827.437665	32.439430	
18.400000	-824.069011	2665.782110	-2790.227408	10.660940	
18.450000	-665.305573	2664.876438	-2746.649830	-10.620695	
18.500000	-508.429907	2650.806816	-2698.944034	-31.303795	
18.550000	-355.792392	2626.747036	-2650.221474	-52.098551	
18.600000	-208.909172	2596.002429	-2603.352372	-73.671014	
18.650000	-67.765868	2561.701724	-2560.802208	-95.910096	
18.700000	68.723148	2526.075054	-2524.241175	-118.258642	
18.750000	201.926516	2490.278601	-2494.513533	-140.230188	
18.800000	333.155642	2454.732688	-2471.966181	-161.518707	
18.850000	464.012212	2418.759906	-2456.177932	-181.376712	
18.900000	596.409275	2380.422453	-2445.976406	-198.278099	
18.950000	731.644401	2336.710907	-2439.504259	-210.570394	
19.000000	870.068740	2284.749381	-2435.160959	-217.002476	
19.050000	1010.857425	2221.512751	-2431.041291	-216.769900	
19.100000	1152.298170	2144.468545	-2425.420498	-209.460611	
19.150000	1292.133469	2051.601419	-2416.759694	-194.809748	
19.200000	1427.530266	1941.956474	-2403.969269	-173.116565	
19.250000	1555.336159	1815.728678	-2386.386645	-145.256248	
19.300000	1672.574398	1674.383773	-2363.977971	-112.579809	
19.350000	1776.146801	1521.344641	-2337.332496	-77.864409	
19.400000	1863.876999	1360.506934	-2307.184787	-43.745081	
19.450000	1935.320805	1195.418650	-2274.720872	-11.773599	
19.500000	1990.535425	1029.772628	-2241.070605	16.287263	
19.550000	2030.341640	867.046932	-2207.385181	38.840415	
19.600000	2056.683678	710.002752	-2175.093182	54.963272	
19.650000	2071.854114	559.972405	-2145.218707	64.691325	
19.700000	2078.321589	417.152057	-2118.657321	68.762514	
19.750000	2078.403697	280.992131	-2096.202880	68.201721	
19.800000	2074.056191	150.267526	-2078.498450	64.292566	
19.850000	2066.562534	22.933241	-2065.853532	58.798726	
19.900000	2056.243687	-103.498835	-2058.144905	53.751019	
19.950000	2042.657774	-231.323284	-2055.081509	51.007390	
20.000000	2024.682754	-362.162412	-2056.162880	51.917280	
20.050000	2000.790131	-495.251155	-2060.419268	55.743461	
20.100000	1970.071431	-631.609852	-2067.864390	63.630433	
20.150000	1929.978539	-771.054441	-2076.905091	76.209139	
20.200000	1878.680389	-912.104658	-2086.312371	93.144876	
20.250000	1815.418441	-1051.884846	-2095.108792	112.808972	
20.300000	1740.233544	-1187.425500	-2102.517410	133.465381	
20.350000	1653.415409	-1316.239394	-2107.740826	153.937544	
20.400000	1555.453996	-1435.774357	-2109.717487	173.135414	
20.450000	1447.727472	-1544.167419	-2108.126479	190.188530	
20.500000	1332.164406	-1639.693786	-2102.769428	204.007276	
20.550000	1211.181498	-1721.635476	-2094.104517	213.812535	
20.600000	1086.886162	-1790.223367	-2082.800152	219.465408	
20.650000	960.896332	-1846.712390	-2069.924724	221.539143	
20.700000	834.544833	-1892.756210	-2056.768630	220.666772	
