HawtC2_ProjectName: 5MW_PowerProduction_Spar 更多消息和教程请访问：http://www.hawtc.cn/
Powered By OpenWECD.HawtC2.MBD @CopyRight 赵子祯
Time	RotThrust 	LSShftFya 	LSShftFza 	LSShftFys 	LSShftFzs 	LSShftTq  	RotPwr    	
(s)	(kN)      	(kN)      	(kN)      	(kN)      	(kN)      	(kN-m)    	(kW)      	
9.900000	510.906219	916.734131	517.403137	4.585002	-1052.656738	2112.114014	2167.952569	
9.950000	511.726715	942.666260	460.549377	-3.867608	-1049.147461	2194.044189	2253.261827	
10.000000	512.489441	966.824402	403.834442	-11.636596	-1047.709961	2301.856445	2366.002735	
10.050000	513.334290	988.839661	348.422607	-17.379211	-1048.284302	2404.293701	2474.118639	
10.100000	514.297729	1008.267517	295.153870	-20.049932	-1050.389038	2472.603516	2547.759850	
10.150000	515.315735	1024.665039	244.517090	-19.022318	-1053.264038	2488.623535	2567.659789	
10.200000	516.262268	1037.643921	196.629181	-14.166696	-1056.014771	2449.791748	2530.549874	
10.250000	517.011963	1046.915771	151.228531	-5.878961	-1057.765625	2369.643311	2449.970882	
10.300000	517.473267	1052.344116	107.721039	4.974425	-1057.831299	2273.406738	2351.897545	
10.350000	517.634338	1054.021851	65.249222	17.168037	-1055.899902	2190.530029	2266.989602	
10.400000	517.560791	1052.287842	22.765640	29.271955	-1052.126831	2146.006348	2221.479768	
10.450000	517.384644	1047.674805	-20.864708	39.848461	-1047.124634	2153.253662	2229.675022	
10.500000	517.275696	1040.799072	-66.735077	47.650414	-1041.847290	2210.582520	2290.227819	
10.550000	517.412720	1032.239624	-115.752289	51.796608	-1037.417358	2302.059326	2386.964800	
10.600000	517.962769	1022.457092	-168.480896	51.911724	-1034.944336	2402.644043	2494.088841	
10.650000	518.987793	1011.697571	-225.020081	48.188343	-1035.298950	2484.819336	2582.921116	
10.700000	520.452698	999.944458	-284.944672	41.347172	-1038.928589	2526.610840	2630.191665	
10.750000	522.250977	986.877625	-347.314087	32.501251	-1045.704590	2518.028564	2624.884835	
10.800000	524.197266	971.902527	-410.756989	22.954187	-1054.888062	2463.238037	2570.776072	
10.850000	526.099365	954.273071	-473.609192	13.998783	-1065.244995	2379.761719	2485.851171	
10.900000	527.784241	933.234680	-534.122559	6.713655	-1075.252930	2292.988525	2396.659466	
10.950000	529.121216	908.164917	-590.684265	1.817245	-1083.359619	2228.738037	2330.466922	
11.000000	530.075928	878.652588	-642.012146	-0.417737	-1088.213989	2206.085693	2307.620608	
11.050000	530.718262	844.524048	-687.316833	-0.196975	-1088.864014	2232.092773	2335.932112	
11.100000	531.202637	805.858032	-726.385864	1.860043	-1084.914795	2300.040283	2408.764970	
11.150000	531.722595	762.999512	-759.586975	4.871268	-1076.623047	2391.683594	2507.309180	
11.200000	532.468445	716.525391	-787.826294	7.851517	-1064.902588	2482.648193	2606.106892	
11.250000	533.594360	667.182068	-812.427185	9.891214	-1051.224121	2549.534668	2680.404942	
11.300000	535.152832	615.828674	-834.904785	10.364292	-1037.402222	2576.067871	2712.634101	
11.350000	537.136353	563.291931	-856.768555	8.986198	-1025.314331	2558.007080	2697.747148	
11.400000	539.477600	510.291779	-879.291565	5.867279	-1016.620239	2503.749268	2644.110835	
11.450000	542.091064	457.401886	-903.325623	1.499829	-1012.527222	2431.765381	2570.998209	
11.500000	544.900452	404.989502	-929.192749	-3.367408	-1013.609558	2364.937012	2502.660927	
11.550000	547.852539	353.171844	-956.618774	-7.902499	-1019.699768	2323.874756	2461.189233	
11.600000	550.931519	301.834412	-984.739075	-11.348724	-1029.896240	2321.260986	2460.402029	
11.650000	554.157898	250.668503	-1012.193542	-13.194565	-1042.687012	2358.515381	2502.208790	
11.700000	557.551270	199.252502	-1037.316650	-13.276966	-1056.196533	2425.781982	2576.500092	
11.750000	561.103760	147.165176	-1058.375244	-11.795119	-1068.492676	2505.062012	2664.365002	
11.800000	564.748901	94.067139	-1073.799805	-9.271128	-1077.872314	2575.416748	2743.510993	
11.850000	568.384888	39.779961	-1082.379028	-6.429154	-1083.090698	2619.161865	2794.818767	
11.900000	571.880554	-15.662025	-1083.406616	-4.040226	-1083.512207	2626.590088	2807.461607	
11.950000	575.111816	-72.020615	-1076.780151	-2.777120	-1079.182373	2598.551270	2781.850781	
12.000000	577.976318	-128.887573	-1063.033447	-3.082659	-1070.813843	2545.739258	2729.079895	
12.050000	580.442627	-185.755722	-1043.279541	-5.079265	-1059.675293	2485.567139	2667.706478	
12.100000	582.531616	-242.105865	-1019.056580	-8.538590	-1047.386475	2436.695557	2617.888851	
12.150000	584.336548	-297.473816	-992.098328	-12.912708	-1035.655762	2413.940918	2595.835506	
12.200000	585.990662	-351.489410	-964.086304	-17.412069	-1026.013672	2424.158936	2609.272883	
12.250000	587.647278	-403.885773	-936.431824	-21.123421	-1019.598938	2464.690918	2655.674460	
12.300000	589.441528	-454.498352	-910.097473	-23.165947	-1017.010071	2524.295410	2723.173986	
12.350000	591.459229	-503.236511	-885.484924	-22.845854	-1018.237976	2586.635010	2794.236276	
12.400000	593.723633	-550.044128	-862.402527	-19.777710	-1022.690308	2635.139404	2850.845806	
