HawtC2_ProjectName: 5MW_PowerProduction_Spar 更多消息和教程请访问：http://www.hawtc.cn/
Powered By OpenWECD.HawtC2.MBD @CopyRight 赵子祯
Time	RootFxc   B_0	RootFxc   B_2	RootFyc   B_0	RootFyc   B_2	RootFzc   B_0	RootFzc   B_2	RootFxb   B_0	RootFxb   B_2	RootFyb   B_0	RootFyb   B_2	RootMxc   B_0	RootMxc   B_2	RootMyc   B_0	RootMyc   B_2	RootMzc   B_0	RootMzc   B_2	RootMxb   B_0	RootMxb   B_2	RootMyb   B_0	RootMyb   B_2	
(s)	(kN)      	(kN)      	(kN)      	(kN)      	(kN)      	(kN)      	(kN)      	(kN)      	(kN)      	(kN)      	(kN-m)    	(kN-m)    	(kN-m)    	(kN-m)    	(kN-m)    	(kN-m)    	(kN-m)    	(kN-m)    	(kN-m)    	(kN-m)    	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.050000	31.161064	38.514767	-23.867626	73.260895	432.466248	660.621521	31.161064	38.514767	-23.867626	73.260895	424.602356	-591.545715	-153.037567	34.771072	-12.451227	-11.615879	424.602356	-591.545715	-153.037567	34.771072	
0.100000	-1.496451	3.661711	-43.572510	73.419800	422.366089	638.010315	-1.496451	3.661711	-43.572510	73.419800	672.802551	-699.425598	-184.252075	-130.132980	-11.586582	-11.690332	672.802551	-699.425598	-184.252075	-130.132980	
0.150000	3.006196	10.411436	-65.003426	72.760727	417.928802	620.644592	3.006196	10.411436	-65.003426	72.760727	1210.765259	-736.271484	16.619825	93.344849	-12.200280	-11.031055	1210.765259	-736.271484	16.619825	93.344849	
0.200000	19.085114	30.636488	-68.231880	95.179642	417.611084	605.467407	19.085114	30.636488	-68.231880	95.179642	1707.558594	-1026.257690	478.783356	664.923096	-14.892944	-10.751617	1707.558594	-1026.257690	478.783356	664.923096	
0.250000	43.082626	53.579544	-70.283051	124.230072	419.783936	589.878845	43.082626	53.579544	-70.283051	124.230072	2177.980469	-1502.511230	1125.528076	1377.780151	-18.392212	-9.934998	2177.980469	-1502.511230	1125.528076	1377.780151	
0.300000	65.351532	75.472336	-82.436630	143.387558	418.858551	578.376404	65.351532	75.472336	-82.436630	143.387558	2576.417969	-2104.782715	1790.224487	2072.687500	-21.261719	-8.131561	2576.417969	-2104.782715	1790.224487	2072.687500	
0.350000	76.958618	90.636223	-101.507614	155.227585	415.215881	568.891724	76.958618	90.636223	-101.507614	155.227585	2809.846924	-2849.121338	2241.816406	2569.091064	-22.857605	-4.848572	2809.846924	-2849.121338	2241.816406	2569.091064	
0.400000	78.798721	93.665405	-117.979248	168.965927	415.291199	555.753296	78.798721	93.665405	-117.979248	168.965927	2844.330566	-3692.121826	2435.652344	2793.357422	-22.603577	0.206482	2844.330566	-3692.121826	2435.652344	2793.357422	
0.450000	74.344337	87.188629	-126.005951	184.699646	420.462860	541.980530	74.344337	87.188629	-126.005951	184.699646	2748.465088	-4460.021973	2413.961182	2790.071045	-21.341675	5.935074	2748.465088	-4460.021973	2413.961182	2790.071045	
0.500000	66.205490	78.719650	-128.474182	195.145187	425.148743	533.546021	66.205490	78.719650	-128.474182	195.145187	2663.928467	-4939.156250	2263.437744	2673.657715	-20.508850	10.710175	2663.928467	-4939.156250	2263.437744	2673.657715	
0.550000	58.591362	72.422768	-132.813324	194.881989	426.070251	528.591309	58.591362	72.422768	-132.813324	194.881989	2722.616943	-4992.240234	2120.553467	2547.072754	-20.789612	13.477631	2722.616943	-4992.240234	2120.553467	2547.072754	
0.600000	56.207577	69.253494	-142.830688	183.646194	426.115845	521.248657	56.207577	69.253494	-142.830688	183.646194	2973.748047	-4594.382324	2101.453125	2481.734131	-22.327209	13.385742	2973.748047	-4594.382324	2101.453125	2481.734131	
0.650000	60.407646	69.939407	-157.155228	163.131195	428.574066	510.143341	60.407646	69.939407	-157.155228	163.131195	3390.236572	-3799.494629	2224.081299	2509.415527	-25.197876	9.955078	3390.236572	-3799.494629	2224.081299	2509.415527	
0.700000	68.724899	74.220291	-172.445953	135.450806	432.356354	498.028168	68.724899	74.220291	-172.445953	135.450806	3905.909668	-2714.653320	2417.579346	2603.052734	-29.133179	3.708801	3905.909668	-2714.653320	2417.579346	2603.052734	
0.750000	77.381050	79.848824	-184.509094	105.853714	434.305054	486.405579	77.381050	79.848824	-184.509094	105.853714	4418.110840	-1517.391357	2596.354980	2696.915039	-33.602905	-4.284119	4418.110840	-1517.391357	2596.354980	2696.915039	
0.800000	83.092216	83.492775	-189.949768	81.748703	434.050018	473.494659	83.092216	83.492775	-189.949768	81.748703	4798.404297	-438.368134	2697.105957	2725.322754	-37.707520	-12.677368	4798.404297	-438.368134	2697.105957	2725.322754	
0.850000	84.267517	82.861786	-189.613159	66.425964	434.888641	457.053589	84.267517	82.861786	-189.613159	66.425964	4949.496094	325.689606	2696.229004	2663.884766	-40.048828	-19.728882	4949.496094	325.689606	2696.229004	2663.884766	
0.900000	81.375854	78.116631	-188.203796	56.877625	439.787445	437.600433	81.375854	78.116631	-188.203796	56.877625	4850.101562	681.530029	2604.094971	2532.393555	-39.293884	-23.396729	4850.101562	681.530029	2604.094971	2532.393555	
0.950000	76.268990	71.858978	-188.315659	50.146729	448.002991	418.186646	76.268990	71.858978	-188.315659	50.146729	4541.706543	628.845276	2455.393555	2378.764648	-35.251831	-22.539185	4541.706543	628.845276	2455.393555	2378.764648	
1.000000	71.231537	67.361870	-186.755020	49.042023	456.838867	401.497131	71.231537	67.361870	-186.755020	49.042023	4092.571045	215.872818	2300.257080	2256.689209	-29.437622	-18.122559	4092.571045	215.872818	2300.257080	2256.689209	
1.050000	68.313248	66.361145	-179.551788	57.951874	465.433746	387.908173	68.313248	66.361145	-179.551788	57.951874	3595.655762	-463.478607	2191.358887	2203.971191	-24.133362	-12.546753	3595.655762	-463.478607	2191.358887	2203.971191	
1.100000	68.605400	68.435638	-169.189819	74.635544	475.093811	376.383240	68.605400	68.435638	-169.189819	74.635544	3179.329834	-1251.885010	2160.652588	2229.416260	-20.652893	-7.633423	3179.329834	-1251.885010	2160.652588	2229.416260	
1.150000	71.583870	71.948616	-163.802551	89.930191	486.489227	366.454590	71.583870	71.948616	-163.802551	89.930191	2977.788330	-1956.590820	2196.739990	2306.110352	-18.921021	-3.863037	2977.788330	-1956.590820	2196.739990	2306.110352	
1.200000	75.468430	75.320091	-168.627441	96.251648	498.128876	358.873962	75.468430	75.320091	-168.627441	96.251648	3064.444580	-2423.488037	2252.675781	2383.745605	-18.573982	-1.268921	3064.444580	-2423.488037	2252.675781	2383.745605	
1.250000	78.310074	77.499496	-180.012634	94.407959	507.911133	354.623962	78.310074	77.499496	-180.012634	94.407959	3405.913330	-2596.186768	2276.299805	2412.269531	-19.775314	-0.089844	3405.913330	-2596.186768	2276.299805	2412.269531	
1.300000	78.948723	77.804550	-189.770905	90.271149	515.097778	353.568359	78.948723	77.804550	-189.770905	90.271149	3887.728271	-2504.960693	2240.612061	2365.740234	-22.836426	-0.520874	3887.728271	-2504.960693	2240.612061	2365.740234	
1.350000	77.471786	75.891289	-194.333923	86.150879	520.432861	354.120117	77.471786	75.891289	-194.333923	86.150879	4383.960449	-2209.581055	2158.575195	2253.555908	-27.376984	-2.355408	4383.960449	-2209.581055	2158.575195	2253.555908	
1.400000	75.022354	72.177811	-197.179031	78.020325	525.023743	354.245422	75.022354	72.177811	-197.179031	78.020325	4799.553223	-1762.772705	2070.002686	2114.306641	-31.980835	-4.908142	4799.553223	-1762.772705	2070.002686	2114.306641	
1.450000	73.206223	68.149910	-202.243561	61.421165	529.444885	352.820496	73.206223	68.149910	-202.243561	61.421165	5063.104492	-1216.756592	2016.840088	1996.750000	-34.907776	-7.266602	5063.104492	-1216.756592	2016.840088	1996.750000	
1.500000	73.387245	65.879456	-207.616211	37.855255	533.642090	350.059967	73.387245	65.879456	-207.616211	37.855255	5117.398438	-636.348816	2028.830200	1939.984741	-35.364441	-8.983398	5117.398438	-636.348816	2028.830200	1939.984741	
1.550000	76.090073	66.788315	-207.516327	13.649414	537.385986	346.687988	76.090073	66.788315	-207.516327	13.649414	4941.362305	-80.164124	2114.935303	1961.478760	-33.880798	-10.380768	4941.362305	-80.164124	2114.935303	1961.478760	
1.600000	80.856392	70.660675	-199.435257	-6.659626	540.738953	342.734314	80.856392	70.660675	-199.435257	-6.659626	4581.733398	431.847839	2262.214111	2054.156982	-31.420105	-12.030884	4581.733398	431.847839	2262.214111	2054.156982	
1.650000	86.564407	75.848549	-187.194397	-24.092402	544.183533	337.368042	86.564407	75.848549	-187.194397	-24.092402	4145.582031	922.461792	2439.755615	2191.979736	-28.563049	-14.132263	4145.582031	922.461792	2439.755615	2191.979736	
1.700000	91.927513	80.512901	-176.661880	-42.220776	548.351807	330.055328	91.927513	80.512901	-176.661880	-42.220776	3748.337891	1422.174805	2607.924805	2340.607422	-25.612427	-16.512436	3748.337891	1422.174805	2607.924805	2340.607422	
1.750000	95.834610	83.750656	-169.936783	-61.738922	553.450623	321.586761	95.834610	83.750656	-169.936783	-61.738922	3461.815186	1928.187134	2730.709473	2469.117920	-23.054932	-19.035526	3461.815186	1928.187134	2730.709473	2469.117920	
1.800000	97.598816	85.708015	-164.620331	-79.015236	558.926880	313.589661	97.598816	85.708015	-164.620331	-79.015236	3301.120605	2393.676025	2789.375732	2560.553467	-21.613525	-21.832092	3301.120605	2393.676025	2789.375732	2560.553467	
1.850000	97.222488	86.917603	-157.812485	-89.668503	563.978394	307.104309	97.222488	86.917603	-157.812485	-89.668503	3242.805176	2749.759277	2788.879150	2618.242676	-21.785156	-25.016785	3242.805176	2749.759277	2788.879150	2618.242676	
1.900000	95.514893	87.793510	-149.424347	-92.644730	568.513672	302.050568	95.514893	87.793510	-149.424347	-92.644730	3243.957275	2934.919434	2753.376953	2663.682861	-23.281494	-28.090088	3243.957275	2934.919434	2753.376953	2663.682861	
1.950000	93.738953	88.703827	-141.478485	-90.520767	573.328247	298.158997	93.738953	88.703827	-141.478485	-90.520767	3249.946289	2911.508789	2712.798096	2724.243408	-25.005127	-29.765503	3249.946289	2911.508789	2712.798096	2724.243408	
2.000000	92.946518	90.134544	-135.230331	-86.422531	579.073425	295.953064	92.946518	90.134544	-135.230331	-86.422531	3203.266846	2670.125000	2692.130859	2814.877686	-25.735352	-28.751465	3203.266846	2670.125000	2692.130859	2814.877686	
2.050000	93.422020	92.557098	-129.720978	-81.384933	585.278931	296.438293	93.422020	92.557098	-129.720978	-81.384933	3061.947510	2235.626465	2702.090088	2933.477539	-24.931152	-24.816650	3061.947510	2235.626465	2702.090088	2933.477539	
2.100000	94.708664	95.858673	-122.977554	-74.785797	590.748901	299.984100	94.708664	95.858673	-122.977554	-74.785797	2819.343994	1673.758301	2736.862305	3059.961182	-22.876343	-19.027710	2819.343994	1673.758301	2736.862305	3059.961182	
2.150000	96.094009	99.101074	-114.165039	-66.989090	594.845581	305.845276	96.094009	99.101074	-114.165039	-66.989090	2510.333740	1093.656494	2778.737305	3165.900391	-20.266968	-13.022339	2510.333740	1093.656494	2778.737305	3165.900391	
2.200000	96.949120	101.006950	-104.513397	-61.003609	598.020020	312.847046	96.949120	101.006950	-104.513397	-61.003609	2198.318359	632.870300	2803.094971	3225.911133	-17.751709	-8.152710	2198.318359	632.870300	2803.094971	3225.911133	
2.250000	96.849220	100.693703	-96.365448	-61.189667	600.959167	320.287537	96.849220	100.693703	-96.365448	-61.189667	1952.437378	423.044678	2790.237793	3220.894531	-15.750610	-5.227173	1952.437378	423.044678	2790.237793	3220.894531	
2.300000	95.576874	98.116135	-91.261444	-70.229721	603.543579	327.963745	95.576874	98.116135	-91.261444	-70.229721	1823.334961	551.141663	2734.377930	3142.474365	-14.543945	-4.710571	1823.334961	551.141663	2734.377930	3142.474365	
2.350000	93.247139	93.910332	-88.694580	-87.315216	604.956055	335.468597	93.247139	93.910332	-88.694580	-87.315216	1824.876221	1033.446655	2646.118652	2997.361328	-14.353516	-6.950317	1824.876221	1033.446655	2646.118652	2997.361328	
2.400000	90.434113	88.992859	-86.583900	-109.219513	604.731934	341.826324	90.434113	88.992859	-86.583900	-109.219513	1927.809448	1813.637207	2546.888184	2810.832520	-15.259583	-12.086670	1927.809448	1813.637207	2546.888184	2810.832520	
2.450000	88.029068	84.273010	-82.994690	-132.927032	603.401306	346.048492	88.029068	84.273010	-82.994690	-132.927032	2068.563477	2780.908447	2459.821289	2621.830322	-16.971436	-19.662109	2068.563477	2780.908447	2459.821289	2621.830322	
2.500000	86.817764	80.560776	-77.387878	-156.988739	601.971741	347.987213	86.817764	80.560776	-77.387878	-156.988739	2168.895508	3795.232422	2402.973145	2469.596436	-18.747711	-28.361450	2168.895508	3795.232422	2402.973145	2469.596436	
2.550000	87.081306	78.474457	-70.180656	-180.444794	600.913086	348.475159	87.081306	78.474457	-70.180656	-180.444794	2156.916992	4710.766113	2386.586182	2378.781006	-19.693268	-36.357971	2156.916992	4710.766113	2386.586182	2378.781006	
2.600000	88.524773	78.262367	-61.280254	-201.002533	599.845947	348.633118	88.524773	78.262367	-61.280254	-201.002533	1982.644897	5397.109375	2411.761963	2353.455078	-19.235123	-42.124451	1982.644897	5397.109375	2411.761963	2353.455078	
2.650000	90.538872	79.693321	-49.580559	-215.115616	598.222168	349.179077	90.538872	79.693321	-49.580559	-215.115616	1629.527466	5763.723633	2469.313965	2383.193848	-17.373947	-44.946289	1629.527466	5763.723633	2469.313965	2383.193848	
2.700000	92.522354	82.128571	-34.216782	-220.224152	596.095764	350.399323	92.522354	82.128571	-34.216782	-220.224152	1122.727905	5782.133789	2540.965332	2451.596680	-14.538803	-44.836365	1122.727905	5782.133789	2540.965332	2451.596680	
2.750000	94.041145	84.806778	-16.159401	-216.774200	594.051758	352.538574	94.041145	84.806778	-16.159401	-216.774200	528.860657	5493.086426	2605.310791	2541.091064	-11.282578	-42.180176	528.860657	5493.086426	2605.310791	2541.091064	
2.800000	94.829124	87.156319	1.799896	-207.799957	592.462708	355.989075	94.829124	87.156319	1.799896	-207.799957	-58.897102	4990.603027	2646.547607	2633.949707	-8.072205	-37.582825	-58.897102	4990.603027	2646.547607	2633.949707	
2.850000	94.783508	88.916122	16.858131	-196.526505	591.049927	361.067932	94.783508	88.916122	16.858131	-196.526505	-548.101807	4389.972656	2660.155029	2713.705078	-5.292877	-31.930603	-548.101807	4389.972656	2660.155029	2713.705078	
2.900000	94.023529	90.060577	27.973480	-184.578369	589.235474	367.748688	94.023529	90.060577	27.973480	-184.578369	-874.562195	3797.551514	2651.565430	2769.246582	-3.334656	-26.352051	-874.562195	3797.551514	2651.565430	2769.246582	
2.950000	92.889999	90.663918	35.862778	-172.478119	586.752747	375.708954	92.889999	90.663918	35.862778	-172.478119	-1016.960266	3295.020264	2629.885742	2797.783447	-2.551514	-21.920654	-1016.960266	3295.020264	2629.885742	2797.783447	
3.000000	91.812492	90.843567	41.594849	-161.296768	583.769653	384.635071	91.812492	90.843567	41.594849	-161.296768	-996.059998	2935.544678	2602.809326	2804.306152	-3.038086	-19.227386	-996.059998	2935.544678	2602.809326	2804.306152	
3.050000	91.106079	90.749588	45.557159	-153.182861	580.439392	394.446899	91.106079	90.749588	45.557159	-153.182861	-864.459900	2743.053223	2576.194580	2796.416504	-4.465637	-18.199310	-864.459900	2743.053223	2576.194580	2796.416504	
3.100000	90.857513	90.539261	47.833527	-150.085236	576.493591	405.180847	90.857513	90.539261	47.833527	-150.085236	-693.185913	2712.106689	2555.977295	2779.575439	-6.188232	-18.335320	-693.185913	2712.106689	2555.977295	2779.575439	
3.150000	90.980652	90.304604	49.228989	-152.211624	571.367859	416.646973	90.980652	90.304604	49.228989	-152.211624	-556.595154	2813.383789	2548.058838	2755.904297	-7.564697	-19.142376	-556.595154	2813.383789	2548.058838	2755.904297	
3.200000	91.351784	90.045647	51.480133	-158.024216	564.723999	428.278534	91.351784	90.045647	51.480133	-158.024216	-515.422913	3007.915039	2555.147949	2726.657227	-8.209229	-20.381622	-515.422913	3007.915039	2555.147949	2726.657227	
3.250000	91.886169	89.750237	56.249390	-165.720337	556.760010	439.372925	91.886169	89.750237	56.249390	-165.720337	-601.176636	3263.786377	2574.156494	2695.314209	-8.046265	-22.013916	-601.176636	3263.786377	2574.156494	2695.314209	
3.300000	92.511414	89.475563	63.921219	-174.524628	547.985107	449.453308	92.511414	89.475563	63.921219	-174.524628	-808.374878	3564.145508	2597.941895	2666.716064	-7.174561	-24.008209	-808.374878	3564.145508	2597.941895	2666.716064	
3.350000	93.124481	89.364502	73.424881	-184.501328	538.760193	458.329010	93.124481	89.364502	73.424881	-184.501328	-1099.129517	3902.033447	2619.967773	2645.111328	-5.781738	-26.286377	-1099.129517	3902.033447	2619.967773	2645.111328	
3.400000	93.614960	89.566124	83.219711	-195.332520	529.168091	465.839233	93.614960	89.566124	83.219711	-195.332520	-1418.840210	4267.625977	2637.284912	2633.124023	-4.124023	-28.812500	-1418.840210	4267.625977	2637.284912	2633.124023	
3.450000	93.940086	90.157219	92.425842	-205.547363	519.306396	471.682129	93.940086	90.157219	92.425842	-205.547363	-1715.550659	4637.709473	2649.816406	2632.564697	-2.542358	-31.640625	-1715.550659	4637.709473	2649.816406	2632.564697	
3.500000	94.134743	91.162498	101.077454	-213.015305	509.551514	475.629364	94.134743	91.162498	101.077454	-213.015305	-1955.034424	4973.126465	2657.115234	2646.149414	-1.388184	-34.774048	-1955.034424	4973.126465	2657.115234	2646.149414	
3.550000	94.241112	92.621841	109.465912	-216.084457	500.410187	477.918884	94.241112	92.621841	109.465912	-216.084457	-2126.995605	5223.023926	2657.257568	2677.273193	-0.855591	-37.921387	-2126.995605	5223.023926	2657.257568	2677.273193	
3.600000	94.247040	94.602043	117.437073	-214.185379	492.131287	479.340210	94.247040	94.602043	117.437073	-214.185379	-2242.845947	5332.676270	2649.051270	2728.490234	-0.863770	-40.393433	-2242.845947	5332.676270	2649.051270	2728.490234	
3.650000	94.127548	97.117096	124.428192	-207.457596	484.543854	480.850464	94.127548	97.117096	124.428192	-207.457596	-2328.395996	5253.216797	2634.939209	2799.771729	-1.114380	-41.322388	-2328.395996	5253.216797	2634.939209	2799.771729	
3.700000	93.921532	100.053467	130.129852	-196.061401	477.280548	483.108948	93.921532	100.053467	130.129852	-196.061401	-2414.478027	4953.563477	2620.647217	2888.183105	-1.269775	-40.044067	-2414.478027	4953.563477	2620.647217	2888.183105	
3.750000	93.747993	103.181839	134.917709	-180.072296	470.089661	486.387085	93.747993	103.181839	134.917709	-180.072296	-2526.490479	4433.137695	2611.587646	2987.763672	-1.135864	-36.408813	-2526.490479	4433.137695	2611.587646	2987.763672	
3.800000	93.701790	106.270714	139.475571	-160.116501	462.896423	490.830292	93.701790	106.270714	139.475571	-160.116501	-2674.164307	3731.477539	2609.167480	3091.337891	-0.690063	-30.826050	-2674.164307	3731.477539	2609.167480	3091.337891	
3.850000	93.764603	109.080421	143.951492	-137.971695	455.606079	496.646118	93.764603	109.080421	143.951492	-137.971695	-2844.709717	2927.822021	2610.686035	3187.856934	-0.028687	-24.118652	-2844.709717	2927.822021	2610.686035	3187.856934	
3.900000	93.815926	111.374817	147.574509	-116.399307	447.962036	503.936066	93.815926	111.374817	147.574509	-116.399307	-3004.184570	2129.499268	2611.982422	3265.374268	0.722229	-17.283447	-3004.184570	2129.499268	2611.982422	3265.374268	
3.950000	93.737396	112.874634	149.202759	-98.194550	439.666840	512.411011	93.737396	112.874634	149.202759	-98.194550	-3108.609375	1450.533203	2609.884521	3312.629150	1.408081	-11.315918	-3108.609375	1450.533203	2609.884521	3312.629150	
4.000000	93.504547	113.320274	148.266602	-85.226715	430.605438	521.379944	93.504547	113.320274	148.266602	-85.226715	-3120.527344	987.787109	2602.847412	3321.689209	1.827576	-7.084106	-3120.527344	987.787109	2602.847412	3321.689209	
4.050000	93.159988	112.612946	145.183411	-78.150726	420.895142	530.042847	93.159988	112.612946	145.183411	-78.150726	-3023.329102	801.234680	2590.156738	3290.446533	1.770874	-5.217529	-3023.329102	801.234680	2590.156738	3290.446533	
4.100000	92.759697	110.934196	140.905411	-76.760223	410.698517	537.775085	92.759697	110.934196	140.905411	-76.760223	-2827.318115	902.610229	2572.686768	3224.404297	1.119202	-5.981934	-2827.318115	902.610229	2572.686768	3224.404297	
4.150000	92.372948	108.713409	136.207748	-80.358322	400.063324	544.142822	92.372948	108.713409	136.207748	-80.358322	-2567.392822	1253.118164	2554.415771	3136.585938	-0.057983	-9.169556	-2567.392822	1253.118164	2554.415771	3136.585938	
4.200000	92.144485	106.477936	131.507172	-87.713989	388.985779	548.764038	92.144485	106.477936	131.507172	-87.713989	-2295.392822	1770.072754	2543.207520	3045.271729	-1.489666	-14.117676	-2295.392822	1770.072754	2543.207520	3045.271729	
4.250000	92.302200	104.729637	127.275833	-96.828247	377.607300	551.284180	92.302200	104.729637	127.275833	-96.828247	-2069.748291	2342.155029	2548.306885	2970.748779	-2.781128	-19.847290	-2069.748291	2342.155029	2548.306885	2970.748779	
4.300000	93.061508	103.865593	124.386131	-105.034264	366.282349	551.583313	93.061508	103.865593	124.386131	-105.034264	-1942.862305	2850.616699	2576.308105	2930.139404	-3.559967	-25.276611	-1942.862305	2850.616699	2576.308105	2930.139404	
4.350000	94.460861	104.142746	123.797379	-109.679794	355.425262	549.986450	94.460861	104.142746	123.797379	-109.679794	-1947.270508	3192.720947	2627.717285	2933.186279	-3.591003	-29.409058	-1947.270508	3192.720947	2627.717285	2933.186279	
4.400000	96.310295	105.613487	125.807205	-108.982498	345.312988	547.197449	96.310295	105.613487	125.807205	-108.982498	-2084.529053	3300.973877	2697.026123	2980.030273	-2.814636	-31.480347	-2084.529053	3300.973877	2697.026123	2980.030273	
4.450000	98.276901	108.067490	129.649628	-102.429115	336.045898	543.963989	98.276901	108.067490	129.649628	-102.429115	-2322.627930	3152.839844	2774.610352	3062.180420	-1.330200	-31.088135	-2322.627930	3152.839844	2774.610352	3062.180420	
4.500000	100.046661	111.064583	133.878601	-90.523285	327.666931	540.785706	100.046661	111.064583	133.878601	-90.523285	-2604.108887	2769.455566	2849.529297	3165.701904	0.609192	-28.302917	-2604.108887	2769.455566	2849.529297	3165.701904	
4.550000	101.412193	114.064980	137.168930	-74.243408	320.249237	537.932800	101.412193	114.064980	137.168930	-74.243408	-2861.867676	2205.394531	2911.729492	3274.536377	2.613525	-23.666321	-2861.867676	2205.394531	2911.729492	3274.536377	
4.600000	102.257217	116.614037	138.774414	-54.744942	313.816498	535.669922	102.257217	116.614037	138.774414	-54.744942	-3035.864502	1534.265503	2953.662354	3373.627197	4.233398	-18.041443	-3035.864502	1534.265503	2953.662354	3373.627197	
4.650000	102.525711	118.460876	138.357803	-33.418690	308.182190	534.361694	102.525711	118.460876	138.357803	-33.418690	-3085.531006	834.118225	2972.028320	3451.404785	5.087891	-12.362122	-3085.531006	834.118225	2972.028320	3451.404785	
4.700000	102.231819	119.538147	135.612076	-11.975833	302.929810	534.295959	102.231819	119.538147	135.612076	-11.975833	-2996.364502	174.673370	2968.690918	3501.421875	4.992310	-7.352085	-2996.364502	174.673370	2968.690918	3501.421875	
4.750000	101.523613	119.907639	130.237854	7.768036	297.585541	535.427795	101.523613	119.907639	130.237854	7.768036	-2781.206299	-391.395630	2950.414551	3523.661621	4.007202	-3.394745	-2781.206299	-391.395630	2950.414551	3523.661621	
4.800000	100.680588	119.682327	122.323273	24.385342	291.834045	537.340698	100.680588	119.682327	122.323273	24.385342	-2476.539307	-832.782227	2926.741211	3523.125977	2.388428	-0.579926	-2476.539307	-832.782227	2926.741211	3523.125977	
4.850000	99.990204	119.018448	112.641129	37.169846	285.571228	539.455200	99.990204	119.018448	112.641129	37.169846	-2133.590820	-1138.244995	2906.777344	3506.837158	0.486328	1.157104	-2133.590820	-1138.244995	2906.777344	3506.837158	
4.900000	99.601212	118.086578	102.400810	46.071999	278.801392	541.259216	99.601212	118.086578	102.400810	46.071999	-1804.782593	-1311.194824	2896.668457	3480.960205	-1.345337	1.931152	-1804.782593	-1311.194824	2896.668457	3480.960205	
4.950000	99.476028	117.018471	92.624977	51.331284	271.559143	542.346497	99.476028	117.018471	92.624977	51.331284	-1529.813599	-1362.738403	2898.518066	3449.411621	-2.811646	1.885681	-1529.813599	-1362.738403	2898.518066	3449.411621	
5.000000	99.479736	115.885178	83.721962	53.204865	263.957397	542.315735	99.479736	115.885178	83.721962	53.204865	-1326.722412	-1306.521240	2910.761719	3414.946289	-3.723145	1.176270	-1326.722412	-1306.521240	2910.761719	3414.946289	
5.050000	99.498177	114.708847	75.603973	52.051270	256.265076	540.738953	99.498177	114.708847	75.603973	52.051270	-1191.210449	-1157.800171	2929.220215	3380.637695	-4.039307	-0.063477	-1191.210449	-1157.800171	2929.220215	3380.637695	
5.100000	99.472313	113.522720	68.119179	48.596405	248.864990	537.306396	99.472313	113.522720	68.119179	48.596405	-1102.888184	-936.028687	2948.506348	3349.893555	-3.897827	-1.765625	-1102.888184	-936.028687	2948.506348	3349.893555	
5.150000	99.361450	112.436661	61.299675	44.056686	242.079254	532.005127	99.361450	112.436661	61.299675	44.056686	-1034.587891	-668.497009	2963.832520	3326.642334	-3.580811	-3.914551	-1034.587891	-668.497009	2963.832520	3326.642334	
5.200000	99.117783	111.640984	55.229179	39.940109	236.039734	525.140320	99.117783	111.640984	55.229179	39.940109	-961.269409	-392.544128	2972.499268	3315.155029	-3.408081	-6.454712	-961.269409	-392.544128	2972.499268	3315.155029	
5.250000	98.722839	111.331352	49.759758	37.657257	230.713150	517.173096	98.722839	111.331352	49.759758	37.657257	-866.539673	-154.491516	2974.596680	3319.477295	-3.588745	-9.131348	-866.539673	-154.491516	2974.596680	3319.477295	
5.300000	98.251221	111.651291	44.491920	38.281326	226.043076	508.540588	98.251221	111.651291	44.491920	38.281326	-746.427246	-5.006447	2972.647461	3343.926270	-4.156372	-11.459229	-746.427246	-5.006447	2972.647461	3343.926270	
5.350000	97.859665	112.666977	39.072929	42.563522	222.041199	499.611176	97.859665	112.666977	39.072929	42.563522	-609.807617	8.003403	2970.294434	3391.778809	-4.980652	-12.807739	-609.807617	8.003403	2970.294434	3391.778809	
5.400000	97.696716	114.336853	33.465569	51.022812	218.738403	490.739441	97.696716	114.336853	33.465569	51.022812	-474.339966	-151.768921	2971.015381	3462.621582	-5.849792	-12.608521	-474.339966	-151.768921	2971.015381	3462.621582	
5.450000	97.802879	116.516365	27.856335	63.827896	216.094910	482.288635	97.802879	116.516365	27.856335	63.827896	-358.258331	-499.142609	2977.050293	3551.890625	-6.552368	-10.543335	-358.258331	-499.142609	2977.050293	3551.890625	
5.500000	98.094536	118.921638	22.306610	80.515167	214.002060	474.545715	98.094536	118.921638	22.306610	80.515167	-271.275909	-1019.953552	2988.668457	3649.566406	-6.943970	-6.655884	-271.275909	-1019.953552	2988.668457	3649.566406	
5.550000	98.436661	121.206261	16.519741	99.787064	212.384308	467.616272	98.436661	121.206261	16.519741	99.787064	-208.752579	-1667.991699	3003.907959	3744.140625	-6.969086	-1.334717	-208.752579	-1667.991699	3003.907959	3744.140625	
5.600000	98.714439	122.987434	9.950916	119.683990	211.266510	461.432709	98.714439	122.987434	9.950916	119.683990	-151.726913	-2370.261719	3018.770020	3823.135254	-6.709259	4.749023	-151.726913	-2370.261719	3018.770020	3823.135254	
5.650000	98.857651	123.963280	2.118978	138.025330	210.711731	455.863892	98.857651	123.963280	2.118978	138.025330	-71.592201	-3036.920654	3028.815918	3876.527588	-6.390869	10.709717	-71.592201	-3036.920654	3028.815918	3876.527588	
