HawtC2_ProjectName: 5MW_PowerProduction_Spar 更多消息和教程请访问：http://www.hawtc.cn/
Powered By OpenWECD.HawtC2.AeroL @CopyRight 赵子祯
Time	BkNjPhi   B_0_N_0	BkNjPhi   B_0_N_4	BkNjPhi   B_0_N_5	BkNjPhi   B_0_N_9	BkNjPhi   B_0_N_13	BkNjPhi   B_0_N_16	BkNjPhi   B_0_N_18	BkNjVRel  B_0_N_0	BkNjVRel  B_0_N_4	BkNjVRel  B_0_N_5	BkNjVRel  B_0_N_9	BkNjVRel  B_0_N_13	BkNjVRel  B_0_N_16	BkNjVRel  B_0_N_18	BkNjTheta B_0_N_0	BkNjTheta B_0_N_4	BkNjTheta B_0_N_5	BkNjTheta B_0_N_9	BkNjTheta B_0_N_13	BkNjTheta B_0_N_16	BkNjTheta B_0_N_18	BkNjAxInd B_0_N_0	BkNjAxInd B_0_N_4	BkNjAxInd B_0_N_5	BkNjAxInd B_0_N_9	BkNjAxInd B_0_N_13	BkNjAxInd B_0_N_16	BkNjAxInd B_0_N_18	BkNjTnInd B_0_N_0	BkNjTnInd B_0_N_4	BkNjTnInd B_0_N_5	BkNjTnInd B_0_N_9	BkNjTnInd B_0_N_13	BkNjTnInd B_0_N_16	BkNjTnInd B_0_N_18	
(s)	(deg)     	(deg)     	(deg)     	(deg)     	(deg)     	(deg)     	(deg)     	(m/s)     	(m/s)     	(m/s)     	(m/s)     	(m/s)     	(m/s)     	(m/s)     	(deg)     	(deg)     	(deg)     	(deg)     	(deg)     	(deg)     	(deg)     	(-)       	(-)       	(-)       	(-)       	(-)       	(-)       	(-)       	(-)       	(-)       	(-)       	(-)       	(-)       	(-)       	(-)       	
0.000000	89.708039	62.418005	57.644263	42.843246	3.665194	1.975182	0.635732	4.918551	10.230725	10.580138	13.233597	60.504528	99.898003	274.350983	13.454954	13.454954	13.454954	13.454954	12.756765	11.303658	10.323171	0.568143	0.203804	0.215263	0.209881	0.660394	0.697682	0.732726	0.986801	0.203804	0.215263	0.209882	2.481653	3.722684	10.000000	
0.050000	89.697896	62.348152	57.628205	42.969137	12.736915	10.940628	9.738489	4.948400	10.285425	10.635236	13.289726	19.461847	22.663784	25.960779	13.460713	13.460713	13.460714	13.460714	12.762526	11.309420	10.328934	0.567312	0.203901	0.215293	0.209490	0.626032	0.625573	0.618293	0.986711	0.203901	0.215293	0.209490	0.094374	0.052972	0.026653	
0.100000	89.690732	62.330059	57.652698	43.057704	12.746668	10.944443	9.736373	4.954934	10.298593	10.643787	13.272342	19.396042	22.575596	25.855312	13.466737	13.466739	13.466740	13.466746	12.768563	11.315462	10.334980	0.567312	0.203915	0.215234	0.209204	0.626214	0.625130	0.616742	0.986711	0.203915	0.215234	0.209204	0.094796	0.052768	0.025909	
0.150000	89.683198	62.320900	57.689875	43.166171	12.765228	10.950485	9.736574	4.959476	10.305208	10.644683	13.242263	19.304434	22.459782	25.718534	13.472997	13.473005	13.473009	13.473027	12.774859	11.321771	10.341302	0.567312	0.203936	0.215175	0.208873	0.626430	0.624922	0.615507	0.986711	0.203936	0.215175	0.208873	0.095268	0.052762	0.025359	
0.200000	89.649641	62.125761	57.528190	43.087142	12.753358	10.943028	9.726092	4.961008	10.321054	10.659320	13.247102	19.306355	22.444286	25.687836	13.479403	13.479419	13.479427	13.479463	12.781319	11.328250	10.347802	0.567324	0.204245	0.215526	0.209264	0.626061	0.624241	0.614435	0.985760	0.204296	0.215597	0.209344	0.094789	0.052168	0.024723	
0.250000	88.647085	61.664280	57.081329	42.760512	12.768792	10.973626	9.771709	4.992461	10.399492	10.751428	13.381357	19.420694	22.556240	25.790220	13.486045	13.486069	13.486079	13.486133	12.788011	11.334960	10.354530	0.564555	0.201519	0.212620	0.206201	0.623503	0.621496	0.611369	0.946570	0.198468	0.209831	0.204415	0.093787	0.051683	0.024517	
0.300000	87.601001	61.137740	56.566899	42.386388	12.802425	11.057660	9.909518	5.016239	10.475833	10.844024	13.526918	19.555717	22.690353	25.914425	13.493002	13.493029	13.493041	13.493104	12.794994	11.341953	10.361535	0.562234	0.198972	0.209886	0.203202	0.620352	0.617373	0.605877	0.908172	0.192534	0.203928	0.199337	0.092692	0.051158	0.024296	
0.350000	86.634789	60.700567	56.150285	42.107949	12.840220	11.157679	10.079421	5.031427	10.528330	10.907945	13.625307	19.626415	22.754452	25.966679	13.500160	13.500187	13.500200	13.500263	12.802154	11.349114	10.368697	0.560386	0.196695	0.207451	0.200519	0.617883	0.613624	0.600282	0.874865	0.187573	0.199029	0.195159	0.091938	0.050802	0.024147	
0.400000	85.934776	60.450425	55.924445	41.985508	12.886399	11.252645	10.232414	5.041980	10.553498	10.938050	13.665599	19.616404	22.733341	25.934122	13.507386	13.507411	13.507423	13.507482	12.809369	11.356326	10.375905	0.558744	0.194570	0.205190	0.198069	0.616218	0.610856	0.595877	0.851726	0.184008	0.195511	0.192096	0.091599	0.050643	0.024077	
0.450000	85.490199	60.358955	55.857243	41.986023	12.950094	11.335534	10.340918	5.054770	10.567103	10.953014	13.677147	19.563618	22.669088	25.861004	13.514678	13.514702	13.514712	13.514768	12.816651	11.363604	10.383179	0.556933	0.192398	0.202875	0.195597	0.614749	0.608787	0.592892	0.837043	0.181398	0.192903	0.189691	0.091483	0.050580	0.024040	
0.500000	85.100906	60.318398	55.843077	42.026837	13.013303	11.388663	10.385827	5.073725	10.584111	10.970461	13.686588	19.504589	22.599293	25.784161	13.522058	13.522081	13.522092	13.522147	12.824029	11.370981	10.390556	0.554809	0.190120	0.200445	0.193050	0.613365	0.607393	0.591408	0.824092	0.179004	0.190500	0.187427	0.091397	0.050524	0.024002	
0.550000	84.658084	60.268660	55.822583	42.060715	13.056124	11.404059	10.372957	5.097099	10.605248	10.991570	13.696778	19.445969	22.529280	25.706896	13.529471	13.529496	13.529507	13.529567	12.831454	11.378411	10.397991	0.552494	0.187820	0.197996	0.190538	0.612341	0.606780	0.591257	0.809639	0.176542	0.188046	0.185157	0.091300	0.050461	0.023960	
0.600000	84.229592	60.222454	55.804189	42.090484	13.083942	11.401952	10.340356	5.120176	10.623282	11.008980	13.701015	19.381460	22.452162	25.621206	13.536846	13.536875	13.536889	13.536958	12.838857	11.385824	10.405415	0.550194	0.185583	0.195619	0.188127	0.611658	0.606607	0.591647	0.795830	0.174167	0.185675	0.182962	0.091228	0.050412	0.023925	
0.650000	83.889811	60.194860	55.799111	42.124420	13.116466	11.414552	10.334568	5.139606	10.634767	11.019855	13.699658	19.312382	22.369635	25.528261	13.544170	13.544205	13.544221	13.544305	12.846222	11.393204	10.412812	0.548033	0.183433	0.193332	0.185788	0.610950	0.606193	0.591497	0.784789	0.171990	0.183469	0.180855	0.091182	0.050380	0.023899	
0.700000	83.593640	60.160122	55.782998	42.150750	13.168803	11.464215	10.385339	5.155744	10.644109	11.029721	13.702164	19.249676	22.292562	25.438036	13.551465	13.551508	13.551527	13.551627	12.853566	11.400566	10.420193	0.546009	0.181346	0.191102	0.183451	0.609815	0.604962	0.590022	0.775152	0.169836	0.181257	0.178708	0.091112	0.050343	0.023877	
0.750000	83.223546	60.060640	55.700934	42.130328	13.237253	11.548807	10.491161	5.171461	10.660148	11.048800	13.723260	19.212349	22.240334	25.369476	13.558744	13.558794	13.558817	13.558932	12.860891	11.407908	10.427553	0.544042	0.179284	0.188885	0.181069	0.608082	0.602752	0.587083	0.763644	0.167347	0.178698	0.176277	0.090918	0.050254	0.023837	
0.800000	82.720161	59.852231	55.506294	42.014703	13.297350	11.640044	10.618977	5.189216	10.688965	11.084315	13.774703	19.219719	22.234396	25.345495	13.565990	13.566045	13.566069	13.566195	12.868167	11.415196	10.434852	0.542054	0.177232	0.186671	0.178657	0.605939	0.599906	0.583224	0.748777	0.164279	0.175541	0.173339	0.090489	0.050056	0.023757	
0.850000	82.153406	59.560991	55.220802	41.805686	13.329381	11.708301	10.728795	5.209584	10.728041	11.133217	13.852201	19.269600	22.274622	25.368603	13.573180	13.573235	13.573260	13.573387	12.875359	11.422389	10.442047	0.539991	0.175191	0.184467	0.176263	0.603752	0.597020	0.579321	0.732565	0.160810	0.171943	0.169970	0.089830	0.049742	0.023630	
0.900000	81.665915	59.292012	54.952010	41.593287	13.348001	11.754103	10.806593	5.232200	10.767159	11.182220	13.930934	19.325079	22.323114	25.402624	13.580310	13.580361	13.580383	13.580500	12.882459	11.429478	10.449124	0.537789	0.173146	0.182263	0.173898	0.601719	0.594486	0.576022	0.718589	0.157511	0.168480	0.166642	0.089139	0.049405	0.023489	
0.950000	81.348441	59.153789	54.817616	41.494198	13.390770	11.803674	10.866792	5.257461	10.796623	11.217826	13.982172	19.338751	22.329182	25.397064	13.587378	13.587420	13.587439	13.587538	12.889474	11.436474	10.456100	0.535359	0.171063	0.180022	0.171528	0.599768	0.592321	0.573483	0.708789	0.154904	0.165714	0.163883	0.088668	0.049167	0.023384	
1.000000	81.175856	59.166261	54.843755	41.544404	13.477035	11.875028	10.925916	5.286819	10.815759	11.238150	13.998848	19.296686	22.277636	25.337017	13.594348	13.594382	13.594397	13.594476	12.896388	11.443367	10.462971	0.532638	0.168919	0.177716	0.169116	0.597738	0.590333	0.571487	0.702299	0.153034	0.163720	0.161808	0.088491	0.049064	0.023331	
1.050000	81.062891	59.258257	54.956026	41.676749	13.592537	11.962654	10.987645	5.321145	10.832057	11.252947	13.999820	19.228632	22.200962	25.256172	13.601150	13.601176	13.601189	13.601252	12.903145	11.450107	10.469694	0.529637	0.166720	0.175351	0.166661	0.595524	0.588293	0.569633	0.696998	0.151518	0.162103	0.160073	0.088454	0.049022	0.023297	
1.100000	80.963403	59.356202	55.073134	41.809507	13.715792	12.056677	11.054622	5.359252	10.851526	11.271114	14.005943	19.169693	22.137468	25.193575	13.607716	13.607738	13.607748	13.607802	12.909682	11.456635	10.476211	0.526443	0.164497	0.172960	0.164180	0.593070	0.585988	0.567489	0.691837	0.150001	0.160475	0.158302	0.088373	0.048951	0.023247	
1.150000	80.900503	59.456298	55.188690	41.934790	13.847765	12.164583	11.141802	5.398559	10.872149	11.291091	14.017605	19.121433	22.087969	25.148342	13.614016	13.614037	13.614046	13.614096	12.915971	11.462919	10.482490	0.523161	0.162282	0.170575	0.161693	0.590339	0.583259	0.564734	0.687455	0.148493	0.158833	0.156476	0.088240	0.048849	0.023182	
1.200000	80.906377	59.597280	55.345347	42.099268	14.006251	12.304213	11.267539	5.437463	10.888525	11.305997	14.021386	19.060667	22.024988	25.089050	13.620052	13.620073	13.620082	13.620132	12.922008	11.468956	10.488528	0.519842	0.160089	0.168209	0.159206	0.587324	0.580063	0.561284	0.684676	0.147201	0.157402	0.154816	0.088179	0.048783	0.023133	
1.250000	80.951470	59.774933	55.541664	42.308316	14.193031	12.475634	11.429873	5.477055	10.901849	11.316731	14.016094	18.982456	21.940598	25.004324	13.625822	13.625845	13.625855	13.625909	12.927789	11.474741	10.494318	0.516456	0.157909	0.165854	0.156720	0.584073	0.576506	0.557314	0.682778	0.146091	0.156162	0.153343	0.088215	0.048773	0.023112	
1.300000	80.952761	59.915478	55.699547	42.485686	14.378081	12.648957	11.598089	5.520139	10.921724	11.335177	14.022193	18.918121	21.867397	24.925724	13.631305	13.631330	13.631341	13.631400	12.933286	11.480244	10.499826	0.512935	0.155725	0.163496	0.154236	0.580697	0.572813	0.553188	0.679688	0.144779	0.154714	0.151707	0.088178	0.048736	0.023086	
1.350000	80.857364	59.949363	55.742304	42.548817	14.525118	12.787963	11.735154	5.568501	10.956452	11.372094	14.060434	18.902058	21.842838	24.891502	13.636468	13.636494	13.636506	13.636567	12.938456	11.485417	10.505003	0.509237	0.153532	0.161130	0.151767	0.577344	0.569245	0.549294	0.674056	0.142917	0.152683	0.149557	0.087878	0.048577	0.023016	
1.400000	80.703917	59.896142	55.688482	42.509209	14.631360	12.886360	11.831002	5.621325	11.003519	11.424562	14.126569	18.929272	21.862354	24.897911	13.641289	13.641315	13.641326	13.641384	12.943270	11.490229	10.509812	0.505379	0.151335	0.158763	0.149323	0.574101	0.565947	0.545856	0.666840	0.140623	0.150184	0.146972	0.087339	0.048307	0.022905	
1.450000	80.587059	59.852736	55.641948	42.469488	14.732684	12.974061	11.909969	5.676197	11.051574	11.478046	14.193484	18.956879	21.880354	24.899649	13.645767	13.645788	13.645798	13.645849	12.947725	11.494675	10.514250	0.501403	0.149143	0.156403	0.146903	0.570924	0.562857	0.542805	0.660385	0.138389	0.147734	0.144417	0.086796	0.048037	0.022796	
1.500000	80.566972	59.899748	55.691150	42.522196	14.867636	13.086775	12.005404	5.731323	11.091146	11.520186	14.237367	18.946569	21.856321	24.857086	13.649903	13.649920	13.649927	13.649967	12.951828	11.498767	10.518330	0.497347	0.146962	0.154053	0.144497	0.567686	0.559770	0.539856	0.656179	0.136600	0.145746	0.142274	0.086453	0.047869	0.022731	
1.550000	80.628833	60.037971	55.838569	42.673868	15.044260	13.235895	12.132620	5.786326	11.121430	11.549943	14.256627	18.896570	21.789785	24.772024	13.653686	13.653697	13.653703	13.653730	12.955576	11.502502	10.522052	0.493234	0.144799	0.151720	0.142101	0.564299	0.556497	0.536691	0.653905	0.135253	0.144224	0.140554	0.086323	0.047805	0.022710	
1.600000	80.729134	60.218684	56.031426	42.870925	15.244460	13.409820	12.286924	5.841103	11.146542	11.573077	14.264215	18.829971	21.707426	24.673977	13.657079	13.657086	13.657089	13.657105	12.958937	11.505852	10.525389	0.489103	0.142669	0.149421	0.139731	0.560772	0.552971	0.533132	0.652568	0.134123	0.142929	0.139033	0.086285	0.047782	0.022703	
1.650000	80.860048	60.415550	56.239317	43.078539	15.453795	13.597550	12.461009	5.894678	11.168024	11.592245	14.267739	18.761343	21.626106	24.581381	13.660044	13.660046	13.660047	13.660054	12.961874	11.508778	10.528304	0.485000	0.140588	0.147173	0.137403	0.557157	0.549211	0.529154	0.652048	0.133099	0.141735	0.137576	0.086259	0.047760	0.022695	
1.700000	81.051519	60.647381	56.481064	43.313023	15.677834	13.802557	12.655986	5.945837	11.183547	11.604787	14.263127	18.684317	21.538832	24.486708	13.662568	13.662566	13.662566	13.662563	12.964373	11.511268	10.530785	0.480956	0.138558	0.144976	0.135114	0.553455	0.545246	0.524823	0.653177	0.132271	0.140727	0.136247	0.086282	0.047756	0.022692	
1.750000	81.318347	60.933798	56.778311	43.597729	15.926126	14.030132	12.872239	5.994560	11.191974	11.609027	14.245958	18.589872	21.434687	24.377295	13.664668	13.664664	13.664662	13.664652	12.966452	11.513339	10.532848	0.476962	0.136569	0.142819	0.132852	0.549653	0.541122	0.520278	0.656427	0.131721	0.139992	0.135127	0.086404	0.047797	0.022707	
1.800000	81.627413	61.249414	57.104862	43.908035	16.186654	14.266827	13.094290	6.042225	11.196949	11.609282	14.222768	18.487143	21.322296	24.260235	13.666373	13.666365	13.666362	13.666345	12.968136	11.515015	10.534515	0.472986	0.134613	0.140693	0.130620	0.545828	0.536987	0.515757	0.661024	0.131322	0.139402	0.134113	0.086575	0.047860	0.022732	
1.850000	81.925462	61.535018	57.396409	44.176233	16.425360	14.480898	13.292576	6.090190	11.204366	11.613122	14.207934	18.400429	21.227270	24.160587	13.667684	13.667673	13.667668	13.667643	12.969423	11.516293	10.535784	0.469008	0.132693	0.138609	0.128440	0.542160	0.533084	0.511550	0.665571	0.130801	0.138670	0.132954	0.086657	0.047880	0.022741	
1.900000	82.189121	61.750176	57.607386	44.350727	16.614517	14.647371	13.444988	6.138529	11.217284	11.624869	14.211205	18.347670	21.169004	24.097767	13.668579	13.668564	13.668557	13.668522	12.970290	11.517151	10.536632	0.465037	0.130822	0.136580	0.126337	0.538792	0.529578	0.507837	0.669395	0.129976	0.137604	0.131474	0.086543	0.047804	0.022712	
1.950000	82.437733	61.906485	57.749359	44.441896	16.758451	14.770574	13.555760	6.186142	11.233945	11.642581	14.229993	18.325052	21.143499	24.067701	13.669038	13.669019	13.669010	13.668966	12.970722	11.517572	10.537043	0.461107	0.129002	0.134607	0.124305	0.535684	0.526417	0.504556	0.673027	0.128907	0.136263	0.129721	0.086252	0.047640	0.022649	
2.000000	82.703011	62.050397	57.874242	44.508074	16.887832	14.879029	13.651102	6.231791	11.249815	11.660354	14.252503	18.311617	21.128044	24.047438	13.669068	13.669045	13.669035	13.668983	12.970729	11.517572	10.537033	0.457248	0.127228	0.132682	0.122320	0.532665	0.523383	0.501453	0.677429	0.127812	0.134879	0.127910	0.085906	0.047451	0.022577	
2.050000	82.998519	62.222108	58.028509	44.604021	17.030995	14.999901	13.757168	6.274745	11.260676	11.672445	14.266496	18.286001	21.099548	24.013899	13.668693	13.668668	13.668657	13.668600	12.970340	11.517177	10.536632	0.453481	0.125501	0.130803	0.120369	0.529617	0.520301	0.498300	0.683097	0.126881	0.133660	0.126241	0.085630	0.047296	0.022520	
2.100000	83.320023	62.433578	58.226625	44.747066	17.194424	15.140755	13.883298	6.314713	11.264237	11.675741	14.265706	18.238821	21.048248	23.957935	13.667925	13.667900	13.667889	13.667830	12.969566	11.516400	10.535853	0.449821	0.123830	0.128981	0.118467	0.526584	0.517172	0.495030	0.690010	0.126179	0.132682	0.124791	0.085473	0.047199	0.022488	
2.150000	83.664169	62.678167	58.460607	44.926061	17.369236	15.294243	14.024388	6.351621	11.260149	11.669904	14.250253	18.172222	20.977055	23.883291	13.666755	13.666730	13.666719	13.666660	12.968396	11.515230	10.534681	0.446274	0.122224	0.127229	0.116633	0.523672	0.514089	0.491706	0.698168	0.125684	0.131921	0.123535	0.085422	0.047154	0.022477	
2.200000	84.037302	62.951593	58.724382	45.131588	17.550562	15.454970	14.174346	6.385750	11.249385	11.656256	14.223014	18.091120	20.891495	23.795738	13.665170	13.665147	13.665136	13.665078	12.966815	11.513648	10.533100	0.442825	0.120680	0.125542	0.114863	0.520889	0.511081	0.488381	0.707892	0.125373	0.131343	0.122429	0.085451	0.047146	0.022482	
2.250000	84.447523	63.259908	59.024480	45.371219	17.745818	15.627268	14.333664	6.417915	11.233492	11.636534	14.186009	17.996382	20.791868	23.694687	13.663182	13.663159	13.663148	13.663090	12.964827	11.511660	10.531111	0.439442	0.119175	0.123896	0.113130	0.518128	0.508084	0.485062	0.719616	0.125257	0.130956	0.121471	0.085560	0.047177	0.022503	
2.300000	84.894477	63.608828	59.368018	45.655348	17.963392	15.816435	14.503886	6.449317	11.214090	11.612349	14.140195	17.886530	20.675362	23.575649	13.660824	13.660800	13.660788	13.660728	12.962461	11.509292	10.528740	0.436083	0.117692	0.122270	0.111411	0.515308	0.505057	0.481776	0.733533	0.125347	0.130770	0.120673	0.085765	0.047255	0.022546	
2.350000	85.368431	63.987931	59.743699	45.972227	18.196667	16.015747	14.678215	6.481067	11.192934	11.585691	14.088342	17.765249	20.544903	23.440138	13.658131	13.658104	13.658091	13.658024	12.959750	11.506573	10.526014	0.432713	0.116224	0.120659	0.109709	0.512479	0.502082	0.478631	0.749523	0.125591	0.130732	0.119991	0.086045	0.047373	0.022609	
2.400000	85.856154	64.368174	60.118061	46.282513	18.423554	16.206313	14.841617	6.513842	11.172307	11.559668	14.037338	17.645361	20.414093	23.301317	13.655117	13.655085	13.655070	13.654992	12.956703	11.503516	10.522946	0.429313	0.114778	0.119072	0.108043	0.509760	0.499283	0.475737	0.767302	0.125857	0.130700	0.119300	0.086323	0.047495	0.022678	
2.450000	86.346384	64.718105	60.454762	46.544030	18.623762	16.372139	14.982689	6.547825	11.154745	11.537919	13.995882	17.542803	20.300545	23.177317	13.651777	13.651739	13.651721	13.651630	12.953326	11.500125	10.519541	0.425882	0.113355	0.117513	0.106418	0.507182	0.496678	0.473082	0.786607	0.125994	0.130512	0.118452	0.086502	0.047574	0.022733	
2.500000	86.832475	65.026194	60.741186	46.744715	18.796889	16.515075	15.105182	6.582817	11.141665	11.522468	13.968575	17.464849	20.212675	23.077400	13.648110	13.648067	13.648047	13.647945	12.949627	11.496415	10.515819	0.422431	0.111950	0.115975	0.104818	0.504632	0.494120	0.470492	0.807321	0.125935	0.130099	0.117392	0.086540	0.047587	0.022766	
2.550000	87.313313	65.308227	60.996888	46.911088	18.961809	16.653336	15.226242	6.618348	11.132054	11.511860	13.951874	17.404156	20.142988	22.994877	13.644131	13.644086	13.644065	13.643959	12.945635	11.492418	10.511818	0.418977	0.110560	0.114450	0.103226	0.501957	0.491423	0.467754	0.829563	0.125749	0.129542	0.116200	0.086485	0.047558	0.022783	
2.600000	87.791481	65.592171	61.255035	47.083134	19.138415	16.804977	15.362122	6.653795	11.122844	11.501873	13.936630	17.345293	20.075365	22.914616	13.639866	13.639823	13.639804	13.639702	12.941384	11.488172	10.507577	0.415543	0.109189	0.112942	0.101640	0.499126	0.488521	0.464773	0.853667	0.125583	0.129000	0.115019	0.086430	0.047529	0.022802	
2.650000	88.268864	65.895705	61.536091	47.282507	19.331846	16.973879	15.516124	6.688566	11.111013	11.488509	13.915060	17.277193	19.998814	22.827023	13.635336	13.635300	13.635284	13.635197	12.936896	11.483698	10.503116	0.412152	0.107849	0.111465	0.100080	0.496236	0.485501	0.461607	0.879995	0.125541	0.128584	0.113949	0.086439	0.047531	0.022834	
2.700000	88.743207	66.218445	61.839399	47.505823	19.534554	17.151998	15.679988	6.722293	11.095469	11.470433	13.885265	17.198999	19.913492	22.733889	13.630552	13.630526	13.630514	13.630448	12.932173	11.478997	10.498437	0.408815	0.106549	0.110032	0.098563	0.493400	0.482483	0.458373	0.908700	0.125638	0.128308	0.112995	0.086512	0.047560	0.022876	
2.750000	89.209251	66.553295	62.157160	47.743982	19.740749	17.332356	15.845175	6.754911	11.076969	11.448680	13.849452	17.114857	19.824516	22.641270	13.625522	13.625508	13.625501	13.625461	12.927218	11.474066	10.493532	0.405535	0.105290	0.108643	0.097090	0.490636	0.479505	0.455141	0.939719	0.125838	0.128136	0.112123	0.086626	0.047602	0.022921	
2.800000	89.663049	66.899859	62.489899	48.000063	19.954490	17.516741	16.010356	6.786561	11.056598	11.424511	13.809171	17.025736	19.732622	22.549585	13.620267	13.620265	13.620263	13.620249	12.922036	11.468911	10.488402	0.402308	0.104061	0.107284	0.095645	0.487881	0.476535	0.451925	0.973014	0.126133	0.128059	0.111328	0.086778	0.047658	0.022970	
2.850000	90.104498	67.262999	62.843819	48.283359	20.182014	17.709543	16.177667	6.817424	11.034678	11.398153	13.763749	16.928753	19.633677	22.453320	13.614817	13.614825	13.614827	13.614834	12.916647	11.463541	10.483054	0.399124	0.102857	0.105951	0.094220	0.485110	0.473568	0.448756	1.008804	0.126545	0.128101	0.110631	0.086989	0.047739	0.023027	
2.900000	90.534875	67.638578	63.213811	48.587442	20.418249	17.906485	16.343922	6.847652	11.011335	11.369791	13.713507	16.824289	19.527010	22.350155	13.609199	13.609212	13.609217	13.609236	12.911063	11.457970	10.477495	0.395979	0.101680	0.104645	0.092824	0.482383	0.470675	0.445707	1.047474	0.127060	0.128245	0.110020	0.087257	0.047845	0.023095	
2.950000	90.952090	68.005482	63.574602	48.881307	20.644851	18.092958	16.498855	6.877357	10.987625	11.341083	13.662979	16.721111	19.421391	22.247585	13.603426	13.603441	13.603446	13.603465	12.905294	11.452202	10.471728	0.392866	0.100534	0.103374	0.091469	0.479788	0.467941	0.442845	1.089148	0.127570	0.128379	0.109400	0.087521	0.047952	0.023166	
3.000000	91.349074	68.335503	63.893360	49.127071	20.843350	18.255100	16.633394	6.906645	10.965625	11.315068	13.619536	16.632219	19.330366	22.158297	13.597502	13.597512	13.597515	13.597526	12.899344	11.446244	10.465761	0.389781	0.099419	0.102138	0.090156	0.477336	0.465370	0.440156	1.133367	0.127915	0.128341	0.108646	0.087696	0.048019	0.023224	
3.050000	91.717481	68.612863	64.152750	49.308075	21.010009	18.391826	16.748720	6.935603	10.947129	11.294181	13.588157	16.564909	19.261288	22.088898	13.591424	13.591428	13.591429	13.591426	12.893228	11.440114	10.459618	0.386719	0.098330	0.100929	0.088874	0.474947	0.462870	0.437538	1.179244	0.127989	0.128031	0.107690	0.087733	0.048025	0.023261	
3.100000	92.053021	68.843929	64.361597	49.438866	21.157078	18.514932	16.855884	6.964285	10.932293	11.278406	13.567698	16.515293	19.209383	22.033943	13.585201	13.585199	13.585196	13.585181	12.886967	11.433841	10.453333	0.383674	0.097258	0.099739	0.087608	0.472527	0.460339	0.434890	1.226030	0.127814	0.127481	0.106572	0.087662	0.047987	0.023285	
3.150000	92.357490	69.049162	64.544366	49.549669	21.300626	18.638357	16.966806	6.992769	10.919650	11.265484	13.552235	16.472315	19.162472	21.981075	13.578844	13.578838	13.578835	13.578812	12.880589	11.427456	10.446941	0.380643	0.096202	0.098565	0.086358	0.470058	0.457750	0.432177	1.273588	0.127501	0.126809	0.105395	0.087554	0.047939	0.023310	
3.200000	92.635219	69.246842	64.722101	49.663501	21.449396	18.768762	17.086511	7.021246	10.907499	11.252907	13.535944	16.426552	19.110756	21.921091	13.572369	13.572363	13.572360	13.572338	12.874116	11.420983	10.440469	0.377619	0.095166	0.097412	0.085129	0.467583	0.455146	0.429435	1.322187	0.127159	0.126125	0.104244	0.087469	0.047909	0.023346	
3.250000	92.887410	69.444398	64.903231	49.788391	21.605005	18.906244	17.213900	7.050003	10.895253	11.239727	13.516569	16.374971	19.051752	21.852743	13.565793	13.565792	13.565790	13.565776	12.867565	11.414440	10.433935	0.374590	0.094149	0.096280	0.083925	0.465133	0.452559	0.426695	1.371709	0.126832	0.125473	0.103151	0.087427	0.047903	0.023396	
3.300000	93.110088	69.642166	65.088814	49.926306	21.769327	19.051296	17.347835	7.079330	10.883469	11.226524	13.494761	16.318533	18.987247	21.779039	13.559140	13.559146	13.559147	13.559149	12.860955	11.407846	10.427356	0.371545	0.093146	0.095165	0.082741	0.462674	0.449963	0.423943	1.421029	0.126516	0.124853	0.102112	0.087423	0.047919	0.023456	
3.350000	93.298198	69.841635	65.281671	50.082953	21.948174	19.208164	17.490458	7.109413	10.872851	11.214035	13.471182	16.257387	18.917761	21.701225	13.552439	13.552453	13.552458	13.552479	12.854310	11.401220	10.420750	0.368477	0.092150	0.094059	0.081566	0.460144	0.447302	0.421138	1.468446	0.126210	0.124267	0.101134	0.087460	0.047955	0.023526	
3.400000	93.451611	70.046711	65.486734	50.265039	22.146320	19.380517	17.644144	7.140362	10.863492	11.202265	13.445313	16.190086	18.841797	21.617968	13.545721	13.545744	13.545753	13.545794	12.847649	11.394579	10.414129	0.365381	0.091160	0.092957	0.080396	0.457520	0.444555	0.418269	1.512906	0.125937	0.123737	0.100232	0.087553	0.048018	0.023607	
3.450000	93.576071	70.256890	65.702376	50.468302	22.359975	19.564951	17.806146	7.172327	10.855262	11.191109	13.417362	16.117619	18.760471	21.530361	13.539014	13.539045	13.539057	13.539115	12.840990	11.387937	10.407504	0.362254	0.090177	0.091863	0.079235	0.454833	0.441755	0.415363	1.554654	0.125694	0.123259	0.099396	0.087693	0.048105	0.023698	
3.500000	93.677704	70.460600	65.913443	50.671145	22.575443	19.749984	17.967409	7.205531	10.848731	11.181565	13.390594	16.046860	18.681404	21.446070	13.532339	13.532375	13.532390	13.532459	12.834348	11.381306	10.400884	0.359090	0.089201	0.090780	0.078089	0.452126	0.438944	0.412455	1.594329	0.125414	0.122758	0.098561	0.087832	0.048191	0.023790	
3.550000	93.757303	70.638117	66.095946	50.843283	22.776063	19.921843	18.117058	7.240134	10.845310	11.175777	13.370712	15.988485	18.616316	21.376877	13.525712	13.525751	13.525767	13.525841	12.827736	11.374700	10.394284	0.355885	0.088233	0.089705	0.076957	0.449405	0.436128	0.409553	1.631434	0.124976	0.122113	0.097634	0.087893	0.048240	0.023867	
