HawtC2_ProjectName: 5MW_PowerProduction_Spar 更多消息和教程请访问：http://www.hawtc.cn/
Powered By OpenWECD.HawtC2.AeroL @CopyRight 赵子祯
Time	BkNjPhi   B_0_N_0	BkNjPhi   B_0_N_4	BkNjPhi   B_0_N_5	BkNjPhi   B_0_N_9	BkNjPhi   B_0_N_13	BkNjPhi   B_0_N_16	BkNjPhi   B_0_N_18	BkNjVRel  B_0_N_0	BkNjVRel  B_0_N_4	BkNjVRel  B_0_N_5	BkNjVRel  B_0_N_9	BkNjVRel  B_0_N_13	BkNjVRel  B_0_N_16	BkNjVRel  B_0_N_18	BkNjTheta B_0_N_0	BkNjTheta B_0_N_4	BkNjTheta B_0_N_5	BkNjTheta B_0_N_9	BkNjTheta B_0_N_13	BkNjTheta B_0_N_16	BkNjTheta B_0_N_18	BkNjAxInd B_0_N_0	BkNjAxInd B_0_N_4	BkNjAxInd B_0_N_5	BkNjAxInd B_0_N_9	BkNjAxInd B_0_N_13	BkNjAxInd B_0_N_16	BkNjAxInd B_0_N_18	BkNjTnInd B_0_N_0	BkNjTnInd B_0_N_4	BkNjTnInd B_0_N_5	BkNjTnInd B_0_N_9	BkNjTnInd B_0_N_13	BkNjTnInd B_0_N_16	BkNjTnInd B_0_N_18	
(s)	(deg)     	(deg)     	(deg)     	(deg)     	(deg)     	(deg)     	(deg)     	(m/s)     	(m/s)     	(m/s)     	(m/s)     	(m/s)     	(m/s)     	(m/s)     	(deg)     	(deg)     	(deg)     	(deg)     	(deg)     	(deg)     	(deg)     	(-)       	(-)       	(-)       	(-)       	(-)       	(-)       	(-)       	(-)       	(-)       	(-)       	(-)       	(-)       	(-)       	(-)       	
0.000000	0.000000	62.418005	57.644263	42.843246	3.665194	1.975182	0.635732	0.000000	10.230725	10.580138	13.233597	60.504528	99.898003	274.350983	0.000000	13.454954	13.454954	13.454954	12.756765	11.303658	10.323171	0.110000	0.203804	0.215263	0.209881	0.660394	0.697682	0.732726	0.028000	0.203804	0.215263	0.209882	2.481653	3.722684	10.000000	
0.050000	0.000000	62.347469	57.627296	42.967675	12.736744	10.940448	9.738294	0.000000	10.285557	10.635393	13.289984	19.462442	22.664413	25.961384	0.000000	13.460713	13.460713	13.460714	12.762526	11.309420	10.328934	0.110000	0.203902	0.215294	0.209494	0.626017	0.625551	0.618261	0.028000	0.203902	0.215294	0.209494	0.094356	0.052954	0.026635	
0.100000	0.000000	62.323734	57.645840	43.050590	12.746109	10.944015	9.736039	0.000000	10.299048	10.644397	13.273639	19.399031	22.578911	25.858747	0.000000	13.466742	13.466743	13.466748	12.768565	11.315464	10.334982	0.110000	0.203922	0.215245	0.209223	0.626165	0.625077	0.616685	0.028000	0.203922	0.215245	0.209223	0.094735	0.052725	0.025878	
0.150000	0.000000	62.307417	57.675422	43.152029	12.762582	10.965686	9.736240	0.000000	10.305876	10.645658	13.244706	19.311026	22.460232	25.725592	0.000000	13.473009	13.473013	13.473030	12.774862	11.321773	10.341304	0.110000	0.203955	0.215201	0.208915	0.626379	0.624414	0.615450	0.028000	0.203955	0.215201	0.208915	0.095205	0.052350	0.025328	
0.200000	0.000000	62.114082	57.514994	43.074291	12.758586	10.950594	9.735927	0.000000	10.321692	10.660585	13.251652	19.311039	22.449404	25.693035	0.000000	13.479426	13.479433	13.479469	12.781324	11.328254	10.347804	0.110000	0.204227	0.215496	0.209156	0.625835	0.623950	0.614076	0.028000	0.204227	0.215496	0.209156	0.094739	0.052143	0.024714	
0.250000	0.000000	61.760271	57.179021	42.831573	12.739831	10.942769	9.738898	0.000000	10.347388	10.690905	13.300323	19.407343	22.542477	25.775400	0.000000	13.486075	13.486086	13.486138	12.788015	11.334963	10.354532	0.110000	0.204727	0.216117	0.209911	0.624620	0.622844	0.613022	0.028000	0.204727	0.216117	0.209911	0.093462	0.051430	0.024287	
0.300000	0.000000	61.350043	56.784977	42.547393	12.737773	10.941107	9.733405	0.000000	10.370621	10.720363	13.356349	19.519110	22.660950	25.893085	0.000000	13.493029	13.493041	13.493103	12.794992	11.341951	10.361531	0.110000	0.205327	0.216870	0.210821	0.623008	0.621995	0.613402	0.028000	0.205327	0.216870	0.210821	0.091742	0.050936	0.024640	
0.350000	0.000000	60.995413	56.451213	42.324493	12.740821	10.966516	9.757167	0.000000	10.378235	10.731750	13.383857	19.581327	22.717432	25.947901	0.000000	13.500179	13.500191	13.500254	12.802145	11.349106	10.368688	0.110000	0.205854	0.217515	0.211537	0.621860	0.621142	0.613817	0.028000	0.205854	0.217515	0.211537	0.090608	0.050448	0.025017	
0.400000	0.000000	60.779654	56.257208	42.217075	12.743839	10.954181	9.773810	0.000000	10.369692	10.723676	13.376985	19.579617	22.718323	25.933184	0.000000	13.507400	13.507412	13.507471	12.809358	11.356315	10.375894	0.110000	0.206170	0.217882	0.211866	0.621505	0.621957	0.614855	0.028000	0.206170	0.217882	0.211866	0.090415	0.051270	0.025740	
0.450000	0.000000	60.696818	56.195518	42.215111	12.755842	10.978236	9.787099	0.000000	10.356012	10.708500	13.353345	19.536472	22.661636	25.873825	0.000000	13.514692	13.514703	13.514758	12.816640	11.363593	10.383167	0.110000	0.206289	0.217994	0.211862	0.621558	0.621997	0.615639	0.028000	0.206289	0.217994	0.211862	0.090704	0.051486	0.026332	
0.500000	0.000000	60.671457	56.193653	42.261201	12.766831	10.988419	9.796617	0.000000	10.345851	10.695897	13.327271	19.481159	22.593576	25.795904	0.000000	13.522071	13.522082	13.522137	12.824017	11.370968	10.390542	0.110000	0.206361	0.218034	0.211738	0.621768	0.622134	0.615595	0.028000	0.206404	0.218074	0.211763	0.091151	0.051771	0.026469	
0.550000	0.000000	60.637381	56.192373	42.318349	12.818106	11.001450	9.769895	0.000000	10.374988	10.724703	13.343313	19.419359	22.518993	25.712772	0.000000	13.529482	13.529494	13.529553	12.831437	11.378392	10.397970	0.110000	0.203777	0.215295	0.208951	0.620664	0.621688	0.615973	0.028000	0.203593	0.215326	0.209307	0.091091	0.051731	0.026436	
0.600000	0.000000	60.598688	56.184204	42.362452	12.853158	10.996860	9.724467	0.000000	10.401986	10.751101	13.356022	19.355850	22.441933	25.626066	0.000000	13.536857	13.536871	13.536939	12.838835	11.385800	10.405388	0.110000	0.201256	0.212630	0.206268	0.619875	0.621644	0.616844	0.028000	0.200821	0.212608	0.206874	0.091034	0.051695	0.026406	
0.650000	0.000000	60.566368	56.176250	42.399291	12.893110	11.011117	9.714301	0.000000	10.423060	10.772005	13.365993	19.292614	22.364828	25.537718	0.000000	13.544180	13.544196	13.544277	12.846191	11.393170	10.412774	0.110000	0.198840	0.210071	0.203663	0.618997	0.621208	0.616895	0.028000	0.198200	0.210000	0.204472	0.090977	0.051664	0.026381	
0.700000	0.000000	60.525482	56.155852	42.429255	12.957924	11.071656	9.774542	0.000000	10.441200	10.791172	13.379510	19.235506	22.293032	25.451986	0.000000	13.551469	13.551488	13.551585	12.853518	11.400514	10.420135	0.110000	0.196505	0.207584	0.201057	0.617600	0.619745	0.615236	0.028000	0.195609	0.207387	0.202027	0.090900	0.051630	0.026360	
0.750000	0.000000	60.431854	56.082113	42.426116	13.047254	11.177980	9.903558	0.000000	10.463867	10.817013	13.407768	19.197876	22.239782	25.381510	0.000000	13.558732	13.558754	13.558865	12.860817	11.407828	10.427466	0.110000	0.194206	0.205120	0.198398	0.615527	0.617130	0.611798	0.028000	0.192725	0.204472	0.199340	0.090731	0.051558	0.026329	
0.800000	0.000000	60.244598	55.911556	42.342542	13.134232	11.296950	10.060718	0.000000	10.496949	10.856382	13.461398	19.197464	22.224802	25.347435	0.000000	13.565950	13.565973	13.566094	12.868057	11.415079	10.434727	0.110000	0.191921	0.202662	0.195708	0.613034	0.613849	0.607371	0.028000	0.189287	0.200987	0.196177	0.090367	0.051394	0.026260	
0.850000	0.000000	59.981212	55.656575	42.169421	13.192084	11.389873	10.194620	0.000000	10.539242	10.907742	13.538344	19.235785	22.251902	25.356262	0.000000	13.573096	13.573120	13.573241	12.875204	11.422226	10.441875	0.110000	0.189646	0.200215	0.193044	0.610570	0.610652	0.603096	0.028000	0.185429	0.197039	0.192561	0.089790	0.051121	0.026142	
0.900000	0.000000	59.733973	55.411306	41.983042	13.228072	11.448745	10.281290	0.000000	10.582594	10.960340	13.617993	19.282400	22.290081	25.378777	0.000000	13.580166	13.580187	13.580298	12.882249	11.429261	10.448898	0.110000	0.187360	0.197761	0.190420	0.608376	0.608025	0.599781	0.028000	0.181710	0.193187	0.188939	0.089163	0.050813	0.026005	
0.950000	0.000000	59.604595	55.286662	41.894205	13.276734	11.496603	10.331728	0.000000	10.618601	11.002322	13.674556	19.294100	22.293095	25.368942	0.000000	13.587156	13.587175	13.587269	12.889198	11.436192	10.455810	0.110000	0.185026	0.195261	0.187796	0.606378	0.605987	0.597595	0.028000	0.178681	0.190022	0.185860	0.088716	0.050586	0.025899	
1.000000	0.000000	59.617641	55.314017	41.945360	13.360679	11.555609	10.367720	0.000000	10.645813	11.030941	13.699702	19.254789	22.243326	25.309189	0.000000	13.594037	13.594051	13.594127	12.896034	11.443007	10.462605	0.110000	0.182623	0.192688	0.185134	0.604382	0.604278	0.596207	0.028000	0.176433	0.187668	0.183490	0.088536	0.050486	0.025843	
1.050000	0.000000	59.713448	55.431251	42.082657	13.472657	11.629043	10.403889	0.000000	10.669388	11.053157	13.707748	19.187305	22.165710	25.225386	0.000000	13.600740	13.600752	13.600813	12.902700	11.449658	10.469240	0.110000	0.180170	0.190062	0.182434	0.602246	0.602575	0.595042	0.028000	0.174613	0.185765	0.181525	0.088506	0.050454	0.025812	
1.100000	0.000000	59.823674	55.562530	42.230418	13.595695	11.713720	10.452057	0.000000	10.693634	11.075890	13.716649	19.122681	22.094215	25.152180	0.000000	13.607199	13.607209	13.607261	12.909137	11.456085	10.475657	0.110000	0.177712	0.187429	0.179720	0.599891	0.600583	0.593503	0.028000	0.172860	0.183922	0.179586	0.088466	0.050410	0.025771	
1.150000	0.000000	59.936577	55.692755	42.372281	13.729078	11.817288	10.529290	0.000000	10.716866	11.098199	13.728642	19.065926	22.033615	25.092916	0.000000	13.613384	13.613393	13.613441	12.915313	11.462257	10.481825	0.110000	0.175291	0.184830	0.177018	0.597267	0.598096	0.591169	0.028000	0.171146	0.182093	0.177610	0.088388	0.050342	0.025719	
1.200000	0.000000	60.078515	55.851191	42.541212	13.885448	11.953073	10.649934	0.000000	10.735060	11.115073	13.734245	19.000446	21.963823	25.024113	0.000000	13.619299	13.619308	13.619356	12.921228	11.468173	10.487741	0.110000	0.172920	0.182279	0.174336	0.594371	0.595074	0.587950	0.028000	0.169635	0.180456	0.175776	0.088361	0.050302	0.025680	
1.250000	0.000000	60.244359	56.035176	42.740547	14.064482	12.118053	10.807765	0.000000	10.749641	11.127698	13.732763	18.922293	21.878170	24.935883	0.000000	13.624944	13.624954	13.625005	12.926882	11.473831	10.493403	0.110000	0.170590	0.179767	0.171673	0.591270	0.591666	0.584103	0.028000	0.168285	0.178982	0.174096	0.088406	0.050304	0.025664	
1.300000	0.000000	60.374303	56.181554	42.908099	14.239986	12.284097	10.971546	0.000000	10.768727	11.145888	13.740300	18.855865	21.801777	24.852255	0.000000	13.630303	13.630313	13.630368	12.932250	11.479203	10.498780	0.110000	0.168277	0.177273	0.169031	0.588101	0.588159	0.580106	0.028000	0.166734	0.177301	0.172256	0.088389	0.050283	0.025644	
1.350000	0.000000	60.412805	56.228791	42.976226	14.380904	12.418260	11.105427	0.000000	10.799290	11.178516	13.773384	18.828573	21.764442	24.803652	0.000000	13.635342	13.635353	13.635410	12.937294	11.484249	10.503829	0.110000	0.165968	0.174785	0.166418	0.585018	0.584851	0.576439	0.028000	0.164662	0.175071	0.169935	0.088154	0.050160	0.025584	
1.400000	0.000000	60.376133	56.192072	42.953291	14.483454	12.512702	11.197148	0.000000	10.839629	11.223583	13.829083	18.837227	21.763546	24.788342	0.000000	13.640042	13.640053	13.640107	12.941987	11.488940	10.508517	0.110000	0.163665	0.172306	0.163842	0.582103	0.581900	0.573361	0.028000	0.162174	0.172389	0.167199	0.087717	0.049939	0.025484	
1.450000	0.000000	60.343273	56.156135	42.922886	14.576037	12.590730	11.265197	0.000000	10.880861	11.269731	13.886281	18.848335	21.763691	24.771460	0.000000	13.644403	13.644412	13.644459	12.946330	11.493275	10.512845	0.110000	0.161373	0.169840	0.161300	0.579313	0.579244	0.570802	0.028000	0.159724	0.169731	0.164463	0.087262	0.049711	0.025384	
1.500000	0.000000	60.381741	56.195371	42.963679	14.691428	12.683315	11.339411	0.000000	10.915241	11.306881	13.925656	18.830643	21.731977	24.721025	0.000000	13.648432	13.648439	13.648476	12.950334	11.497268	10.516826	0.110000	0.159098	0.167391	0.158779	0.576517	0.576662	0.568437	0.028000	0.157680	0.167490	0.162092	0.086959	0.049562	0.025319	
1.550000	0.000000	60.497041	56.317372	43.087617	14.840111	12.804702	11.438496	0.000000	10.941445	11.333346	13.944400	18.780203	21.665382	24.635929	0.000000	13.652119	13.652124	13.652150	12.953994	11.500917	10.520463	0.110000	0.156849	0.164967	0.156277	0.573609	0.573931	0.565889	0.028000	0.156068	0.165700	0.160125	0.086834	0.049501	0.025294	
1.600000	0.000000	60.655188	56.485374	43.258129	15.012054	12.951114	11.565549	0.000000	10.961962	11.352706	13.951037	18.712584	21.582151	24.536718	0.000000	13.655434	13.655437	13.655452	12.957283	11.504195	10.523730	0.110000	0.154641	0.162583	0.153803	0.570564	0.570931	0.562903	0.028000	0.154713	0.164178	0.158389	0.086803	0.049485	0.025286	
1.650000	0.000000	60.837014	56.677067	43.449538	15.198108	13.116793	11.718455	0.000000	10.977748	11.366756	13.951153	18.638607	21.494926	24.437315	0.000000	13.658343	13.658344	13.658349	12.960168	11.507071	10.526596	0.110000	0.152485	0.160254	0.151369	0.567400	0.567640	0.559399	0.028000	0.153521	0.162815	0.156772	0.086810	0.049482	0.025281	
1.700000	0.000000	61.054528	56.903986	43.670983	15.401491	13.303331	11.896964	0.000000	10.987482	11.374084	13.942870	18.555328	21.400448	24.334105	0.000000	13.660835	13.660834	13.660832	12.962641	11.509535	10.529051	0.110000	0.150384	0.157977	0.148972	0.564112	0.564078	0.555434	0.028000	0.152557	0.161671	0.155308	0.086871	0.049501	0.025284	
1.750000	0.000000	61.317497	57.176801	43.933607	15.625895	13.510633	12.096531	0.000000	10.991178	11.374501	13.924762	18.458891	21.293604	24.220562	0.000000	13.662930	13.662928	13.662919	12.964719	11.511605	10.531113	0.110000	0.148324	0.155741	0.146601	0.560707	0.560319	0.551185	0.028000	0.151861	0.160785	0.154036	0.087010	0.049556	0.025300	
1.800000	0.000000	61.601428	57.469874	44.212153	15.858347	13.723855	12.299806	0.000000	10.992391	11.372189	13.903103	18.358315	21.183025	24.104000	0.000000	13.664652	13.664649	13.664632	12.966423	11.513302	10.532802	0.110000	0.146295	0.153536	0.144257	0.557275	0.556541	0.546940	0.028000	0.151291	0.160015	0.152838	0.087176	0.049622	0.025322	
1.850000	0.000000	61.859343	57.732201	44.452691	16.071283	13.916394	12.480849	0.000000	10.995944	11.373199	13.888883	18.272091	21.088018	24.003099	0.000000	13.666002	13.665997	13.665973	12.967753	11.514624	10.534115	0.110000	0.144299	0.151366	0.141964	0.553985	0.552985	0.543016	0.028000	0.150598	0.159103	0.151494	0.087260	0.049646	0.025325	
1.900000	0.000000	62.061858	57.930700	44.617685	16.244401	14.069415	12.622301	0.000000	11.004167	11.380702	13.888923	18.212740	21.021999	23.931091	0.000000	13.666958	13.666951	13.666918	12.968688	11.515549	10.535031	0.110000	0.142341	0.149241	0.139739	0.550951	0.549801	0.539591	0.028000	0.149629	0.157888	0.149861	0.087187	0.049590	0.025295	
1.950000	0.000000	62.219519	58.076047	44.717078	16.382268	14.187389	12.728460	0.000000	11.015673	11.393167	13.901116	18.176977	20.981493	23.884457	0.000000	13.667502	13.667494	13.667452	12.969210	11.516063	10.535534	0.110000	0.140423	0.147161	0.137575	0.548130	0.546929	0.536594	0.028000	0.148445	0.156429	0.147987	0.086974	0.049464	0.025235	
2.000000	0.000000	62.367509	58.207514	44.795113	16.508548	14.292893	12.820762	0.000000	11.027099	11.406278	13.917067	18.149742	20.950298	23.846935	0.000000	13.667642	13.667632	13.667582	12.969331	11.516176	10.535639	0.110000	0.138542	0.145119	0.135451	0.545367	0.544163	0.533770	0.028000	0.147234	0.154924	0.146050	0.086710	0.049311	0.025164	
2.050000	0.000000	62.535921	58.359943	44.893269	16.644859	14.407374	12.920799	0.000000	11.035242	11.415730	13.927830	18.115440	20.911674	23.801941	0.000000	13.667396	13.667385	13.667330	12.969073	11.515911	10.535368	0.110000	0.136699	0.143115	0.133355	0.542557	0.541335	0.530878	0.028000	0.146157	0.153551	0.144221	0.086488	0.049179	0.025102	
2.100000	0.000000	62.736244	58.547241	45.028203	16.797561	14.538411	13.038089	0.000000	11.038007	11.418697	13.927762	18.065519	20.856661	23.741011	0.000000	13.666775	13.666763	13.666706	12.968444	11.515280	10.534734	0.110000	0.134906	0.141160	0.131302	0.539733	0.538428	0.527831	0.028000	0.145287	0.152392	0.142583	0.086354	0.049092	0.025061	
2.150000	0.000000	62.969099	58.769741	45.198623	16.962998	14.683326	13.171524	0.000000	11.034528	11.414075	13.915092	17.998461	20.784006	23.663401	0.000000	13.665767	13.665755	13.665697	12.967435	11.514269	10.533721	0.110000	0.133169	0.139266	0.129309	0.536974	0.535511	0.524668	0.028000	0.144635	0.151460	0.141144	0.086317	0.049052	0.025040	
2.200000	0.000000	63.236152	59.028305	45.403273	17.140286	14.840172	13.318006	0.000000	11.025196	11.402355	13.890764	17.915720	20.695356	23.570807	0.000000	13.664360	13.664349	13.664291	12.966028	11.512863	10.532314	0.110000	0.131484	0.137427	0.127370	0.534282	0.532605	0.521438	0.028000	0.144207	0.150752	0.139891	0.086369	0.049056	0.025038	
2.250000	0.000000	63.541755	59.327447	45.647209	17.334940	15.011685	13.476746	0.000000	11.011477	11.385219	13.856897	17.818687	20.591690	23.463480	0.000000	13.662563	13.662552	13.662494	12.964231	11.511064	10.530515	0.110000	0.129831	0.135621	0.125461	0.531571	0.529664	0.518162	0.028000	0.144007	0.150268	0.138815	0.086508	0.049103	0.025056	
2.300000	0.000000	63.885068	59.666668	45.931509	17.550159	15.198605	13.645426	0.000000	10.995312	11.364805	13.816028	17.709213	20.474083	23.341257	0.000000	13.660404	13.660392	13.660332	12.962065	11.508896	10.528344	0.110000	0.128193	0.133828	0.123562	0.528782	0.526673	0.514894	0.028000	0.144016	0.149986	0.137894	0.086729	0.049191	0.025093	
2.350000	0.000000	64.253065	60.031543	46.240548	17.777512	15.392499	13.815600	0.000000	10.978544	11.343294	13.771568	17.592402	20.347242	23.207769	0.000000	13.657911	13.657898	13.657832	12.959558	11.506383	10.525825	0.110000	0.126565	0.132046	0.121677	0.525971	0.523720	0.511754	0.028000	0.144162	0.149831	0.137067	0.087001	0.049308	0.025145	
2.400000	0.000000	64.622913	60.395838	46.543426	17.999604	15.578461	13.975325	0.000000	10.962873	11.322962	13.728514	17.477726	20.221148	23.072554	0.000000	13.655094	13.655079	13.655004	12.956719	11.503535	10.522967	0.110000	0.124952	0.130281	0.119823	0.523243	0.520921	0.508850	0.028000	0.144329	0.149678	0.136224	0.087268	0.049425	0.025201	
2.450000	0.000000	64.973295	60.734862	46.811507	18.203234	15.746513	14.118099	0.000000	10.949911	11.306137	13.692496	17.375629	20.107317	22.947430	0.000000	13.651949	13.651932	13.651846	12.953548	11.500353	10.519774	0.110000	0.123356	0.128538	0.118005	0.520620	0.518283	0.506163	0.028000	0.144401	0.149404	0.135254	0.087462	0.049510	0.025247	
2.500000	0.000000	65.296369	61.040137	47.037283	18.389943	15.900146	14.249095	0.000000	10.940630	11.294233	13.666810	17.291225	20.011719	22.839066	0.000000	13.648477	13.648459	13.648364	12.950054	11.496850	10.516262	0.110000	0.121775	0.126810	0.116209	0.517995	0.515666	0.503520	0.028000	0.144326	0.148956	0.134113	0.087557	0.049547	0.025275	
2.550000	0.000000	65.601057	61.323146	47.237493	18.573081	16.052871	14.381634	0.000000	10.934511	11.286549	13.649808	17.220730	19.930750	22.744677	0.000000	13.644694	13.644675	13.644576	12.946262	11.493054	10.512461	0.110000	0.120204	0.125092	0.114418	0.515240	0.512901	0.500717	0.028000	0.144148	0.148385	0.132854	0.087577	0.049549	0.025290	
2.600000	0.000000	65.904687	61.604809	47.437931	18.765289	16.216467	14.526813	0.000000	10.929460	11.280256	13.635588	17.154402	19.854488	22.655336	0.000000	13.640624	13.640605	13.640510	12.942200	11.488996	10.508407	0.110000	0.118650	0.123389	0.112632	0.512328	0.509932	0.497663	0.028000	0.143971	0.147806	0.131583	0.087583	0.049544	0.025303	
2.650000	0.000000	66.220815	61.900959	47.655442	18.969677	16.393151	14.686454	0.000000	10.923014	11.272120	13.617929	17.083517	19.774303	22.563623	0.000000	13.636283	13.636267	13.636184	12.937888	11.484695	10.504118	0.110000	0.117124	0.121714	0.110872	0.509350	0.506838	0.494414	0.028000	0.143890	0.147320	0.130389	0.087624	0.049556	0.025322	
2.700000	0.000000	66.553766	62.216466	47.893577	19.182658	16.578293	14.855211	0.000000	10.913845	11.260427	13.593837	17.004791	19.687443	22.467945	0.000000	13.631682	13.631669	13.631605	12.933331	11.480156	10.499597	0.110000	0.115636	0.120081	0.109153	0.506403	0.503728	0.491083	0.028000	0.143943	0.146968	0.129304	0.087719	0.049590	0.025350	
2.750000	0.000000	66.902345	62.550374	48.151328	19.402561	16.768575	15.027781	0.000000	10.902174	11.245458	13.563702	16.919020	19.595148	22.370167	0.000000	13.626827	13.626819	13.626777	12.928530	11.475376	10.494839	0.110000	0.114184	0.118487	0.107474	0.503503	0.500639	0.487740	0.028000	0.144128	0.146746	0.128322	0.087863	0.049643	0.025384	
2.800000	0.000000	67.265554	62.902402	48.430689	19.632501	16.965131	15.202606	0.000000	10.888928	11.228299	13.528928	16.827211	19.498236	22.270823	0.000000	13.621739	13.621735	13.621715	12.923494	11.470362	10.489848	0.110000	0.112762	0.116923	0.105823	0.500600	0.497549	0.484408	0.028000	0.144433	0.146644	0.127435	0.088054	0.049715	0.025423	
2.850000	0.000000	67.642048	63.271642	48.732491	19.874245	17.168691	15.378965	0.000000	10.874749	11.209707	13.490361	16.729538	19.396143	22.168352	0.000000	13.616442	13.616442	13.616440	12.918242	11.465128	10.484632	0.110000	0.111364	0.115383	0.104194	0.497678	0.494458	0.481115	0.028000	0.144849	0.146653	0.126638	0.088292	0.049806	0.025470	
2.900000	0.000000	68.024449	63.649297	49.046291	20.121116	17.373664	15.552599	0.000000	10.859948	11.190159	13.449161	16.628063	19.290302	22.062939	0.000000	13.610961	13.610964	13.610972	12.912788	11.459685	10.479200	0.110000	0.109993	0.113872	0.102595	0.494790	0.491430	0.477929	0.028000	0.145340	0.146733	0.125899	0.088565	0.049913	0.025523	
2.950000	0.000000	68.396647	64.016112	49.348414	20.359214	17.569280	15.716323	0.000000	10.845160	11.170712	13.408429	16.528999	19.186810	21.959583	0.000000	13.605310	13.605312	13.605323	12.907141	11.454041	10.473559	0.110000	0.108653	0.112395	0.101037	0.492010	0.488536	0.474902	0.028000	0.145812	0.146788	0.125140	0.088827	0.050016	0.025576	
3.000000	0.000000	68.739666	64.349999	49.613623	20.576819	17.747381	15.865619	0.000000	10.831648	11.153249	13.372814	16.440569	19.094063	21.865864	0.000000	13.599492	13.599494	13.599500	12.901312	11.448206	10.467719	0.110000	0.107346	0.110954	0.099520	0.489343	0.485771	0.472013	0.028000	0.146143	0.146696	0.124268	0.089023	0.050090	0.025619	
3.050000	0.000000	69.042072	64.638574	49.830547	20.772451	17.908633	16.002940	0.000000	10.820678	11.139493	13.345848	16.367790	19.017004	21.786085	0.000000	13.593515	13.593515	13.593512	12.895313	11.442198	10.461702	0.110000	0.106066	0.109543	0.098036	0.486721	0.483053	0.469167	0.028000	0.146246	0.146375	0.123228	0.089120	0.050119	0.025647	
3.100000	0.000000	69.305731	64.885192	50.006728	20.953815	18.060830	16.135866	0.000000	10.812573	11.129758	13.327468	16.309143	18.953625	21.717787	0.000000	13.587392	13.587390	13.587377	12.889167	11.436044	10.455539	0.110000	0.104807	0.108153	0.096571	0.484066	0.480294	0.466274	0.028000	0.146118	0.145831	0.122040	0.089130	0.050112	0.025664	
3.150000	0.000000	69.542350	65.104093	50.160120	21.130181	18.211970	16.271164	0.000000	10.806489	11.122726	13.314223	16.258158	18.896852	21.653912	0.000000	13.581138	13.581135	13.581118	12.882901	11.429773	10.449263	0.110000	0.103569	0.106784	0.095125	0.481368	0.477478	0.463309	0.028000	0.145831	0.145142	0.120772	0.089095	0.050089	0.025678	
3.200000	0.000000	69.765205	65.310624	50.307465	21.307105	18.365851	16.411326	0.000000	10.801147	11.116532	13.301808	16.207952	18.839579	21.587860	0.000000	13.574770	13.574767	13.574751	12.876537	11.423410	10.442902	0.110000	0.102353	0.105439	0.093704	0.478665	0.474646	0.460312	0.028000	0.145472	0.144400	0.119499	0.089061	0.050072	0.025699	
3.250000	0.000000	69.983204	65.515045	50.459440	21.487529	18.523714	16.556105	0.000000	10.795835	11.110069	13.287562	16.154495	18.778006	21.516731	0.000000	13.568306	13.568305	13.568297	12.870093	11.416974	10.436474	0.110000	0.101161	0.104120	0.092311	0.475989	0.471834	0.457323	0.028000	0.145102	0.143664	0.118264	0.089053	0.050071	0.025730	
3.300000	0.000000	70.200356	65.722573	50.622859	21.675518	18.687941	16.706064	0.000000	10.790711	11.103377	13.270955	16.096581	18.711334	21.440557	0.000000	13.561768	13.561770	13.561776	12.863588	11.410483	10.429997	0.110000	0.099988	0.102822	0.090942	0.473313	0.469025	0.454336	0.028000	0.144742	0.142959	0.117087	0.089082	0.050091	0.025771	
3.350000	0.000000	70.418198	65.935914	50.802909	21.876100	18.862216	16.863168	0.000000	10.786275	11.096977	13.252394	16.034098	18.639704	21.360048	0.000000	13.555184	13.555189	13.555211	12.857044	11.403956	10.423488	0.110000	0.098828	0.101539	0.089588	0.470589	0.466172	0.451316	0.028000	0.144395	0.142292	0.115974	0.089151	0.050131	0.025822	
3.400000	0.000000	70.636737	66.155368	51.000736	22.091024	19.047856	17.028121	0.000000	10.782793	11.091181	13.232293	15.967439	18.563665	21.275984	0.000000	13.548580	13.548589	13.548628	12.850482	11.397412	10.416961	0.110000	0.097680	0.100267	0.088245	0.467795	0.463256	0.448249	0.028000	0.144059	0.141662	0.114925	0.089262	0.050193	0.025882	
3.450000	0.000000	70.852762	66.376373	51.209104	22.315362	19.240759	17.197829	0.000000	10.780314	11.086143	13.211494	15.898708	18.485607	21.190826	0.000000	13.541982	13.541993	13.542048	12.843920	11.390864	10.410429	0.110000	0.096545	0.099010	0.086917	0.464957	0.460300	0.445153	0.028000	0.143714	0.141045	0.113916	0.089397	0.050267	0.025948	
3.500000	0.000000	71.057743	66.587671	51.411626	22.538743	19.432414	17.365925	0.000000	10.779148	11.082472	13.192241	15.832861	18.411045	21.110115	0.000000	13.535409	13.535423	13.535488	12.837373	11.384328	10.403903	0.110000	0.095425	0.097769	0.085609	0.462109	0.457339	0.442052	0.028000	0.143303	0.140381	0.112894	0.089522	0.050337	0.026012	
3.550000	0.000000	71.239536	66.774211	51.588760	22.750414	19.614206	17.525880	0.000000	10.780076	11.081401	13.177980	15.776526	18.347221	21.041067	0.000000	13.528877	13.528892	13.528963	12.830856	11.377817	10.397399	0.110000	0.094319	0.096544	0.084320	0.459257	0.454377	0.438950	0.028000	0.142740	0.139581	0.111790	0.089586	0.050377	0.026065	
