HawtC2_ProjectName: 5MW_PowerProduction_Spar 更多消息和教程请访问：http://www.hawtc.cn/
Powered By OpenWECD.HawtC2.MBD @CopyRight 赵子祯
Time	QD2_B1E1  	QD2_B1F1  	QD2_B1F2  	QD2_B2E1  	QD2_B2F1  	QD2_B2F2  	QD2_B3E1  	QD2_B3F1  	QD2_B3F2  	QD2_DRTR  	QD2_GEAZ  	QD2_HV    	QD2_P     	QD2_R     	QD2_RFRL  	QD2_SG    	QD2_SW    	QD2_TFA1  	QD2_TFA2  	QD2_TFRL  	QD2_TSS1  	QD2_TSS2  	QD2_Y     	QD2_YAW   	QD_B1E1   	QD_B1F1   	QD_B1F2   	QD_B2E1   	QD_B2F1   	QD_B2F2   	QD_B3E1   	QD_B3F1   	QD_B3F2   	QD_DRTR   	QD_GEAZ   	QD_HV     	QD_P      	QD_R      	QD_RFRL   	QD_SG     	QD_SW     	QD_TFA1   	QD_TFA2   	QD_TFRL   	QD_TSS1   	QD_TSS2   	QD_Y      	QD_YAW    	Q_B1E1    	Q_B1F1    	Q_B1F2    	Q_B2E1    	Q_B2F1    	Q_B2F2    	Q_B3E1    	Q_B3F1    	Q_B3F2    	Q_DRTR    	Q_GEAZ    	Q_HV      	Q_P       	Q_R       	Q_RFRL    	Q_SG      	Q_SW      	Q_TFA1    	Q_TFA2    	Q_TFRL    	Q_TSS1    	Q_TSS2    	Q_Y       	Q_YAW     	Q_TTMD    	QD_TTMD   	QD2_TTMD  	
(s)	(m/s^2)   	(m/s^2)   	(m/s^2)   	(m/s^2)   	(m/s^2)   	(m/s^2)   	(m/s^2)   	(m/s^2)   	(m/s^2)   	(rad/s^2) 	(rad/s^2) 	(m/s^2)   	(rad/s^2) 	(rad/s^2) 	(rad/s^2) 	(m/s^2)   	(m/s^2)   	(m/s^2)   	(m/s^2)   	(rad/s^2) 	(m/s^2)   	(m/s^2)   	(rad/s^2) 	(rad/s^2) 	(m/s)     	(m/s)     	(m/s)     	(m/s)     	(m/s)     	(m/s)     	(m/s)     	(m/s)     	(m/s)     	(rad/s)   	(rad/s)   	(m/s)     	(rad/s)   	(rad/s)   	(rad/s)   	(m/s)     	(m/s)     	(m/s)     	(m/s)     	(rad/s)   	(m/s)     	(m/s)     	(rad/s)   	(rad/s)   	(m)       	(m)       	(m)       	(m)       	(m)       	(m)       	(m)       	(m)       	(m)       	(rad)     	(rad)     	(m)       	(rad)     	(rad)     	(rad)     	(m)       	(m)       	(m)       	(m)       	(rad)     	(m)       	(m)       	(rad)     	(rad)     	(m)       	(m/s)     	(m/s^2)   	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.267109	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4.712389	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.050000	-7.715263	35.025440	20.608130	-25.942545	29.101835	21.936829	9.154643	28.793381	20.611998	0.592239	-0.721886	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.824394	0.042429	0.000000	0.043007	-0.019521	0.000000	0.025707	-0.385763	1.751272	1.030406	-1.297127	1.455092	1.096841	0.457732	1.439669	1.030600	0.029612	1.231015	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.041220	0.002121	0.000000	0.002150	-0.000976	0.000000	0.001285	-0.015637	0.067705	0.070559	-0.038043	0.055715	0.073803	0.004252	0.050002	0.072739	0.000763	4.774786	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.001729	0.000084	0.000000	0.000025	-0.000010	0.000000	-0.000013	0.000000	0.000000	0.000000	
0.100000	-17.331139	15.931484	-24.606392	-28.661390	23.653097	-31.197821	0.483342	11.094374	-21.756037	0.133809	-0.442239	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.298086	-0.018503	0.000000	0.202500	-0.073379	0.000000	-0.034096	-1.252320	2.547846	-0.199913	-2.730197	2.637747	-0.463050	0.481899	1.994388	-0.057202	0.036302	1.208903	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.056124	0.001196	0.000000	0.012275	-0.004645	0.000000	-0.000419	-0.054624	0.175710	0.091901	-0.137231	0.159148	0.089782	0.029916	0.134145	0.098996	0.002503	4.835719	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.004167	0.000174	0.000000	0.000367	-0.000151	0.000000	-0.000007	0.000000	0.000000	0.000000	
0.150000	-19.405191	12.764124	-22.808359	-25.644768	20.297468	-28.053686	-3.891905	11.282428	-21.670687	-0.190303	-0.133858	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.236301	-0.036329	0.000000	0.261965	-0.031546	0.000000	-0.012865	-2.222580	3.186053	-1.340331	-4.012435	3.652620	-1.865734	0.287304	2.558509	-1.140736	0.026787	1.202210	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.067939	-0.000620	0.000000	0.025374	-0.006222	0.000000	-0.001063	-0.144371	0.320392	0.051688	-0.309582	0.318634	0.028796	0.046977	0.248136	0.068018	0.004093	4.895941	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.007289	0.000187	0.000000	0.001313	-0.000444	0.000000	-0.000056	0.000000	0.000000	0.000000	
0.200000	0.825354	5.660413	-10.806049	-0.024951	8.845021	-10.581090	11.645646	6.391241	-10.505445	-0.155721	0.102901	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.102888	-0.012266	0.000000	0.228151	0.069098	0.000000	0.022575	-2.181312	3.469073	-1.880633	-4.013683	4.094871	-2.394789	0.869586	2.878071	-1.666009	0.019001	1.207355	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.073083	-0.001233	0.000000	0.036781	-0.002767	0.000000	0.000066	-0.259515	0.488003	-0.031701	-0.516928	0.513909	-0.081394	0.072163	0.386970	-0.006213	0.005221	4.956137	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.010848	0.000133	0.000000	0.002870	-0.000683	0.000000	-0.000072	0.000000	0.000000	0.000000	
0.250000	22.694151	-0.461511	4.774903	28.709244	-0.451449	9.196799	26.735855	-4.462606	8.139588	-0.097038	0.280557	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.075412	0.023243	0.000000	0.230163	0.091432	0.000000	-0.001991	-1.046604	3.445997	-1.641888	-2.578220	4.072299	-1.934948	2.206379	2.654941	-1.259029	0.014149	1.221383	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.069313	-0.000071	0.000000	0.048289	0.001804	0.000000	-0.000033	-0.342673	0.661981	-0.122741	-0.685453	0.719781	-0.193173	0.148048	0.526824	-0.082493	0.006069	5.016820	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.014446	0.000096	0.000000	0.004986	-0.000696	0.000000	-0.000067	0.000000	0.000000	0.000000	
0.300000	26.461174	-4.992074	16.962587	38.141666	-6.659584	22.495152	23.803879	-8.864052	19.406389	-0.238384	0.403039	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.257772	0.029698	0.000000	0.281352	0.014143	0.000000	-0.013587	0.276454	3.196394	-0.793759	-0.671137	3.739319	-0.810191	3.396573	2.211738	-0.288710	0.002230	1.241535	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.056424	0.001414	0.000000	0.062357	0.002511	0.000000	-0.000713	-0.360373	0.829073	-0.185551	-0.765996	0.916210	-0.263573	0.290805	0.647784	-0.121759	0.006522	5.078376	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.017624	0.000133	0.000000	0.007746	-0.000571	0.000000	-0.000093	0.000000	0.000000	0.000000	
0.350000	13.587772	-8.575646	21.932213	29.616488	-9.088962	25.096914	5.872673	-5.452985	19.014868	-0.388008	0.396040	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.395871	0.002624	0.000000	0.261946	-0.039981	0.000000	0.010086	0.955843	2.767612	0.302852	0.809687	3.284871	0.444655	3.690207	1.939089	0.662034	-0.017170	1.261337	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.036631	0.001545	0.000000	0.075454	0.000512	0.000000	-0.000209	-0.326413	0.978592	-0.197752	-0.760349	1.091747	-0.271933	0.472092	0.751183	-0.111740	0.006153	5.140969	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.019970	0.000213	0.000000	0.011213	-0.000498	0.000000	-0.000117	0.000000	0.000000	0.000000	
0.400000	-1.320923	-9.552699	17.367319	18.573738	-8.313507	17.394608	-13.359909	-3.761945	12.747302	-0.297910	0.215452	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.448419	-0.025192	0.000000	0.109485	0.005369	0.000000	0.014259	0.889797	2.289977	1.171218	1.738374	2.869196	1.314385	3.022211	1.750992	1.299399	-0.032066	1.272109	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.014210	0.000285	0.000000	0.080928	0.000781	0.000000	0.000504	-0.278109	1.104776	-0.158941	-0.695146	1.245383	-0.225662	0.643027	0.843817	-0.061298	0.004873	5.204359	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.021241	0.000261	0.000000	0.015163	-0.000482	0.000000	-0.000105	0.000000	0.000000	0.000000	
0.450000	-8.992979	-7.626160	5.498172	12.264706	-8.321233	5.265291	-25.274916	-5.067387	3.829714	-0.016562	-0.073830	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.409369	-0.023196	0.000000	-0.080899	0.068921	0.000000	-0.003513	0.440148	1.908669	1.446126	2.351609	2.453134	1.577650	1.758465	1.497622	1.490885	-0.032894	1.268418	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.006259	-0.000875	0.000000	0.076884	0.004227	0.000000	0.000329	-0.244058	1.209383	-0.090887	-0.591830	1.378909	-0.151051	0.764092	0.924885	0.010731	0.003189	5.267935	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.021425	0.000242	0.000000	0.019138	-0.000359	0.000000	-0.000084	0.000000	0.000000	0.000000	
0.500000	-10.957146	-5.573969	-7.041821	7.284669	-10.821620	-5.279836	-30.103592	-4.104717	-7.047252	0.226661	-0.354478	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.321457	0.003672	0.000000	-0.173263	0.036385	0.000000	-0.006206	-0.107709	1.629970	1.094035	2.715843	1.912053	1.313658	0.253286	1.292387	1.138522	-0.021561	1.250694	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.022332	-0.000691	0.000000	0.068220	0.006046	0.000000	0.000018	-0.235444	1.297639	-0.025309	-0.463800	1.488606	-0.077021	0.814984	0.993978	0.078694	0.001796	5.330962	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.020693	0.000198	0.000000	0.022769	-0.000082	0.000000	-0.000078	0.000000	0.000000	0.000000	
0.550000	-11.502683	-5.087888	-14.513083	0.755893	-12.777823	-11.988299	-30.778105	-0.945057	-15.617420	0.307714	-0.526232	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.252211	0.023002	0.000000	-0.152718	-0.070165	0.000000	0.003959	-0.682844	1.375576	0.368381	2.753638	1.273162	0.714243	-1.285619	1.245134	0.357651	-0.006175	1.224382	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.034942	0.000459	0.000000	0.060584	0.002538	0.000000	0.000216	-0.255094	1.372702	0.012083	-0.325671	1.568226	-0.025334	0.789040	1.057079	0.117011	0.001099	5.392860	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.019254	0.000192	0.000000	0.025981	0.000151	0.000000	-0.000072	0.000000	0.000000	0.000000	
0.600000	-11.133317	-5.552145	-15.098133	-5.315579	-11.856524	-14.344584	-27.786049	0.246319	-16.895264	0.291786	-0.552894	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.246313	0.013074	0.000000	-0.117068	-0.119354	0.000000	0.005108	-1.239509	1.097969	-0.386526	2.487859	0.680336	-0.002986	-2.674922	1.257450	-0.487112	0.008414	1.196738	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.047258	0.001113	0.000000	0.054731	-0.003430	0.000000	0.000472	-0.303497	1.434642	0.011090	-0.193713	1.616610	-0.007588	0.688915	1.119828	0.113103	0.001159	5.453379	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.017205	0.000236	0.000000	0.028863	0.000123	0.000000	-0.000053	0.000000	0.000000	0.000000	
0.650000	-8.512899	-6.037877	-10.169278	-8.920814	-9.396758	-11.708849	-20.612570	-1.516368	-10.964311	0.254577	-0.450411	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.296344	-0.012802	0.000000	-0.120885	-0.050845	0.000000	-0.001325	-1.665154	0.796075	-0.894990	2.041818	0.210498	-0.588429	-3.705550	1.181631	-1.035328	0.021143	1.174217	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.062075	0.000473	0.000000	0.048687	-0.005972	0.000000	0.000406	-0.376948	1.482120	-0.022367	-0.079965	1.638471	-0.023457	0.527473	1.181211	0.073442	0.001911	5.512618	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.014484	0.000280	0.000000	0.031451	-0.000134	0.000000	-0.000031	0.000000	0.000000	0.000000	
0.700000	-3.444991	-6.196930	-2.666423	-10.569328	-8.029746	-4.822460	-9.978286	-3.951794	-2.241567	0.149958	-0.242642	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.358402	-0.023434	0.000000	-0.102040	0.047587	0.000000	-0.004050	-1.837404	0.486228	-1.028311	1.513352	-0.190989	-0.829552	-4.204464	0.984042	-1.147406	0.028641	1.162085	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.079995	-0.000699	0.000000	0.043585	-0.003593	0.000000	0.000203	-0.465819	1.514195	-0.072018	0.009102	1.638918	-0.060616	0.327211	1.235733	0.017200	0.003192	5.570973	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.010943	0.000273	0.000000	0.033743	-0.000385	0.000000	-0.000016	0.000000	0.000000	0.000000	
0.750000	4.232177	-6.411647	4.574970	-10.074408	-8.508179	3.860110	3.646522	-5.553339	5.064421	-0.048370	0.015682	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.393430	-0.006330	0.000000	0.008380	0.065665	0.000000	-0.002070	-1.625795	0.165646	-0.799562	1.009631	-0.616398	-0.636546	-4.022139	0.706375	-0.894185	0.026222	1.162869	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.099667	-0.001015	0.000000	0.044004	-0.000310	0.000000	0.000100	-0.554323	1.530569	-0.118974	0.071676	1.618958	-0.098920	0.118396	1.278322	-0.035029	0.004610	5.629043	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.006454	0.000224	0.000000	0.035900	-0.000474	0.000000	-0.000008	0.000000	0.000000	0.000000	
0.800000	14.307366	-7.399619	9.572345	-5.912095	-9.591693	10.380817	19.689579	-7.012872	9.171036	-0.238214	0.238985	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.390555	0.018215	0.000000	0.167429	0.010640	0.000000	0.000194	-0.910427	-0.204335	-0.320945	0.714027	-1.095983	-0.117505	-3.037660	0.355731	-0.435633	0.014312	1.174818	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.119194	-0.000105	0.000000	0.052375	0.000222	0.000000	0.000109	-0.619898	1.529894	-0.147652	0.113490	1.576254	-0.118552	-0.061469	1.305297	-0.068789	0.005650	5.687448	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000979	0.000194	0.000000	0.038281	-0.000466	0.000000	-0.000003	0.000000	0.000000	0.000000	
0.850000	22.994717	-8.709738	10.894736	0.221343	-9.128139	11.412375	33.798870	-9.163122	10.046165	-0.300534	0.356488	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.357514	0.021639	0.000000	0.261270	-0.022815	0.000000	0.000612	0.239309	-0.639822	0.223792	0.725094	-1.552390	0.453114	-1.347716	-0.102425	0.066675	-0.000715	1.192643	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.137070	0.000977	0.000000	0.065439	-0.000918	0.000000	0.000140	-0.637760	1.508959	-0.149896	0.148457	1.509627	-0.109675	-0.173191	1.312101	-0.077886	0.005988	5.746623	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.005437	0.000218	0.000000	0.041222	-0.000486	0.000000	0.000003	0.000000	0.000000	0.000000	
0.900000	23.579842	-8.343767	7.893841	2.183154	-5.853771	6.599551	38.334862	-10.936019	7.995918	-0.247340	0.350484	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.299814	0.000243	0.000000	0.235821	0.011266	0.000000	-0.000973	1.418301	-1.057010	0.618484	0.834251	-1.845078	0.783091	0.569027	-0.649226	0.466471	-0.013082	1.210167	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.152061	0.000989	0.000000	0.077230	-0.000355	0.000000	0.000091	-0.595136	1.466131	-0.127811	0.188001	1.423741	-0.077354	-0.192072	1.293429	-0.063838	0.005630	5.806704	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.012680	0.000273	0.000000	0.044804	-0.000529	0.000000	0.000009	0.000000	0.000000	0.000000	
0.950000	13.375752	-5.141168	1.742749	-3.879468	-0.766389	-1.025801	29.884895	-10.159296	3.405708	-0.175484	0.243157	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.216060	-0.021287	0.000000	0.138212	0.059185	0.000000	-0.002813	2.087089	-1.314069	0.705621	0.640278	-1.883398	0.731801	2.063272	-1.157191	0.636756	-0.021856	1.222325	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.162864	-0.000075	0.000000	0.084140	0.002604	0.000000	-0.000049	-0.504572	1.405950	-0.093335	0.226788	1.329502	-0.037995	-0.123447	1.247723	-0.035123	0.004748	5.867545	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.020574	0.000297	0.000000	0.048859	-0.000477	0.000000	0.000010	0.000000	0.000000	0.000000	
1.000000	-1.616906	-0.574963	-4.482896	-13.416208	3.584530	-7.121358	14.346572	-6.355661	-2.274049	-0.106046	0.056413	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.112358	-0.018886	0.000000	0.035903	0.051274	0.000000	-0.002641	2.006243	-1.342817	0.481476	-0.030532	-1.704171	0.375733	2.780600	-1.474974	0.523054	-0.027159	1.225145	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.168482	-0.001019	0.000000	0.085936	0.005168	0.000000	-0.000182	-0.399512	1.338653	-0.062650	0.243561	1.239201	-0.009509	0.000718	1.180966	-0.005065	0.003504	5.928775	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.028879	0.000266	0.000000	0.053130	-0.000273	0.000000	0.000004	0.000000	0.000000	0.000000	
1.050000	-12.188775	2.888383	-7.747385	-17.755281	5.561803	-9.025580	1.201084	-1.676835	-6.346811	0.018920	-0.176606	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.012637	0.003588	0.000000	-0.059110	-0.009237	0.000000	-0.001261	1.396805	-1.198398	0.094107	-0.918296	-1.426081	-0.075546	2.840655	-1.558816	0.205713	-0.026213	1.216315	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.169113	-0.000840	0.000000	0.082980	0.004706	0.000000	-0.000245	-0.313223	1.274637	-0.048033	0.219668	1.160786	-0.002087	0.143188	1.104320	0.013586	0.002135	5.989860	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.037337	0.000215	0.000000	0.057374	-0.000013	0.000000	-0.000006	0.000000	0.000000	0.000000	
1.100000	-15.339790	4.498007	-7.111109	-13.845928	5.907251	-7.077239	-6.221647	1.494421	-6.662600	0.202905	-0.388994	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.053892	0.019981	0.000000	-0.172629	-0.060461	0.000000	-0.001082	0.629815	-0.973497	-0.261448	-1.610593	-1.130718	-0.429408	2.529572	-1.484095	-0.127417	-0.016067	1.196865	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.166419	0.000159	0.000000	0.074349	0.001683	0.000000	-0.000299	-0.262386	1.220128	-0.052675	0.155073	1.096794	-0.015339	0.278650	1.027825	0.015174	0.001040	6.050224	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.045734	0.000198	0.000000	0.061335	0.000151	0.000000	-0.000020	0.000000	0.000000	0.000000	
1.150000	-15.603271	5.419839	-3.958447	-6.686453	6.447271	-3.392717	-12.017702	3.016413	-3.566043	0.341417	-0.502064	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.078573	0.012734	0.000000	-0.305307	-0.060604	0.000000	-0.001933	-0.150348	-0.702505	-0.459371	-1.944916	-0.808355	-0.599044	1.928687	-1.333274	-0.305719	0.001004	1.171762	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.162490	0.000796	0.000000	0.059083	-0.001347	0.000000	-0.000395	-0.250112	1.177992	-0.071426	0.064987	1.048076	-0.041805	0.391617	0.957110	0.003547	0.000652	6.109447	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.053959	0.000225	0.000000	0.064697	0.000155	0.000000	-0.000037	0.000000	0.000000	0.000000	
1.200000	-17.053457	6.657488	-0.375263	-1.712191	7.575733	0.283617	-19.561382	4.415628	0.420491	0.321745	-0.467868	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.083382	-0.007641	0.000000	-0.415930	-0.026220	0.000000	-0.001484	-1.003021	-0.369631	-0.478134	-2.030525	-0.429568	-0.584863	0.950618	-1.112493	-0.284694	0.017091	1.148369	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.158321	0.000414	0.000000	0.038287	-0.002658	0.000000	-0.000470	-0.278577	1.150915	-0.095514	-0.035119	1.016945	-0.072100	0.465221	0.895564	-0.011881	0.001128	6.167428	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.061981	0.000259	0.000000	0.067148	0.000048	0.000000	-0.000059	0.000000	0.000000	0.000000	
1.250000	-16.852169	7.509176	2.354991	2.404455	7.582330	3.439171	-25.154625	6.443743	2.845147	0.159331	-0.306052	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.102333	-0.016251	0.000000	-0.464375	0.002525	0.000000	0.000837	-1.845630	0.005828	-0.360384	-1.910302	-0.050452	-0.412904	-0.307113	-0.790305	-0.142437	0.025057	1.133066	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.153204	-0.000399	0.000000	0.015068	-0.002532	0.000000	-0.000428	-0.350595	1.141825	-0.116916	-0.134903	1.005254	-0.097652	0.481611	0.847560	-0.022788	0.002221	6.224422	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.069777	0.000258	0.000000	0.068484	-0.000085	0.000000	-0.000082	0.000000	0.000000	0.000000	
1.300000	-9.236652	6.468793	3.875915	10.759149	4.855035	5.856022	-22.251835	8.094430	2.979108	-0.021052	-0.087588	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.152412	-0.003203	0.000000	-0.448800	0.009079	0.000000	0.003129	-2.307462	0.329267	-0.166588	-1.372345	0.192300	-0.120103	-1.419705	-0.385584	0.006518	0.024005	1.128687	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.145584	-0.000559	0.000000	-0.007372	-0.002078	0.000000	-0.000271	-0.457028	1.150707	-0.130286	-0.219413	1.009652	-0.111350	0.436645	0.817993	-0.026025	0.003477	6.280921	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.077260	0.000230	0.000000	0.068669	-0.000200	0.000000	-0.000100	0.000000	0.000000	0.000000	
1.350000	5.480648	3.380512	4.066970	23.437147	0.267660	6.664731	-10.611910	8.073940	1.607896	-0.127959	0.115774	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.222466	0.015802	0.000000	-0.396222	0.005926	0.000000	0.003964	-2.033430	0.498293	0.036760	-0.200488	0.205683	0.213133	-1.950301	0.018113	0.086913	0.017607	1.134475	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.134461	0.000231	0.000000	-0.027183	-0.001782	0.000000	-0.000073	-0.568763	1.172156	-0.133430	-0.261313	1.020500	-0.108917	0.349613	0.809016	-0.023353	0.004531	0.054277	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.084275	0.000219	0.000000	0.067793	-0.000297	0.000000	-0.000109	0.000000	0.000000	0.000000	
1.400000	19.072077	0.084466	2.783630	33.041752	-3.348347	4.957347	1.818881	6.504331	-0.148166	-0.177584	0.261445	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.288183	0.018626	0.000000	-0.332359	0.009223	0.000000	0.003833	-1.079826	0.502516	0.175942	1.451600	0.038266	0.461001	-1.859357	0.343330	0.079505	0.008728	1.147548	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.120051	0.001162	0.000000	-0.043801	-0.001321	0.000000	0.000119	-0.648418	1.197693	-0.127707	-0.230891	1.026999	-0.091432	0.252573	0.818426	-0.018854	0.005200	0.111305	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.090649	0.000256	0.000000	0.066005	-0.000376	0.000000	-0.000108	0.000000	0.000000	0.000000	
1.450000	23.319336	-1.383870	0.358681	31.907984	-4.078683	1.264037	6.874305	4.816121	-1.669532	-0.220385	0.326621	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.334786	0.002258	0.000000	-0.269285	0.021064	0.000000	0.003608	0.086141	0.433323	0.193876	3.046999	-0.165668	0.524203	-1.515641	0.584136	-0.003972	-0.002292	1.163879	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.103312	0.001275	0.000000	-0.057265	-0.000267	0.000000	0.000299	-0.672883	1.221136	-0.117923	-0.116807	1.023658	-0.065982	0.168205	0.841839	-0.016693	0.005371	0.169087	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.096241	0.000322	0.000000	0.063466	-0.000419	0.000000	-0.000098	0.000000	0.000000	0.000000	
1.500000	17.890133	-0.882658	-2.027071	19.942064	-2.662269	-2.313213	4.128351	4.248503	-2.735916	-0.243848	0.292848	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.363954	-0.014740	0.000000	-0.211412	0.031659	0.000000	0.003041	0.980647	0.389190	0.092522	4.044103	-0.298782	0.408542	-1.309224	0.796561	-0.140767	-0.014484	1.178521	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.085114	0.000538	0.000000	-0.067836	0.001316	0.000000	0.000451	-0.644563	1.241514	-0.110417	0.063575	1.011711	-0.042141	0.098489	0.876331	-0.020151	0.004949	0.227665	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.100957	0.000368	0.000000	0.060327	-0.000393	0.000000	-0.000079	0.000000	0.000000	0.000000	
