HawtC2_ProjectName: 5MW_PowerProduction_Spar 更多消息和教程请访问：http://www.hawtc.cn/
Powered By OpenWECD.HawtC2.MBD @CopyRight 赵子祯
Time	NcIMUTVxs 	NcIMUTVys 	NcIMUTVzs 	
(s)	(m/s)     	(m/s)     	(m/s)     	
44.400000	-0.002993	0.073087	-0.000516	
44.450000	-0.004442	0.073324	-0.000748	
44.500000	-0.005820	0.072550	-0.000967	
44.550000	-0.007106	0.070783	-0.001171	
44.600000	-0.008284	0.068057	-0.001357	
44.650000	-0.009335	0.064412	-0.001522	
44.700000	-0.010245	0.059899	-0.001664	
44.750000	-0.011001	0.054579	-0.001782	
44.800000	-0.011590	0.048518	-0.001873	
44.850000	-0.012003	0.041790	-0.001936	
44.900000	-0.012234	0.034479	-0.001970	
44.950000	-0.012279	0.026677	-0.001975	
45.000000	-0.012139	0.018482	-0.001950	
45.050000	-0.011815	0.010006	-0.001896	
45.100000	-0.011313	0.001364	-0.001813	
45.150000	-0.010640	-0.007320	-0.001704	
45.200000	-0.009807	-0.015920	-0.001568	
45.250000	-0.008825	-0.024305	-0.001408	
45.300000	-0.007708	-0.032350	-0.001226	
45.350000	-0.006471	-0.039931	-0.001025	
45.400000	-0.005132	-0.046935	-0.000808	
45.450000	-0.003710	-0.053259	-0.000577	
45.500000	-0.002224	-0.058811	-0.000336	
45.550000	-0.000696	-0.063516	-0.000089	
45.600000	0.000852	-0.067313	0.000161	
45.650000	0.002397	-0.070155	0.000409	
45.700000	0.003916	-0.072011	0.000654	
45.750000	0.005388	-0.072862	0.000891	
45.800000	0.006789	-0.072704	0.001117	
45.850000	0.008100	-0.071542	0.001328	
45.900000	0.009303	-0.069396	0.001523	
45.950000	0.010380	-0.066295	0.001697	
46.000000	0.011317	-0.062280	0.001850	
46.050000	0.012104	-0.057405	0.001979	
46.100000	0.012732	-0.051733	0.002082	
46.150000	0.013194	-0.045340	0.002157	
46.200000	0.013488	-0.038315	0.002205	
46.250000	0.013613	-0.030755	0.002224	
46.300000	0.013568	-0.022767	0.002214	
46.350000	0.013356	-0.014466	0.002176	
46.400000	0.012981	-0.005972	0.002110	
46.450000	0.012447	0.002593	0.002017	
46.500000	0.011761	0.011108	0.001899	
46.550000	0.010930	0.019451	0.001757	
46.600000	0.009963	0.027508	0.001594	
46.650000	0.008871	0.035169	0.001411	
46.700000	0.007669	0.042331	0.001211	
46.750000	0.006369	0.048898	0.000996	
46.800000	0.004991	0.054784	0.000770	
46.850000	0.003551	0.059911	0.000535	
46.900000	0.002070	0.064210	0.000295	
46.950000	0.000567	0.067620	0.000053	
47.000000	-0.000935	0.070091	-0.000189	
47.050000	-0.002416	0.071585	-0.000427	
47.100000	-0.003856	0.072076	-0.000657	
47.150000	-0.005233	0.071552	-0.000877	
47.200000	-0.006530	0.070014	-0.001084	
47.250000	-0.007727	0.067482	-0.001274	
47.300000	-0.008808	0.063990	-0.001445	
47.350000	-0.009758	0.059590	-0.001595	
47.400000	-0.010566	0.054348	-0.001722	
47.450000	-0.011219	0.048346	-0.001824	
47.500000	-0.011707	0.041676	-0.001899	
47.550000	-0.012025	0.034441	-0.001946	
47.600000	-0.012167	0.026749	-0.001965	
47.650000	-0.012129	0.018713	-0.001955	
47.700000	-0.011913	0.010450	-0.001917	
47.750000	-0.011520	0.002074	-0.001851	
47.800000	-0.010954	-0.006301	-0.001757	
47.850000	-0.010224	-0.014563	-0.001637	
47.900000	-0.009339	-0.022607	-0.001492	
47.950000	-0.008312	-0.030326	-0.001325	
48.000000	-0.007158	-0.037622	-0.001137	
48.050000	-0.005893	-0.044399	-0.000932	
48.100000	-0.004536	-0.050566	-0.000711	
48.150000	-0.003104	-0.056039	-0.000477	
48.200000	-0.001619	-0.060742	-0.000235	
48.250000	-0.000102	-0.064606	0.000012	
48.300000	0.001426	-0.067574	0.000260	
48.350000	0.002945	-0.069600	0.000507	
48.400000	0.004434	-0.070655	0.000749	
48.450000	0.005874	-0.070720	0.000983	
48.500000	0.007244	-0.069796	0.001204	
48.550000	0.008526	-0.067896	0.001410	
48.600000	0.009702	-0.065048	0.001597	
48.650000	0.010754	-0.061296	0.001763	
48.700000	0.011665	-0.056694	0.001905	
48.750000	0.012422	-0.051310	0.002022	
48.800000	0.013010	-0.045220	0.002110	
48.850000	0.013420	-0.038508	0.002170	
48.900000	0.013644	-0.031267	0.002200	
48.950000	0.013679	-0.023596	0.002200	
49.000000	0.013522	-0.015598	0.002170	
49.050000	0.013178	-0.007382	0.002111	
49.100000	0.012650	0.000939	0.002022	
49.150000	0.011947	0.009250	0.001905	
49.200000	0.011081	0.017435	0.001763	
49.250000	0.010066	0.025376	0.001598	
49.300000	0.008917	0.032961	0.001411	
49.350000	0.007653	0.040079	0.001207	
49.400000	0.006293	0.046627	0.000987	
49.450000	0.004856	0.052511	0.000755	
49.500000	0.003365	0.057648	0.000514	
49.550000	0.001840	0.061966	0.000269	
49.600000	0.000303	0.065407	0.000022	
49.650000	-0.001224	0.067928	-0.000223	
49.700000	-0.002720	0.069498	-0.000462	
49.750000	-0.004165	0.070101	-0.000693	
49.800000	-0.005538	0.069735	-0.000912	
49.850000	-0.006821	0.068410	-0.001116	
49.900000	-0.007995	0.066146	-0.001303	
49.950000	-0.009045	0.062975	-0.001470	
50.000000	-0.009956	0.058941	-0.001615	
50.050000	-0.010717	0.054097	-0.001736	
50.100000	-0.011317	0.048504	-0.001832	
50.150000	-0.011750	0.042236	-0.001901	
50.200000	-0.012010	0.035374	-0.001941	
50.250000	-0.012094	0.028011	-0.001954	
50.300000	-0.012004	0.020247	-0.001938	
50.350000	-0.011740	0.012190	-0.001895	
50.400000	-0.011307	0.003953	-0.001824	
50.450000	-0.010712	-0.004346	-0.001726	
50.500000	-0.009962	-0.012585	-0.001603	
50.550000	-0.009069	-0.020644	-0.001457	
50.600000	-0.008044	-0.028407	-0.001289	
50.650000	-0.006901	-0.035761	-0.001102	
50.700000	-0.005655	-0.042601	-0.000898	
50.750000	-0.004323	-0.048829	-0.000680	
50.800000	-0.002923	-0.054359	-0.000452	
50.850000	-0.001474	-0.059116	-0.000216	
50.900000	0.000004	-0.063037	0.000024	
50.950000	0.001490	-0.066069	0.000266	
51.000000	0.002964	-0.068174	0.000505	
51.050000	0.004404	-0.069324	0.000739	
51.100000	0.005791	-0.069507	0.000964	
51.150000	0.007104	-0.068720	0.001177	
51.200000	0.008328	-0.066975	0.001376	
51.250000	0.009444	-0.064297	0.001557	
51.300000	0.010439	-0.060723	0.001718	
51.350000	0.011299	-0.056304	0.001857	
51.400000	0.012013	-0.051101	0.001971	
51.450000	0.012573	-0.045189	0.002059	
51.500000	0.012972	-0.038654	0.002121	
51.550000	0.013205	-0.031589	0.002155	
51.600000	0.013269	-0.024097	0.002161	
51.650000	0.013163	-0.016283	0.002137	
51.700000	0.012888	-0.008259	0.002086	
51.750000	0.012445	-0.000139	0.002007	
51.800000	0.011841	0.007966	0.001903	
51.850000	0.011081	0.015944	0.001775	
51.900000	0.010175	0.023687	0.001622	
51.950000	0.009134	0.031091	0.001448	
52.000000	0.007972	0.038057	0.001255	
52.050000	0.006703	0.044492	0.001046	
52.100000	0.005346	0.050309	0.000824	
52.150000	0.003918	0.055430	0.000592	
52.200000	0.002439	0.059783	0.000352	
52.250000	0.000929	0.063307	0.000108	
52.300000	-0.000591	0.065950	-0.000137	
52.350000	-0.002099	0.067673	-0.000379	
52.400000	-0.003574	0.068449	-0.000614	
52.450000	-0.004997	0.068265	-0.000841	
52.500000	-0.006346	0.067121	-0.001055	
52.550000	-0.007602	0.065035	-0.001254	
52.600000	-0.008747	0.062035	-0.001434	
52.650000	-0.009764	0.058167	-0.001593	
52.700000	-0.010638	0.053489	-0.001729	
52.750000	-0.011356	0.048071	-0.001840	
52.800000	-0.011908	0.041992	-0.001924	
52.850000	-0.012283	0.035342	-0.001980	
52.900000	-0.012475	0.028215	-0.002007	
52.950000	-0.012481	0.020714	-0.002004	
53.000000	-0.012299	0.012942	-0.001972	
53.050000	-0.011933	0.005006	-0.001910	
53.100000	-0.011387	-0.002986	-0.001820	
53.150000	-0.010670	-0.010926	-0.001704	
53.200000	-0.009792	-0.018708	-0.001562	
53.250000	-0.008766	-0.026226	-0.001396	
53.300000	-0.007609	-0.033379	-0.001210	
53.350000	-0.006337	-0.040068	-0.001005	
53.400000	-0.004970	-0.046201	-0.000785	
53.450000	-0.003528	-0.051692	-0.000552	
53.500000	-0.002033	-0.056464	-0.000310	
53.550000	-0.000505	-0.060450	-0.000062	
53.600000	0.001034	-0.063592	0.000188	
53.650000	0.002562	-0.065848	0.000435	
53.700000	0.004059	-0.067184	0.000678	
53.750000	0.005503	-0.067584	0.000911	
53.800000	0.006876	-0.067043	0.001133	
53.850000	0.008158	-0.065569	0.001339	
53.900000	0.009330	-0.063184	0.001527	
53.950000	0.010375	-0.059923	0.001694	
54.000000	0.011278	-0.055830	0.001837	
54.050000	0.012027	-0.050963	0.001956	
54.100000	0.012610	-0.045388	0.002047	
54.150000	0.013020	-0.039181	0.002111	
54.200000	0.013250	-0.032427	0.002145	
54.250000	0.013298	-0.025218	0.002149	
54.300000	0.013164	-0.017654	0.002124	
54.350000	0.012851	-0.009839	0.002070	
54.400000	0.012365	-0.001884	0.001989	
54.450000	0.011712	0.006099	0.001881	
54.500000	0.010904	0.013995	0.001748	
54.550000	0.009953	0.021693	0.001592	
54.600000	0.008872	0.029080	0.001415	
54.650000	0.007678	0.036050	0.001220	
54.700000	0.006388	0.042505	0.001010	
54.750000	0.005021	0.048352	0.000788	
54.800000	0.003596	0.053510	0.000557	
54.850000	0.002133	0.057908	0.000320	
54.900000	0.000652	0.061487	0.000081	
54.950000	-0.000826	0.064201	-0.000157	
55.000000	-0.002282	0.066015	-0.000391	
55.050000	-0.003695	0.066908	-0.000619	
55.100000	-0.005047	0.066870	-0.000836	
55.150000	-0.006320	0.065904	-0.001041	
55.200000	-0.007496	0.064025	-0.001229	
55.250000	-0.008561	0.061259	-0.001399	
55.300000	-0.009500	0.057645	-0.001550	
55.350000	-0.010302	0.053231	-0.001678	
55.400000	-0.010955	0.048076	-0.001782	
55.450000	-0.011453	0.042253	-0.001861	
55.500000	-0.011787	0.035840	-0.001914	
55.550000	-0.011956	0.028927	-0.001939	
55.600000	-0.011956	0.021611	-0.001937	
55.650000	-0.011789	0.013995	-0.001908	
55.700000	-0.011457	0.006187	-0.001852	
55.750000	-0.010964	-0.001700	-0.001770	
55.800000	-0.010316	-0.009556	-0.001662	
55.850000	-0.009521	-0.017268	-0.001529	
55.900000	-0.008590	-0.024728	-0.001375	
55.950000	-0.007533	-0.031829	-0.001201	
56.000000	-0.006365	-0.038475	-0.001009	
56.050000	-0.005100	-0.044572	-0.000802	
56.100000	-0.003754	-0.050037	-0.000581	
56.150000	-0.002347	-0.054796	-0.000351	
56.200000	-0.000896	-0.058784	-0.000114	
56.250000	0.000576	-0.061946	0.000126	
56.300000	0.002051	-0.064241	0.000365	
56.350000	0.003507	-0.065638	0.000601	
56.400000	0.004925	-0.066118	0.000830	
56.450000	0.006283	-0.065675	0.001049	
56.500000	0.007564	-0.064316	0.001255	
56.550000	0.008749	-0.062061	0.001446	
56.600000	0.009821	-0.058942	0.001617	
56.650000	0.010765	-0.055006	0.001767	
56.700000	0.011568	-0.050308	0.001893	
56.750000	0.012217	-0.044916	0.001994	
56.800000	0.012702	-0.038909	0.002068	
56.850000	0.013017	-0.032371	0.002114	
56.900000	0.013156	-0.025397	0.002131	
56.950000	0.013116	-0.018083	0.002119	
57.000000	0.012899	-0.010532	0.002078	
57.050000	0.012506	-0.002849	0.002009	
57.100000	0.011942	0.004862	0.001913	
57.150000	0.011214	0.012495	0.001790	
57.200000	0.010333	0.019946	0.001643	
57.250000	0.009309	0.027116	0.001474	
57.300000	0.008158	0.033908	0.001285	
57.350000	0.006895	0.040229	0.001078	
57.400000	0.005537	0.045992	0.000857	
57.450000	0.004104	0.051118	0.000625	
57.500000	0.002616	0.055535	0.000385	
57.550000	0.001095	0.059180	0.000141	
57.600000	-0.000437	0.062002	-0.000105	
57.650000	-0.001960	0.063960	-0.000349	
57.700000	-0.003450	0.065024	-0.000587	
57.750000	-0.004887	0.065180	-0.000816	
57.800000	-0.006250	0.064424	-0.001031	
57.850000	-0.007518	0.062768	-0.001231	
57.900000	-0.008673	0.060236	-0.001413	
57.950000	-0.009700	0.056865	-0.001574	
58.000000	-0.010582	0.052703	-0.001713	
58.050000	-0.011306	0.047810	-0.001825	
58.100000	-0.011862	0.042257	-0.001911	
58.150000	-0.012240	0.036122	-0.001969	
58.200000	-0.012437	0.029490	-0.001999	
58.250000	-0.012449	0.022455	-0.001999	
58.300000	-0.012276	0.015113	-0.001970	
58.350000	-0.011921	0.007566	-0.001912	
58.400000	-0.011391	-0.000083	-0.001826	
58.450000	-0.010694	-0.007727	-0.001715	
58.500000	-0.009843	-0.015261	-0.001578	
58.550000	-0.008851	-0.022580	-0.001420	
58.600000	-0.007733	-0.029581	-0.001240	
58.650000	-0.006505	-0.036168	-0.001042	
58.700000	-0.005186	-0.042247	-0.000828	
58.750000	-0.003796	-0.047734	-0.000603	
58.800000	-0.002353	-0.052551	-0.000369	
58.850000	-0.000877	-0.056630	-0.000129	
58.900000	0.000610	-0.059916	0.000113	
58.950000	0.002089	-0.062362	0.000353	
59.000000	0.003539	-0.063935	0.000589	
59.050000	0.004939	-0.064615	0.000816	
59.100000	0.006272	-0.064392	0.001032	
59.150000	0.007518	-0.063271	0.001235	
59.200000	0.008663	-0.061268	0.001421	
59.250000	0.009689	-0.058412	0.001588	
59.300000	0.010584	-0.054741	0.001732	
59.350000	0.011335	-0.050308	0.001852	
59.400000	0.011935	-0.045172	0.001947	
59.450000	0.012374	-0.039406	0.002017	
59.500000	0.012647	-0.033089	0.002059	
59.550000	0.012751	-0.026310	0.002073	
59.600000	0.012685	-0.019164	0.002058	
59.650000	0.012450	-0.011751	0.002016	
59.700000	0.012052	-0.004177	0.001948	
59.750000	0.011495	0.003450	0.001854	
59.800000	0.010788	0.011021	0.001736	
59.850000	0.009939	0.018429	0.001594	
59.900000	0.008961	0.025568	0.001432	
59.950000	0.007867	0.032337	0.001251	
60.000000	0.006672	0.038641	0.001055	
60.050000	0.005391	0.044392	0.000846	
60.100000	0.004043	0.049511	0.000625	
60.150000	0.002644	0.053928	0.000397	
60.200000	0.001213	0.057584	0.000165	
60.250000	-0.000229	0.060430	-0.000069	
60.300000	-0.001664	0.062430	-0.000300	
60.350000	-0.003072	0.063558	-0.000526	
60.400000	-0.004434	0.063799	-0.000745	
60.450000	-0.005731	0.063153	-0.000953	
60.500000	-0.006945	0.061629	-0.001147	
60.550000	-0.008060	0.059250	-0.001325	
60.600000	-0.009061	0.056048	-0.001484	
60.650000	-0.009935	0.052069	-0.001623	
60.700000	-0.010668	0.047370	-0.001739	
60.750000	-0.011252	0.04201
