Time	BkNjVUndx B_0_N_0	BkNjVUndx B_0_N_4	BkNjVUndx B_0_N_5	BkNjVUndx B_0_N_9	BkNjVUndx B_0_N_13	BkNjVUndx B_0_N_16	BkNjVUndx B_0_N_18	BkNjVUndy B_0_N_0	BkNjVUndy B_0_N_4	BkNjVUndy B_0_N_5	BkNjVUndy B_0_N_9	BkNjVUndy B_0_N_13	BkNjVUndy B_0_N_16	BkNjVUndy B_0_N_18	BkNjVUndz B_0_N_0	BkNjVUndz B_0_N_4	BkNjVUndz B_0_N_5	BkNjVUndz B_0_N_9	BkNjVUndz B_0_N_13	BkNjVUndz B_0_N_16	BkNjVUndz B_0_N_18	BkNjVDisx B_0_N_0	BkNjVDisx B_0_N_4	BkNjVDisx B_0_N_5	BkNjVDisx B_0_N_9	BkNjVDisx B_0_N_13	BkNjVDisx B_0_N_16	BkNjVDisx B_0_N_18	BkNjVDisy B_0_N_0	BkNjVDisy B_0_N_4	BkNjVDisy B_0_N_5	BkNjVDisy B_0_N_9	BkNjVDisy B_0_N_13	BkNjVDisy B_0_N_16	BkNjVDisy B_0_N_18	BkNjVDisz B_0_N_0	BkNjVDisz B_0_N_4	BkNjVDisz B_0_N_5	BkNjVDisz B_0_N_9	BkNjVDisz B_0_N_13	BkNjVDisz B_0_N_16	BkNjVDisz B_0_N_18	BkNjSTVx  B_0_N_0	BkNjSTVx  B_0_N_4	BkNjSTVx  B_0_N_5	BkNjSTVx  B_0_N_9	BkNjSTVx  B_0_N_13	BkNjSTVx  B_0_N_16	BkNjSTVx  B_0_N_18	BkNjSTVy  B_0_N_0	BkNjSTVy  B_0_N_4	BkNjSTVy  B_0_N_5	BkNjSTVy  B_0_N_9	BkNjSTVy  B_0_N_13	BkNjSTVy  B_0_N_16	BkNjSTVy  B_0_N_18	BkNjSTVz  B_0_N_0	BkNjSTVz  B_0_N_4	BkNjSTVz  B_0_N_5	BkNjSTVz  B_0_N_9	BkNjSTVz  B_0_N_13	BkNjSTVz  B_0_N_16	BkNjSTVz  B_0_N_18	BPitch    B_0	BAzimuth  B_0	
(s)	(m/s)     	(m/s)     	(m/s)     	(m/s)     	(m/s)     	(m/s)     	(m/s)     	(m/s)     	(m/s)     	(m/s)     	(m/s)     	(m/s)     	(m/s)     	(m/s)     	(m/s)     	(m/s)     	(m/s)     	(m/s)     	(m/s)     	(m/s)     	(m/s)     	(m/s)     	(m/s)     	(m/s)     	(m/s)     	(m/s)     	(m/s)     	(m/s)     	(m/s)     	(m/s)     	(m/s)     	(m/s)     	(m/s)     	(m/s)     	(m/s)     	(m/s)     	(m/s)     	(m/s)     	(m/s)     	(m/s)     	(m/s)     	(m/s)     	(m/s)     	(m/s)     	(m/s)     	(m/s)     	(m/s)     	(m/s)     	(m/s)     	(m/s)     	(m/s)     	(m/s)     	(m/s)     	(m/s)     	(m/s)     	(m/s)     	(m/s)     	(m/s)     	(m/s)     	(m/s)     	(m/s)     	(m/s)     	(m/s)     	(deg)     	(deg)     	
17.800000	11.379107	11.378401	11.377997	11.375641	11.372092	11.368494	11.363830	0.532131	0.532311	0.532412	0.532999	0.533870	0.534672	0.535626	0.439005	0.456747	0.466540	0.520260	0.592000	0.656835	0.732448	11.373039	11.372293	11.371779	11.368278	11.362093	11.355231	11.345866	2.328201	6.291964	7.531001	12.490699	17.451185	21.175449	24.903774	0.472992	0.489065	0.497462	0.539692	0.588675	0.629715	0.675532	0.006069	0.006108	0.006218	0.007364	0.010000	0.013263	0.017964	-1.796070	-5.759653	-6.998590	-11.957700	-16.917315	-20.640778	-24.368149	-0.033987	-0.032319	-0.030921	-0.019431	0.003325	0.027120	0.056916	0.000000	29.649147	
17.850000	11.377584	11.376928	11.376555	11.374355	11.371014	11.367599	11.363145	0.589233	0.589405	0.589501	0.590061	0.590900	0.591677	0.592609	0.404217	0.421993	0.431806	0.485639	0.557552	0.622571	0.698413	11.372956	11.372373	11.371930	11.368789	11.363096	11.356678	11.347813	2.388973	6.357543	7.598130	12.564357	17.532019	21.262138	24.996784	0.442662	0.458713	0.467089	0.509118	0.557681	0.598277	0.643551	0.004627	0.004556	0.004626	0.005566	0.007918	0.010921	0.015332	-1.799740	-5.768138	-7.008630	-11.974296	-16.941118	-20.670462	-24.404175	-0.038445	-0.036720	-0.035283	-0.023479	-0.000129	0.024294	0.054862	0.000000	33.207480	
17.900000	11.375905	11.375310	11.374969	11.372945	11.369835	11.366627	11.362407	0.644114	0.644276	0.644367	0.644898	0.645700	0.646451	0.647358	0.365898	0.383701	0.393529	0.447461	0.519533	0.584727	0.660791	11.372662	11.372209	11.371823	11.368990	11.363701	11.357628	11.349124	2.448082	6.421401	7.663532	12.636330	17.611330	21.347549	25.088840	0.408516	0.424523	0.432862	0.474598	0.522582	0.562573	0.607107	0.003243	0.003102	0.003146	0.003955	0.006134	0.008999	0.013282	-1.803968	-5.777124	-7.019165	-11.991432	-16.965630	-20.701097	-24.441483	-0.042618	-0.040822	-0.039333	-0.027137	-0.003049	0.022154	0.053684	0.000000	36.770020	
17.950000	11.374081	11.373549	11.373244	11.371415	11.368560	11.365580	11.361621	0.696550	0.696702	0.696786	0.697283	0.698043	0.698766	0.699646	0.324192	0.342016	0.351857	0.405875	0.478097	0.543462	0.619749	11.372117	11.371758	11.371421	11.368838	11.363864	11.358045	11.349784	2.505394	6.483446	7.727112	12.706455	17.688768	21.431065	25.178984	0.370536	0.386475	0.394765	0.436107	0.483342	0.522548	0.566129	0.001964	0.001791	0.001824	0.002577	0.004695	0.007535	0.011837	-1.808844	-5.786744	-7.030326	-12.009172	-16.990726	-20.732300	-24.479338	-0.046344	-0.044459	-0.042907	-0.030231	-0.005245	0.020914	0.053620	0.000000	40.336685	
18.000000	11.372114	11.371653	11.371387	11.369767	11.367192	11.364459	11.360786	0.746330	0.746469	0.746546	0.747003	0.747714	0.748402	0.749253	0.279256	0.297096	0.306948	0.361044	0.433411	0.498951	0.575465	11.371270	11.370978	11.370678	11.368296	11.363565	11.357925	11.349822	2.560817	6.543629	7.788830	12.774635	17.764042	21.512135	25.266323	0.328636	0.344487	0.352714	0.393572	0.439904	0.478171	0.520614	0.000844	0.000675	0.000709	0.001472	0.003627	0.006534	0.010965	-1.814487	-5.797160	-7.042284	-12.027633	-17.016327	-20.763733	-24.517071	-0.049381	-0.047391	-0.045766	-0.032527	-0.006493	0.020780	0.054851	0.000000	43.907450	
18.050000	11.370016	11.369631	11.369405	11.368013	11.365739	11.363273	11.359909	0.793251	0.793374	0.793442	0.793851	0.794505	0.795152	0.795965	0.231257	0.249112	0.258973	0.313147	0.385661	0.451379	0.528129	11.370077	11.369834	11.369563	11.367350	11.362816	11.357317	11.349335	2.614245	6.601869	7.848602	12.840725	17.836821	21.590227	25.350000	0.282685	0.298433	0.306587	0.346904	0.392219	0.429437	0.470609	-0.000061	-0.000203	-0.000158	0.000664	0.002923	0.005956	0.010574	-1.820993	-5.808495	-7.055161	-12.046873	-17.042315	-20.795074	-24.554035	-0.051427	-0.049322	-0.047614	-0.033757	-0.006558	0.021942	0.057520	0.000000	47.482342	
18.100000	11.367792	11.367487	11.367305	11.366157	11.364202	11.362025	11.358991	0.837126	0.837228	0.837285	0.837638	0.838222	0.838819	0.839584	0.180375	0.198244	0.208116	0.262369	0.335037	0.400942	0.477936	11.368495	11.368295	11.368052	11.366002	11.361660	11.356308	11.348466	2.665456	6.657825	7.906045	12.904141	17.906284	21.664293	25.428734	0.232507	0.248148	0.256226	0.295970	0.340230	0.376349	0.416192	-0.000703	-0.000808	-0.000748	0.000155	0.002542	0.005717	0.010525	-1.828330	-5.820597	-7.068760	-12.066504	-17.068062	-20.825474	-24.589149	-0.052132	-0.049904	-0.048110	-0.033601	-0.005194	0.024592	0.061744	0.000000	51.061365	
18.150000	11.365450	11.365230	11.365097	11.364205	11.362595	11.360721	11.358040	0.877772	0.877850	0.877893	0.878179	0.878680	0.879214	0.879921	0.126803	0.144688	0.154572	0.208912	0.281742	0.347842	0.425091	11.366483	11.366325	11.366117	11.364244	11.360135	11.354981	11.347366	2.714042	6.710703	7.960244	12.963546	17.970715	21.732378	25.500368	0.177899	0.193434	0.201437	0.240621	0.283836	0.318872	0.357407	-0.001033	-0.001096	-0.001021	-0.000039	0.002460	0.005739	0.010673	-1.836270	-5.832853	-7.082351	-12.085367	-17.092035	-20.853165	-24.620447	-0.051097	-0.048746	-0.046865	-0.031709	-0.002093	0.028971	0.067684	0.000000	54.644176	
18.200000	11.362998	11.362868	11.362785	11.362166	11.360915	11.359366	11.357058	0.915020	0.915068	0.915096	0.915302	0.915706	0.916166	0.916802	0.070750	0.088656	0.098552	0.152986	0.225989	0.292290	0.369798	11.364011	11.363890	11.363714	11.362045	11.358233	11.353373	11.346127	2.759594	6.760016	8.010696	13.018335	18.029442	21.793758	25.564137	0.118780	0.134217	0.142150	0.180802	0.223034	0.257051	0.294352	-0.001013	-0.001021	-0.000929	0.000121	0.002682	0.005993	0.010931	-1.844574	-5.844948	-7.095600	-12.103033	-17.113735	-20.877592	-24.647335	-0.048030	-0.045561	-0.043597	-0.027816	0.002955	0.035238	0.075446	0.000000	58.230176	
18.250000	11.360449	11.360413	11.360381	11.360048	11.359177	11.357966	11.356050	0.948714	0.948727	0.948738	0.948854	0.949145	0.949520	0.950072	0.012437	0.030367	0.040278	0.094812	0.167993	0.234497	0.312265	11.361093	11.361020	11.360885	11.359472	11.356056	11.351604	11.344900	2.801754	6.805746	8.057485	13.068982	18.083241	21.849421	25.621162	0.055301	0.070653	0.078525	0.116708	0.158066	0.191178	0.227381	-0.000644	-0.000608	-0.000504	0.000576	0.003120	0.006362	0.011151	-1.853040	-5.857018	-7.108746	-12.120129	-17.134096	-20.899900	-24.671091	-0.042864	-0.040286	-0.038247	-0.021896	0.009927	0.043319	0.084884	0.000000	61.818997	
18.300000	11.357808	11.357872	11.357895	11.357858	11.357383	11.356530	11.355023	0.978720	0.978694	0.978686	0.978701	0.978867	0.979145	0.979599	-0.047919	-0.029961	-0.020033	0.034611	0.107976	0.174683	0.252705	11.357752	11.357769	11.357689	11.356605	11.353701	11.349790	11.343801	2.840155	6.847892	8.100718	13.116023	18.133064	21.900581	25.672949	-0.012257	0.003031	0.010856	0.048668	0.089320	0.121702	0.157025	0.000056	0.000103	0.000206	0.001253	0.003682	0.006741	0.011221	-1.861435	-5.869198	-7.122031	-12.137321	-17.154198	-20.921436	-24.693350	-0.035662	-0.032991	-0.030889	-0.014058	0.018656	0.052980	0.095680	0.000000	65.410693	
18.350000	11.355089	11.355253	11.355333	11.355606	11.355542	11.355058	11.353978	1.004915	1.004848	1.004819	1.004726	1.004754	1.004925	1.005270	-0.110095	-0.092101	-0.082154	-0.027391	0.046164	0.113068	0.191335	11.354011	11.354135	11.354120	11.353425	11.351132	11.347873	11.342774	2.874301	6.885980	8.139934	13.159101	18.178759	21.947313	25.719852	-0.083555	-0.068302	-0.060506	-0.022937	0.017237	0.049122	0.083846	0.001079	0.001119	0.001213	0.002181	0.004409	0.007185	0.011204	-1.869386	-5.881132	-7.135115	-12.154375	-17.174004	-20.942389	-24.714582	-0.026540	-0.023799	-0.021648	-0.004454	0.028927	0.063947	0.107490	0.000000	69.005447	
18.400000	11.352298	11.352569	11.352706	11.353297	11.353659	11.353558	11.352921	1.027188	1.027078	1.027028	1.026820	1.026704	1.026759	1.026987	-0.173853	-0.155818	-0.145849	-0.090959	-0.017214	0.049881	0.128378	11.349889	11.350119	11.350170	11.349897	11.348298	11.345794	11.341719	2.903564	6.919140	8.174205	13.197148	18.219292	21.988762	25.761328	-0.158050	-0.142800	-0.135013	-0.097543	-0.057594	-0.025950	0.008487	0.002409	0.002450	0.002536	0.003400	0.005360	0.007764	0.011202	-1.876376	-5.892063	-7.147177	-12.170328	-17.192589	-20.962004	-24.734341	-0.015803	-0.013018	-0.010836	0.006584	0.040380	0.075831	0.119891	0.000000	72.603231	
18.450000	11.349446	11.349827	11.350024	11.350943	11.351741	11.352035	11.351853	1.045442	1.045288	1.045216	1.044892	1.044626	1.044561	1.044664	-0.238943	-0.220861	-0.210869	-0.155848	-0.081917	-0.014644	0.064062	11.345440	11.345783	11.345908	11.346097	11.345265	11.343593	11.340642	2.927364	6.946592	8.202703	13.229231	18.253819	22.024281	25.797049	-0.234899	-0.219621	-0.211824	-0.174319	-0.134356	-0.102707	-0.068265	0.004006	0.004044	0.004117	0.004846	0.006475	0.008442	0.011211	-1.881922	-5.901304	-7.157486	-12.184340	-17.209192	-20.979719	-24.752384	-0.004044	-0.001240	0.000955	0.018471	0.052439	0.088063	0.132327	0.000000	76.203809	
18.500000	11.346548	11.347038	11.347296	11.348551	11.349796	11.350491	11.350778	1.059596	1.059398	1.059304	1.058863	1.058446	1.058259	1.058236	-0.305109	-0.286978	-0.276963	-0.221812	-0.147703	-0.080268	-0.001376	11.340730	11.341210	11.341417	11.342128	11.342135	11.341347	11.339576	2.945344	6.967944	8.225036	13.255017	18.282167	22.053921	25.827360	-0.313136	-0.297807	-0.289985	-0.252335	-0.212165	-0.180312	-0.145629	0.005818	0.005828	0.005878	0.006423	0.007661	0.009144	0.011202	-1.885748	-5.908546	-7.165731	-12.196154	-17.223721	-20.995661	-24.769125	0.008027	0.010828	0.013022	0.030524	0.064462	0.100044	0.144252	0.000000	79.806943	
18.550000	11.343611	11.344216	11.344536	11.346129	11.347829	11.348932	11.349694	1.069584	1.069343	1.069228	1.068671	1.068105	1.067797	1.067645	-0.372091	-0.353912	-0.343873	-0.288598	-0.214324	-0.146746	-0.067691	11.335797	11.336439	11.336739	11.338003	11.338890	11.339014	11.338428	2.957392	6.983132	8.241154	13.274564	18.304583	22.078070	25.852871	-0.391911	-0.376517	-0.368659	-0.330793	-0.290286	-0.258099	-0.223013	0.007813	0.007777	0.007798	0.008127	0.008939	0.009918	0.011266	-1.887808	-5.913789	-7.171926	-12.205893	-17.236477	-21.010273	-24.785227	0.019820	0.022605	0.024786	0.042195	0.075961	0.111353	0.155322	0.000000	83.412446	
18.600000	11.340650	11.341368	11.341750	11.343687	11.345845	11.347363	11.348607	1.075358	1.075076	1.074939	1.074270	1.073556	1.073127	1.072848	-0.439623	-0.421398	-0.411338	-0.355949	-0.281528	-0.213824	-0.134631	11.330680	11.331470	11.331859	11.333675	11.335437	11.336459	11.337018	2.963539	6.992211	8.251127	13.287983	18.321217	22.096977	25.873898	-0.470539	-0.455073	-0.447176	-0.409063	-0.368161	-0.335579	-0.300020	0.009970	0.009897	0.009891	0.010011	0.010408	0.010905	0.011589	-1.888181	-5.917136	-7.176188	-12.213713	-17.247660	-21.023849	-24.801048	0.030916	0.033675	0.035839	0.053114	0.086632	0.121755	0.165390	0.000000	87.020093	
18.650000	11.337674	11.338508	11.338953	11.341234	11.343855	11.345791	11.347518	1.076884	1.076562	1.076405	1.075624	1.074764	1.074217	1.073813	-0.507432	-0.489167	-0.479087	-0.423599	-0.349051	-0.281240	-0.201931	11.325421	11.326342	11.326812	11.329149	11.331739	11.333602	11.335220	2.963904	6.995297	8.255062	13.295367	18.332132	22.110630	25.890381	-0.548387	-0.532853	-0.524918	-0.486567	-0.445280	-0.412316	-0.376300	0.012253	0.012166	0.012141	0.012085	0.012116	0.012188	0.012297	-1.887020	-5.918735	-7.178658	-12.219743	-17.257368	-21.036413	-24.816568	0.040954	0.043686	0.045831	0.062967	0.096229	0.131076	0.174370	0.000000	90.629586	
18.700000	11.334694	11.335642	11.336150	11.338778	11.341860	11.344216	11.346430	1.074151	1.073789	1.073610	1.072719	1.071715	1.071049	1.070521	-0.575244	-0.556943	-0.546848	-0.491277	-0.416621	-0.348720	-0.269312	11.320086	11.321125	11.321674	11.324501	11.327848	11.330467	11.333013	2.958693	6.992598	8.253169	13.296867	18.337372	22.118950	25.902052	-0.624846	-0.609256	-0.601290	-0.562743	-0.521141	-0.487866	-0.451480	0.014608	0.014517	0.014476	0.014278	0.014011	0.013750	0.013417	-1.884542	-5.918809	-7.179559	-12.224149	-17.265657	-21.047901	-24.831532	0.049603	0.052312	0.054442	0.071466	0.104520	0.139146	0.182168	0.000000	94.240676	
18.750000	11.331724	11.332787	11.333359	11.336331	11.339877	11.342648	11.345345	1.067162	1.066758	1.066559	1.065556	1.064407	1.063624	1.062971	-0.642785	-0.624457	-0.614348	-0.558707	-0.483959	-0.415978	-0.336484	11.314751	11.315915	11.316541	11.319828	11.323857	11.327117	11.330424	2.948184	6.984415	8.245747	13.292727	18.337027	22.121836	25.908552	-0.699458	-0.683827	-0.675839	-0.637158	-0.595349	-0.561871	-0.525250	0.016974	0.016871	0.016818	0.016504	0.016020	0.015530	0.014921	-1.881023	-5.917656	-7.179187	-12.227171	-17.272619	-21.058212	-24.845581	0.056673	0.059370	0.061491	0.078451	0.111390	0.145893	0.188766	0.000000	97.853259	
18.800000	11.328777	11.329953	11.330586	11.333904	11.337908	11.341091	11.344273	1.055937	1.055492	1.055271	1.054155	1.052858	1.051956	1.051179	-0.709789	-0.691436	-0.681316	-0.625614	-0.550781	-0.482724	-0.403145	11.309479	11.310776	11.311475	11.315189	11.319809	11.323600	11.327515	2.932683	6.971104	8.233156	13.283279	18.331247	22.119223	25.909502	-0.771997	-0.756340	-0.748340	-0.709594	-0.667696	-0.634140	-0.597429	0.019298	0.019178	0.019112	0.018715	0.018099	0.017491	0.016758	-1.876746	-5.915612	-7.177885	-12.229125	-17.278389	-21.067266	-24.858324	0.062208	0.064904	0.067025	0.083980	0.116915	0.151415	0.194284	0.000000	101.467345	
18.850000	11.325864	11.327152	11.327847	11.331502	11.335958	11.339556	11.343213	1.040515	1.040026	1.039784	1.038551	1.037106	1.036082	1.035180	-0.775988	-0.757612	-0.747482	-0.691721	-0.616802	-0.548666	-0.468997	11.304332	11.305757	11.306524	11.310621	11.315745	11.319977	11.324370	2.912478	6.953055	8.215808	13.268934	18.320318	22.111187	25.904678	-0.842390	-0.826719	-0.818716	-0.779961	-0.738075	-0.704543	-0.667876	0.021532	0.021396	0.021322	0.020881	0.020213	0.019579	0.018843	-1.871963	-5.913029	-7.176023	-12.230383	-17.283213	-21.075104	-24.869499	0.066402	0.069106	0.071234	0.088240	0.121273	0.155878	0.198879	0.000000	105.082971	
18.900000	11.322994	11.324394	11.325150	11.329138	11.334043	11.338044	11.342171	1.020951	1.020418	1.020153	1.018802	1.017206	1.016061	1.015033	-0.841119	-0.822719	-0.812578	-0.756753	-0.681740	-0.613514	-0.533745	11.299378	11.300928	11.301762	11.306203	11.311766	11.316368	11.321165	2.887830	6.930622	8.194075	13.250084	18.304529	22.097853	25.893936	-0.910551	-0.894871	-0.886868	-0.848138	-0.806323	-0.772879	-0.736326	0.023616	0.023466	0.023388	0.022935	0.022277	0.021676	0.021006	-1.866879	-5.910204	-7.173922	-12.231282	-17.287323	-21.081793	-24.878904	0.069431	0.072152	0.074290	0.091384	0.124583	0.159365	0.202581	0.000000	108.700204	
18.950000	11.320179	11.321688	11.322503	11.326821	11.332167	11.336563	11.341153	0.997314	0.996736	0.996450	0.994981	0.993235	0.991969	0.990815	-0.904926	-0.886497	-0.876342	-0.820443	-0.745319	-0.676991	-0.597107	11.294700	11.296386	11.297285	11.302065	11.308041	11.312984	11.318163	2.858946	6.903996	8.168140	13.226847	18.283869	22.079058	25.876944	-0.976296	-0.960604	-0.952600	-0.913888	-0.872138	-0.838782	-0.802346	0.025479	0.025302	0.025218	0.024756	0.024126	0.023578	0.022990	-1.861632	-5.907260	-7.171691	-12.231865	-17.290634	-21.087090	-24.886127	0.071370	0.074107	0.076257	0.093444	0.126819	0.161791	0.205239	0.000000	112.319157	
19.000000	11.317433	11.319049	11.319923	11.324561	11.330336	11.335122	11.340163	0.969688	0.969068	0.968760	0.967179	0.965286	0.963904	0.962629	-0.967156	-0.948691	-0.938520	-0.882531	-0.807277	-0.738831	-0.658816	11.290377	11.292228	11.293201	11.298338	11.304738	11.310046	11.315637	2.825978	6.873181	8.137960	13.198996	18.257944	22.054296	25.853090	-1.039394	-1.023677	-1.015665	-0.976927	-0.935175	-0.901833	-0.865433	0.027057	0.026821	0.026722	0.026223	0.025598	0.025075	0.024527	-1.856289	-5.904113	-7.169201	-12.231816	-17.292658	-21.090393	-24.890461	0.072238	0.074986	0.077145	0.094397	0.127898	0.163002	0.206616	0.000000	115.939924	
19.050000	11.314767	11.316487	11.317418	11.322369	11.328562	11.333727	11.339207	0.938176	0.937516	0.937188	0.935502	0.933474	0.931980	0.930592	-1.027562	-1.009053	-0.998862	-0.942765	-0.867360	-0.798782	-0.718625	11.286468	11.288518	11.289574	11.295107	11.301987	11.307714	11.313801	2.789084	6.838156	8.103465	13.166286	18.226404	22.023182	25.821974	-1.099623	-1.083862	-1.075831	-1.036993	-0.995114	-0.961665	-0.925147	0.028300	0.027969	0.027845	0.027262	0.026576	0.026013	0.025406	-1.850908	-5.900639	-7.166276	-12.230784	-17.292931	-21.091202	-24.891382	0.072061	0.074809	0.076969	0.094228	0.127754	0.162883	0.206522	0.000000	119.562456	
19.100000	11.312188	11.314009	11.314995	11.320250	11.326847	11.332377	11.338282	0.902896	0.902202	0.901857	0.900076	0.897925	0.896333	0.894839	-1.085901	-1.067340	-1.057126	-1.000905	-0.925332	-0.856613	-0.776307	11.283013	11.285288	11.286434	11.292410	11.299838	11.306069	11.312772	2.748510	6.799117	8.064842	13.128902	18.189466	21.986002	25.784004	-1.156764	-1.140936	-1.132872	-1.093844	-1.051672	-1.017950	-0.981123	0.029175	0.028721	0.028560	0.027840	0.027009	0.026308	0.025509	-1.845613	-5.896914	-7.162985	-12.228827	-17.291542	-21.089668	-24.889164	0.070863	0.073596	0.075746	0.092939	0.126340	0.161337	0.204816	0.000000	123.186546	
19.150000	11.309708	11.311627	11.312667	11.318213	11.325200	11.331082	11.337391	0.863983	0.863261	0.862901	0.861041	0.858785	0.857106	0.855522	-1.141938	-1.123319	-1.113078	-1.056721	-0.980971	-0.912107	-0.831654	11.280044	11.282562	11.283808	11.290265	11.298320	11.305152	11.312605	2.704629	6.756533	8.022587	13.087489	18.147978	21.943773	25.740395	-1.210566	-1.194647	-1.186535	-1.147206	-1.104560	-1.070378	-1.033011	0.029664	0.029065	0.028859	0.027949	0.026880	0.025931	0.024786	-1.840646	-5.893272	-7.159686	-12.226448	-17.289192	-21.086666	-24.884872	0.068627	0.071328	0.073456	0.090486	0.123590	0.158271	0.201357	0.000000	126.811945	
19.200000	11.307338	11.309351	11.310442	11.316266	11.323626	11.329840	11.336536	0.821583	0.820842	0.820471	0.818550	0.816209	0.814463	0.812803	-1.195446	-1.176763	-1.166495	-1.109995	-1.034066	-0.965064	-0.884475	11.277575	11.280350	11.281698	11.288667	11.297416	11.304924	11.313247	2.657927	6.711039	7.977390	13.042963	18.103121	21.897928	25.692856	-1.260743	-1.244710	-1.236533	-1.196795	-1.153481	-1.118641	-1.080493	0.029763	0.029002	0.028744	0.027600	0.026210	0.024916	0.023290	-1.836344	-5.890197	-7.156919	-12.224414	-17.286911	-21.083466	-24.880053	0.065297	0.067947	0.070038	0.086800	0.119415	0.153577	0.196018	0.000000	130.438490	
19.250000	11.305087	11.307189	11.308329	11.314416	11.322127	11.328657	11.335717	0.775857	0.775106	0.774728	0.772767	0.770368	0.768570	0.766855	-1.246209	-1.227461	-1.217165	-1.160520	-1.084419	-1.015293	-0.934587	11.275599	11.278637	11.280091	11.287588	11.297070	11.305308	11.314573	2.608986	6.663424	7.930108	12.996473	18.056383	21.850224	25.643461	-1.307028	-1.290857	-1.282601	-1.242341	-1.198162	-1.162457	-1.123283	0.029488	0.028552	0.028237	0.026827	0.025057	0.023349	0.021144	-1.833129	-5.888318	-7.155380	-12.223707	-17.286015	-21.081654	-24.876606	0.060819	0.063395	0.065437	0.081821	0.113743	0.147164	0.188696	0.000000	134.066270	
19.300000	11.302964	11.305150	11.306334	11.312671	11.320709	11.327535	11.334934	0.726974	0.726223	0.725843	0.723863	0.721433	0.719607	0.717855	-1.294024	-1.275211	-1.264886	-1.208102	-1.131843	-1.062611	-0.981814	11.274088	11.277394	11.278954	11.286989	11.297214	11.306197	11.316424	2.558306	6.614247	7.881322	12.948746	18.008718	21.801868	25.593700	-1.349265	-1.332934	-1.324585	-1.283701	-1.238461	-1.201698	-1.161253	0.028877	0.027756	0.027380	0.025682	0.023496	0.021338	0.018510	-1.831332	-5.888024	-7.155479	-12.224882	-17.287285	-21.082262	-24.875845	0.055240	0.057723	0.059699	0.075599	0.106618	0.139087	0.179439	0.000000	137.695563	
19.350000	11.300978	11.303242	11.304468	11.311033	11.319378	11.326472	11.334189	0.675117	0.674377	0.673999	0.672024	0.669589	0.667754	0.665988	-1.338696	-1.319820	-1.309466	-1.252553	-1.176154	-1.106841	-1.025983	11.272981	11.276546	11.278209	11.286758	11.297705	11.307406	11.318567	2.506202	6.563690	7.831187	12.899875	17.960289	21.753159	25.544132	-1.387453	-1.370948	-1.362493	-1.320892	-1.274436	-1.236441	-1.194520	0.027997	0.026696	0.026260	0.024275	0.021673	0.019066	0.015623	-1.831084	-5.889313	-7.157187	-12.227850	-17.290701	-21.085403	-24.878143	0.048758	0.051129	0.053027	0.068339	0.098282	0.129601	0.168536	0.000000	141.326561	
19.400000	11.299136	11.301473	11.302736	11.309514	11.318135	11.325479	11.333483	0.620487	0.619766	0.619395	0.617444	0.615028	0.613206	0.611444	-1.380035	-1.361101	-1.350722	-1.293693	-1.217179	-1.147810	-1.066924	11.272209	11.275998	11.277750	11.286768	11.298378	11.308743	11.320753	2.452940	6.511898	7.779813	12.849902	17.911182	21.704294	25.495123	-1.421674	-1.404986	-1.396418	-1.354043	-1.306252	-1.266906	-1.223369	0.026927	0.025474	0.024986	0.022746	0.019757	0.016736	0.012730	-1.832453	-5.892132	-7.160419	-12.232458	-17.296154	-21.091089	-24.883678	0.041639	0.043885	0.045696	0.060349	0.089073	0.119097	0.156445	0.000000	144.959245	
19.450000	11.297449	11.299849	11.301150	11.308117	11.316989	11.324558	11.332819	0.563296	0.562602	0.562240	0.560330	0.557956	0.556159	0.554417	-1.417864	-1.398878	-1.388477	-1.331351	-1.254749	-1.185351	-1.104468	11.271711	11.275681	11.277513	11.286934	11.299125	11.310071	11.322813	2.398859	6.459241	7.727585	12.799284	17.861948	21.655918	25.447433	-1.452022	-1.435149	-1.426468	-1.383296	-1.334123	-1.293376	-1.248155	0.025738	0.024167	0.023638	0.021183	0.017865	0.014488	0.010006	-1.835562	-5.896640	-7.165346	-12.238954	-17.303993	-21.099758	-24.893017	0.034159	0.036272	0.037990	0.051944	0.079375	0.108026	0.143686	0.000000	148.593548	
19.500000	11.295923	11.298382	11.299714	11.306852	11.315948	11.323713	11.332203	0.503768	0.503105	0.502755	0.500898	0.498577	0.496820	0.495110	-1.452017	-1.432988	-1.422569	-1.365367	-1.288704	-1.219302	-1.138452	11.271437	11.275552	11.277445	11.287201	11.299875	11.311291	11.324618	2.344258	6.406116	7.674927	12.748539	17.813169	21.608664	25.401733	-1.478634	-1.461584	-1.452789	-1.408837	-1.358295	-1.316155	-1.269260	0.024487	0.022830	0.022270	0.019651	0.016074	0.012423	0.007585	-1.840490	-5.903010	-7.172173	-12.247642	-17.314592	-21.111843	-24.906624	0.026617	0.028596	0.030220	0.043470	0.069591	0.096852	0.130809	0.000000	152.229523	
