HawtC2_ProjectName: 5MW_PowerProduction_Spar 更多消息和教程请访问：http://www.hawtc.cn/
Powered By OpenWECD.HawtC2.AeroL @CopyRight 赵子祯
Time	BkNjVUndx B_0_N_0	BkNjVUndx B_0_N_4	BkNjVUndx B_0_N_5	BkNjVUndx B_0_N_9	BkNjVUndx B_0_N_13	BkNjVUndx B_0_N_16	BkNjVUndx B_0_N_18	BkNjVUndy B_0_N_0	BkNjVUndy B_0_N_4	BkNjVUndy B_0_N_5	BkNjVUndy B_0_N_9	BkNjVUndy B_0_N_13	BkNjVUndy B_0_N_16	BkNjVUndy B_0_N_18	BkNjVUndz B_0_N_0	BkNjVUndz B_0_N_4	BkNjVUndz B_0_N_5	BkNjVUndz B_0_N_9	BkNjVUndz B_0_N_13	BkNjVUndz B_0_N_16	BkNjVUndz B_0_N_18	BkNjVDisx B_0_N_0	BkNjVDisx B_0_N_4	BkNjVDisx B_0_N_5	BkNjVDisx B_0_N_9	BkNjVDisx B_0_N_13	BkNjVDisx B_0_N_16	BkNjVDisx B_0_N_18	BkNjVDisy B_0_N_0	BkNjVDisy B_0_N_4	BkNjVDisy B_0_N_5	BkNjVDisy B_0_N_9	BkNjVDisy B_0_N_13	BkNjVDisy B_0_N_16	BkNjVDisy B_0_N_18	BkNjVDisz B_0_N_0	BkNjVDisz B_0_N_4	BkNjVDisz B_0_N_5	BkNjVDisz B_0_N_9	BkNjVDisz B_0_N_13	BkNjVDisz B_0_N_16	BkNjVDisz B_0_N_18	BkNjSTVx  B_0_N_0	BkNjSTVx  B_0_N_4	BkNjSTVx  B_0_N_5	BkNjSTVx  B_0_N_9	BkNjSTVx  B_0_N_13	BkNjSTVx  B_0_N_16	BkNjSTVx  B_0_N_18	BkNjSTVy  B_0_N_0	BkNjSTVy  B_0_N_4	BkNjSTVy  B_0_N_5	BkNjSTVy  B_0_N_9	BkNjSTVy  B_0_N_13	BkNjSTVy  B_0_N_16	BkNjSTVy  B_0_N_18	BkNjSTVz  B_0_N_0	BkNjSTVz  B_0_N_4	BkNjSTVz  B_0_N_5	BkNjSTVz  B_0_N_9	BkNjSTVz  B_0_N_13	BkNjSTVz  B_0_N_16	BkNjSTVz  B_0_N_18	BPitch    B_0	BAzimuth  B_0	
(s)	(m/s)     	(m/s)     	(m/s)     	(m/s)     	(m/s)     	(m/s)     	(m/s)     	(m/s)     	(m/s)     	(m/s)     	(m/s)     	(m/s)     	(m/s)     	(m/s)     	(m/s)     	(m/s)     	(m/s)     	(m/s)     	(m/s)     	(m/s)     	(m/s)     	(m/s)     	(m/s)     	(m/s)     	(m/s)     	(m/s)     	(m/s)     	(m/s)     	(m/s)     	(m/s)     	(m/s)     	(m/s)     	(m/s)     	(m/s)     	(m/s)     	(m/s)     	(m/s)     	(m/s)     	(m/s)     	(m/s)     	(m/s)     	(m/s)     	(m/s)     	(m/s)     	(m/s)     	(m/s)     	(m/s)     	(m/s)     	(m/s)     	(m/s)     	(m/s)     	(m/s)     	(m/s)     	(m/s)     	(m/s)     	(m/s)     	(m/s)     	(m/s)     	(m/s)     	(m/s)     	(m/s)     	(m/s)     	(m/s)     	(deg)     	(deg)     	
0.000000	11.389151	11.389151	11.389151	11.389151	11.389149	11.389150	11.389151	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.497261	0.497261	0.497261	0.497261	0.497261	0.497261	0.497261	11.389151	11.389151	11.389151	11.389151	11.389149	11.389150	11.389151	1.898855	5.949548	7.215438	12.280558	17.342560	21.140234	24.939465	0.497261	0.497261	0.497261	0.497261	0.497261	0.497261	0.497261	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-1.898855	-5.949548	-7.215438	-12.280558	-17.342560	-21.140234	-24.939465	-0.000000	-0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	
0.050000	11.389108	11.389132	11.389138	11.389176	11.389235	11.389291	11.389341	0.062792	0.062794	0.062795	0.062802	0.062807	0.062811	0.062817	0.494235	0.493680	0.493523	0.492654	0.491256	0.489995	0.488845	11.436244	11.444137	11.446856	11.458846	11.473814	11.487933	11.504392	1.963436	5.996043	7.256494	12.301386	17.345932	21.132431	24.922432	0.506728	0.506154	0.505975	0.504971	0.503422	0.501999	0.500547	-0.047136	-0.055005	-0.057718	-0.069670	-0.084579	-0.098642	-0.115051	-1.900643	-5.933249	-7.193698	-12.238584	-17.283125	-21.069620	-24.859615	-0.012493	-0.012474	-0.012453	-0.012317	-0.012167	-0.012004	-0.011702	0.000000	3.618843	
0.100000	11.388909	11.388929	11.388933	11.388951	11.388988	11.389019	11.389038	0.124486	0.124506	0.124516	0.124565	0.124621	0.124667	0.124718	0.487107	0.486594	0.486511	0.486070	0.485201	0.484456	0.484033	11.451341	11.457090	11.458313	11.458689	11.449226	11.433673	11.408828	2.012643	6.007442	7.256891	12.263154	17.279961	21.054010	24.839329	0.498154	0.497466	0.497249	0.495821	0.493238	0.490678	0.487887	-0.062432	-0.068161	-0.069379	-0.069737	-0.060239	-0.044654	-0.019789	-1.888157	-5.882936	-7.132376	-12.138589	-17.155340	-20.929342	-24.714611	-0.011046	-0.010872	-0.010738	-0.009750	-0.008037	-0.006222	-0.003854	0.000000	7.209671	
0.150000	11.388529	11.388519	11.388510	11.388451	11.388375	11.388300	11.388200	0.185367	0.185434	0.185464	0.185617	0.185804	0.185958	0.186120	0.476496	0.476660	0.476891	0.478229	0.479953	0.481658	0.484005	11.461829	11.463795	11.463118	11.451063	11.418045	11.374895	11.312252	2.063585	6.013293	7.249518	12.208582	17.189674	20.945698	24.721165	0.481117	0.480716	0.480538	0.478793	0.474832	0.470510	0.465337	-0.073300	-0.075275	-0.074608	-0.062612	-0.029670	0.013405	0.075947	-1.878218	-5.827860	-7.064054	-12.022964	-17.003870	-20.759739	-24.535044	-0.004621	-0.004056	-0.003648	-0.000564	0.005121	0.011148	0.018668	0.000000	10.751292	
0.200000	11.387981	11.387925	11.387895	11.387721	11.387476	11.387239	11.386954	0.244644	0.244771	0.244826	0.245112	0.245470	0.245767	0.246079	0.462642	0.463937	0.464651	0.468721	0.474488	0.479993	0.486524	11.465669	11.465293	11.463469	11.444053	11.397482	11.338821	11.255319	2.130273	6.064350	7.295770	12.236127	17.199709	20.943584	24.707758	0.460913	0.461121	0.461063	0.459268	0.454036	0.447865	0.440008	-0.077687	-0.077368	-0.075574	-0.056332	-0.010006	0.048417	0.131635	-1.885629	-5.819579	-7.050943	-11.991014	-16.954239	-20.697817	-24.461679	0.001729	0.002816	0.003588	0.009453	0.020452	0.032127	0.046516	0.000000	14.264854	
0.250000	11.387281	11.387175	11.387122	11.386828	11.386398	11.385983	11.385503	0.302864	0.303033	0.303107	0.303491	0.303980	0.304390	0.304822	0.445076	0.447673	0.448941	0.456113	0.466424	0.476150	0.487291	11.461987	11.463566	11.462326	11.445061	11.400635	11.343968	11.263110	2.206163	6.158185	7.394423	12.348857	17.316376	21.055574	24.807848	0.440743	0.441827	0.442027	0.441049	0.435957	0.429350	0.420478	-0.074705	-0.076392	-0.075204	-0.058232	-0.014236	0.042015	0.122393	-1.903299	-5.855153	-7.091316	-12.045366	-17.012396	-20.751184	-24.503027	0.004333	0.005846	0.006913	0.015063	0.030467	0.046800	0.066813	0.000000	17.790325	
0.300000	11.386433	11.386285	11.386217	11.385822	11.385246	11.384692	11.384048	0.360480	0.360659	0.360738	0.361147	0.361678	0.362127	0.362603	0.423348	0.427094	0.428868	0.438847	0.453158	0.466535	0.481676	11.448680	11.453473	11.453615	11.444385	11.414122	11.373847	11.315450	2.286560	6.262483	7.505168	12.478655	17.451902	21.185295	24.922277	0.413780	0.415836	0.416418	0.417270	0.414244	0.409276	0.402033	-0.062248	-0.067188	-0.067398	-0.058563	-0.028875	0.010845	0.068598	-1.926080	-5.901824	-7.144430	-12.117508	-17.090225	-20.823168	-24.559673	0.009568	0.011258	0.012450	0.021577	0.038914	0.057259	0.079643	0.000000	21.343195	
0.350000	11.385427	11.385265	11.385188	11.384747	11.384099	11.383477	11.382750	0.416717	0.416878	0.416950	0.417325	0.417818	0.418238	0.418688	0.397980	0.402425	0.404546	0.416411	0.433270	0.448920	0.466615	11.425371	11.429629	11.430282	11.427634	11.414392	11.396170	11.369276	2.360229	6.341852	7.585672	12.559473	17.524466	21.245062	24.963118	0.374350	0.377159	0.378125	0.381104	0.381037	0.378824	0.374775	-0.039944	-0.044364	-0.045094	-0.042888	-0.030293	-0.012692	0.013473	-1.943512	-5.924974	-7.168722	-12.142148	-17.106647	-20.826824	-24.544430	0.023630	0.025265	0.026421	0.035306	0.052233	0.070096	0.091840	0.000000	24.908351	
0.400000	11.384258	11.384103	11.384027	11.383591	11.382957	11.382350	11.381627	0.470977	0.471111	0.471171	0.471490	0.471911	0.472271	0.472659	0.369890	0.374465	0.376719	0.389280	0.406904	0.423185	0.441727	11.397666	11.398636	11.398932	11.399356	11.399259	11.399583	11.399939	2.410639	6.378417	7.617798	12.573064	17.517744	21.221605	24.921621	0.330767	0.333870	0.335075	0.339556	0.341777	0.341845	0.340641	-0.013408	-0.014533	-0.014905	-0.015765	-0.016301	-0.017233	-0.018311	-1.939662	-5.907307	-7.146627	-12.101574	-17.045834	-20.749334	-24.448963	0.039123	0.040595	0.041644	0.049724	0.065127	0.081341	0.101087	0.000000	28.466976	
0.450000	11.382917	11.382784	11.382714	11.382320	11.381753	11.381207	11.380554	0.523483	0.523593	0.523643	0.523911	0.524264	0.524567	0.524895	0.339317	0.343608	0.345832	0.358197	0.375298	0.391059	0.409245	11.373263	11.372307	11.372338	11.374049	11.380256	11.389459	11.402798	2.439011	6.384192	7.616747	12.546236	17.468012	21.156775	24.843702	0.293898	0.296870	0.298141	0.303157	0.306287	0.307356	0.307578	0.009654	0.010477	0.010376	0.008271	0.001497	-0.008251	-0.022244	-1.915529	-5.860599	-7.093103	-12.022326	-16.943748	-20.632208	-24.318808	0.045419	0.046738	0.047691	0.055040	0.069011	0.083703	0.101667	0.000000	32.013150	
0.500000	11.381419	11.381309	11.381248	11.380903	11.380414	11.379942	11.379369	0.574182	0.574276	0.574320	0.574553	0.574861	0.575125	0.575414	0.305966	0.309876	0.312019	0.323926	0.340185	0.355163	0.372710	11.355090	11.353999	11.353930	11.354953	11.359524	11.366408	11.376294	2.463225	6.383756	7.609009	12.511897	17.412243	21.088831	24.767254	0.262014	0.264672	0.265899	0.270749	0.273650	0.274578	0.274834	0.026329	0.027309	0.027318	0.025951	0.020890	0.013534	0.003075	-1.889043	-5.809480	-7.034689	-11.937344	-16.837381	-20.513706	-24.191839	0.043952	0.045204	0.046120	0.053177	0.066535	0.080585	0.097877	0.000000	35.544549	
0.550000	11.379801	11.379707	11.379654	11.379353	11.378923	11.378510	11.377998	0.622392	0.622479	0.622520	0.622737	0.623023	0.623270	0.623543	0.269774	0.273471	0.275578	0.287301	0.303203	0.317878	0.335257	11.340545	11.338839	11.338285	11.335572	11.331991	11.328635	11.324117	2.492813	6.387088	7.604609	12.479678	17.358444	21.023617	24.695065	0.226588	0.228978	0.230127	0.234472	0.236465	0.236487	0.235755	0.039256	0.040869	0.041369	0.043780	0.046932	0.049875	0.053881	-1.870420	-5.764608	-6.982089	-11.856941	-16.735420	-20.400347	-24.071522	0.043186	0.044493	0.045451	0.052829	0.066738	0.081391	0.099502	0.000000	39.051078	
0.600000	11.378085	11.378003	11.377956	11.377687	11.377302	11.376924	11.376451	0.667659	0.667745	0.667785	0.667998	0.668282	0.668529	0.668805	0.231083	0.234837	0.236990	0.248998	0.265331	0.280459	0.298420	11.325386	11.321694	11.320216	11.311914	11.298135	11.282824	11.262032	2.521406	6.388558	7.598074	12.444150	17.300060	20.952782	24.616150	0.185425	0.187689	0.188753	0.192413	0.193025	0.191565	0.189010	0.052699	0.056309	0.057740	0.065773	0.079167	0.094100	0.114420	-1.853746	-5.720813	-6.930289	-11.776152	-16.631779	-20.284252	-23.947346	0.045658	0.047148	0.048237	0.056585	0.072306	0.088894	0.109409	0.000000	42.521952	
0.650000	11.376263	11.376188	11.376148	11.375909	11.375558	11.375210	11.374768	0.710227	0.710313	0.710353	0.710564	0.710850	0.711104	0.711390	0.190302	0.194323	0.196582	0.209226	0.226596	0.242760	0.261879	11.307035	11.300976	11.298594	11.285698	11.264828	11.241784	11.210843	2.541991	6.384016	7.586022	12.404281	17.236845	20.875471	24.527910	0.142833	0.145071	0.146042	0.148820	0.147611	0.144146	0.139028	0.069227	0.075212	0.077554	0.090210	0.110731	0.133426	0.163925	-1.831763	-5.673703	-6.875669	-11.693717	-16.525995	-20.164368	-23.816521	0.047470	0.049252	0.050539	0.060407	0.078984	0.098615	0.122850	0.000000	45.959196	
0.700000	11.374308	11.374246	11.374210	11.374009	11.373700	11.373387	11.372985	0.750553	0.750633	0.750671	0.750871	0.751148	0.751400	0.751692	0.147607	0.151959	0.154333	0.167680	0.186244	0.203612	0.224035	11.285583	11.278150	11.275369	11.261174	11.239477	11.216091	11.185118	2.558506	6.379791	7.575432	12.368974	17.178310	20.800631	24.437811	0.100715	0.102934	0.103779	0.105444	0.102009	0.096117	0.087900	0.088725	0.096096	0.098842	0.112835	0.134223	0.157296	0.187867	-1.807953	-5.629158	-6.824761	-11.618103	-16.427162	-20.049231	-23.686119	0.046892	0.049025	0.050554	0.062236	0.084234	0.107495	0.136135	0.000000	49.376096	
0.750000	11.372218	11.372170	11.372146	11.371990	11.371746	11.371485	11.371143	0.788696	0.788762	0.788792	0.788961	0.789203	0.789434	0.789709	0.102918	0.107515	0.109964	0.123793	0.143247	0.161545	0.182965	11.262742	11.255535	11.253024	11.241278	11.225105	11.208535	11.187155	2.581749	6.389576	7.580812	12.355430	17.143246	20.747421	24.364588	0.054909	0.057029	0.057713	0.058089	0.052230	0.043767	0.032325	0.109476	0.116635	0.119122	0.130712	0.146641	0.162949	0.183988	-1.793053	-5.600814	-6.792020	-11.566469	-16.354042	-19.957987	-23.574879	0.048008	0.050487	0.052251	0.065704	0.091017	0.117778	0.150640	0.000000	52.784540	
0.800000	11.370021	11.369994	11.369980	11.369886	11.369721	11.369535	11.369277	0.824300	0.824341	0.824360	0.824471	0.824646	0.824825	0.825051	0.056073	0.060737	0.063192	0.077105	0.096834	0.115472	0.137258	11.240156	11.234155	11.232306	11.225157	11.218121	11.212532	11.206463	2.617409	6.423602	7.613749	12.380203	17.152332	20.739029	24.333353	0.000525	0.002453	0.002968	0.002137	-0.005830	-0.016439	-0.030490	0.129865	0.135839	0.137674	0.144729	0.151600	0.157003	0.162814	-1.793109	-5.599261	-6.789389	-11.555733	-16.327686	-19.914204	-23.508301	0.055548	0.058284	0.060223	0.074968	0.102664	0.131911	0.167748	0.000000	56.190512	
0.850000	11.367734	11.367730	11.367727	11.367700	11.367631	11.367534	11.367380	0.857058	0.857065	0.857069	0.857104	0.857183	0.857283	0.857428	0.007016	0.011554	0.013945	0.027522	0.046830	0.065116	0.086513	11.218925	11.213969	11.212719	11.209846	11.211612	11.216867	11.226200	2.659406	6.476543	7.669227	12.439993	17.204969	20.777634	24.349771	-0.061418	-0.059692	-0.059289	-0.060801	-0.069771	-0.081303	-0.096383	0.148809	0.153761	0.155008	0.157854	0.156019	0.150666	0.141180	-1.802348	-5.619478	-6.812158	-11.582890	-16.347786	-19.920351	-23.492344	0.068435	0.071247	0.073234	0.088323	0.116601	0.146420	0.182896	0.000000	59.600314	
0.900000	11.365353	11.365371	11.365379	11.365418	11.365445	11.365441	11.365400	0.887019	0.886991	0.886980	0.886934	0.886910	0.886922	0.886971	-0.044154	-0.039872	-0.037592	-0.024644	-0.006291	0.011078	0.031455	11.200389	11.195930	11.195004	11.194617	11.201851	11.214120	11.233706	2.694918	6.526364	7.722638	12.501963	17.264124	20.826101	24.379477	-0.124537	-0.122903	-0.122495	-0.123759	-0.131994	-0.142621	-0.156465	0.164964	0.169440	0.170376	0.170801	0.163594	0.151322	0.131694	-1.807899	-5.639374	-6.835659	-11.615028	-16.377214	-19.939180	-23.492506	0.080383	0.083030	0.084904	0.099115	0.125702	0.153698	0.187921	0.000000	63.022219	
0.950000	11.362853	11.362892	11.362911	11.363011	11.363126	11.363209	11.363272	0.914377	0.914323	0.914299	0.914190	0.914080	0.914016	0.913980	-0.097222	-0.093225	-0.091062	-0.078827	-0.061629	-0.045419	-0.026354	11.186359	11.182284	11.181492	11.181796	11.190216	11.203976	11.225855	2.715746	6.550513	7.747344	12.525714	17.280745	20.832741	24.371735	-0.183718	-0.182007	-0.181469	-0.181569	-0.187439	-0.195496	-0.206113	0.176493	0.180607	0.181419	0.181215	0.172910	0.159233	0.137416	-1.801370	-5.636190	-6.833044	-11.611524	-16.366665	-19.918724	-23.457754	0.086496	0.088782	0.090407	0.102741	0.125811	0.150077	0.179759	0.000000	66.457564	
1.000000	11.360244	11.360299	11.360329	11.360484	11.360679	11.360835	11.360992	0.939036	0.938966	0.938936	0.938786	0.938620	0.938504	0.938407	-0.151885	-0.148103	-0.146034	-0.134391	-0.118184	-0.103008	-0.085143	11.178154	11.174654	11.173922	11.173693	11.179770	11.190151	11.207044	2.724240	6.545248	7.737861	12.499907	17.239758	20.781252	24.310558	-0.238721	-0.236805	-0.236071	-0.234581	-0.237389	-0.242204	-0.248828	0.182089	0.185645	0.186407	0.186791	0.180908	0.170684	0.153949	-1.785204	-5.606281	-6.798925	-11.561120	-16.301138	-19.842749	-23.372150	0.086836	0.088702	0.090037	0.100191	0.119205	0.139196	0.163685	0.000000	69.894590	
1.050000	11.357563	11.357635	11.357675	11.357884	11.358152	11.358380	11.358622	0.960518	0.960440	0.960405	0.960232	0.960030	0.959882	0.959747	-0.207814	-0.204125	-0.202109	-0.190814	-0.175205	-0.160678	-0.143613	11.175504	11.172643	11.171930	11.170560	11.172538	11.177086	11.185243	2.728167	6.525789	7.711567	12.449394	17.171209	20.703869	24.228733	-0.290940	-0.288778	-0.287859	-0.284941	-0.285062	-0.287071	-0.290295	0.182060	0.184993	0.185745	0.187325	0.185615	0.181295	0.173379	-1.767649	-5.565349	-6.751163	-11.489162	-16.211180	-19.743986	-23.268986	0.083126	0.084653	0.085751	0.094126	0.109857	0.126393	0.146682	0.000000	73.316011	
1.100000	11.354857	11.354951	11.355000	11.355267	11.355613	11.355913	11.356236	0.978330	0.978243	0.978204	0.978007	0.977773	0.977597	0.977429	-0.264733	-0.261018	-0.259013	-0.247822	-0.232381	-0.218068	-0.201332	11.176555	11.174276	11.173590	11.171249	11.169597	11.168883	11.169038	2.731514	6.507086	7.686555	12.402963	17.110905	20.638855	24.164368	-0.339363	-0.336979	-0.335934	-0.332087	-0.330487	-0.330730	-0.331863	0.178303	0.180675	0.181411	0.184017	0.186016	0.187030	0.187198	-1.753184	-5.528843	-6.708351	-11.424955	-16.133131	-19.661259	-23.186939	0.074630	0.075962	0.076921	0.084265	0.098106	0.112663	0.130531	0.000000	76.711925	
1.150000	11.352148	11.352263	11.352324	11.352652	11.353084	11.353462	11.353876	0.992352	0.992250	0.992202	0.991968	0.991686	0.991470	0.991262	-0.322424	-0.318620	-0.316608	-0.305376	-0.289828	-0.275428	-0.258684	11.179079	11.177448	11.176899	11.174597	11.171628	11.168534	11.164694	2.731702	6.488705	7.662937	12.362155	17.060270	20.586388	24.115313	-0.381535	-0.379016	-0.377927	-0.373777	-0.371618	-0.371309	-0.371847	0.173069	0.174815	0.175425	0.178054	0.181455	0.184928	0.189182	-1.739350	-5.496455	-6.670735	-11.370187	-16.068584	-19.594917	-23.124050	0.059111	0.060396	0.061320	0.068401	0.081789	0.095880	0.113163	0.000000	80.082907	
1.200000	11.349423	11.349565	11.349638	11.350030	11.350552	11.351013	11.351521	1.002827	1.002695	1.002635	1.002335	1.001972	1.001690	1.001417	-0.380650	-0.376785	-0.374775	-0.363531	-0.347858	-0.333302	-0.316437	11.181993	11.181227	11.180991	11.180119	11.178775	11.176860	11.173886	2.725389	6.461551	7.629867	12.309335	16.995354	20.518126	24.049137	-0.417309	-0.414825	-0.413802	-0.410128	-0.408785	-0.409328	-0.410964	0.167431	0.168338	0.168647	0.169911	0.171777	0.174154	0.177635	-1.722562	-5.458857	-6.627231	-11.306999	-15.993382	-19.516436	-23.047720	0.036658	0.038039	0.039027	0.046598	0.060927	0.076027	0.094526	0.000000	83.432224	
1.250000	11.346675	11.346838	11.346922	11.347375	11.347987	11.348536	11.349142	1.010013	1.009830	1.009749	1.009340	1.008842	1.008453	1.008073	-0.439138	-0.435322	-0.433354	-0.422282	-0.406698	-0.392126	-0.375238	11.185950	11.186189	11.186383	11.187873	11.190169	11.191898	11.193198	2.715395	6.426881	7.588049	12.242700	16.911203	20.426285	23.954790	-0.449875	-0.447679	-0.446863	-0.444607	-0.445684	-0.448696	-0.453344	0.160724	0.160649	0.160539	0.159502	0.157818	0.156637	0.155944	-1.705382	-5.417051	-6.578300	-11.233360	-15.902361	-19.417831	-22.946716	0.010737	0.012357	0.013510	0.022325	0.038986	0.056571	0.078106	0.000000	86.760349	
1.300000	11.343914	11.344095	11.344188	11.344695	11.345392	11.346022	11.346725	1.013867	1.013610	1.013498	1.012928	1.012238	1.011694	1.011159	-0.497677	-0.494048	-0.492167	-0.481496	-0.466302	-0.451944	-0.435223	11.192472	11.193544	11.194116	11.197779	11.203684	11.209291	11.215445	2.709970	6.401631	7.556898	12.189911	16.840597	20.345139	23.865818	-0.483407	-0.481747	-0.481262	-0.481238	-0.486106	-0.492951	-0.502203	0.151443	0.150551	0.150072	0.146916	0.141708	0.136731	0.131281	-1.696103	-5.388021	-6.543400	-11.176983	-15.828359	-19.333445	-22.854658	-0.014270	-0.012301	-0.010905	-0.000257	0.019804	0.041007	0.066980	0.000000	90.069420	
1.350000	11.341176	11.341372	11.341470	11.342028	11.342797	11.343501	11.344296	1.014085	1.013742	1.013591	1.012834	1.011913	1.011186	1.010465	-0.556197	-0.552834	-0.551062	-0.540909	-0.526293	-0.512316	-0.495907	11.202472	11.203876	11.204596	11.209089	11.216500	11.223955	11.232685	2.714563	6.401489	7.555062	12.179934	16.819813	20.314238	23.822912	-0.520587	-0.519562	-0.519445	-0.521880	-0.530901	-0.541921	-0.556143	0.138704	0.137495	0.136874	0.132938	0.126297	0.119546	0.111610	-1.700478	-5.387746	-6.541471	-11.167099	-15.807899	-19.303051	-22.812449	-0.035610	-0.033272	-0.031617	-0.019029	0.004608	0.029605	0.060236	0.000000	93.369460	
1.400000	11.338484	11.338691	11.338799	11.339400	11.340237	11.341014	11.341895	1.010429	1.010006	1.009820	1.008888	1.007752	1.006852	1.005955	-0.614682	-0.611554	-0.609870	-0.600143	-0.586042	-0.572430	-0.556321	11.215648	11.216841	11.217434	11.220999	11.226865	11.232947	11.240284	2.725559	6.422119	7.578032	12.207886	16.844250	20.329674	23.823332	-0.561992	-0.561473	-0.561634	-0.565911	-0.578035	-0.592152	-0.610020	0.122836	0.121850	0.121365	0.118401	0.113372	0.108067	0.101611	-1.715129	-5.412113	-6.568213	-11.198998	-15.836497	-19.322823	-22.817377	-0.052690	-0.050081	-0.048236	-0.034232	-0.008007	0.019722	0.053699	0.000000	96.675232	
1.450000	11.335832	11.336053	11.336170	11.336825	11.337736	11.338586	11.339558	1.002967	1.002490	1.002279	1.001225	0.999940	0.998918	0.997895	-0.673029	-0.670001	-0.668343	-0.658748	-0.644835	-0.631366	-0.615352	11.231061	11.231868	11.232188	11.233668	11.235575	11.237417	11.239530	2.733494	6.441850	7.600655	12.236841	16.869438	20.344494	23.820610	-0.606863	-0.606533	-0.606783	-0.611655	-0.624792	-0.639904	-0.658910	0.104770	0.104185	0.103982	0.103157	0.102161	0.101169	0.100028	-1.730527	-5.439361	-6.598376	-11.235617	-15.869498	-19.345575	-22.822716	-0.066165	-0.063468	-0.061560	-0.047093	-0.020043	0.008538	0.043558	0.000000	99.995666	
1.500000	11.333210	11.333454	11.333583	11.334307	11.335313	11.336248	11.337319	0.991976	0.991476	0.991256	0.990148	0.988795	0.987718	0.986637	-0.730990	-0.727873	-0.726164	-0.716307	-0.702098	-0.688400	-0.672128	11.247956	11.248617	11.248701	11.247989	11.245163	11.241514	11.236414	2.732040	6.442406	7.601248	12.233696	16.855083	20.316166	23.773016	-0.654300	-0.653787	-0.653923	-0.658054	-0.669997	-0.683915	-0.701477	0.085254	0.084837	0.084882	0.086318	0.090150	0.094734	0.100905	-1.740063	-5.450930	-6.609992	-11.243547	-15.866288	-19.328447	-22.786379	-0.076690	-0.074085	-0.072241	-0.058253	-0.032101	-0.004485	0.029348	0.000000	103.327787	
1.550000	11.330618	11.330895	11.331040	11.331856	11.332982	11.334023	11.335215	0.977640	0.977144	0.976924	0.975818	0.974465	0.973386	0.972303	-0.788231	-0.784848	-0.783017	-0.772537	-0.757555	-0.743239	-0.726327	11.265770	11.266502	11.266449	11.264135	11.257459	11.249095	11.237572	2.722330	6.423070	7.578618	12.196010	16.798775	20.243235	23.680925	-0.704233	-0.703247	-0.703115	-0.705547	-0.714743	-0.725947	-0.740297	0.064848	0.064393	0.064591	0.067720	0.075523	0.084928	0.097643	-1.744690	-5.445926	-6.601694	-11.220192	-15.824309	-19.269850	-22.708622	-0.083998	-0.081602	-0.079902	-0.066990	-0.042812	-0.017292	0.013970	0.000000	106.661056	
1.600000	11.328088	11.328408	11.328573	11.329496	11.330769	11.331936	11.333262	0.959899	0.959422	0.959211	0.958142	0.956829	0.955784	0.954733	-0.844396	-0.840639	-0.838643	-0.827316	-0.811253	-0.796057	-0.778243	11.283696	11.284315	11.284156	11.280945	11.272320	11.261606	11.246872	2.708485	6.393963	7.544674	12.142248	16.724342	20.152664	23.573601	-0.757298	-0.755685	-0.755213	-0.755494	-0.761232	-0.769037	-0.779387	0.044392	0.044093	0.044418	0.048552	0.058449	0.070330	0.086390	-1.748585	-5.434542	-6.585464	-11.184107	-15.767512	-19.196880	-22.618868	-0.087099	-0.084955	-0.083431	-0.071822	-0.050022	-0.027020	0.001145	0.000000	109.985619	
1.650000	11.325655	11.326021	11.326208	11.327247	11.328674	11.329972	11.331443	0.938645	0.938195	0.937995	0.936981	0.935731	0.934735	0.933734	-0.899148	-0.895000	-0.892834	-0.880629	-0.863441	-0.847324	-0.828568	11.300652	11.300797	11.300529	11.297126	11.288804	11.278697	11.264930	2.691033	6.360262	7.505957	12.083865	16.647076	20.061800	23.469677	-0.813467	-0.811210	-0.810392	-0.808489	-0.810730	-0.815097	-0.821415	0.025003	0.025224	0.025679	0.030121	0.039870	0.051275	0.066513	-1.752389	-5.422068	-6.567961	-11.146884	-15.711345	-19.127066	-22.535942	-0.085680	-0.083790	-0.082442	-0.072141	-0.052711	-0.032227	-0.007153	0.000000	113.295514	
1.700000	11.323335	11.323743	11.323951	11.325101	11.326673	11.328098	11.329705	0.914002	0.913580	0.913392	0.912431	0.911243	0.910296	0.909344	-0.952205	-0.947738	-0.945432	-0.932503	-0.914393	-0.897528	-0.878005	11.315929	11.315681	11.315413	11.312790	11.306876	11.299880	11.290442	2.666640	6.317623	7.457823	12.015121	16.560339	19.963497	23.361637	-0.870961	-0.868162	-0.867049	-0.863281	-0.862523	-0.863946	-0.866794	0.007405	0.008062	0.008539	0.012311	0.019797	0.028218	0.039263	-1.752638	-5.404042	-6.544431	-11.102690	-15.649096	-19.053202	-22.452293	-0.081243	-0.079576	-0.078383	-0.069222	-0.051871	-0.033583	-0.011211	0.000000	116.586397	
