HawtC2_ProjectName: 5MW_PowerProduction_Spar 更多消息和教程请访问：http://www.hawtc.cn/
Powered By OpenWECD.HawtC2.ControL @CopyRight 赵子祯
Time	HSSBrTqC  	YawMomCom 	
(s)	(kN-m)    	(kN-m)    	
16.400000	0.000000	-820819.728261	
16.450000	0.000000	-802503.806323	
16.500000	0.000000	-778321.743968	
16.550000	0.000000	-752061.180824	
16.600000	0.000000	-726655.249459	
16.650000	0.000000	-704034.223971	
16.700000	0.000000	-685052.945711	
16.750000	0.000000	-669776.776327	
16.800000	0.000000	-657815.089013	
16.850000	0.000000	-648374.046492	
16.900000	0.000000	-640759.127634	
16.950000	0.000000	-634338.658611	
17.000000	0.000000	-628353.168860	
17.050000	0.000000	-622341.221030	
17.100000	0.000000	-616132.181955	
17.150000	0.000000	-609315.768216	
17.200000	0.000000	-600981.364488	
17.250000	0.000000	-590332.741633	
17.300000	0.000000	-576041.306402	
17.350000	0.000000	-556628.718341	
17.400000	0.000000	-530540.983921	
17.450000	0.000000	-496605.274472	
17.500000	0.000000	-454212.950794	
17.550000	0.000000	-403255.655252	
17.600000	0.000000	-344340.817053	
17.650000	0.000000	-278941.857828	
17.700000	0.000000	-209247.874663	
17.750000	0.000000	-137804.432055	
17.800000	0.000000	-67451.581503	
17.850000	0.000000	-1126.495436	
17.900000	0.000000	58333.762801	
17.950000	0.000000	108681.547059	
18.000000	0.000000	148141.250981	
18.050000	0.000000	176243.464836	
18.100000	0.000000	194053.171969	
18.150000	0.000000	205800.766366	
18.200000	0.000000	211897.130134	
18.250000	0.000000	214823.926380	
18.300000	0.000000	220054.668179	
18.350000	0.000000	231235.725746	
18.400000	0.000000	248936.742617	
18.450000	0.000000	273622.212079	
18.500000	0.000000	306088.716950	
18.550000	0.000000	346161.305996	
18.600000	0.000000	391740.253403	
18.650000	0.000000	439502.157019	
18.700000	0.000000	486017.219209	
18.750000	0.000000	528121.261362	
18.800000	0.000000	563092.132347	
18.850000	0.000000	588430.603296	
18.900000	0.000000	602275.325415	
18.950000	0.000000	604304.707958	
19.000000	0.000000	595679.550529	
19.050000	0.000000	578584.790529	
19.100000	0.000000	555517.902409	
19.150000	0.000000	529169.616450	
19.200000	0.000000	502159.387997	
19.250000	0.000000	475413.492530	
19.300000	0.000000	450983.662425	
19.350000	0.000000	430448.855228	
19.400000	0.000000	412935.586764	
19.450000	0.000000	397184.180218	
19.500000	0.000000	383559.026361	
19.550000	0.000000	372185.536081	
19.600000	0.000000	362538.992644	
19.650000	0.000000	354287.205216	
19.700000	0.000000	347697.648898	
19.750000	0.000000	343382.204332	
19.800000	0.000000	341556.725626	
19.850000	0.000000	341951.813940	
19.900000	0.000000	343715.760101	
19.950000	0.000000	345866.421232	
20.000000	0.000000	347281.745337	
20.050000	0.000000	346853.064042	
20.100000	0.000000	344179.158440	
20.150000	0.000000	335434.535389	
20.200000	0.000000	320613.392099	
20.250000	0.000000	299904.620226	
20.300000	0.000000	273596.235619	
20.350000	0.000000	243220.691022	
20.400000	0.000000	210816.107734	
20.450000	0.000000	178827.918528	
20.500000	0.000000	150435.023886	
20.550000	0.000000	128604.271496	
20.600000	0.000000	114900.040186	
20.650000	0.000000	109896.384532	
20.700000	0.000000	113657.368197	
20.750000	0.000000	125476.795126	
20.800000	0.000000	143385.142699	
20.850000	0.000000	164394.727153	
20.900000	0.000000	185376.235193	
20.950000	0.000000	203527.988889	
21.000000	0.000000	216468.389289	
21.050000	0.000000	222630.060462	
21.100000	0.000000	221316.447197	
21.150000	0.000000	213326.505858	
21.200000	0.000000	200166.238934	
21.250000	0.000000	183916.116194	
21.300000	0.000000	166961.665512	
21.350000	0.000000	151545.520687	
21.400000	0.000000	139110.974380	
21.450000	0.000000	130944.432653	
21.500000	0.000000	127491.559700	
21.550000	0.000000	128334.584543	
21.600000	0.000000	132630.568009	
21.650000	0.000000	139246.642894	
21.700000	0.000000	147155.109757	
21.750000	0.000000	155090.559474	
21.800000	0.000000	162247.905918	
21.850000	0.000000	168548.154810	
21.900000	0.000000	174309.760667	
21.950000	0.000000	179987.269212	
22.000000	0.000000	186077.601611	
22.050000	0.000000	193019.517979	
22.100000	0.000000	200889.882931	
22.150000	0.000000	209409.328340	
22.200000	0.000000	217955.187414	
22.250000	0.000000	225562.379603	
22.300000	0.000000	231116.786828	
22.350000	0.000000	233601.237094	
22.400000	0.000000	232311.682092	
22.450000	0.000000	227081.108457	
22.500000	0.000000	218081.776277	
22.550000	0.000000	206130.715334	
22.600000	0.000000	192889.853027	
22.650000	0.000000	180240.613516	
22.700000	0.000000	170303.369321	
22.750000	0.000000	165035.550081	
22.800000	0.000000	165902.517444	
22.850000	0.000000	173623.002713	
22.900000	0.000000	188088.031253	
22.950000	0.000000	208358.671690	
23.000000	0.000000	232729.735901	
23.050000	0.000000	258996.871932	
23.100000	0.000000	284685.831250	
23.150000	0.000000	307485.660738	
23.200000	0.000000	325476.221579	
23.250000	0.000000	337362.904105	
23.300000	0.000000	342624.362868	
23.350000	0.000000	341517.742101	
23.400000	0.000000	335058.929381	
23.450000	0.000000	324835.449147	
23.500000	0.000000	312635.084608	
23.550000	0.000000	300326.648346	
23.600000	0.000000	289566.762305	
23.650000	0.000000	281560.825215	
23.700000	0.000000	276939.998639	
23.750000	0.000000	275693.407503	
23.800000	0.000000	277395.134091	
23.850000	0.000000	281244.500511	
23.900000	0.000000	286250.951009	
23.950000	0.000000	291395.913575	
24.000000	0.000000	295946.460845	
24.050000	0.000000	299442.330544	
24.100000	0.000000	301781.858177	
24.150000	0.000000	303149.819296	
24.200000	0.000000	303955.591666	
24.250000	0.000000	304629.488810	
24.300000	0.000000	305474.965748	
24.350000	0.000000	306587.734715	
24.400000	0.000000	307822.629516	
24.450000	0.000000	308750.086883	
24.500000	0.000000	308706.767769	
24.550000	0.000000	307046.780671	
24.600000	0.000000	303273.636023	
24.650000	0.000000	297065.099171	
24.700000	0.000000	288554.437581	
24.750000	0.000000	278255.501164	
24.800000	0.000000	267167.063617	
24.850000	0.000000	256633.306653	
24.900000	0.000000	248069.000083	
24.950000	0.000000	242872.870062	
25.000000	0.000000	242171.372870	
25.050000	0.000000	246584.510053	
25.100000	0.000000	256090.450623	
25.150000	0.000000	270068.225280	
25.200000	0.000000	287293.413511	
25.250000	0.000000	306149.704184	
25.300000	0.000000	324806.092856	
25.350000	0.000000	341427.295291	
25.400000	0.000000	354534.990900	
25.450000	0.000000	363079.537192	
25.500000	0.000000	366686.502858	
25.550000	0.000000	365615.825823	
25.600000	0.000000	360766.845473	
25.650000	0.000000	353451.201858	
25.700000	0.000000	345289.727703	
25.750000	0.000000	337930.526147	
25.800000	0.000000	332823.152595	
25.850000	0.000000	331000.889848	
25.900000	0.000000	333008.680178	
25.950000	0.000000	338857.804571	
26.000000	0.000000	348067.696814	
26.050000	0.000000	359793.757225	
26.100000	0.000000	372926.509910	
26.150000	0.000000	386374.322677	
26.200000	0.000000	399135.298404	
26.250000	0.000000	410402.125140	
26.300000	0.000000	419747.549518	
26.350000	0.000000	426992.966642	
26.400000	0.000000	432238.528048	
26.450000	0.000000	435774.698647	
26.500000	0.000000	437910.179527	
26.550000	0.000000	438845.211495	
26.600000	0.000000	438676.057518	
26.650000	0.000000	437300.543400	
