HawtC2_ProjectName: 5MW_PowerProduction_Spar 更多消息和教程请访问：http://www.hawtc.cn/
Powered By OpenWECD.HawtC2.ControL @CopyRight 赵子祯
Time	BlPitchC  B_0	BlPitchC  B_2	GenTq     	GenPwr    	
(s)	(deg)     	(deg)     	(kN-m)    	(kW)      	
26.850000	1.620219	1.620219	43.093543	5193.170355	
26.900000	1.620785	1.620785	43.093543	5192.179069	
26.950000	1.621265	1.621265	43.093543	5191.264673	
27.000000	1.621700	1.621700	43.093543	5190.426771	
27.050000	1.622126	1.622126	43.093543	5189.662057	
27.100000	1.622572	1.622572	43.093543	5188.967523	
27.150000	1.623058	1.623058	43.093543	5188.342514	
27.200000	1.623603	1.623603	43.093543	5187.790207	
27.250000	1.624224	1.624224	43.093543	5187.315893	
27.300000	1.624944	1.624944	43.093543	5186.926137	
27.350000	1.625789	1.625789	43.093543	5186.626569	
27.400000	1.626791	1.626791	43.093543	5186.420865	
27.450000	1.627986	1.627986	43.093543	5186.310245	
27.500000	1.629408	1.629408	43.093543	5186.291508	
27.550000	1.631092	1.631092	43.093543	5186.356081	
27.600000	1.633056	1.633056	43.093543	5186.489827	
27.650000	1.635314	1.635314	43.093543	5186.675209	
27.700000	1.637866	1.637866	43.093543	5186.893830	
27.750000	1.640701	1.640701	43.093543	5187.127832	
27.800000	1.643800	1.643800	43.093543	5187.360948	
27.850000	1.647132	1.647132	43.093543	5187.578258	
27.900000	1.650667	1.650667	43.093543	5187.767769	
27.950000	1.654372	1.654372	43.093543	5187.920343	
28.000000	1.658213	1.658213	43.093543	5188.029413	
28.050000	1.662164	1.662164	43.093543	5188.090788	
28.100000	1.666196	1.666196	43.093543	5188.100885	
28.150000	1.670280	1.670280	43.093543	5188.055425	
28.200000	1.674389	1.674389	43.093543	5187.950040	
28.250000	1.678496	1.678496	43.093543	5187.780442	
28.300000	1.682571	1.682571	43.093543	5187.542567	
28.350000	1.686590	1.686590	43.093543	5187.232242	
28.400000	1.690517	1.690517	43.093543	5186.844296	
28.450000	1.694327	1.694327	43.093543	5186.373816	
28.500000	1.697989	1.697989	43.093543	5185.815603	
28.550000	1.701476	1.701476	43.093543	5185.164794	
28.600000	1.704760	1.704760	43.093543	5184.417801	
28.650000	1.707813	1.707813	43.093543	5183.572309	
28.700000	1.710609	1.710609	43.093543	5182.628161	
28.750000	1.713117	1.713117	43.093543	5181.586806	
28.800000	1.715313	1.715313	43.093543	5180.452617	
28.850000	1.717176	1.717176	43.093543	5179.233820	
28.900000	1.718686	1.718686	43.093543	5177.941977	
28.950000	1.719831	1.719831	43.093543	5176.590609	
29.000000	1.720611	1.720611	43.093543	5175.193487	
