Time	 FAIRTEN1	 FAIRTEN2	 ANCHTEN1	 CON2PX	 CON2PY	 CON2FZ	 
(s)	 (N)     	 (N)     	 (N)     	 (m)     	 (m)     	 (N)     	 
402	 730263	 985595	 553993	 -426.94	 739.47	 -15782.1	 
401.983	 725043	 1.01251e+006	 554033	 -426.94	 739.47	 -15782.1	 
402.017	 726659	 989930	 554113	 -426.94	 739.47	 -15782.1	 
402.05	 730753	 985233	 554224	 -426.94	 739.47	 -15782.1	 
402.033	 724659	 1.01244e+006	 554256	 -426.94	 739.47	 -15782.1	 
402.067	 727114	 989618	 554315	 -426.94	 739.47	 -15782.1	 
402.1	 731212	 985018	 554380	 -426.94	 739.47	 -15782.1	 
402.083	 724246	 1.01246e+006	 554393	 -426.94	 739.47	 -15782.1	 
402.117	 727599	 989442	 554411	 -426.94	 739.47	 -15782.1	 
402.15	 731689	 984944	 554406	 -426.94	 739.47	 -15782.1	 
402.133	 723880	 1.01254e+006	 554395	 -426.94	 739.47	 -15782.1	 
402.167	 728136	 989377	 554367	 -426.94	 739.47	 -15782	 
402.2	 732176	 984952	 554305	 -426.94	 739.47	 -15782	 
402.183	 723581	 1.01264e+006	 554281	 -426.94	 739.47	 -15782	 
402.217	 728665	 989362	 554233	 -426.94	 739.47	 -15782	 
402.25	 732594	 984996	 554162	 -426.94	 739.47	 -15782	 
402.233	 723282	 1.01271e+006	 554139	 -426.94	 739.47	 -15782	 
402.267	 729087	 989360	 554099	 -426.94	 739.47	 -15782	 
402.3	 732885	 985095	 554047	 -426.94	 739.47	 -15782.1	 
402.283	 722891	 1.01275e+006	 554031	 -426.94	 739.47	 -15782.1	 
402.317	 729351	 989385	 554006	 -426.94	 739.47	 -15782.1	 
402.35	 732984	 985213	 553972	 -426.94	 739.47	 -15782.1	 
402.333	 722429	 1.01283e+006	 553960	 -426.94	 739.47	 -15782.1	 
402.367	 729451	 989425	 553937	 -426.94	 739.47	 -15782.1	 
402.4	 732938	 985391	 553892	 -426.94	 739.47	 -15782.1	 
402.383	 721920	 1.01293e+006	 553873	 -426.94	 739.47	 -15782.1	 
402.417	 729472	 989538	 553832	 -426.94	 739.47	 -15782.1	 
402.45	 732814	 985639	 553752	 -426.94	 739.47	 -15782.1	 
402.433	 721405	 1.01304e+006	 553719	 -426.94	 739.47	 -15782.1	 
402.467	 729481	 989715	 553646	 -426.94	 739.47	 -15782.1	 
402.5	 732717	 985956	 553512	 -426.94	 739.47	 -15782.1	 
402.483	 720958	 1.01319e+006	 553461	 -426.94	 739.47	 -15782.1	 
402.517	 729560	 989933	 553352	 -426.94	 739.47	 -15782.1	 
402.55	 732690	 986299	 553172	 -426.94	 739.47	 -15782.1	 
402.533	 720632	 1.01339e+006	 553107	 -426.94	 739.47	 -15782.1	 
402.567	 729731	 990153	 552977	 -426.94	 739.47	 -15782.1	 
402.6	 732724	 986626	 552778	 -426.94	 739.47	 -15782.1	 
402.583	 720375	 1.01357e+006	 552712	 -426.94	 739.47	 -15782.1	 
402.617	 729965	 990345	 552586	 -426.94	 739.47	 -15782.1	 
402.65	 732781	 986936	 552411	 -426.94	 739.47	 -15782.1	 
402.633	 720135	 1.0137e+006	 552358	 -426.94	 739.47	 -15782.1	 
402.667	 730202	 990533	 552264	 -426.94	 739.47	 -15782.1	 
402.7	 732807	 987254	 552152	 -426.94	 739.47	 -15782.1	 
402.683	 719869	 1.01376e+006	 552122	 -426.94	 739.47	 -15782.1	 
402.717	 730400	 990726	 552078	 -426.94	 739.47	 -15782.1	 
402.75	 732785	 987564	 552045	 -426.94	 739.47	 -15782.1	 
402.733	 719575	 1.01377e+006	 552041	 -426.94	 739.47	 -15782.1	 
402.767	 730560	 990881	 552048	 -426.94	 739.47	 -15782.1	 
402.8	 732752	 987820	 552081	 -426.94	 739.47	 -15782.1	 
402.783	 719313	 1.01377e+006	 552096	 -426.94	 739.47	 -15782.1	 
402.817	 730743	 990963	 552132	 -426.94	 739.47	 -15782.1	 
402.85	 732767	 988012	 552193	 -426.94	 739.47	 -15782.2	 
402.833	 719096	 1.01371e+006	 552213	 -426.94	 739.47	 -15782.2	 
402.867	 730997	 990994	 552254	 -426.94	 739.47	 -15782.2	 
402.9	 732871	 988212	 552311	 -426.94	 739.47	 -15782.2	 
402.883	 719034	 1.01364e+006	 552328	 -426.94	 739.47	 -15782.2	 
402.917	 731373	 991075	 552362	 -426.94	 739.47	 -15782.2	 
402.95	 733106	 988480	 552409	 -426.94	 739.47	 -15782.2	 
402.933	 719125	 1.01356e+006	 552425	 -426.94	 739.47	 -15782.2	 
402.967	 731874	 991228	 552460	 -426.94	 739.47	 -15782.2	 
403	 733458	 988787	 552517	 -426.94	 739.47	 -15782.2	 
402.983	 719326	 1.01345e+006	 552538	 -426.94	 739.47	 -15782.2	 
403.017	 732465	 991378	 552585	 -426.94	 739.47	 -15782.2	 
403.05	 733834	 989025	 552667	 -426.94	 739.47	 -15782.1	 
403.033	 719589	 1.01332e+006	 552699	 -426.94	 739.47	 -15782.1	 
403.067	 733022	 991418	 552772	 -426.94	 739.47	 -15782.1	 
403.1	 734111	 989157	 552902	 -426.94	 739.47	 -15782.1	 
403.083	 719871	 1.01315e+006	 552951	 -426.94	 739.47	 -15782.1	 
403.117	 733454	 991372	 553060	 -426.94	 739.47	 -15782.1	 
403.15	 734279	 989266	 553243	 -426.94	 739.47	 -15782.1	 
403.133	 720136	 1.01291e+006	 553310	 -426.94	 739.47	 -15782.1	 
403.167	 733824	 991358	 553450	 -426.94	 739.47	 -15782.1	 
403.2	 734409	 989423	 553666	 -426.94	 739.47	 -15782.1	 
403.183	 720361	 1.01258e+006	 553738	 -426.94	 739.47	 -15782.1	 
403.217	 734176	 991403	 553881	 -426.94	 739.47	 -15782.1	 
403.25	 734541	 989598	 554080	 -426.94	 739.47	 -15782.1	 
403.233	 720647	 1.01227e+006	 554141	 -426.94	 739.47	 -15782.1	 
403.267	 734568	 991418	 554259	 -426.94	 739.47	 -15782.1	 
403.3	 734717	 989682	 554418	 -426.94	 739.47	 -15782.1	 
403.283	 720974	 1.01196e+006	 554467	 -426.94	 739.47	 -15782.1	 
403.317	 734983	 991296	 554562	 -426.94	 739.47	 -15782.1	 
403.35	 734909	 989673	 554693	 -426.94	 739.47	 -15782.1	 
403.333	 721366	 1.01169e+006	 554734	 -426.94	 739.47	 -15782.1	 
403.367	 735393	 991144	 554817	 -426.94	 739.47	 -15782.1	 
