3.1643767	7.136542	656.00433	379.4679	17059.078	9698.065	0.47691375
3.4879024	7.020448	636.93805	364.19818	16874.213	9480.094	0.14434242
3.849333	6.8227353	615.06494	355.85733	16674.36	9421.852	0.08610022
3.4655635	7.0312724	635.0551	369.55807	18373.953	10446.719	0.38833788
3.585286	7.1127505	634.87213	364.0582	16942.652	9711.794	0.2424639
3.4444256	6.7760534	625.41235	356.5563	16947.768	9497.156	0.17860523
3.888729	7.1126094	643.69885	368.02634	16910.98	9533.951	0.08361259
3.502453	6.9045367	637.0158	366.1895	18373.629	10426.911	0.36853594
4.093827	7.1656046	646.2584	368.85364	16793.887	9504.473	0.11239585
4.089163	7.028825	636.9556	365.48526	16639.13	9439.516	0.17441523
3.8976953	7.1760974	649.9788	371.07898	17170.475	9710.811	0.16341157
3.0844822	7.057532	635.9994	368.1851	18257.69	10419.4795	0.65216905
3.9350054	6.8406506	637.2804	364.21988	17333.068	9802.827	0.12603383
3.972588	7.2537775	650.4837	371.967	16848.055	9590.425	0.16382779
4.070753	7.0316505	657.548	372.33112	17173.582	9661.109	-0.010955066
3.955052	6.936628	643.6473	371.35983	17506.516	9843.342	0.17117895
3.919383	7.0163307	646.20685	372.019	17297.736	9785.048	0.12441511
3.6918163	7.078758	651.0438	369.138	16943.074	9622.17	0.13667499
3.1233156	6.795621	628.2758	359.47992	17130.48	9597.975	0.056963205
3.221143	7.149444	658.72156	378.02155	16849.953	9574.557	0.52768224
3.6664667	7.0036254	626.28375	362.56046	16535.408	9447.703	0.10195468
3.292944	7.0559273	667.9999	383.8815	17513.512	9799.746	0.42976773
3.5104628	6.560382	647.2145	367.75116	18358.049	10375.075	0.2757046
3.7265167	6.99777	636.9346	364.9184	17320.654	9798.148	0.31504235
3.603131	6.900444	633.68384	361.7449	16907.553	9516.102	0.110765725
3.820383	7.046547	648.71295	367.9008	17520.322	9833.55	0.02825114
3.6757975	7.0048757	643.865	369.89102	16678.832	9493.358	0.2616036
3.5154998	7.059999	647.80914	368.18207	16907.404	9621.615	0.24495764
3.7234666	6.907757	632.07947	359.8267	17007.887	9527.315	0.19157238
3.9876082	7.0758743	645.1908	368.59903	16635.838	9419.838	0.12031167
