HawtC2_ProjectName: 5MW_PowerProduction_Spar2 更多消息和教程请访问：http://www.hawtc.cn/
Powered By OpenWECD.HawtC2.MBD @CopyRight 赵子祯
Time	PtfmTDxt  	PtfmTDyt  	PtfmTDzt  	PtfmSurge 	PtfmSway  	PtfmHeave 	PtfmRoll  	PtfmPitch 	PtfmYaw   	
(s)	(m)       	(m)       	(m)       	(m)       	(m)       	(m)       	(deg)     	(deg)     	(deg)     	
77.650000	23.917994	-0.445325	0.156567	23.901739	-0.050174	-0.998800	-0.126146	2.769338	0.948925	
77.700000	23.929726	-0.452118	0.162660	23.913603	-0.051048	-0.999792	-0.124793	2.784935	0.962589	
77.750000	23.941660	-0.458796	0.168886	23.925676	-0.052031	-1.000743	-0.123368	2.800714	0.975698	
77.800000	23.953819	-0.465262	0.175251	23.937971	-0.053124	-1.001654	-0.121879	2.816683	0.988012	
77.850000	23.966179	-0.471393	0.181750	23.950468	-0.054321	-1.002521	-0.120336	2.832828	0.999251	
77.900000	23.978714	-0.477066	0.188374	23.963139	-0.055615	-1.003345	-0.118755	2.849130	1.009143	
77.950000	23.991415	-0.482195	0.195121	23.975969	-0.056999	-1.004124	-0.117146	2.865578	1.017508	
78.000000	24.004284	-0.486776	0.201991	23.988960	-0.058464	-1.004858	-0.115515	2.882172	1.024354	
78.050000	24.017313	-0.490799	0.208981	24.002106	-0.060000	-1.005547	-0.113869	2.898908	1.029683	
78.100000	24.030479	-0.494254	0.216087	24.015387	-0.061599	-1.006189	-0.112216	2.915771	1.033495	
78.150000	24.043785	-0.497148	0.223306	24.028797	-0.063256	-1.006784	-0.110559	2.932759	1.035825	
78.200000	24.057224	-0.499473	0.230638	24.042334	-0.064958	-1.007333	-0.108906	2.949865	1.036683	
78.250000	24.070766	-0.501196	0.238073	24.055965	-0.066686	-1.007833	-0.107273	2.967069	1.036041	
78.300000	24.084349	-0.502298	0.245592	24.069632	-0.068416	-1.008282	-0.105676	2.984328	1.033917	
78.350000	24.097889	-0.502855	0.253172	24.083248	-0.070128	-1.008676	-0.104123	3.001584	1.030545	
78.400000	24.111319	-0.502914	0.260791	24.096750	-0.071803	-1.009012	-0.102623	3.018791	1.026088	
78.450000	24.124611	-0.502564	0.268439	24.110111	-0.073426	-1.009293	-0.101178	3.035933	1.020793	
78.500000	24.137774	-0.501994	0.276115	24.123341	-0.074994	-1.009520	-0.099776	3.053011	1.015122	
78.550000	24.150789	-0.501410	0.283815	24.136431	-0.076501	-1.009695	-0.098407	3.070022	1.009575	
78.600000	24.163616	-0.501002	0.291524	24.149338	-0.077941	-1.009818	-0.097058	3.086938	1.004616	
78.650000	24.176201	-0.500924	0.299228	24.162016	-0.079316	-1.009886	-0.095717	3.103723	1.000611	
78.700000	24.188530	-0.501280	0.306923	24.174450	-0.080630	-1.009899	-0.094373	3.120370	0.997790	
78.750000	24.200619	-0.502143	0.314609	24.186659	-0.081885	-1.009860	-0.093019	3.136889	0.996324	
78.800000	24.212481	-0.503570	0.322290	24.198658	-0.083075	-1.009772	-0.091654	3.153291	0.996359	
78.850000	24.224102	-0.505627	0.329961	24.210436	-0.084196	-1.009635	-0.090274	3.169567	0.998054	
78.900000	24.235456	-0.508346	0.337615	24.221964	-0.085253	-1.009446	-0.088873	3.185699	1.001473	
78.950000	24.246542	-0.511696	0.345251	24.233238	-0.086257	-1.009203	-0.087446	3.201683	1.006519	
79.000000	24.257393	-0.515662	0.352881	24.244299	-0.087220	-1.008910	-0.085987	3.217548	1.013121	
79.050000	24.268080	-0.520205	0.360525	24.255211	-0.088149	-1.008569	-0.084493	3.233336	1.021163	
79.100000	24.278652	-0.525193	0.368198	24.266026	-0.089052	-1.008180	-0.082971	3.249085	1.030319	
79.150000	24.289146	-0.530479	0.375912	24.276773	-0.089943	-1.007746	-0.081423	3.264814	1.040195	
79.200000	24.299597	-0.535978	0.383677	24.287489	-0.090844	-1.007265	-0.079842	3.280547	1.050547	
79.250000	24.310055	-0.541611	0.391508	24.298218	-0.091761	-1.006741	-0.078230	3.296316	1.061165	
79.300000	24.320572	-0.547280	0.399421	24.309017	-0.092694	-1.006176	-0.076597	3.312160	1.071819	
79.350000	24.331186	-0.552916	0.407427	24.319918	-0.093648	-1.005571	-0.074942	3.328101	1.082331	
79.400000	24.341908	-0.558472	0.415530	24.330931	-0.094640	-1.004927	-0.073262	3.344146	1.092552	
79.450000	24.352739	-0.563914	0.423732	24.342058	-0.095684	-1.004242	-0.071549	3.360298	1.102370	
79.500000	24.363712	-0.569122	0.432040	24.353327	-0.096774	-1.003520	-0.069818	3.376575	1.111513	
79.550000	24.374851	-0.573945	0.440461	24.364765	-0.097903	-1.002762	-0.068085	3.392996	1.119645	
79.600000	24.386171	-0.578293	0.448997	24.376375	-0.099074	-1.001968	-0.066356	3.409561	1.126545	
79.650000	24.397648	-0.582098	0.457642	24.388134	-0.100298	-1.001136	-0.064630	3.426254	1.132034	
79.700000	24.409243	-0.585350	0.466387	24.400009	-0.101586	-1.000264	-0.062902	3.443057	1.136061	
79.750000	24.420956	-0.588022	0.475232	24.411993	-0.102943	-0.999351	-0.061173	3.459960	1.138562	
79.800000	24.432812	-0.590093	0.484181	24.424114	-0.104366	-0.998399	-0.059445	3.476983	1.139488	
79.850000	24.444857	-0.591612	0.493248	24.436413	-0.105855	-0.997411	-0.057716	3.494153	1.138955	
79.900000	24.457087	-0.592624	0.502432	24.448893	-0.107409	-0.996390	-0.055983	3.511475	1.137079	
79.950000	24.469450	-0.593177	0.511718	24.461504	-0.109022	-0.995331	-0.054244	3.528909	1.133984	
80.000000	24.481863	-0.593347	0.521080	24.474159	-0.110692	-0.994230	-0.052497	3.546399	1.129863	
80.050000	24.494257	-0.593204	0.530499	24.486794	-0.112407	-0.993083	-0.050740	3.563899	1.124910	
80.100000	24.506596	-0.592791	0.539963	24.499374	-0.114149	-0.991889	-0.048983	3.581383	1.119268	
80.150000	24.518866	-0.592229	0.549465	24.511887	-0.115912	-0.990649	-0.047218	3.598842	1.113240	
80.200000	24.531046	-0.591686	0.559002	24.524317	-0.117701	-0.989363	-0.045428	3.616268	1.107208	
80.250000	24.543118	-0.591308	0.568563	24.536646	-0.119527	-0.988031	-0.043593	3.633643	1.101483	
80.300000	24.555052	-0.591248	0.578143	24.548853	-0.121395	-0.986655	-0.041697	3.650956	1.096419	
80.350000	24.566864	-0.591634	0.587741	24.560953	-0.123295	-0.985236	-0.039734	3.668213	1.092325	
80.400000	24.578568	-0.592549	0.597361	24.572962	-0.125215	-0.983778	-0.037704	3.685425	1.089429	
80.450000	24.590132	-0.594063	0.606991	24.584850	-0.127150	-0.982280	-0.035602	3.702572	1.087900	
80.500000	24.601490	-0.596168	0.616613	24.596554	-0.129094	-0.980738	-0.033433	3.719608	1.087736	
80.550000	24.612581	-0.598809	0.626208	24.608006	-0.131037	-0.979146	-0.031209	3.736487	1.088836	
80.600000	24.623362	-0.601951	0.635763	24.619165	-0.132961	-0.977501	-0.028940	3.753180	1.091156	
80.650000	24.633825	-0.605570	0.645276	24.630024	-0.134857	-0.975802	-0.026637	3.769680	1.094665	
80.700000	24.643984	-0.609662	0.654750	24.640594	-0.136725	-0.974049	-0.024298	3.785994	1.099350	
80.750000	24.653866	-0.614163	0.664193	24.650902	-0.138565	-0.972243	-0.021929	3.802141	1.105058	
80.800000	24.663502	-0.618955	0.673617	24.660978	-0.140377	-0.970384	-0.019542	3.818141	1.111512	
80.850000	24.672935	-0.623906	0.683032	24.670862	-0.142160	-0.968474	-0.017149	3.834020	1.118410	
80.900000	24.682190	-0.628909	0.692446	24.680573	-0.143909	-0.966512	-0.014762	3.849792	1.125509	
80.950000	24.691273	-0.633833	0.701863	24.690115	-0.145621	-0.964496	-0.012397	3.865458	1.132516	
81.000000	24.700165	-0.638615	0.711278	24.699472	-0.147291	-0.962425	-0.010062	3.881009	1.139293	
81.050000	24.708866	-0.643220	0.720690	24.708639	-0.148913	-0.960297	-0.007765	3.896441	1.145778	
81.100000	24.717394	-0.647592	0.730104	24.717632	-0.150480	-0.958113	-0.005514	3.911765	1.151857	
81.150000	24.725782	-0.651679	0.739529	24.726484	-0.151992	-0.955877	-0.003315	3.927004	1.157405	
81.200000	24.734053	-0.655433	0.748971	24.735218	-0.153455	-0.953590	-0.001170	3.942173	1.162299	
81.250000	24.742218	-0.658736	0.758432	24.743839	-0.154863	-0.951252	0.000908	3.957277	1.166276	
81.300000	24.750277	-0.661457	0.767912	24.752346	-0.156213	-0.948864	0.002902	3.972315	1.169048	
81.350000	24.758251	-0.663572	0.777416	24.760759	-0.157515	-0.946427	0.004817	3.987303	1.170534	
81.400000	24.766195	-0.665137	0.786959	24.769133	-0.158786	-0.943947	0.006667	4.002276	1.170817	
81.450000	24.774172	-0.666198	0.796558	24.777529	-0.160042	-0.941428	0.008466	4.017280	1.169975	
81.500000	24.782219	-0.666804	0.806227	24.785994	-0.161293	-0.938876	0.010225	4.032345	1.168087	
81.550000	24.790358	-0.667019	0.815971	24.794544	-0.162556	-0.936291	0.011960	4.047484	1.165270	
81.600000	24.798576	-0.666929	0.825789	24.803177	-0.163843	-0.933672	0.013685	4.062693	1.161689	
81.650000	24.806875	-0.666569	0.835678	24.811884	-0.165153	-0.931021	0.015404	4.077968	1.157432	
81.700000	24.815252	-0.665936	0.845640	24.820673	-0.166478	-0.928338	0.017112	4.093313	1.152512	
81.750000	24.823709	-0.665035	0.855672	24.829540	-0.167818	-0.925625	0.018810	4.108727	1.146938	
81.800000	24.832203	-0.663911	0.865762	24.838446	-0.169185	-0.922879	0.020507	4.124180	1.140792	
81.850000	24.840666	-0.662676	0.875888	24.847319	-0.170589	-0.920094	0.022223	4.139625	1.134312	
81.900000	24.849045	-0.661485	0.886036	24.856119	-0.172039	-0.917272	0.023978	4.155033	1.127835	
81.950000	24.857367	-0.660472	0.896211	24.864872	-0.173543	-0.914415	0.025790	4.170422	1.121651	
82.000000	24.865700	-0.659775	0.906428	24.873648	-0.175122	-0.911535	0.027685	4.185836	1.116030	
82.050000	24.874071	-0.659489	0.916695	24.882481	-0.176790	-0.908635	0.029683	4.201302	1.111149	
82.100000	24.882452	-0.659665	0.927001	24.891338	-0.178553	-0.905715	0.031790	4.216793	1.107119	
82.150000	24.890755	-0.660318	0.937322	24.900135	-0.180404	-0.902766	0.034006	4.232252	1.103987	
82.200000	24.898914	-0.661430	0.947638	24.908806	-0.182333	-0.899785	0.036324	4.247633	1.101744	
82.250000	24.906910	-0.662977	0.957942	24.917328	-0.184333	-0.896768	0.038735	4.262918	1.100347	
82.300000	24.914730	-0.664973	0.968229	24.925690	-0.186401	-0.893714	0.041242	4.278097	1.099835	
82.350000	24.922323	-0.667475	0.978485	24.933840	-0.188535	-0.890620	0.043848	4.293136	1.100344	
82.400000	24.929623	-0.670506	0.988692	24.941715	-0.190726	-0.887478	0.046551	4.307990	1.101953	
82.450000	24.936600	-0.673991	0.998841	24.949286	-0.192956	-0.884285	0.049333	4.322636	1.104526	
82.500000	24.943287	-0.677810	1.008941	24.956573	-0.195214	-0.881041	0.052174	4.337091	1.107816	
82.550000	24.949728	-0.681893	1.019004	24.963631	-0.197502	-0.877750	0.055069	4.351387	1.111656	
82.600000	24.955938	-0.686130	1.029032	24.970461	-0.199813	-0.874414	0.058002	4.365527	1.115804	
82.650000	24.961870	-0.690385	1.039014	24.977022	-0.202136	-0.871026	0.060951	4.379481	1.119977	
82.700000	24.967485	-0.694560	1.048934	24.983263	-0.204453	-0.867581	0.063897	4.393213	1.123996	
82.750000	24.972755	-0.698602	1.058787	24.989161	-0.206745	-0.864077	0.066821	4.406710	1.127779	
82.800000	24.977694	-0.702444	1.068573	24.994724	-0.208991	-0.860515	0.069703	4.419974	1.131227	
82.850000	24.982304	-0.706000	1.078293	24.999956	-0.211173	-0.856895	0.072525	4.433009	1.134180	
82.900000	24.986580	-0.709220	1.087944	25.004845	-0.213283	-0.853216	0.075275	4.445806	1.136544	
82.950000	24.990513	-0.712055	1.097524	25.009384	-0.215314	-0.849477	0.077944	4.458362	1.138224	
83.000000	24.994127	-0.714437	1.107038	25.013596	-0.217245	-0.845680	0.080512	4.470691	1.139108	
83.050000	24.997478	-0.716321	1.116503	25.017532	-0.219061	-0.841829	0.082964	4.482830	1.139133	
83.100000	25.000607	-0.717713	1.125930	25.021238	-0.220759	-0.837929	0.085300	4.494809	1.138306	
83.150000	25.003544	-0.718606	1.135328	25.024738	-0.222354	-0.833979	0.087527	4.506647	1.136589	
83.200000	25.006304	-0.718976	1.144706	25.028055	-0.223854	-0.829981	0.089646	4.518359	1.133896	
83.250000	25.008921	-0.718800	1.154071	25.031214	-0.225260	-0.825936	0.091655	4.529964	1.130178	
83.300000	25.011412	-0.718073	1.163432	25.034239	-0.226569	-0.821846	0.093551	4.541477	1.125430	
83.350000	25.013796	-0.716828	1.172792	25.037148	-0.227781	-0.817713	0.095338	4.552912	1.119725	
83.400000	25.016088	-0.715146	1.182153	25.039955	-0.228904	-0.813540	0.097030	4.564279	1.113228	
83.450000	25.018291	-0.713106	1.191517	25.042667	-0.229946	-0.809330	0.098639	4.575584	1.106101	
83.500000	25.020403	-0.710798	1.200881	25.045288	-0.230913	-0.805086	0.100179	4.586827	1.098545	
83.550000	25.022432	-0.708340	1.210246	25.047825	-0.231809	-0.800811	0.101666	4.598017	1.090809	
83.600000	25.024422	-0.705821	1.219621	25.050323	-0.232649	-0.796513	0.103118	4.609182	1.083065	
83.650000	25.026421	-0.703365	1.229019	25.052841	-0.233466	-0.792201	0.104568	4.620364	1.075523	
83.700000	25.028484	-0.701105	1.238455	25.055433	-0.234296	-0.787882	0.106052	4.631600	1.068397	
83.750000	25.030628	-0.699143	1.247930	25.058119	-0.235168	-0.783562	0.107598	4.642902	1.061853	
83.800000	25.032845	-0.697548	1.257441	25.060886	-0.236095	-0.779240	0.109223	4.654265	1.056026	
83.850000	25.035103	-0.696409	1.266981	25.063717	-0.237086	-0.774916	0.110941	4.665671	1.051093	
83.900000	25.037378	-0.695839	1.276540	25.066584	-0.238154	-0.770589	0.112773	4.677105	1.047290	
83.950000	25.039654	-0.695908	1.286113	25.069468	-0.239313	-0.766257	0.114738	4.688550	1.044737	
84.000000	25.041893	-0.696614	1.295691	25.072338	-0.240574	-0.761918	0.116839	4.699987	1.043415	
84.050000	25.044086	-0.697948	1.305269	25.075180	-0.241938	-0.757568	0.119079	4.711403	1.043295	
84.100000	25.046217	-0.699847	1.314845	25.077980	-0.243398	-0.753208	0.121445	4.722789	1.044254	
84.150000	25.048290	-0.702215	1.324416	25.080734	-0.244946	-0.748835	0.123923	4.734141	1.046085	
84.200000	25.050289	-0.704960	1.333979	25.083429	-0.246590	-0.744448	0.126507	4.745448	1.048564	
84.250000	25.052185	-0.707976	1.343526	25.086033	-0.248336	-0.740042	0.129189	4.756689	1.051435	
84.300000	25.053955	-0.711160	1.353048	25.088512	-0.250183	-0.735614	0.131955	4.767838	1.054467	
84.350000	25.055550	-0.714444	1.362531	25.090822	-0.252121	-0.731158	0.134794	4.778867	1.057527	
84.400000	25.056938	-0.717728	1.371964	25.092924	-0.254135	-0.726670	0.137683	4.789743	1.060426	
84.450000	25.058079	-0.720931	1.381338	25.094780	-0.256214	-0.722146	0.140608	4.800443	1.063000	
84.500000	25.058945	-0.724012	1.390640	25.096355	-0.258348	-0.717581	0.143556	4.810943	1.065187	
84.550000	25.059488	-0.726891	1.399861	25.097605	-0.260508	-0.712970	0.146503	4.821209	1.066870	
84.600000	25.059679	-0.729434	1.408988	25.098490	-0.262651	-0.708306	0.149407	4.831216	1.067838	
84.650000	25.059502	-0.731536	1.418019	25.098991	-0.264749	-0.703587	0.152241	4.840947	1.067920	
84.700000	25.058945	-0.733127	1.426951	25.099102	-0.266786	-0.698810	0.154984	4.850400	1.066990	
84.750000	25.058023	-0.734123	1.435787	25.098829	-0.268746	-0.693975	0.157619	4.859578	1.064893	
84.800000	25.056751	-0.734416	1.444530	25.098183	-0.270606	-0.689082	0.160118	4.868490	1.061435	
84.850000	25.055132	-0.733947	1.453182	25.097168	-0.272345	-0.684132	0.162461	4.877138	1.056527	
84.900000	25.053158	-0.732694	1.461739	25.095778	-0.273949	-0.679124	0.164639	4.885516	1.050147	
84.950000	25.050821	-0.730676	1.470197	25.094000	-0.275417	-0.674059	0.166650	4.893618	1.042348	
85.000000	25.048111	-0.727975	1.478552	25.091829	-0.276749	-0.668937	0.168505	4.901440	1.033309	
85.050000	25.045029	-0.724726	1.486803	25.089270	-0.277945	-0.663762	0.170219	4.908982	1.023346	
85.100000	25.041578	-0.721038	1.494950	25.086329	-0.278987	-0.658537	0.171795	4.916254	1.012741	
85.150000	25.037779	-0.717018	1.502995	25.083031	-0.279862	-0.653267	0.173236	4.923270	1.001769	
85.200000	25.033663	-0.712786	1.510947	25.079409	-0.280573	-0.647959	0.174560	4.930052	0.990695	
85.250000	25.029282	-0.708419	1.518820	25.075518	-0.281138	-0.642620	0.175786	4.936640	0.979652	
85.300000	25.024700	-0.704018	1.526632	25.071426	-0.281576	-0.637259	0.176935	4.943083	0.968828	
85.350000	25.019981	-0.699684	1.534399	25.067204	-0.281896	-0.631885	0.178027	4.949424	0.958422	
85.400000	25.015175	-0.695477	1.542134	25.062895	-0.282106	-0.626506	0.179071	4.955701	0.948561	
85.450000	25.010302	-0.691488	1.549844	25.058531	-0.282228	-0.621125	0.180093	4.961931	0.939399	
85.500000	25.005388	-0.687852	1.557534	25.054134	-0.282300	-0.615748	0.181131	4.968131	0.931157	
85.550000	25.000460	-0.684681	1.565210	25.049738	-0.282352	-0.610381	0.182215	4.974326	0.924023	
85.600000	24.995564	-0.682023	1.572884	25.045389	-0.282398	-0.605032	0.183360	4.980545	0.918074	
85.650000	24.990744	-0.679906	1.580566	25.041132	-0.282449	-0.599706	0.184575	4.986820	0.913350	
85.700000	24.985998	-0.678351	1.588258	25.036966	-0.282525	-0.594404	0.185876	4.993153	0.909850	
85.750000	24.981293	-0.677336	1.595951	25.032856	-0.282650	-0.589121	0.187274	4.999517	0.907474	
85.800000	24.976612	-0.676831	1.603640	25.028784	-0.282844	-0.583853	0.188778	5.005902	0.906109	
85.850000	24.971994	-0.676819	1.611339	25.024790	-0.283120	-0.578604	0.190393	5.012334	0.905687	
85.900000	24.967499	-0.677256	1.619062	25.020929	-0.283484	-0.573379	0.192116	5.018854	0.906092	
85.950000	24.963152	-0.678081	1.626818	25.017229	-0.283941	-0.568183	0.193946	5.025476	0.907166	
86.000000	24.958920	-0.679251	1.634597	25.013657	-0.284508	-0.563010	0.195884	5.032181	0.908781	
86.050000	24.954773	-0.680732	1.642391	25.010178	-0.285193	-0.557857	0.197934	5.038943	0.910836	
86.100000	24.950697	-0.682469	1.650196	25.006777	-0.286000	-0.552720	0.200090	5.045752	0.913201	
86.150000	24.946680	-0.684391	1.658009	25.003439	-0.286923	-0.547597	0.202340	5.052597	0.915726	
86.200000	24.942678	-0.686402	1.665820	25.000122	-0.287955	-0.542480	0.204668	5.059449	0.918208	
86.250000	24.938641	-0.688393	1.673615	24.996767	-0.289083	-0.537362	0.207053	5.066266	0.920429	
86.300000	24.934528	-0.690237	1.681381	24.993332	-0.290285	-0.532237	0.209468	5.073021	0.922148	
86.350000	24.930326	-0.691794	1.689113	24.989799	-0.291539	-0.527103	0.211881	5.079698	0.923094	
86.400000	24.926033	-0.692947	1.696809	24.986160	-0.292821	-0.521959	0.214266	5.086294	0.923055	
86.450000	24.921612	-0.693609	1.704459	24.982384	-0.294104	-0.516801	0.216594	5.092784	0.921890	
86.500000	24.917004	-0.693737	1.712042	24.978399	-0.295364	-0.511622	0.218847	5.099120	0.919557	
86.550000	24.912130	-0.693340	1.719537	24.974134	-0.296583	-0.506414	0.221014	5.105251	0.916125	
86.600000	24.906944	-0.692454	1.726928	24.969538	-0.297748	-0.501174	0.223093	5.111140	0.911700	
86.650000	24.901403	-0.691144	1.734203	24.964571	-0.298850	-0.495897	0.225086	5.116761	0.906458	
86.700000	24.895468	-0.689507	1.741348	24.959196	-0.299876	-0.490582	0.226997	5.122084	0.900650	
86.750000	24.889091	-0.687648	1.748349	24.953367	-0.300814	-0.485226	0.228831	5.127079	0.894547	
86.800000	24.882219	-0.685697	1.755187	24.947033	-0.301651	-0.479825	0.230598	5.131708	0.888476	
86.850000	24.874826	-0.683732	1.761856	24.940172	-0.302374	-0.474380	0.232300	5.135954	0.882652	
86.900000	24.866928	-0.681788	1.768354	24.932798	-0.302969	-0.468893	0.233932	5.139827	0.877182	
86.950000	24.858545	-0.679943	1.774688	24.924932	-0.303435	-0.463371	0.235504	5.143344	0.872248	
87.000000	24.849689	-0.678283	1.780859	24.916595	-0.303775	-0.457817	0.237028	5.146513	0.868045	
87.050000	24.840372	-0.676824	1.786866	24.907791	-0.303981	-0.452235	0.238501	5.149340	0.864622	
87.100000	24.830599	-0.675573	1.792711	24.898533	-0.304051	-0.446628	0.239924	5.151833	0.862004	
87.150000	24.820385	-0.674560	1.798394	24.888830	-0.303992	-0.441000	0.241304	5.154000	0.860244	
87.200000	24.809746	-0.673828	1.803919	24.878700	-0.303819	-0.435355	0.242656	5.155852	0.859407	
87.250000	24.798698	-0.673428	1.809292	24.868168	-0.303548	-0.429696	0.243994	5.157406	0.859571	
87.300000	24.787285	-0.673405	1.814522	24.857267	-0.303198	-0.424028	0.245337	5.158687	0.860804	
87.350000	24.775557	-0.673808	1.819626	24.846056	-0.302791	-0.418356	0.246701	5.159735	0.863164	
87.400000	24.763567	-0.674650	1.824624	24.834591	-0.302347	-0.412686	0.248102	5.160591	0.866631	
87.450000	24.751383	-0.675879	1.829536	24.822937	-0.301882	-0.407021	0.249541	5.161297	0.871056	
87.500000	24.739071	-0.677427	1.834380	24.811157	-0.301404	-0.401367	0.251016	5.161901	0.876256	
87.550000	24.726679	-0.679262	1.839175	24.799303	-0.300926	-0.395729	0.252528	5.162438	0.882131	
87.600000	24.714245	-0.681389	1.843929	24.787411	-0.300461	-0.390111	0.254088	5.162936	0.888658	
87.650000	24.701797	-0.683892	1.848651	24.775515	-0.300031	-0.384518	0.255717	5.163415	0.895985	
87.700000	24.689365	-0.686841	1.853351	24.763645	-0.299652	-0.378954	0.257436	5.163901	0.904236	
87.750000	24.676991	-0.690238	1.858038	24.751839	-0.299336	-0.373423	0.259250	5.164417	0.913386	
87.800000	24.664682	-0.693994	1.862719	24.740110	-0.299095	-0.367924	0.261155	5.164975	0.923204	
87.850000	24.652454	-0.697953	1.867399	24.728468	-0.298943	-0.362457	0.263140	5.165581	0.933298	
87.900000	24.640335	-0.701922	1.872086	24.716932	-0.298887	-0.357021	0.265185	5.166253	0.943198	
87.950000	24.628353	-0.705728	1.876789	24.705530	-0.298930	-0.351616	0.267269	5.167007	0.952500	
88.000000	24.616518	-0.709257	1.881510	24.694265	-0.299061	-0.346244	0.269371	5.167850	0.960956	
88.050000	24.604809	-0.712438	1.886244	24.683119	-0.299263	-0.340902	0.271472	5.168767	0.968445	
88.100000	24.593199	-0.715213	1.890980	24.672056	-0.299518	-0.335586	0.273557	5.169735	0.974866	
88.150000	24.581646	-0.717590	1.895708	24.661043	-0.299823	-0.330293	0.275621	5.170729	0.980254	
88.200000	24.570129	-0.719627	1.900418	24.650047	-0.300172	-0.325021	0.277672	5.171727	0.984750	
88.250000	24.558599	-0.721369	1.905096	24.639032	-0.300555	-0.319768	0.279706	5.172704	0.988485	
88.300000	24.547020	-0.722861	1.909730	24.627958	-0.300957	-0.314532	0.281723	5.173628	0.991600	
88.350000	24.535349	-0.724175	1.914305	24.616779	-0.301375	-0.309309	0.283728	5.174471	0.994269	
88.400000	24.523548	-0.725350	1.918809	24.605461	-0.301809	-0.304098	0.285728	5.175205	0.996586	
88.450000	24.511574	-0.726414	1.923229	24.593964	-0.302249	-0.298895	0.287718	5.175802	0.998638	
88.500000	24.499376	-0.727372	1.927548	24.582230	-0.302678	-0.293697	0.289691	5.176222	1.000481	
88.550000	24.486885	-0.728282	1.931744	24.570194	-0.303083	-0.288497	0.291646	5.176419	1.002281	
88.600000	24.474049	-0.729220	1.935801	24.557806	-0.303454	-0.283293	0.293588	5.176354	1.004240	
88.650000	24.460846	-0.730238	1.939710	24.545042	-0.303782	-0.278085	0.295516	5.176013	1.006505	
88.700000	24.447248	-0.731419	1.943461	24.531879	-0.304057	-0.272875	0.297437	5.175378	1.009293	
88.750000	24.433231	-0.732820	1.947044	24.518291	-0.304266	-0.267660	0.299351	5.174428	1.012771	
88.800000	24.418751	-0.734479	1.950444	24.504236	-0.304401	-0.262439	0.301257	5.173136	1.017047	
88.850000	24.403793	-0.736488	1.953655	24.489702	-0.304469	-0.257215	0.303172	5.171489	1.022324	
88.900000	24.388374	-0.738894	1.956682	24.474703	-0.304476	-0.251990	0.305105	5.169500	1.028702	
88.950000	24.372522	-0.741664	1.959532	24.459276	-0.304417	-0.246768	0.307048	5.167193	1.036113	
89.000000	24.356279	-0.744783	1.962218	24.443453	-0.304297	-0.241551	0.309003	5.164589	1.044512	
89.050000	24.339647	-0.748253	1.964743	24.427244	-0.304128	-0.236340	0.310977	5.161696	1.053882	
89.100000	24.322639	-0.752061	1.967110	24.410654	-0.303918	-0.231133	0.312972	5.158517	1.064167	
89.150000	24.305264	-0.756216	1.969324	24.393700	-0.303672	-0.225934	0.314992	5.155066	1.075388	
89.200000	24.287561	-0.760734	1.971396	24.376423	-0.303379	-0.220746	0.317035	5.151372	1.087601	
89.250000	24.269596	-0.765581	1.973344	24.358883	-0.303031	-0.215577	0.319090	5.147473	1.100751	
89.300000	24.251408	-0.770721	1.975179	24.341124	-0.302635	-0.210431	0.321157	5.143404	1.114731	
89.350000	24.233036	-0.776101	1.976915	24.323181	-0.302210	-0.205310	0.323240	5.139188	1.129375	
89.400000	24.214506	-0.781623	1.978560	24.305079	-0.301767	-0.200215	0.325333	5.134846	1.144427	
89.450000	24.195848	-0.787123	1.980124	24.286842	-0.301301	-0.195146	0.327411	5.130395	1.159512	
89.500000	24.177099	-0.792439	1.981618	24.268503	-0.300806	-0.190103	0.329452	5.125860	1.174255	
89.550000	24.158304	-0.797473	1.983060	24.250109	-0.300292	-0.185090	0.331447	5.121275	1.188400	
89.600000	24.139519	-0.802164	1.984464	24.231709	-0.299772	-0.180110	0.333397	5.116673	1.201766	
89.650000	24.120773	-0.806469	1.985839	24.213331	-0.299257	-0.175164	0.335302	5.112079	1.214225	
89.700000	24.102085	-0.810355	1.987194	24.194998	-0.298744	-0.170255	0.337155	5.107506	1.225698	
89.750000	24.083458	-0.813830	1.988527	24.176708	-0.298232	-0.165382	0.338958	5.102954	1.236208	
89.800000	24.064882	-0.816939	1.989837	24.158457	-0.297722	-0.160546	0.340718	5.098421	1.245856	
89.850000	24.046368	-0.819700	1.991123	24.140251	-0.297216	-0.155749	0.342436	5.093910	1.254680	
89.900000	24.027929	-0.822123	1.992389	24.122107	-0.296716	-0.150995	0.344117	5.089434	1.262692	
89.950000	24.009567	-0.824235	1.993632	24.104027	-0.296229	-0.146286	0.345767	5.084995	1.269940	
90.000000	23.991245	-0.826055	1.994841	24.085972	-0.295760	-0.141621	0.347391	5.080565	1.276458	
90.050000	23.972906	-0.827634	1.995996	24.067886	-0.295316	-0.136996	0.349001	5.076106	1.282353	
90.100000	23.954525	-0.829069	1.997090	24.049749	-0.294907	-0.132413	0.350614	5.071602	1.287831	
90.150000	23.936119	-0.830447	1.998124	24.031580	-0.294546	-0.127877	0.352249	5.067067	1.293073	
90.200000	23.917700	-0.831846	1.999099	24.013390	-0.294239	-0.123390	0.353919	5.062506	1.298241	
90.250000	23.899225	-0.833352	2.000003	23.995142	-0.293994	-0.118952	0.355640	5.057893	1.303533	
