HawtC2_ProjectName: 5MW_PowerProduction_Spar2 更多消息和教程请访问：http://www.hawtc.cn/
Powered By OpenWECD.HawtC2.MBD @CopyRight 赵子祯
Time	PtfmTDxt  	PtfmTDyt  	PtfmTDzt  	PtfmSurge 	PtfmSway  	PtfmHeave 	PtfmRoll  	PtfmPitch 	PtfmYaw   	
(s)	(m)       	(m)       	(m)       	(m)       	(m)       	(m)       	(deg)     	(deg)     	(deg)     	
0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.050000	0.000007	-0.000002	0.000020	0.000007	-0.000002	0.000020	0.000001	0.000005	-0.000358	
0.100000	-0.000016	-0.000032	0.000067	-0.000016	-0.000032	0.000067	0.000022	-0.000011	-0.001112	
0.150000	-0.000030	-0.000043	0.000136	-0.000030	-0.000043	0.000136	0.000028	-0.000021	-0.001937	
0.200000	-0.000016	0.000118	0.000217	-0.000016	0.000118	0.000217	-0.000083	-0.000012	-0.003528	
0.250000	0.000006	0.000526	0.000301	0.000006	0.000526	0.000301	-0.000363	0.000001	-0.005654	
0.300000	-0.000001	0.001123	0.000376	-0.000001	0.001123	0.000376	-0.000771	-0.000006	-0.008379	
0.350000	-0.000042	0.001830	0.000434	-0.000041	0.001830	0.000433	-0.001255	-0.000037	-0.012065	
0.400000	-0.000085	0.002652	0.000469	-0.000084	0.002652	0.000469	-0.001815	-0.000070	-0.016877	
0.450000	-0.000102	0.003594	0.000478	-0.000101	0.003594	0.000478	-0.002456	-0.000087	-0.022599	
0.500000	-0.000109	0.004547	0.000464	-0.000107	0.004547	0.000464	-0.003101	-0.000098	-0.028898	
0.550000	-0.000157	0.005332	0.000429	-0.000154	0.005332	0.000429	-0.003629	-0.000138	-0.035448	
0.600000	-0.000272	0.005865	0.000379	-0.000268	0.005865	0.000379	-0.003981	-0.000224	-0.041997	
0.650000	-0.000416	0.006211	0.000320	-0.000410	0.006212	0.000319	-0.004202	-0.000330	-0.048469	
0.700000	-0.000520	0.006471	0.000256	-0.000514	0.006472	0.000256	-0.004360	-0.000410	-0.054945	
0.750000	-0.000555	0.006677	0.000194	-0.000548	0.006678	0.000193	-0.004475	-0.000443	-0.061495	
0.800000	-0.000544	0.006816	0.000137	-0.000536	0.006816	0.000136	-0.004540	-0.000443	-0.068198	
0.850000	-0.000508	0.006905	0.000087	-0.000499	0.006906	0.000087	-0.004567	-0.000424	-0.075275	
0.900000	-0.000411	0.006996	0.000046	-0.000401	0.006997	0.000045	-0.004590	-0.000362	-0.082963	
0.950000	-0.000168	0.007099	0.000011	-0.000157	0.007099	0.000010	-0.004616	-0.000197	-0.091345	
1.000000	0.000288	0.007148	-0.000020	0.000301	0.007148	-0.000020	-0.004598	0.000117	-0.100480	
1.050000	0.000968	0.007037	-0.000049	0.000982	0.007035	-0.000049	-0.004465	0.000589	-0.110414	
1.100000	0.001853	0.006678	-0.000079	0.001867	0.006674	-0.000079	-0.004156	0.001205	-0.121305	
1.150000	0.002946	0.006031	-0.000112	0.002960	0.006024	-0.000113	-0.003642	0.001969	-0.133397	
1.200000	0.004282	0.005099	-0.000150	0.004295	0.005088	-0.000150	-0.002927	0.002905	-0.146959	
1.250000	0.005883	0.003916	-0.000191	0.005894	0.003899	-0.000191	-0.002033	0.004028	-0.162143	
1.300000	0.007734	0.002533	-0.000233	0.007741	0.002509	-0.000234	-0.000996	0.005329	-0.178981	
1.350000	0.009809	0.001007	-0.000275	0.009813	0.000973	-0.000276	0.000147	0.006790	-0.197390	
1.400000	0.012125	-0.000597	-0.000314	0.012122	-0.000643	-0.000316	0.001348	0.008424	-0.217243	
1.450000	0.014747	-0.002209	-0.000349	0.014738	-0.002270	-0.000352	0.002562	0.010275	-0.238345	
1.500000	0.017743	-0.003775	-0.000381	0.017725	-0.003855	-0.000385	0.003749	0.012389	-0.260557	
1.550000	0.021123	-0.005285	-0.000409	0.021097	-0.005390	-0.000415	0.004905	0.014774	-0.283674	
1.600000	0.024845	-0.006772	-0.000436	0.024808	-0.006905	-0.000445	0.006049	0.017399	-0.307427	
1.650000	0.028855	-0.008272	-0.000466	0.028806	-0.008439	-0.000477	0.007206	0.020230	-0.331633	
1.700000	0.033137	-0.009796	-0.000502	0.033075	-0.010001	-0.000517	0.008384	0.023253	-0.356040	
1.750000	0.037702	-0.011319	-0.000551	0.037626	-0.011569	-0.000570	0.009564	0.026477	-0.380423	
1.800000	0.042545	-0.012803	-0.000615	0.042453	-0.013103	-0.000640	0.010720	0.029896	-0.404668	
1.850000	0.047621	-0.014211	-0.000698	0.047513	-0.014567	-0.000729	0.011827	0.033480	-0.428809	
1.900000	0.052873	-0.015506	-0.000800	0.052749	-0.015924	-0.000837	0.012858	0.037191	-0.453008	
1.950000	0.058264	-0.016636	-0.000917	0.058123	-0.017121	-0.000962	0.013778	0.041001	-0.477402	
2.000000	0.063778	-0.017547	-0.001046	0.063621	-0.018105	-0.001100	0.014549	0.044899	-0.501929	
2.050000	0.069401	-0.018212	-0.001180	0.069230	-0.018849	-0.001244	0.015153	0.048876	-0.526354	
2.100000	0.075101	-0.018647	-0.001315	0.074917	-0.019367	-0.001389	0.015601	0.052910	-0.550381	
2.150000	0.080821	-0.018904	-0.001442	0.080626	-0.019712	-0.001528	0.015928	0.056961	-0.573682	
2.200000	0.086518	-0.019048	-0.001557	0.086313	-0.019946	-0.001655	0.016177	0.060999	-0.595845	
2.250000	0.092178	-0.019130	-0.001658	0.091965	-0.020120	-0.001768	0.016385	0.065014	-0.616401	
2.300000	0.097820	-0.019183	-0.001743	0.097600	-0.020266	-0.001866	0.016573	0.069018	-0.635051	
2.350000	0.103466	-0.019227	-0.001816	0.103238	-0.020402	-0.001953	0.016755	0.073026	-0.651572	
2.400000	0.109129	-0.019273	-0.001882	0.108895	-0.020540	-0.002035	0.016939	0.077048	-0.666005	
2.450000	0.114822	-0.019319	-0.001950	0.114583	-0.020676	-0.002118	0.017123	0.081092	-0.678564	
2.500000	0.120568	-0.019344	-0.002026	0.120324	-0.020793	-0.002211	0.017296	0.085175	-0.689465	
2.550000	0.126401	-0.019325	-0.002119	0.126153	-0.020864	-0.002322	0.017441	0.089321	-0.698828	
2.600000	0.132352	-0.019256	-0.002238	0.132101	-0.020886	-0.002460	0.017554	0.093551	-0.706623	
2.650000	0.138443	-0.019160	-0.002385	0.138190	-0.020880	-0.002627	0.017653	0.097880	-0.712729	
2.700000	0.144690	-0.019087	-0.002563	0.144435	-0.020896	-0.002828	0.017772	0.102320	-0.716993	
2.750000	0.151114	-0.019097	-0.002771	0.150857	-0.020991	-0.003059	0.017951	0.106886	-0.719243	
2.800000	0.157750	-0.019245	-0.003004	0.157490	-0.021223	-0.003317	0.018229	0.111601	-0.719295	
2.850000	0.164636	-0.019579	-0.003254	0.164371	-0.021637	-0.003596	0.018640	0.116490	-0.717052	
2.900000	0.171800	-0.020131	-0.003514	0.171528	-0.022265	-0.003885	0.019206	0.121574	-0.712617	
2.950000	0.179248	-0.020916	-0.003774	0.178968	-0.023122	-0.004178	0.019936	0.126857	-0.706172	
3.000000	0.186967	-0.021923	-0.004027	0.186677	-0.024197	-0.004467	0.020824	0.132332	-0.697831	
3.050000	0.194945	-0.023123	-0.004268	0.194642	-0.025459	-0.004746	0.021849	0.137988	-0.687621	
3.100000	0.203182	-0.024475	-0.004493	0.202868	-0.026867	-0.005013	0.022983	0.143830	-0.675592	
3.150000	0.211702	-0.025951	-0.004704	0.211375	-0.028392	-0.005269	0.024206	0.149871	-0.661753	
3.200000	0.220536	-0.027537	-0.004903	0.220197	-0.030020	-0.005516	0.025509	0.156135	-0.646172	
3.250000	0.229719	-0.029232	-0.005095	0.229369	-0.031749	-0.005761	0.026891	0.162646	-0.628997	
3.300000	0.239274	-0.031050	-0.005288	0.238913	-0.033594	-0.006011	0.028361	0.169420	-0.610309	
3.350000	0.249209	-0.033014	-0.005488	0.248838	-0.035576	-0.006273	0.029934	0.176461	-0.590203	
3.400000	0.259514	-0.035145	-0.005700	0.259133	-0.037716	-0.006552	0.031623	0.183764	-0.568717	
3.450000	0.270178	-0.037455	-0.005929	0.269787	-0.040023	-0.006853	0.033436	0.191320	-0.545826	
3.500000	0.281195	-0.039932	-0.006176	0.280797	-0.042486	-0.007178	0.035364	0.199125	-0.521636	
3.550000	0.292567	-0.042546	-0.006441	0.292162	-0.045075	-0.007526	0.037386	0.207181	-0.496418	
3.600000	0.304285	-0.045252	-0.006721	0.303876	-0.047744	-0.007897	0.039469	0.215482	-0.470387	
3.650000	0.316335	-0.047992	-0.007015	0.315924	-0.050435	-0.008287	0.041574	0.224017	-0.443681	
3.700000	0.328695	-0.050705	-0.007319	0.328285	-0.053086	-0.008693	0.043656	0.232773	-0.416444	
3.750000	0.341352	-0.053341	-0.007629	0.340947	-0.055648	-0.009112	0.045681	0.241739	-0.388616	
3.800000	0.354302	-0.055873	-0.007943	0.353906	-0.058090	-0.009541	0.047629	0.250912	-0.359922	
3.850000	0.367525	-0.058286	-0.008258	0.367142	-0.060394	-0.009978	0.049487	0.260278	-0.329997	
3.900000	0.380975	-0.060579	-0.008575	0.380610	-0.062554	-0.010423	0.051254	0.269805	-0.298399	
3.950000	0.394603	-0.062761	-0.008893	0.394261	-0.064574	-0.010875	0.052931	0.279459	-0.264741	
4.000000	0.408382	-0.064841	-0.009213	0.408068	-0.066462	-0.011336	0.054526	0.289220	-0.228907	
4.050000	0.422310	-0.066827	-0.009538	0.422030	-0.068224	-0.011808	0.056042	0.299088	-0.190995	
4.100000	0.436387	-0.068720	-0.009869	0.436144	-0.069861	-0.012292	0.057479	0.309059	-0.151261	
4.150000	0.450592	-0.070519	-0.010208	0.450392	-0.071371	-0.012790	0.058837	0.319122	-0.109914	
4.200000	0.464904	-0.072211	-0.010557	0.464751	-0.072743	-0.013304	0.060106	0.329259	-0.067069	
4.250000	0.479316	-0.073781	-0.010914	0.479213	-0.073958	-0.013833	0.061276	0.339466	-0.022758	
4.300000	0.493835	-0.075223	-0.011280	0.493787	-0.075011	-0.014376	0.062342	0.349747	0.023019	
4.350000	0.508468	-0.076552	-0.011652	0.508478	-0.075913	-0.014932	0.063314	0.360107	0.070272	
4.400000	0.523205	-0.077797	-0.012028	0.523277	-0.076696	-0.015498	0.064213	0.370538	0.118894	
4.450000	0.538027	-0.078996	-0.012406	0.538163	-0.077395	-0.016073	0.065064	0.381028	0.168733	
4.500000	0.552935	-0.080183	-0.012784	0.553138	-0.078046	-0.016654	0.065892	0.391576	0.219624	
4.550000	0.567960	-0.081394	-0.013161	0.568232	-0.078686	-0.017242	0.066721	0.402205	0.271351	
4.600000	0.583145	-0.082665	-0.013539	0.583490	-0.079352	-0.017838	0.067577	0.412945	0.323577	
4.650000	0.598517	-0.084026	-0.013918	0.598935	-0.080078	-0.018445	0.068481	0.423812	0.375947	
4.700000	0.614076	-0.085488	-0.014302	0.614571	-0.080877	-0.019065	0.069441	0.434810	0.428143	
4.750000	0.629830	-0.087041	-0.014694	0.630403	-0.081741	-0.019702	0.070452	0.445942	0.479980	
4.800000	0.645800	-0.088671	-0.015097	0.646453	-0.082656	-0.020360	0.071506	0.457224	0.531423	
4.850000	0.662022	-0.090380	-0.015515	0.662757	-0.083622	-0.021044	0.072600	0.468681	0.582546	
4.900000	0.678523	-0.092174	-0.015951	0.679343	-0.084644	-0.021757	0.073742	0.480332	0.633389	
4.950000	0.695306	-0.094066	-0.016404	0.696212	-0.085735	-0.022499	0.074939	0.492177	0.683954	
5.000000	0.712363	-0.096072	-0.016872	0.713359	-0.086910	-0.023267	0.076202	0.504214	0.734168	
5.050000	0.729697	-0.098220	-0.017350	0.730785	-0.088201	-0.024058	0.077551	0.516444	0.783886	
5.100000	0.747321	-0.100546	-0.017831	0.748506	-0.089643	-0.024867	0.079013	0.528877	0.832972	
5.150000	0.765252	-0.103076	-0.018311	0.766539	-0.091263	-0.025687	0.080602	0.541526	0.881396	
5.200000	0.783504	-0.105815	-0.018782	0.784897	-0.093065	-0.026513	0.082324	0.554399	0.929142	
5.250000	0.802079	-0.108753	-0.019239	0.803584	-0.095040	-0.027341	0.084171	0.567499	0.976143	
5.300000	0.820976	-0.111873	-0.019679	0.822598	-0.097174	-0.028167	0.086132	0.580825	1.022284	
5.350000	0.840198	-0.115150	-0.020100	0.841943	-0.099443	-0.028991	0.088191	0.594379	1.067400	
5.400000	0.859759	-0.118545	-0.020505	0.861629	-0.101813	-0.029815	0.090320	0.608169	1.111157	
5.450000	0.879667	-0.122013	-0.020897	0.881664	-0.104246	-0.030643	0.092491	0.622200	1.153204	
5.500000	0.899922	-0.125519	-0.021279	0.902047	-0.106711	-0.031480	0.094680	0.636472	1.193258	
5.550000	0.920522	-0.129035	-0.021657	0.922775	-0.109187	-0.032330	0.096869	0.650982	1.230970	
5.600000	0.941472	-0.132544	-0.022038	0.943849	-0.111665	-0.033202	0.099050	0.665733	1.266057	
5.650000	0.962782	-0.136039	-0.022427	0.965281	-0.114142	-0.034102	0.101217	0.680730	1.298396	
5.700000	0.984456	-0.139511	-0.022828	0.987073	-0.116609	-0.035034	0.103363	0.695977	1.328001	
5.750000	1.006483	-0.142941	-0.023244	1.009213	-0.119051	-0.036001	0.105478	0.711464	1.354967	
5.800000	1.028835	-0.146312	-0.023676	1.031674	-0.121447	-0.037004	0.107547	0.727172	1.379591	
5.850000	1.051478	-0.149602	-0.024123	1.054421	-0.123770	-0.038041	0.109555	0.743076	1.402328	
5.900000	1.074377	-0.152783	-0.024579	1.077418	-0.125987	-0.039107	0.111482	0.759151	1.423619	
5.950000	1.097511	-0.155824	-0.025041	1.100646	-0.128063	-0.040197	0.113303	0.775383	1.443743	
6.000000	1.120875	-0.158693	-0.025503	1.124099	-0.129964	-0.041305	0.114999	0.791767	1.462863	
6.050000	1.144468	-0.161365	-0.025957	1.147773	-0.131670	-0.042425	0.116552	0.808301	1.480911	
6.100000	1.168280	-0.163829	-0.026399	1.171659	-0.133172	-0.043552	0.117954	0.824976	1.497709	
6.150000	1.192294	-0.166081	-0.026825	1.195737	-0.134472	-0.044681	0.119206	0.841782	1.513079	
6.200000	1.216500	-0.168122	-0.027233	1.220000	-0.135578	-0.045812	0.120309	0.858711	1.526879	
6.250000	1.240903	-0.169962	-0.027625	1.244449	-0.136499	-0.046945	0.121272	0.875766	1.539084	
6.300000	1.265508	-0.171613	-0.028003	1.269092	-0.137254	-0.048084	0.122103	0.892950	1.549623	
6.350000	1.290316	-0.173094	-0.028371	1.293929	-0.137863	-0.049234	0.122817	0.910264	1.558440	
6.400000	1.315315	-0.174420	-0.028734	1.318948	-0.138345	-0.050399	0.123425	0.927700	1.565466	
6.450000	1.340502	-0.175596	-0.029097	1.344144	-0.138710	-0.051584	0.123934	0.945256	1.570589	
6.500000	1.365896	-0.176622	-0.029462	1.369539	-0.138964	-0.052793	0.124346	0.962944	1.573679	
6.550000	1.391533	-0.177507	-0.029831	1.395166	-0.139121	-0.054029	0.124668	0.980791	1.574585	
6.600000	1.417443	-0.178268	-0.030202	1.421057	-0.139204	-0.055292	0.124915	0.998816	1.573115	
6.650000	1.443629	-0.178924	-0.030575	1.447212	-0.139242	-0.056581	0.125103	1.017021	1.569072	
6.700000	1.470076	-0.179491	-0.030945	1.473619	-0.139259	-0.057894	0.125246	1.035397	1.562246	
6.750000	1.496785	-0.179976	-0.031310	1.500277	-0.139272	-0.059227	0.125353	1.053945	1.552406	
6.800000	1.523772	-0.180398	-0.031666	1.527204	-0.139306	-0.060578	0.125439	1.072677	1.539450	
6.850000	1.551063	-0.180786	-0.032011	1.554425	-0.139395	-0.061948	0.125526	1.091610	1.523390	
6.900000	1.578670	-0.181160	-0.032344	1.581953	-0.139561	-0.063334	0.125631	1.110753	1.504308	
6.950000	1.606591	-0.181528	-0.032663	1.609788	-0.139809	-0.064739	0.125757	1.130105	1.482387	
7.000000	1.634821	-0.181883	-0.032970	1.637924	-0.140137	-0.066161	0.125904	1.149662	1.457770	
7.050000	1.663368	-0.182229	-0.033264	1.666368	-0.140547	-0.067603	0.126074	1.169430	1.430504	
7.100000	1.692247	-0.182579	-0.033547	1.695138	-0.141058	-0.069066	0.126278	1.189420	1.400674	
7.150000	1.721458	-0.182942	-0.033817	1.724233	-0.141677	-0.070552	0.126524	1.209632	1.368365	
7.200000	1.750982	-0.183308	-0.034077	1.753634	-0.142399	-0.072060	0.126806	1.230052	1.333660	
7.250000	1.780803	-0.183672	-0.034326	1.783325	-0.143218	-0.073591	0.127122	1.250669	1.296681	
7.300000	1.810923	-0.184038	-0.034563	1.813308	-0.144140	-0.075145	0.127475	1.271484	1.257524	
7.350000	1.841353	-0.184419	-0.034787	1.843594	-0.145180	-0.076722	0.127876	1.292506	1.216260	
7.400000	1.872097	-0.184821	-0.034997	1.874188	-0.146345	-0.078320	0.128331	1.313735	1.172923	
7.450000	1.903137	-0.185234	-0.035188	1.905071	-0.147630	-0.079937	0.128833	1.335161	1.127533	
7.500000	1.934456	-0.185645	-0.035361	1.936226	-0.149023	-0.081571	0.129375	1.356771	1.080207	
7.550000	1.966061	-0.186040	-0.035512	1.967662	-0.150505	-0.083221	0.129945	1.378569	1.031149	
7.600000	1.997979	-0.186400	-0.035643	1.999402	-0.152051	-0.084890	0.130530	1.400573	0.980662	
7.650000	2.030222	-0.186706	-0.035756	2.031462	-0.153634	-0.086580	0.131114	1.422792	0.929035	
7.700000	2.062783	-0.186938	-0.035853	2.063834	-0.155227	-0.088295	0.131681	1.445219	0.876568	
7.750000	2.095644	-0.187077	-0.035939	2.096502	-0.156801	-0.090039	0.132216	1.467844	0.823551	
7.800000	2.128803	-0.187099	-0.036019	2.129462	-0.158325	-0.091817	0.132700	1.490664	0.770286	
7.850000	2.162260	-0.186989	-0.036096	2.162716	-0.159769	-0.093634	0.133119	1.513680	0.717155	
7.900000	2.196011	-0.186743	-0.036175	2.196262	-0.161116	-0.095493	0.133466	1.536887	0.664550	
7.950000	2.230052	-0.186361	-0.036257	2.230097	-0.162353	-0.097398	0.133736	1.560285	0.612771	
8.000000	2.264383	-0.185838	-0.036342	2.264221	-0.163466	-0.099348	0.133923	1.583873	0.562042	
8.050000	2.299009	-0.185164	-0.036428	2.298640	-0.164442	-0.101344	0.134021	1.607654	0.512416	
8.100000	2.333934	-0.184334	-0.036510	2.333357	-0.165276	-0.103380	0.134024	1.631630	0.463860	
8.150000	2.369157	-0.183346	-0.036584	2.368374	-0.165966	-0.105452	0.133931	1.655802	0.416345	
8.200000	2.404671	-0.182194	-0.036642	2.403682	-0.166507	-0.107555	0.133737	1.680163	0.369810	
8.250000	2.440457	-0.180867	-0.036679	2.439263	-0.166891	-0.109682	0.133436	1.704701	0.324175	
8.300000	2.476493	-0.179362	-0.036690	2.475097	-0.167115	-0.111827	0.133026	1.729402	0.279406	
8.350000	2.512771	-0.177676	-0.036672	2.511172	-0.167181	-0.113987	0.132506	1.754258	0.235393	
8.400000	2.549293	-0.175802	-0.036621	2.547495	-0.167090	-0.116160	0.131873	1.779272	0.191900	
8.450000	2.586075	-0.173741	-0.036539	2.584078	-0.166852	-0.118349	0.131130	1.804454	0.148766	
8.500000	2.623127	-0.171506	-0.036427	2.620932	-0.166482	-0.120556	0.130287	1.829810	0.105874	
8.550000	2.660446	-0.169114	-0.036289	2.658055	-0.166003	-0.122786	0.129359	1.855339	0.063145	
8.600000	2.698024	-0.166584	-0.036129	2.695438	-0.165437	-0.125043	0.128359	1.881035	0.020540	
8.650000	2.735849	-0.163942	-0.035951	2.733069	-0.164805	-0.127331	0.127303	1.906889	-0.021881	
8.700000	2.773915	-0.161216	-0.035759	2.770943	-0.164131	-0.129655	0.126212	1.932897	-0.064005	
8.750000	2.812222	-0.158435	-0.035556	2.809060	-0.163440	-0.132018	0.125104	1.959059	-0.105748	
8.800000	2.850770	-0.155629	-0.035343	2.847420	-0.162753	-0.134423	0.123997	1.985374	-0.146945	
8.850000	2.889548	-0.152822	-0.035121	2.886013	-0.162084	-0.136868	0.122907	2.011836	-0.187402	
8.900000	2.928540	-0.150032	-0.034887	2.924823	-0.161445	-0.139353	0.121845	2.038432	-0.227022	
8.950000	2.967735	-0.147282	-0.034638	2.963839	-0.160857	-0.141873	0.120825	2.065155	-0.265826	
9.000000	3.007147	-0.144600	-0.034369	3.003074	-0.160350	-0.144424	0.119868	2.092013	-0.303817	
9.050000	3.046791	-0.142002	-0.034074	3.042543	-0.159942	-0.147004	0.118986	2.119016	-0.341092	
9.100000	3.086666	-0.139494	-0.033750	3.082246	-0.159641	-0.149609	0.118183	2.146164	-0.377718	
9.150000	3.126748	-0.137085	-0.033393	3.122156	-0.159457	-0.152233	0.117467	2.173438	-0.413690	
9.200000	3.167018	-0.134799	-0.033003	3.162256	-0.159404	-0.154877	0.116851	2.200825	-0.448881	
9.250000	3.207488	-0.132663	-0.032579	3.202559	-0.159498	-0.157542	0.116351	2.228335	-0.483113	
9.300000	3.248188	-0.130691	-0.032124	3.243092	-0.159744	-0.160230	0.115973	2.255986	-0.516245	
9.350000	3.289121	-0.128887	-0.031638	3.283859	-0.160139	-0.162946	0.115720	2.283778	-0.548191	
9.400000	3.330247	-0.127257	-0.031126	3.324821	-0.160684	-0.165691	0.115593	2.311686	-0.578900	
9.450000	3.371525	-0.125813	-0.030593	3.365936	-0.161380	-0.168465	0.115597	2.339680	-0.608265	
9.500000	3.412958	-0.124563	-0.030040	3.407205	-0.162226	-0.171273	0.115734	2.367762	-0.636120	
9.550000	3.454601	-0.123514	-0.029469	3.448686	-0.163214	-0.174122	0.116006	2.395969	-0.662322	
9.600000	3.496515	-0.122679	-0.028882	3.490438	-0.164344	-0.177016	0.116417	2.424342	-0.686658	
9.650000	3.538717	-0.122070	-0.028276	3.532479	-0.165611	-0.179957	0.116969	2.452893	-0.708929	
9.700000	3.581191	-0.121687	-0.027651	3.574793	-0.167002	-0.182945	0.117660	2.481609	-0.728987	
9.750000	3.623916	-0.121530	-0.027005	3.617359	-0.168500	-0.185975	0.118481	2.510477	-0.746652	
9.800000	3.666891	-0.121605	-0.026336	3.660178	-0.170091	-0.189046	0.119432	2.539496	-0.761672	
9.850000	3.710132	-0.121915	-0.025639	3.703266	-0.171754	-0.192157	0.120506	2.568676	-0.773787	
9.900000	3.753644	-0.122441	-0.024913	3.746629	-0.173457	-0.195306	0.121686	2.598020	-0.782867	
9.950000	3.797415	-0.123159	-0.024157	3.790255	-0.175163	-0.198491	0.122950	2.627520	-0.788832	
10.000000	3.841439	-0.124044	-0.023369	3.834140	-0.176842	-0.201713	0.124276	2.657172	-0.791740	
10.050000	3.885727	-0.125076	-0.022550	3.878293	-0.178477	-0.204973	0.125652	2.686983	-0.791697	
10.100000	3.930292	-0.126235	-0.021700	3.922729	-0.180049	-0.208273	0.127062	2.716963	-0.788823	
10.150000	3.975132	-0.127490	-0.020822	3.967446	-0.181533	-0.211616	0.128484	2.747109	-0.783310	
10.200000	4.020227	-0.128807	-0.019918	4.012423	-0.182906	-0.215003	0.129898	2.777406	-0.775390	
10.250000	4.065542	-0.130166	-0.018987	4.057624	-0.184155	-0.218432	0.131290	2.807831	-0.765281	
10.300000	4.111051	-0.131562	-0.018032	4.103024	-0.185283	-0.221901	0.132657	2.838365	-0.753157	
10.350000	4.156734	-0.132995	-0.017051	4.148603	-0.186294	-0.225409	0.133999	2.868995	-0.739134	
10.400000	4.202579	-0.134462	-0.016040	4.194347	-0.187187	-0.228950	0.135315	2.899709	-0.723308	
10.450000	4.248568	-0.135959	-0.014997	4.240241	-0.187960	-0.232522	0.136601	2.930498	-0.705781	
10.500000	4.294676	-0.137486	-0.013918	4.286259	-0.188614	-0.236116	0.137856	2.961343	-0.686631	
10.550000	4.340875	-0.139038	-0.012799	4.332372	-0.189154	-0.239728	0.139080	2.992223	-0.666027	
10.600000	4.387156	-0.140605	-0.011638	4.378571	-0.189583	-0.243355	0.140269	3.023133	-0.644200	
10.650000	4.433537	-0.142178	-0.010434	4.424873	-0.189904	-0.246996	0.141419	3.054083	-0.621337	
10.700000	4.480040	-0.143755	-0.009187	4.471302	-0.190120	-0.250655	0.142530	3.085091	-0.597528	
10.750000	4.526666	-0.145332	-0.007898	4.517855	-0.190235	-0.254334	0.143602	3.116153	-0.572927	
10.800000	4.573391	-0.146912	-0.006573	4.564509	-0.190265	-0.258036	0.144642	3.147253	-0.547704	
10.850000	4.620193	-0.148528	-0.005215	4.611243	-0.190243	-0.261762	0.145670	3.178378	-0.521891	
10.900000	4.667078	-0.150219	-0.003830	4.658060	-0.190200	-0.265519	0.146712	3.209528	-0.495413	
10.950000	4.714063	-0.152003	-0.002420	4.704978	-0.190153	-0.269310	0.147782	3.240716	-0.468264	
11.000000	4.761155	-0.153899	-0.000987	4.752003	-0.190119	-0.273139	0.148890	3.271945	-0.440460	
11.050000	4.808345	-0.155929	0.000471	4.799127	-0.190121	-0.277005	0.150054	3.303211	-0.412024	
11.100000	4.855629	-0.158108	0.001956	4.846345	-0.190184	-0.280904	0.151286	3.334508	-0.383096	
11.150000	4.903011	-0.160436	0.003471	4.893661	-0.190326	-0.284833	0.152592	3.365840	-0.353914	
11.200000	4.950493	-0.162907	0.005020	4.941077	-0.190561	-0.288790	0.153973	3.397207	-0.324682	
11.250000	4.998069	-0.165532	0.006608	4.988585	-0.190903	-0.292769	0.155439	3.428605	-0.295485	
11.300000	5.045739	-0.168330	0.008238	5.036189	-0.191369	-0.296767	0.157002	3.460035	-0.266275	
11.350000	5.093524	-0.171328	0.009913	5.083907	-0.191971	-0.300785	0.158677	3.491510	-0.236897	
11.400000	5.141447	-0.174550	0.011635	5.131766	-0.192719	-0.304823	0.160477	3.523047	-0.207174	
11.450000	5.189520	-0.178029	0.013406	5.179777	-0.193626	-0.308883	0.162419	3.554652	-0.176929	
11.500000	5.237746	-0.181793	0.015223	5.227945	-0.194705	-0.312966	0.164518	3.586330	-0.146009	
11.550000	5.286130	-0.185856	0.017086	5.276275	-0.195962	-0.317076	0.166781	3.618082	-0.114344	
11.600000	5.334689	-0.190216	0.018992	5.324783	-0.197391	-0.321217	0.169205	3.649920	-0.081907	
11.650000	5.383431	-0.194853	0.020939	5.373478	-0.198974	-0.325393	0.171778	3.681849	-0.048739	
11.700000	5.432347	-0.199752	0.022925	5.422352	-0.200692	-0.329605	0.174486	3.713864	-0.014841	
11.750000	5.481418	-0.204897	0.024949	5.471387	-0.202528	-0.333852	0.177317	3.745952	0.019780	
11.800000	5.530639	-0.210271	0.027010	5.520576	-0.204467	-0.338136	0.180261	3.778108	0.055087	
11.850000	5.580023	-0.215851	0.029110	5.569935	-0.206489	-0.342456	0.183301	3.810341	0.091022	
11.900000	5.629583	-0.221611	0.031250	5.619476	-0.208572	-0.346813	0.186419	3.842661	0.127545	
11.950000	5.679315	-0.227514	0.033433	5.669194	-0.210684	-0.351204	0.189591	3.875063	0.164573	
12.000000	5.729197	-0.233527	0.035660	5.719069	-0.212799	-0.355625	0.192795	3.907533	0.202000	
12.050000	5.779211	-0.239621	0.037932	5.769081	-0.214897	-0.360074	0.196014	3.940057	0.239772	
12.100000	5.829351	-0.245768	0.040250	5.819226	-0.216949	-0.364548	0.199225	3.972631	0.277836	
12.150000	5.879612	-0.251924	0.042616	5.869498	-0.218924	-0.369045	0.202403	4.005251	0.316099	
12.200000	5.929978	-0.258054	0.045031	5.919878	-0.220792	-0.373560	0.205524	4.037902	0.354488	
12.250000	5.980400	-0.264142	0.047494	5.970322	-0.222539	-0.378089	0.208577	4.070553	0.392981	
12.300000	6.030825	-0.270165	0.050004	6.020772	-0.224150	-0.382626	0.211548	4.103165	0.431509	
12.350000	6.081210	-0.276096	0.052558	6.071187	-0.225604	-0.387165	0.214419	4.135709	0.470005	
