HawtC2_ProjectName: 5MW_PowerProduction_Spar2 更多消息和教程请访问：http://www.hawtc.cn/
Powered By OpenWECD.HawtC2.HydroL @CopyRight 赵子祯
Time	PRPSurge  	PRPSway   	PRPHeave  	PRPRoll   	PRPPitch  	PRPYaw    	PRPTVxi   	PRPTVyi   	PRPTVzi   	PRPRVxi   	PRPRVyi   	PRPRVzi   	PRPTAxi   	PRPTAyi   	PRPTAzi   	PRPRAxi   	PRPRAyi   	PRPRAzi   	
(s)	(m)       	(m)       	(m)       	(deg)     	(deg)     	(deg)     	(m/s)     	(m/s)     	(m/s)     	(deg/s)   	(deg/s)   	(deg/s)   	(m/s^2)   	(m/s^2)   	(m/s^2)   	(deg/s^2) 	(deg/s^2) 	(deg/s^2) 	
18.000000	11.533341	-0.223207	-0.860420	0.337361	7.272041	2.015673	0.839089	-0.025662	-0.049972	0.036308	0.383216	0.058210	-0.094104	-0.060112	0.027846	0.035171	-0.099605	-0.140350	
18.050000	11.575155	-0.224534	-0.862880	0.339198	7.291059	2.018402	0.833337	-0.027343	-0.048423	0.037118	0.377496	0.051050	-0.116952	-0.045769	0.031504	0.024682	-0.115471	-0.145363	
18.100000	11.616693	-0.225935	-0.865265	0.341069	7.309799	2.020793	0.828151	-0.028628	-0.046993	0.037713	0.372150	0.044834	-0.120166	-0.032757	0.031809	0.015459	-0.117911	-0.145238	
18.150000	11.657984	-0.227391	-0.867581	0.342968	7.328280	2.022926	0.823299	-0.029521	-0.045656	0.038184	0.367020	0.040732	-0.106633	-0.024671	0.029164	0.011002	-0.108911	-0.126664	
18.200000	11.699032	-0.228878	-0.869831	0.344884	7.346503	2.024904	0.818317	-0.029828	-0.044329	0.038350	0.361790	0.038060	-0.095155	-0.017884	0.026476	0.009167	-0.101315	-0.085786	
18.250000	11.739819	-0.230364	-0.872013	0.346798	7.364457	2.026748	0.812955	-0.029588	-0.042966	0.038174	0.356292	0.036025	-0.096594	-0.007283	0.026008	0.004317	-0.102522	-0.050500	
18.300000	11.780336	-0.231826	-0.874127	0.348692	7.382134	2.028476	0.807556	-0.028863	-0.041595	0.037623	0.350761	0.033649	-0.106101	0.005179	0.027028	-0.003899	-0.109181	-0.042268	
18.350000	11.820587	-0.233241	-0.876173	0.350551	7.399537	2.030079	0.802331	-0.027683	-0.040253	0.036716	0.345341	0.030919	-0.110059	0.015175	0.027643	-0.011328	-0.112047	-0.045486	
18.400000	11.860584	-0.234586	-0.878153	0.352358	7.416673	2.031569	0.797413	-0.026011	-0.038950	0.035504	0.340121	0.028792	-0.106028	0.023646	0.027111	-0.017949	-0.109447	-0.051764	
18.450000	11.900334	-0.235834	-0.880068	0.354098	7.433548	2.032995	0.792312	-0.023794	-0.037606	0.034019	0.334765	0.028096	-0.098964	0.032823	0.026151	-0.023781	-0.104814	-0.042074	
18.500000	11.939820	-0.236955	-0.881913	0.355753	7.450149	2.034385	0.786915	-0.020956	-0.036198	0.032065	0.329197	0.027012	-0.099323	0.043948	0.026460	-0.029741	-0.105289	-0.017566	
18.550000	11.979036	-0.237922	-0.883687	0.357298	7.466471	2.035683	0.781586	-0.017740	-0.034782	0.029812	0.323668	0.025533	-0.106865	0.056599	0.027975	-0.038561	-0.110617	-0.016620	
18.600000	12.017991	-0.238724	-0.885391	0.358727	7.482520	2.036896	0.776429	-0.014349	-0.033369	0.027387	0.318245	0.023526	-0.108575	0.065795	0.028606	-0.046456	-0.111944	-0.034217	
18.650000	12.056688	-0.239355	-0.887024	0.360036	7.498297	2.038044	0.771181	-0.010823	-0.031899	0.024884	0.312745	0.021771	-0.104170	0.068647	0.028434	-0.048811	-0.109164	-0.037030	
18.700000	12.095109	-0.239803	-0.888579	0.361213	7.513790	2.039064	0.765334	-0.007090	-0.030284	0.022140	0.306824	0.018805	-0.103785	0.070122	0.029155	-0.049620	-0.109185	-0.032913	
18.750000	12.133217	-0.240063	-0.890049	0.362249	7.528972	2.039906	0.758648	-0.003462	-0.028476	0.019485	0.300311	0.016080	-0.114460	0.074345	0.031843	-0.054622	-0.116727	-0.058616	
18.800000	12.170971	-0.240152	-0.891424	0.363163	7.543815	2.040667	0.751151	-0.000095	-0.026488	0.017071	0.293225	0.014116	-0.132697	0.074036	0.035948	-0.054828	-0.129524	-0.063516	
18.850000	12.208327	-0.240082	-0.892695	0.363967	7.558287	2.041383	0.742804	0.002878	-0.024334	0.015084	0.285537	0.014069	-0.150480	0.067488	0.039930	-0.047793	-0.142119	-0.031829	
18.900000	12.245249	-0.239869	-0.893855	0.364677	7.572363	2.042096	0.733875	0.005579	-0.022084	0.013320	0.277438	0.014395	-0.167200	0.059837	0.043228	-0.040325	-0.153934	-0.004938	
18.950000	12.281725	-0.239525	-0.894904	0.365298	7.586034	2.042790	0.724963	0.008073	-0.019863	0.011639	0.269344	0.013889	-0.179409	0.053847	0.045219	-0.035265	-0.162554	0.005384	
19.000000	12.317758	-0.239064	-0.895842	0.365840	7.599302	2.043457	0.716208	0.010331	-0.017698	0.010086	0.261352	0.012826	-0.180640	0.049680	0.044901	-0.033246	-0.163546	-0.007153	
19.050000	12.353358	-0.238496	-0.896674	0.366308	7.612173	2.044051	0.707612	0.012304	-0.015598	0.008652	0.253469	0.010676	-0.175859	0.045023	0.043450	-0.030740	-0.160370	-0.018247	
19.100000	12.388531	-0.237841	-0.897403	0.366709	7.624652	2.044505	0.699180	0.013786	-0.013556	0.007488	0.245699	0.007535	-0.171358	0.039644	0.041938	-0.028649	-0.157299	-0.041083	
19.150000	12.423288	-0.237128	-0.898031	0.367062	7.636747	2.044772	0.690838	0.014543	-0.011564	0.006772	0.237990	0.003623	-0.168501	0.030620	0.040769	-0.024190	-0.155317	-0.065795	
19.200000	12.457618	-0.236400	-0.898558	0.367399	7.648449	2.044901	0.682076	0.014457	-0.009520	0.006807	0.229990	0.001654	-0.166570	0.016096	0.039815	-0.014944	-0.153989	-0.078013	
19.250000	12.491497	-0.235691	-0.898981	0.367753	7.659743	2.044986	0.672927	0.013921	-0.007402	0.007281	0.221724	0.001085	-0.173221	-0.001604	0.040496	0.000172	-0.158609	-0.044798	
19.300000	12.524927	-0.235013	-0.899299	0.368133	7.670629	2.045024	0.664187	0.013086	-0.005331	0.007987	0.213741	0.000623	-0.182568	-0.012616	0.042153	0.010896	-0.165043	-0.009799	
19.350000	12.557943	-0.234391	-0.899516	0.368555	7.681132	2.045012	0.656501	0.011567	-0.003402	0.009132	0.206484	-0.000397	-0.178252	-0.017183	0.041978	0.014332	-0.162026	-0.010539	
19.400000	12.590606	-0.233872	-0.899641	0.369054	7.691293	2.044955	0.649932	0.009031	-0.001625	0.010942	0.199995	-0.001983	-0.157227	-0.028385	0.039144	0.021658	-0.147545	-0.018996	
19.450000	12.622949	-0.233499	-0.899678	0.369655	7.701135	2.044784	0.643435	0.005831	0.000194	0.013066	0.193563	-0.005450	-0.131723	-0.049085	0.035604	0.035445	-0.130013	-0.027352	
19.500000	12.654944	-0.233289	-0.899618	0.370357	7.710641	2.044351	0.635966	0.002544	0.002228	0.015034	0.186474	-0.011716	-0.124818	-0.065498	0.035466	0.043905	-0.125161	-0.064628	
19.550000	12.686540	-0.233242	-0.899452	0.371152	7.719775	2.043552	0.627652	-0.000742	0.004432	0.016862	0.178815	-0.019815	-0.143965	-0.068529	0.039779	0.041253	-0.138072	-0.125528	
19.600000	12.717723	-0.233369	-0.899175	0.372048	7.728528	2.042378	0.619603	-0.004364	0.006607	0.018946	0.171341	-0.027677	-0.167094	-0.066523	0.044319	0.037033	-0.153738	-0.162913	
19.650000	12.748524	-0.233690	-0.898793	0.373060	7.736921	2.040844	0.612398	-0.008515	0.008628	0.021513	0.164447	-0.034123	-0.167165	-0.070999	0.044593	0.040628	-0.153720	-0.158296	
19.700000	12.778984	-0.234224	-0.898314	0.374205	7.744983	2.038998	0.605859	-0.012867	0.010489	0.024326	0.158015	-0.039300	-0.147270	-0.081420	0.041058	0.049666	-0.140042	-0.136229	
19.750000	12.809122	-0.234974	-0.897745	0.375493	7.752727	2.036943	0.599439	-0.017091	0.012286	0.027201	0.151673	-0.042687	-0.129035	-0.088135	0.037073	0.056700	-0.127437	-0.107307	
19.800000	12.838941	-0.235929	-0.897087	0.376922	7.760155	2.034734	0.593229	-0.021069	0.013991	0.029938	0.145489	-0.045706	-0.124834	-0.086488	0.035292	0.058825	-0.124404	-0.068297	
19.850000	12.868473	-0.237080	-0.896349	0.378487	7.767291	2.032376	0.588181	-0.025045	0.015470	0.032718	0.140108	-0.048158	-0.124060	-0.080058	0.034113	0.055553	-0.123626	-0.054711	
19.900000	12.897793	-0.238430	-0.895544	0.380188	7.774185	2.029870	0.584544	-0.028974	0.016688	0.035335	0.135706	-0.052129	-0.106003	-0.077787	0.030317	0.054126	-0.111034	-0.052588	
19.950000	12.926947	-0.239975	-0.894681	0.382017	7.780871	2.027144	0.581383	-0.032833	0.017820	0.037886	0.131636	-0.056236	-0.074741	-0.078412	0.024682	0.052942	-0.089428	-0.070913	
20.000000	12.955932	-0.241707	-0.893760	0.383972	7.787345	2.024237	0.577583	-0.036401	0.019073	0.040250	0.127131	-0.060095	-0.058744	-0.077504	0.021844	0.050822	-0.078318	-0.087331	
20.050000	12.984700	-0.243609	-0.892771	0.386040	7.793576	2.021159	0.572882	-0.039564	0.020494	0.042372	0.122009	-0.063387	-0.070087	-0.072856	0.024001	0.048457	-0.086049	-0.075268	
20.100000	13.013225	-0.245656	-0.891708	0.388205	7.799545	2.017909	0.567983	-0.042265	0.021969	0.044203	0.116748	-0.066212	-0.093026	-0.063810	0.028250	0.042779	-0.101758	-0.066365	
20.150000	13.041519	-0.247824	-0.890575	0.390451	7.805260	2.014520	0.563697	-0.044381	0.023347	0.045613	0.111903	-0.069093	-0.102066	-0.053585	0.030170	0.035964	-0.107999	-0.060850	
20.200000	13.069612	-0.250084	-0.889374	0.392760	7.810743	2.011012	0.559840	-0.045907	0.024678	0.046653	0.107344	-0.071364	-0.090205	-0.042750	0.028370	0.028845	-0.099980	-0.053478	
20.250000	13.097508	-0.252403	-0.888105	0.395108	7.815993	2.007376	0.555597	-0.046778	0.026098	0.047196	0.102514	-0.074002	-0.076342	-0.030734	0.026444	0.020892	-0.090631	-0.046112	
20.300000	13.125163	-0.254751	-0.886760	0.397471	7.820983	2.003602	0.550255	-0.047097	0.027720	0.047370	0.096924	-0.076308	-0.080273	-0.017473	0.027608	0.010968	-0.093449	-0.052007	
20.350000	13.152533	-0.257102	-0.885331	0.399838	7.825681	1.999753	0.544312	-0.046821	0.029458	0.047201	0.090909	-0.077621	-0.103132	-0.005827	0.031874	0.002853	-0.109257	-0.049218	
20.400000	13.179602	-0.259422	-0.883813	0.402186	7.830075	1.995860	0.538224	-0.045843	0.031228	0.046555	0.084783	-0.078684	-0.121500	0.005092	0.035206	-0.002971	-0.122093	-0.024851	
20.450000	13.206362	-0.261677	-0.882206	0.404487	7.834159	1.991886	0.531891	-0.044330	0.033033	0.045537	0.078477	-0.079612	-0.125166	0.018929	0.035997	-0.012221	-0.124864	-0.017934	
20.500000	13.232790	-0.263847	-0.880508	0.406732	7.837917	1.987881	0.524915	-0.042488	0.034921	0.044332	0.071718	-0.079880	-0.126196	0.031400	0.036104	-0.021637	-0.125796	-0.024436	
20.550000	13.258851	-0.265919	-0.878712	0.408917	7.841324	1.983914	0.517187	-0.040282	0.036896	0.042924	0.064432	-0.079423	-0.136944	0.037752	0.037410	-0.024718	-0.133422	-0.005296	
20.600000	13.284514	-0.267867	-0.876817	0.411019	7.844359	1.979939	0.509092	-0.037551	0.038889	0.041083	0.056888	-0.079697	-0.153433	0.043534	0.039352	-0.027334	-0.144960	0.014330	
20.650000	13.309769	-0.269664	-0.874823	0.413014	7.847015	1.975891	0.500918	-0.034342	0.040862	0.038769	0.049283	-0.081611	-0.164033	0.054081	0.040189	-0.036446	-0.152352	-0.005484	
20.700000	13.334612	-0.271295	-0.872730	0.414888	7.849287	1.971739	0.492529	-0.030886	0.042863	0.036182	0.041524	-0.084673	-0.165479	0.064501	0.039746	-0.046439	-0.153457	-0.037432	
20.750000	13.359027	-0.272750	-0.870535	0.416627	7.851166	1.967387	0.483750	-0.027334	0.044940	0.033370	0.033495	-0.089578	-0.166947	0.069882	0.039799	-0.052078	-0.154610	-0.059002	
20.800000	13.382988	-0.274028	-0.868233	0.418224	7.852633	1.962761	0.474394	-0.023872	0.047140	0.030566	0.025062	-0.095082	-0.174231	0.071763	0.041241	-0.056576	-0.159688	-0.096158	
20.850000	13.406472	-0.275138	-0.865818	0.419686	7.853671	1.957891	0.464799	-0.020519	0.049418	0.027920	0.016454	-0.099595	-0.186120	0.069900	0.043815	-0.056914	-0.167956	-0.114723	
20.900000	13.429481	-0.276082	-0.863290	0.421021	7.854282	1.952845	0.455426	-0.017202	0.051694	0.025424	0.007986	-0.102626	-0.193481	0.066714	0.045787	-0.052971	-0.173228	-0.093453	
20.950000	13.452030	-0.276861	-0.860648	0.422233	7.854475	1.947656	0.446313	-0.014043	0.053970	0.023099	-0.000316	-0.104950	-0.189916	0.065675	0.045930	-0.049536	-0.171049	-0.061372	
21.000000	13.474117	-0.277489	-0.857891	0.423331	7.854250	1.942326	0.436844	-0.011191	0.056342	0.020937	-0.008867	-0.107919	-0.182581	0.063986	0.045574	-0.047150	-0.166249	-0.047729	
21.050000	13.495708	-0.277983	-0.855010	0.424323	7.853580	1.936797	0.426382	-0.008655	0.058911	0.018806	-0.018098	-0.113216	-0.186339	0.058248	0.046974	-0.043948	-0.168959	-0.057941	
21.100000	13.516747	-0.278358	-0.851995	0.425210	7.852429	1.930947	0.414816	-0.006507	0.061673	0.016807	-0.028083	-0.120251	-0.206104	0.050695	0.050885	-0.041945	-0.182505	-0.097919	
21.150000	13.537193	-0.278637	-0.848841	0.426003	7.850770	1.924718	0.402879	-0.004730	0.064480	0.014911	-0.038317	-0.129248	-0.230889	0.043007	0.055228	-0.040267	-0.199409	-0.143498	
21.200000	13.557052	-0.278840	-0.845548	0.426707	7.848605	1.918009	0.391391	-0.003520	0.067177	0.013316	-0.048236	-0.139458	-0.242364	0.034864	0.056879	-0.037008	-0.207177	-0.174472	
21.250000	13.576350	-0.279001	-0.842124	0.427344	7.845954	1.910781	0.380327	-0.003087	0.069724	0.012332	-0.057858	-0.148919	-0.233996	0.024919	0.054713	-0.032566	-0.201285	-0.206458	
21.300000	13.595097	-0.279160	-0.838576	0.427953	7.842824	1.903165	0.369358	-0.003355	0.072168	0.012071	-0.067409	-0.155661	-0.220704	0.009910	0.051004	-0.021366	-0.192032	-0.199144	
21.350000	13.613299	-0.279347	-0.834908	0.428566	7.839217	1.895304	0.358576	-0.004113	0.074493	0.012419	-0.076823	-0.159341	-0.216816	-0.006125	0.048469	-0.004875	-0.189273	-0.136973	
21.400000	13.630978	-0.279579	-0.831129	0.429204	7.835153	1.887266	0.348604	-0.005366	0.076605	0.013259	-0.085669	-0.161375	-0.215518	-0.016369	0.046461	0.007649	-0.188216	-0.075064	
21.450000	13.648194	-0.279890	-0.827252	0.429895	7.830671	1.879137	0.340145	-0.007270	0.078406	0.014586	-0.093460	-0.163117	-0.202388	-0.024333	0.042670	0.015996	-0.178924	-0.044549	
21.500000	13.665027	-0.280316	-0.823292	0.430666	7.825826	1.870917	0.333129	-0.009914	0.079930	0.016387	-0.100244	-0.165431	-0.172716	-0.037035	0.036549	0.026298	-0.158266	-0.029221	
21.550000	13.681529	-0.280889	-0.819260	0.431537	7.820657	1.862563	0.326700	-0.013166	0.081353	0.018606	-0.106609	-0.167895	-0.140073	-0.052518	0.030350	0.036268	-0.135513	-0.040384	
21.600000	13.697700	-0.281634	-0.815154	0.432526	7.815163	1.854104	0.319767	-0.016615	0.082895	0.020956	-0.113302	-0.170544	-0.124284	-0.065623	0.027649	0.044510	-0.124335	-0.052425	
21.650000	13.713508	-0.282553	-0.810967	0.433636	7.809324	1.845524	0.312406	-0.020177	0.084538	0.023423	-0.120275	-0.172861	-0.133406	-0.071377	0.029815	0.049079	-0.130288	-0.047876	
21.700000	13.728961	-0.283656	-0.806700	0.434872	7.803146	1.836811	0.305716	-0.024083	0.086099	0.026123	-0.126774	-0.175295	-0.147596	-0.071787	0.032965	0.049540	-0.139703	-0.048405	
21.750000	13.744107	-0.284968	-0.802359	0.436253	7.796661	1.827986	0.300020	-0.028527	0.087514	0.029226	-0.132582	-0.177359	-0.139854	-0.076452	0.032261	0.052693	-0.134130	-0.050858	
21.800000	13.758980	-0.286513	-0.797949	0.437798	7.789895	1.819085	0.294665	-0.033271	0.088851	0.032628	-0.138144	-0.178333	-0.116312	-0.087653	0.028730	0.061220	-0.117794	-0.041574	
21.850000	13.773581	-0.288293	-0.793472	0.439518	7.782847	1.810191	0.289096	-0.037858	0.090215	0.036061	-0.143842	-0.177621	-0.103263	-0.096124	0.026266	0.068858	-0.108627	-0.019753	
21.900000	13.787899	-0.290291	-0.788927	0.441402	7.775512	1.801343	0.283462	-0.042016	0.091568	0.039238	-0.149571	-0.176414	-0.107823	-0.094268	0.026635	0.070347	-0.111529	0.013679	
21.950000	13.801941	-0.292490	-0.784315	0.443439	7.767895	1.792552	0.278104	-0.045986	0.092853	0.042320	-0.155099	-0.174736	-0.113676	-0.084213	0.027258	0.064430	-0.115269	0.025968	
22.000000	13.815733	-0.294886	-0.779643	0.445629	7.760014	1.783835	0.273505	-0.049918	0.093965	0.045346	-0.160093	-0.173307	-0.109541	-0.077601	0.026122	0.060104	-0.112165	0.029794	
22.050000	13.829310	-0.297478	-0.774919	0.447971	7.751894	1.775221	0.269389	-0.053665	0.094957	0.048281	-0.164745	-0.171310	-0.094251	-0.077396	0.022693	0.059926	-0.101434	0.031568	
22.100000	13.842684	-0.300241	-0.770147	0.450446	7.743544	1.766676	0.265311	-0.056724	0.095916	0.050609	-0.169356	-0.170828	-0.080898	-0.075915	0.019581	0.059423	-0.092075	0.040519	
22.150000	13.855848	-0.303136	-0.765326	0.453020	7.734959	1.758111	0.261000	-0.059071	0.096889	0.052386	-0.174114	-0.170942	-0.078919	-0.063628	0.018694	0.048745	-0.090419	0.015963	
22.200000	13.868792	-0.306134	-0.760456	0.455671	7.726133	1.749527	0.256531	-0.060760	0.097871	0.053550	-0.178968	-0.172852	-0.085096	-0.046919	0.019243	0.034945	-0.094373	-0.009465	
22.250000	13.881511	-0.309207	-0.755538	0.458372	7.717064	1.740832	0.252061	-0.062106	0.098849	0.054427	-0.183815	-0.175183	-0.090143	-0.033574	0.019764	0.024016	-0.097623	-0.027583	
22.300000	13.894011	-0.312336	-0.750570	0.461106	7.707756	1.731984	0.247747	-0.063016	0.099821	0.054911	-0.188548	-0.178472	-0.090541	-0.025280	0.019695	0.015995	-0.097698	-0.052028	
22.350000	13.906294	-0.315496	-0.745553	0.463852	7.698211	1.722953	0.243275	-0.063265	0.100855	0.054825	-0.193383	-0.182974	-0.087081	-0.018220	0.019487	0.009460	-0.095203	-0.068491	
22.400000	13.918343	-0.318651	-0.740481	0.466580	7.688416	1.713683	0.238415	-0.062821	0.102019	0.054191	-0.198477	-0.188169	-0.087901	-0.006564	0.020371	-0.000218	-0.095654	-0.084991	
22.450000	13.930150	-0.321766	-0.735350	0.469260	7.678368	1.704106	0.233793	-0.061732	0.103190	0.052991	-0.203404	-0.194680	-0.095464	0.008536	0.022905	-0.012589	-0.100712	-0.105641	
22.500000	13.941741	-0.324813	-0.730162	0.471868	7.668084	1.694169	0.229638	-0.060107	0.104313	0.051289	-0.208008	-0.202627	-0.095229	0.022571	0.023962	-0.024767	-0.100433	-0.132866	
22.550000	13.953123	-0.327766	-0.724917	0.474379	7.657569	1.683808	0.225310	-0.057941	0.105464	0.049094	-0.212725	-0.211881	-0.085109	0.033110	0.022867	-0.034311	-0.093438	-0.157217	
22.600000	13.964270	-0.330595	-0.719612	0.476768	7.646805	1.672964	0.220127	-0.055090	0.106760	0.046331	-0.218028	-0.222196	-0.083734	0.043123	0.022659	-0.043569	-0.092434	-0.182757	
22.650000	13.975125	-0.333263	-0.714236	0.479002	7.635754	1.661560	0.213661	-0.051554	0.108247	0.042953	-0.224205	-0.234159	-0.099908	0.056109	0.025292	-0.054649	-0.103478	-0.206221	
22.700000	13.985631	-0.335744	-0.708784	0.481058	7.624376	1.649538	0.206251	-0.047684	0.109849	0.039312	-0.231031	-0.246434	-0.127588	0.070619	0.029532	-0.067413	-0.122370	-0.238280	
22.750000	13.995754	-0.338027	-0.703250	0.482928	7.612649	1.636896	0.198479	-0.043622	0.111449	0.035470	-0.238103	-0.259491	-0.150220	0.079090	0.032447	-0.074486	-0.137873	-0.251750	
22.800000	14.005491	-0.340105	-0.697639	0.484608	7.600569	1.623623	0.190813	-0.039555	0.112958	0.031757	-0.245110	-0.270859	-0.158520	0.081848	0.032591	-0.076890	-0.143578	-0.256503	
22.850000	14.014847	-0.341980	-0.691954	0.486105	7.588141	1.609835	0.183166	-0.035434	0.114380	0.028139	-0.252110	-0.280610	-0.155390	0.081963	0.030544	-0.075519	-0.141521	-0.237729	
22.900000	14.023811	-0.343651	-0.686199	0.487429	7.575356	1.595627	0.175051	-0.031487	0.115806	0.024895	-0.259438	-0.287184	-0.152102	0.081757	0.028320	-0.071782	-0.139426	-0.193089	
22.950000	14.032359	-0.345131	-0.680373	0.488601	7.562197	1.581158	0.166692	-0.027781	0.117215	0.022041	-0.266942	-0.291033	-0.159219	0.079839	0.027987	-0.066034	-0.144456	-0.138515	
23.000000	14.040495	-0.346433	-0.674478	0.489640	7.548667	1.566565	0.158593	-0.024379	0.118543	0.019608	-0.274276	-0.292283	-0.167991	0.074656	0.028241	-0.057406	-0.150634	-0.076232	
23.050000	14.048239	-0.347572	-0.668519	0.490565	7.534779	1.551938	0.151041	-0.021308	0.119755	0.017512	-0.281237	-0.292258	-0.164626	0.068274	0.026930	-0.048782	-0.148478	-0.024582	
23.100000	14.055620	-0.348568	-0.662502	0.491392	7.520553	1.537314	0.144017	-0.018636	0.120885	0.015687	-0.287835	-0.292352	-0.152558	0.061554	0.024441	-0.041814	-0.140269	0.003144	
23.150000	14.062648	-0.349440	-0.656428	0.492134	7.505996	1.522659	0.136716	-0.016376	0.122075	0.014058	-0.294615	-0.293680	-0.140418	0.053713	0.022489	-0.036255	-0.131927	0.003328	
23.200000	14.069285	-0.350209	-0.650291	0.492796	7.491082	1.507884	0.128323	-0.014545	0.123449	0.012608	-0.302132	-0.296586	-0.142366	0.045309	0.023150	-0.032391	-0.133126	-0.022978	
23.250000	14.075475	-0.350899	-0.644079	0.493396	7.475774	1.492968	0.118934	-0.013163	0.125009	0.011429	-0.310323	-0.300154	-0.163727	0.036661	0.026880	-0.028997	-0.147532	-0.057844	
23.300000	14.081187	-0.351532	-0.637788	0.493944	7.460052	1.477856	0.109498	-0.012247	0.126559	0.010513	-0.318532	-0.304605	-0.188279	0.027222	0.031216	-0.023193	-0.164167	-0.069734	
23.350000	14.086452	-0.352135	-0.631425	0.494457	7.443935	1.462520	0.101075	-0.012056	0.127912	0.010188	-0.326038	-0.308084	-0.193605	0.018257	0.031946	-0.018168	-0.167537	-0.087818	
23.400000	14.091322	-0.352748	-0.624999	0.494972	7.427462	1.447068	0.093581	-0.012598	0.129068	0.010492	-0.332895	-0.310137	-0.173636	0.005114	0.027980	-0.008154	-0.153632	-0.079135	
23.450000	14.095829	-0.353406	-0.618519	0.495520	7.410653	1.431573	0.086451	-0.013799	0.130113	0.011474	-0.339494	-0.309512	-0.149000	-0.011005	0.023021	0.006445	-0.136588	-0.038025	
23.500000	14.099979	-0.354135	-0.611987	0.496128	7.393516	1.416150	0.079355	-0.015499	0.131096	0.012973	-0.346053	-0.306844	-0.138818	-0.024366	0.020304	0.019385	-0.129367	0.006235	
23.550000	14.103782	-0.354962	-0.605409	0.496821	7.376056	1.400884	0.072718	-0.017674	0.131954	0.014848	-0.352275	-0.303676	-0.139977	-0.034509	0.019335	0.030158	-0.129853	0.051264	
23.600000	14.107283	-0.355910	-0.598795	0.497617	7.358306	1.385764	0.067381	-0.020444	0.132558	0.017139	-0.357582	-0.300554	-0.134865	-0.043604	0.017481	0.038160	-0.125920	0.070614	
23.650000	14.110556	-0.357011	-0.592157	0.498536	7.340318	1.370780	0.063493	-0.023732	0.132899	0.019737	-0.361871	-0.298138	-0.111261	-0.054444	0.012779	0.045114	-0.109227	0.061881	
23.700000	14.113656	-0.358285	-0.585506	0.499589	7.322131	1.355909	0.060255	-0.027221	0.133120	0.022379	-0.365687	-0.297022	-0.078819	-0.065900	0.006937	0.052235	-0.086508	0.050405	
23.750000	14.116584	-0.359733	-0.578842	0.500773	7.303747	1.341067	0.056499	-0.030743	0.133419	0.024996	-0.369831	-0.296605	-0.060728	-0.071683	0.003737	0.054792	-0.073594	0.030525	
23.800000	14.119308	-0.361356	-0.572161	0.502085	7.285145	1.326209	0.052248	-0.034236	0.133814	0.027458	-0.374284	-0.297987	-0.069217	-0.071218	0.004976	0.052518	-0.078826	0.003762	
23.850000	14.121824	-0.363159	-0.565459	0.503519	7.266324	1.311238	0.048290	-0.037947	0.134187	0.029970	-0.378510	-0.300672	-0.085172	-0.069935	0.007848	0.049560	-0.089180	-0.024187	
23.900000	14.124161	-0.365153	-0.558742	0.505081	7.247306	1.296113	0.045162	-0.041885	0.134462	0.032574	-0.382145	-0.304164	-0.083790	-0.072777	0.008182	0.049037	-0.087683	-0.056559	
23.950000	14.126370	-0.367345	-0.552014	0.506774	7.228125	1.280810	0.043102	-0.045736	0.134611	0.035062	-0.385025	-0.308353	-0.065519	-0.078525	0.005938	0.051863	-0.074709	-0.070661	
24.000000	14.128495	-0.369720	-0.545281	0.508583	7.208815	1.265274	0.041751	-0.049225	0.134689	0.037256	-0.387398	-0.313081	-0.041463	-0.078714	0.003027	0.051081	-0.057799	-0.081710	
24.050000	14.130559	-0.372258	-0.538544	0.510491	7.189391	1.249461	0.040561	-0.052271	0.134755	0.039036	-0.389637	-0.319158	-0.024916	-0.071026	0.001198	0.044455	-0.046011	-0.098253	
24.100000	14.132562	-0.374941	-0.531803	0.512482	7.169854	1.233348	0.039314	-0.054998	0.134837	0.040561	-0.391899	-0.325599	-0.021115	-0.061058	0.001016	0.035939	-0.042952	-0.118545	
24.150000	14.134499	-0.377750	-0.525059	0.514541	7.150202	1.216883	0.037878	-0.057334	0.134936	0.041727	-0.394273	-0.333078	-0.024240	-0.053817	0.001596	0.029961	-0.044739	-0.129399	
24.200000	14.136353	-0.380664	-0.518307	0.516648	7.130424	1.200033	0.035923	-0.059156	0.135100	0.042513	-0.396993	-0.340779	-0.028945	-0.046696	0.002058	0.023395	-0.047639	-0.148625	
24.250000	14.138092	-0.383652	-0.511546	0.518781	7.110499	1.182778	0.033317	-0.060250	0.135326	0.042691	-0.400144	-0.349771	-0.037984	-0.037051	0.003127	0.015846	-0.053608	-0.157838	
24.300000	14.139689	-0.386677	-0.504773	0.520907	7.090408	1.165029	0.030393	-0.060685	0.135548	0.042337	-0.403501	-0.359644	-0.051298	-0.022959	0.004442	0.004609	-0.062473	-0.175520	
24.350000	14.141148	-0.389709	-0.497992	0.523006	7.070155	1.146804	0.027799	-0.060607	0.135649	0.041720	-0.406635	-0.368172	-0.059867	-0.008126	0.004695	-0.007782	-0.068069	-0.201730	
24.400000	14.142480	-0.392730	-0.491208	0.525081	7.049746	1.128303	0.025120	-0.060094	0.135695	0.041131	-0.409846	-0.372152	-0.055305	0.002215	0.002607	-0.013162	-0.064985	-0.175472	
24.450000	14.143657	-0.395713	-0.484420	0.527125	7.029163	1.109713	0.021601	-0.059101	0.135798	0.040533	-0.413650	-0.371630	-0.052005	0.009892	0.000677	-0.011748	-0.063127	-0.082577	
