HawtC2_ProjectName: 5MW_PowerProduction_Spar2 更多消息和教程请访问：http://www.hawtc.cn/
Powered By OpenWECD.HawtC2.HydroL @CopyRight 赵子祯
Time	PRPSurge  	PRPSway   	PRPHeave  	PRPRoll   	PRPPitch  	PRPYaw    	PRPTVxi   	PRPTVyi   	PRPTVzi   	PRPRVxi   	PRPRVyi   	PRPRVzi   	PRPTAxi   	PRPTAyi   	PRPTAzi   	PRPRAxi   	PRPRAyi   	PRPRAzi   	
(s)	(m)       	(m)       	(m)       	(deg)     	(deg)     	(deg)     	(m/s)     	(m/s)     	(m/s)     	(deg/s)   	(deg/s)   	(deg/s)   	(m/s^2)   	(m/s^2)   	(m/s^2)   	(deg/s^2) 	(deg/s^2) 	(deg/s^2) 	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.050000	-0.000011	-0.000002	0.000020	0.000002	-0.000007	-0.000161	-0.001654	-0.000188	0.000597	0.000126	-0.001125	-0.045545	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.100000	-0.000021	-0.000042	0.000071	0.000028	-0.000014	-0.001085	-0.000348	-0.000843	0.001171	0.000558	-0.000242	-0.015339	-0.005482	-0.004576	0.013552	0.003068	-0.003771	-0.358255	
0.150000	-0.000026	-0.000038	0.000139	0.000024	-0.000019	-0.001889	0.000142	0.001584	0.001511	-0.001103	0.000084	-0.022627	-0.004462	-0.010845	0.010219	0.007156	-0.003081	0.069486	
0.200000	-0.000009	0.000157	0.000219	-0.000110	-0.000008	-0.003722	0.000421	0.006176	0.001645	-0.004235	0.000263	-0.033674	0.009685	0.035564	0.007067	-0.024439	0.006441	-0.151000	
0.250000	0.000006	0.000575	0.000300	-0.000396	0.000001	-0.005756	0.000078	0.010220	0.001575	-0.006994	0.000015	-0.051695	0.009647	0.092687	0.002827	-0.063223	0.006332	-0.315710	
0.300000	-0.000008	0.001151	0.000374	-0.000790	-0.000011	-0.008452	-0.000603	0.012689	0.001323	-0.008680	-0.000465	-0.063663	-0.004360	0.094586	-0.001418	-0.064497	-0.003258	-0.215505	
0.350000	-0.000048	0.001842	0.000430	-0.001263	-0.000041	-0.012247	-0.000849	0.015112	0.000924	-0.010321	-0.000654	-0.083783	-0.015247	0.056406	-0.005181	-0.038496	-0.010718	-0.281129	
0.400000	-0.000082	0.002672	0.000464	-0.001829	-0.000069	-0.017096	-0.000466	0.017994	0.000439	-0.012254	-0.000417	-0.106857	-0.009048	0.039996	-0.008137	-0.027113	-0.006565	-0.440373	
0.450000	-0.000094	0.003617	0.000474	-0.002471	-0.000083	-0.022741	-0.000094	0.019288	-0.000055	-0.013089	-0.000188	-0.121836	0.006409	0.051199	-0.009904	-0.034318	0.003887	-0.441243	
0.500000	-0.000105	0.004543	0.000460	-0.003098	-0.000097	-0.028966	-0.000566	0.017157	-0.000498	-0.011580	-0.000532	-0.128496	0.010697	0.034660	-0.010164	-0.022647	0.006778	-0.297865	
0.550000	-0.000164	0.005291	0.000426	-0.003601	-0.000145	-0.035468	-0.001814	0.012680	-0.000851	-0.008462	-0.001399	-0.130110	-0.004865	-0.031366	-0.009071	0.022564	-0.003775	-0.158145	
0.600000	-0.000282	0.005816	0.000376	-0.003947	-0.000234	-0.041981	-0.002690	0.008642	-0.001095	-0.005630	-0.002009	-0.129604	-0.025046	-0.093540	-0.007189	0.065084	-0.017412	-0.040908	
0.650000	-0.000413	0.006184	0.000318	-0.004183	-0.000332	-0.048447	-0.002354	0.006336	-0.001225	-0.003966	-0.001788	-0.128874	-0.023378	-0.095665	-0.004904	0.066771	-0.016173	0.026854	
0.700000	-0.000503	0.006465	0.000255	-0.004355	-0.000403	-0.054953	-0.001190	0.004877	-0.001255	-0.002877	-0.000997	-0.130215	0.002121	-0.053147	-0.002590	0.038053	0.001277	0.023749	
0.750000	-0.000533	0.006671	0.000194	-0.004470	-0.000433	-0.061515	-0.000175	0.003330	-0.001191	-0.001731	-0.000296	-0.132607	0.025433	-0.022760	-0.000539	0.017447	0.017282	-0.021655	
0.800000	-0.000530	0.006803	0.000137	-0.004531	-0.000438	-0.068225	0.000311	0.002100	-0.001061	-0.000799	0.000061	-0.137204	0.025964	-0.023792	0.001299	0.018095	0.017868	-0.042362	
0.850000	-0.000498	0.006898	0.000088	-0.004561	-0.000423	-0.075349	0.001177	0.001874	-0.000905	-0.000546	0.000690	-0.147510	0.011885	-0.026510	0.002685	0.019911	0.008588	-0.092304	
0.900000	-0.000389	0.007001	0.000047	-0.004592	-0.000353	-0.083084	0.003452	0.002172	-0.000761	-0.000643	0.002295	-0.160636	0.012696	-0.009788	0.003288	0.008613	0.009456	-0.203538	
0.950000	-0.000127	0.007103	0.000011	-0.004618	-0.000176	-0.091467	0.007202	0.001646	-0.000654	-0.000171	0.004919	-0.175985	0.039920	0.007049	0.003033	-0.002686	0.028289	-0.269936	
1.000000	0.000341	0.007135	-0.000020	-0.004589	0.000146	-0.100606	0.011501	-0.000712	-0.000596	0.001556	0.007935	-0.190459	0.074658	-0.003755	0.002223	0.004838	0.052247	-0.293289	
1.050000	0.001020	0.007002	-0.000049	-0.004441	0.000616	-0.110546	0.015585	-0.004879	-0.000593	0.004525	0.010823	-0.207875	0.091216	-0.042106	0.001158	0.031111	0.063866	-0.305095	
1.100000	0.001899	0.006627	-0.000080	-0.004122	0.001228	-0.121472	0.019652	-0.010222	-0.000638	0.008301	0.013714	-0.229304	0.085927	-0.084313	0.000056	0.060022	0.060636	-0.342615	
1.150000	0.002994	0.005973	-0.000113	-0.003606	0.001993	-0.133611	0.024279	-0.015925	-0.000711	0.012326	0.017000	-0.256555	0.079918	-0.110874	-0.000916	0.078265	0.056878	-0.426392	
1.200000	0.004338	0.005040	-0.000151	-0.002893	0.002935	-0.147223	0.029479	-0.021271	-0.000787	0.016106	0.020687	-0.287915	0.088652	-0.117705	-0.001532	0.083000	0.063082	-0.536647	
1.250000	0.005940	0.003859	-0.000192	-0.002005	0.004061	-0.162426	0.034521	-0.025786	-0.000840	0.019314	0.024278	-0.321167	0.103446	-0.109206	-0.001610	0.077182	0.073364	-0.629420	
1.300000	0.007782	0.002478	-0.000234	-0.000973	0.005358	-0.179259	0.039089	-0.029268	-0.000850	0.021804	0.027558	-0.352796	0.104764	-0.091528	-0.001148	0.064995	0.074485	-0.665179	
1.350000	0.009847	0.000952	-0.000276	0.000162	0.006816	-0.197647	0.043635	-0.031534	-0.000817	0.023452	0.030833	-0.382876	0.093629	-0.069875	-0.000275	0.049999	0.067143	-0.648370	
1.400000	0.012162	-0.000653	-0.000315	0.001356	0.008452	-0.217479	0.049230	-0.032413	-0.000757	0.024138	0.034830	-0.409386	0.088700	-0.045648	0.000674	0.033177	0.064005	-0.606544	
1.450000	0.014793	-0.002268	-0.000351	0.002561	0.010314	-0.238541	0.056183	-0.032022	-0.000687	0.023942	0.039755	-0.432941	0.106466	-0.018239	0.001269	0.014164	0.076246	-0.540679	
1.500000	0.017793	-0.003845	-0.000384	0.003743	0.012436	-0.260734	0.063763	-0.031076	-0.000626	0.023352	0.045108	-0.453265	0.137341	0.008069	0.001487	-0.004088	0.097334	-0.466982	
1.550000	0.021162	-0.005380	-0.000415	0.004899	0.014820	-0.283818	0.070849	-0.030474	-0.000595	0.022980	0.050124	-0.468281	0.155518	0.021868	0.001289	-0.013810	0.109733	-0.411409	
1.600000	0.024862	-0.006904	-0.000445	0.006048	0.017438	-0.307517	0.076983	-0.030576	-0.000619	0.023073	0.054489	-0.479763	0.147375	0.016013	0.000668	-0.010140	0.104179	-0.307262	
1.650000	0.028851	-0.008445	-0.000478	0.007211	0.020262	-0.331698	0.082555	-0.031070	-0.000727	0.023420	0.058463	-0.485737	0.124570	-0.000707	-0.000391	0.000943	0.088587	-0.215248	
1.700000	0.033119	-0.010007	-0.000519	0.008388	0.023285	-0.356062	0.088222	-0.031332	-0.000931	0.023595	0.062491	-0.487792	0.108742	-0.011871	-0.002049	0.008273	0.077664	-0.133713	
1.750000	0.037674	-0.011568	-0.000573	0.009563	0.026511	-0.380403	0.093921	-0.030984	-0.001228	0.023344	0.066525	-0.486037	0.109516	-0.008489	-0.004042	0.005731	0.077953	-0.032527	
1.800000	0.042500	-0.013095	-0.000643	0.010714	0.029929	-0.404635	0.098911	-0.029973	-0.001593	0.022628	0.070065	-0.483073	0.114092	0.005401	-0.005974	-0.003967	0.080782	0.041519	
1.850000	0.047549	-0.014554	-0.000732	0.011818	0.033506	-0.428791	0.102895	-0.028248	-0.001980	0.021410	0.072905	-0.482930	0.103866	0.020744	-0.007418	-0.014683	0.073543	0.060998	
1.900000	0.052775	-0.015904	-0.000841	0.012844	0.037209	-0.453029	0.106024	-0.025564	-0.002336	0.019526	0.075149	-0.485986	0.081603	0.034982	-0.007922	-0.024670	0.058116	0.014165	
1.950000	0.058144	-0.017091	-0.000965	0.013757	0.041015	-0.477449	0.108694	-0.021762	-0.002629	0.016873	0.077064	-0.490125	0.061373	0.052709	-0.007329	-0.037009	0.044055	-0.057883	
2.000000	0.063641	-0.018066	-0.001102	0.014522	0.044913	-0.501952	0.111131	-0.017164	-0.002822	0.013676	0.078804	-0.490413	0.051087	0.074955	-0.005949	-0.052339	0.036737	-0.083829	
2.050000	0.069249	-0.018806	-0.001245	0.015124	0.048890	-0.526322	0.113031	-0.012520	-0.002894	0.010449	0.080162	-0.484962	0.047486	0.093063	-0.003961	-0.064727	0.033947	-0.014912	
2.100000	0.074928	-0.019330	-0.001389	0.015575	0.052918	-0.550297	0.113950	-0.008608	-0.002830	0.007727	0.080839	-0.473309	0.039695	0.096216	-0.001501	-0.066828	0.028316	0.099172	
2.150000	0.080627	-0.019686	-0.001526	0.015910	0.056962	-0.573544	0.113866	-0.005833	-0.002651	0.005790	0.080822	-0.455275	0.020865	0.081617	0.001230	-0.056752	0.015219	0.223892	
2.200000	0.086306	-0.019931	-0.001653	0.016167	0.060994	-0.595633	0.113298	-0.004149	-0.002392	0.004613	0.080466	-0.427029	-0.001518	0.056774	0.003685	-0.039610	-0.000244	0.362967	
2.250000	0.091959	-0.020114	-0.001765	0.016380	0.065009	-0.616102	0.112854	-0.003221	-0.002105	0.003969	0.080187	-0.392235	-0.013971	0.032775	0.005329	-0.022940	-0.008908	0.553589	
2.300000	0.097598	-0.020263	-0.001864	0.016571	0.069017	-0.634712	0.112769	-0.002827	-0.001852	0.003704	0.080151	-0.350526	-0.011870	0.016652	0.005942	-0.011600	-0.007608	0.711588	
2.350000	0.103240	-0.020402	-0.001952	0.016754	0.073028	-0.651202	0.112963	-0.002763	-0.001683	0.003677	0.080308	-0.308846	-0.002423	0.007054	0.005280	-0.004726	-0.001228	0.819340	
2.400000	0.108899	-0.020541	-0.002034	0.016940	0.077051	-0.665655	0.113417	-0.002793	-0.001643	0.003723	0.080647	-0.269275	0.004967	0.000890	0.003543	-0.000256	0.003845	0.859720	
2.450000	0.114588	-0.020676	-0.002119	0.017124	0.081096	-0.678266	0.114241	-0.002554	-0.001761	0.003593	0.081246	-0.234281	0.009646	-0.001206	0.000923	0.001344	0.007156	0.800433	
2.500000	0.120334	-0.020788	-0.002213	0.017293	0.085183	-0.689206	0.115695	-0.001840	-0.002047	0.003147	0.082284	-0.203312	0.015918	0.003405	-0.002272	-0.001663	0.011602	0.702729	
2.550000	0.126169	-0.020855	-0.002326	0.017435	0.089333	-0.698581	0.117802	-0.000849	-0.002490	0.002526	0.083777	-0.172240	0.027750	0.013272	-0.005690	-0.008220	0.019852	0.627344	
2.600000	0.132123	-0.020876	-0.002464	0.017549	0.093566	-0.706361	0.120391	-0.000089	-0.003057	0.002078	0.085609	-0.139557	0.041948	0.020660	-0.008926	-0.013012	0.029721	0.612141	
2.650000	0.138215	-0.020876	-0.002633	0.017652	0.097898	-0.712440	0.123328	-0.000084	-0.003688	0.002163	0.087690	-0.103690	0.052731	0.017550	-0.011474	-0.010579	0.037284	0.646622	
2.700000	0.144462	-0.020902	-0.002833	0.017777	0.102339	-0.716677	0.126629	-0.001132	-0.004322	0.002985	0.090030	-0.065170	0.059563	0.002352	-0.012859	0.000150	0.042171	0.707506	
2.750000	0.150888	-0.021008	-0.003064	0.017963	0.106908	-0.718898	0.130527	-0.003298	-0.004900	0.004591	0.092789	-0.023113	0.065906	-0.020033	-0.012908	0.015812	0.046735	0.769403	
2.800000	0.157527	-0.021249	-0.003322	0.018248	0.111627	-0.718916	0.135162	-0.006481	-0.005365	0.006913	0.096060	0.022460	0.076731	-0.043549	-0.011752	0.032279	0.054338	0.841797	
2.850000	0.164415	-0.021670	-0.003599	0.018664	0.116521	-0.716658	0.140430	-0.010459	-0.005678	0.009790	0.099772	0.067352	0.092001	-0.064372	-0.009492	0.046905	0.064947	0.910498	
2.900000	0.171577	-0.022303	-0.003887	0.019233	0.121608	-0.712255	0.146017	-0.014910	-0.005822	0.012999	0.103711	0.109358	0.105850	-0.080419	-0.006382	0.058160	0.074579	0.910064	
2.950000	0.179016	-0.023161	-0.004178	0.019964	0.126891	-0.705852	0.151479	-0.019376	-0.005811	0.016222	0.107573	0.147439	0.113177	-0.090091	-0.002950	0.064924	0.079756	0.842559	
3.000000	0.186721	-0.024234	-0.004466	0.020850	0.132363	-0.697525	0.156694	-0.023385	-0.005672	0.019140	0.111274	0.184989	0.111222	-0.091010	0.000309	0.065642	0.078595	0.770424	
3.050000	0.194684	-0.025488	-0.004744	0.021870	0.138018	-0.687310	0.161852	-0.026666	-0.005453	0.021566	0.114943	0.222008	0.104719	-0.082076	0.002899	0.059653	0.074308	0.749592	
3.100000	0.202911	-0.026889	-0.005011	0.023000	0.143860	-0.675291	0.167293	-0.029288	-0.005216	0.023545	0.118809	0.258758	0.102048	-0.066584	0.004576	0.049171	0.072608	0.739792	
3.150000	0.211423	-0.028410	-0.005267	0.024220	0.149905	-0.661452	0.173292	-0.031496	-0.005019	0.025242	0.123060	0.294486	0.107143	-0.051761	0.004968	0.039104	0.076185	0.724310	
3.200000	0.220252	-0.030036	-0.005515	0.025522	0.156174	-0.645883	0.179956	-0.033548	-0.004919	0.026832	0.127769	0.327591	0.118906	-0.042827	0.004142	0.033045	0.084293	0.717417	
3.250000	0.229429	-0.031766	-0.005761	0.026904	0.162689	-0.628740	0.187180	-0.035727	-0.004951	0.028507	0.132863	0.358803	0.133167	-0.040006	0.002191	0.031089	0.094101	0.669230	
3.300000	0.238977	-0.033614	-0.006012	0.028376	0.169465	-0.610063	0.194732	-0.038266	-0.005119	0.030425	0.138182	0.387728	0.145136	-0.042671	-0.000534	0.032868	0.102328	0.616883	
3.350000	0.248902	-0.035601	-0.006275	0.029952	0.176506	-0.589972	0.202203	-0.041244	-0.005411	0.032642	0.143445	0.415792	0.152061	-0.050077	-0.003390	0.037906	0.107077	0.586072	
3.400000	0.259195	-0.037744	-0.006555	0.031644	0.183807	-0.568492	0.209455	-0.044510	-0.005807	0.035054	0.148557	0.443514	0.151008	-0.059338	-0.005903	0.044184	0.106359	0.555325	
3.450000	0.269847	-0.040052	-0.006857	0.033457	0.191361	-0.545586	0.216618	-0.047739	-0.006259	0.037438	0.153603	0.471037	0.145627	-0.066056	-0.007996	0.048747	0.102644	0.554004	
3.500000	0.280857	-0.042512	-0.007182	0.035383	0.199167	-0.521420	0.223742	-0.050547	-0.006734	0.039520	0.158617	0.494734	0.142339	-0.066038	-0.009233	0.048679	0.100299	0.555024	
3.550000	0.292222	-0.045094	-0.007530	0.037401	0.207223	-0.496263	0.230820	-0.052607	-0.007191	0.041071	0.163592	0.512622	0.141991	-0.057573	-0.009617	0.042633	0.099941	0.474914	
3.600000	0.303935	-0.047755	-0.007901	0.039478	0.215523	-0.470269	0.237629	-0.053611	-0.007604	0.041883	0.168375	0.527013	0.141613	-0.042194	-0.009275	0.031718	0.099543	0.359194	
3.650000	0.315979	-0.050435	-0.008290	0.041575	0.224056	-0.443575	0.244053	-0.053387	-0.007956	0.041837	0.172886	0.538689	0.137280	-0.021138	-0.008346	0.016968	0.096413	0.292669	
3.700000	0.328336	-0.053076	-0.008695	0.043649	0.232808	-0.416365	0.250181	-0.052082	-0.008247	0.041039	0.177184	0.550300	0.129200	0.003807	-0.007075	-0.000441	0.090713	0.238403	
3.750000	0.340997	-0.055630	-0.009114	0.045670	0.241773	-0.388520	0.256228	-0.050001	-0.008477	0.039705	0.181411	0.564377	0.122096	0.026922	-0.005818	-0.016562	0.085644	0.209673	
3.800000	0.353956	-0.058068	-0.009543	0.047615	0.250947	-0.359763	0.262019	-0.047430	-0.008660	0.038044	0.185444	0.585502	0.119618	0.043069	-0.004591	-0.027690	0.083645	0.276478	
3.850000	0.367188	-0.060370	-0.009980	0.049472	0.260310	-0.329770	0.267052	-0.044619	-0.008814	0.036234	0.188943	0.615017	0.116382	0.052470	-0.003596	-0.033975	0.081064	0.416125	
3.900000	0.380646	-0.062530	-0.010424	0.051238	0.269830	-0.298094	0.271117	-0.041796	-0.008964	0.034436	0.191763	0.653099	0.103135	0.056991	-0.003014	-0.036778	0.071659	0.578094	
3.950000	0.394289	-0.064551	-0.010877	0.052917	0.279478	-0.264370	0.274479	-0.039087	-0.009129	0.032729	0.194088	0.695694	0.082480	0.057168	-0.002916	-0.036469	0.057209	0.757629	
4.000000	0.408093	-0.066441	-0.011338	0.054512	0.289237	-0.228532	0.277677	-0.036509	-0.009322	0.031116	0.196286	0.738583	0.065883	0.054578	-0.003236	-0.034375	0.045558	0.867371	
4.050000	0.422056	-0.068203	-0.011810	0.056029	0.299105	-0.190653	0.280815	-0.034000	-0.009556	0.029543	0.198432	0.777013	0.061013	0.051608	-0.003829	-0.032279	0.041947	0.864885	
4.100000	0.436170	-0.069840	-0.012294	0.057466	0.309077	-0.150975	0.283643	-0.031499	-0.009824	0.027966	0.200358	0.810876	0.062176	0.049824	-0.004631	-0.031188	0.042503	0.784993	
4.150000	0.450414	-0.071350	-0.012793	0.058823	0.319136	-0.109662	0.286011	-0.028832	-0.010117	0.026273	0.201963	0.841105	0.058363	0.049737	-0.005402	-0.031321	0.039733	0.680123	
4.200000	0.464769	-0.072719	-0.013307	0.060091	0.329271	-0.066827	0.288140	-0.025850	-0.010421	0.024375	0.203398	0.871233	0.048502	0.052621	-0.005907	-0.033353	0.032874	0.611722	
4.250000	0.479230	-0.073931	-0.013835	0.061258	0.339477	-0.022514	0.290346	-0.022624	-0.010717	0.022320	0.204877	0.900523	0.041512	0.058944	-0.006122	-0.037536	0.027963	0.591322	
4.300000	0.493806	-0.074983	-0.014378	0.062324	0.349760	0.023265	0.292690	-0.019506	-0.010992	0.020355	0.206444	0.930754	0.042256	0.064820	-0.005986	-0.041327	0.028327	0.583543	
4.350000	0.508500	-0.075889	-0.014934	0.063299	0.360121	0.070520	0.294937	-0.016843	-0.011222	0.018709	0.207943	0.958954	0.046599	0.064001	-0.005545	-0.040455	0.031155	0.593239	
4.400000	0.523295	-0.076678	-0.015500	0.064202	0.370550	0.119119	0.296788	-0.014829	-0.011407	0.017512	0.209173	0.984960	0.046302	0.054812	-0.004683	-0.033948	0.030885	0.575491	
4.450000	0.538177	-0.077383	-0.016074	0.065057	0.381037	0.168926	0.298509	-0.013504	-0.011554	0.016790	0.210317	1.007385	0.038610	0.040904	-0.003691	-0.024343	0.025667	0.520091	
4.500000	0.553152	-0.078040	-0.016655	0.065889	0.391586	0.219790	0.300626	-0.012897	-0.011687	0.016561	0.211737	1.026361	0.033382	0.026279	-0.002913	-0.014282	0.022176	0.453235	
4.550000	0.568254	-0.078686	-0.017243	0.066722	0.402220	0.271482	0.303564	-0.013061	-0.011837	0.016849	0.213721	1.039530	0.039702	0.011948	-0.002562	-0.004437	0.026573	0.383717	
4.600000	0.583521	-0.079359	-0.017840	0.067583	0.412966	0.323644	0.307108	-0.013968	-0.012024	0.017632	0.216128	1.046483	0.056794	-0.003046	-0.002849	0.005659	0.038349	0.273114	
4.650000	0.598969	-0.080090	-0.018447	0.068490	0.423835	0.375947	0.310797	-0.015308	-0.012264	0.018686	0.218646	1.045355	0.072040	-0.017986	-0.003686	0.015524	0.048922	0.130828	
4.700000	0.614604	-0.080890	-0.019068	0.069451	0.434832	0.428093	0.314611	-0.016644	-0.012564	0.019728	0.221259	1.039717	0.076401	-0.028005	-0.004784	0.021955	0.052129	-0.014361	
4.750000	0.630436	-0.081751	-0.019705	0.070460	0.445965	0.479907	0.318749	-0.017750	-0.012946	0.020612	0.224102	1.032028	0.076583	-0.028742	-0.005983	0.022199	0.052474	-0.116778	
4.800000	0.646491	-0.082664	-0.020364	0.071512	0.457250	0.531355	0.323549	-0.018767	-0.013422	0.021449	0.227400	1.025263	0.081428	-0.023116	-0.007543	0.018339	0.055948	-0.161378	
4.850000	0.662803	-0.083630	-0.021049	0.072607	0.468712	0.582498	0.328964	-0.019880	-0.013972	0.022365	0.231122	1.019776	0.094241	-0.019413	-0.009456	0.016046	0.064783	-0.146199	
4.900000	0.679392	-0.084655	-0.021762	0.073750	0.480365	0.633348	0.334558	-0.021135	-0.014546	0.023387	0.234971	1.014399	0.108505	-0.021025	-0.011111	0.017454	0.074577	-0.114423	
4.950000	0.696260	-0.085747	-0.022504	0.074948	0.492210	0.683909	0.340119	-0.022625	-0.015100	0.024574	0.238802	1.008098	0.114140	-0.024904	-0.011707	0.020306	0.078515	-0.108007	
5.000000	0.713405	-0.086925	-0.023271	0.076213	0.504246	0.734107	0.345674	-0.024632	-0.015593	0.026112	0.242636	0.999731	0.112360	-0.029824	-0.011244	0.023786	0.077411	-0.121014	
5.050000	0.730832	-0.088222	-0.024062	0.077567	0.516476	0.783794	0.351451	-0.027357	-0.015993	0.028127	0.246625	0.987877	0.110683	-0.039121	-0.009993	0.030076	0.076377	-0.164382	
5.100000	0.748556	-0.089671	-0.024869	0.079033	0.528912	0.832856	0.357535	-0.030676	-0.016285	0.030544	0.250826	0.974885	0.114157	-0.053468	-0.008103	0.039629	0.078843	-0.231422	
5.150000	0.766593	-0.091294	-0.025689	0.080625	0.541563	0.881283	0.363925	-0.034244	-0.016462	0.033132	0.255236	0.961493	0.121220	-0.066950	-0.005870	0.048718	0.083707	-0.265331	
5.200000	0.784953	-0.093096	-0.026514	0.082346	0.554438	0.929031	0.370459	-0.037772	-0.016532	0.035690	0.259744	0.947701	0.128081	-0.073140	-0.003547	0.052976	0.088393	-0.266977	
5.250000	0.803640	-0.095069	-0.027341	0.084191	0.567537	0.976018	0.376976	-0.041102	-0.016528	0.038096	0.264243	0.931836	0.131457	-0.071817	-0.001356	0.052002	0.090703	-0.279176	
5.300000	0.822653	-0.097200	-0.028167	0.086151	0.580863	1.022134	0.383545	-0.044059	-0.016495	0.040222	0.268778	0.913008	0.131113	-0.066831	0.000219	0.048298	0.090492	-0.317465	
5.350000	0.841999	-0.099465	-0.028991	0.088206	0.594417	1.067223	0.390283	-0.046398	-0.016477	0.041886	0.273431	0.889239	0.131032	-0.059443	0.000833	0.042770	0.090462	-0.372383	
5.400000	0.861687	-0.101828	-0.029816	0.090330	0.608209	1.110913	0.397229	-0.048007	-0.016516	0.042990	0.278229	0.858136	0.134043	-0.047744	0.000513	0.034003	0.092554	-0.464352	
5.450000	0.881723	-0.104254	-0.030644	0.092496	0.622241	1.152895	0.404187	-0.048951	-0.016638	0.043586	0.283039	0.821110	0.138683	-0.032638	-0.000636	0.022442	0.095802	-0.618686	
5.500000	0.902106	-0.106714	-0.031481	0.094681	0.636513	1.192911	0.411076	-0.049381	-0.016866	0.043766	0.287807	0.777394	0.140032	-0.018519	-0.002364	0.011654	0.096795	-0.743183	
5.550000	0.922833	-0.109188	-0.032333	0.096868	0.651022	1.230561	0.417964	-0.049530	-0.017224	0.043691	0.292577	0.727898	0.138439	-0.007948	-0.004500	0.003237	0.095786	-0.863513	
5.600000	0.943908	-0.111665	-0.033206	0.099048	0.665773	1.265600	0.425048	-0.049556	-0.017715	0.043475	0.297481	0.673721	0.137396	-0.001956	-0.007094	-0.002242	0.095163	-1.000478	
5.650000	0.965342	-0.114142	-0.034107	0.101214	0.680772	1.297928	0.432275	-0.049458	-0.018316	0.043143	0.302478	0.618922	0.140591	0.000073	-0.009799	-0.004750	0.097353	-1.087833	
5.700000	0.987134	-0.116607	-0.035040	0.103360	0.696019	1.327547	0.439335	-0.049098	-0.018994	0.042611	0.307355	0.565119	0.144602	0.001721	-0.012129	-0.006534	0.099998	-1.103707	
5.750000	1.009271	-0.119046	-0.036007	0.105472	0.711504	1.354531	0.446013	-0.048380	-0.019701	0.041839	0.311959	0.515578	0.142684	0.006432	-0.013709	-0.010143	0.098546	-1.081510	
5.800000	1.031727	-0.121438	-0.037010	0.107539	0.727208	1.379212	0.452046	-0.047190	-0.020396	0.040770	0.316108	0.472825	0.134663	0.014020	-0.014328	-0.015343	0.092854	-1.009254	
5.850000	1.054467	-0.123756	-0.038046	0.109544	0.743107	1.402041	0.457393	-0.045408	-0.021027	0.039350	0.319769	0.440224	0.121569	0.023435	-0.014030	-0.021157	0.083595	-0.856408	
5.900000	1.077459	-0.125968	-0.039112	0.111467	0.759179	1.423409	0.462195	-0.042917	-0.021558	0.037479	0.323041	0.414453	0.106945	0.035190	-0.012804	-0.028140	0.073225	-0.657574	
5.950000	1.100684	-0.128037	-0.040201	0.113285	0.775409	1.443568	0.466777	-0.039758	-0.021977	0.035174	0.326147	0.393712	0.095219	0.049469	-0.010721	-0.037160	0.064876	-0.511388	
6.000000	1.124137	-0.129933	-0.041308	0.114977	0.791792	1.462707	0.471266	-0.036046	-0.022273	0.032471	0.329180	0.372289	0.090206	0.063550	-0.008409	-0.046413	0.061155	-0.421303	
6.050000	1.147811	-0.131636	-0.042427	0.116527	0.808326	1.480732	0.475615	-0.032054	-0.022457	0.029544	0.332113	0.348972	0.089219	0.074746	-0.005953	-0.054225	0.060267	-0.402984	
6.100000	1.171694	-0.133137	-0.043553	0.117929	0.825000	1.497489	0.479601	-0.028017	-0.022553	0.026539	0.334796	0.321700	0.087435	0.080928	-0.003640	-0.059212	0.058942	-0.459643	
6.150000	1.195769	-0.134439	-0.044682	0.119181	0.841803	1.512829	0.483346	-0.024051	-0.022593	0.023543	0.337313	0.291193	0.080996	0.081661	-0.001812	-0.060670	0.054512	-0.539160	
6.200000	1.220031	-0.135546	-0.045812	0.120285	0.858732	1.526607	0.487083	-0.020259	-0.022631	0.020649	0.339820	0.260133	0.074451	0.079504	-0.000691	-0.060031	0.050022	-0.605963	
6.250000	1.244481	-0.136469	-0.046946	0.121248	0.875787	1.538816	0.490925	-0.016740	-0.022715	0.017915	0.342397	0.227083	0.073505	0.076013	-0.000545	-0.058124	0.049313	-0.635900	
6.300000	1.269127	-0.137227	-0.048086	0.122082	0.892973	1.549343	0.494821	-0.013638	-0.022881	0.015454	0.345009	0.193549	0.076241	0.070614	-0.001491	-0.054738	0.051115	-0.650161	
6.350000	1.293963	-0.137840	-0.049236	0.122798	0.910286	1.558149	0.498529	-0.010934	-0.023141	0.013246	0.347494	0.158594	0.078290	0.062697	-0.003221	-0.049733	0.052491	-0.677891	
6.400000	1.318978	-0.138325	-0.050402	0.123409	0.927720	1.565164	0.502047	-0.008484	-0.023498	0.011185	0.349854	0.121461	0.075457	0.054089	-0.005192	-0.044188	0.050578	-0.700152	
6.450000	1.344174	-0.138691	-0.051588	0.123918	0.945275	1.570266	0.505839	-0.006179	-0.023938	0.009200	0.352405	0.082296	0.070639	0.048262	-0.007153	-0.040660	0.047375	-0.737242	
6.500000	1.369573	-0.138946	-0.052797	0.124330	0.962968	1.573332	0.510207	-0.004080	-0.024449	0.007321	0.355355	0.040058	0.073688	0.045533	-0.008870	-0.039338	0.049558	-0.785221	
