HawtC2_ProjectName: 5MW_PowerProduction_Spar2 更多消息和教程请访问：http://www.hawtc.cn/
Powered By OpenWECD.HawtC2.HydroL @CopyRight 赵子祯
Time	HydroFxi  	HydroFyi  	HydroFzi  	HydroMxi  	HydroMyi  	HydroMzi  	MoorFxi   	MoorFyi   	MoorFzi   	MoorMxi   	MoorMyi   	MoorMzi   	
(s)	(KN)      	(KN)      	(KN)      	(KN-m)    	(KN-m)    	(KN-m)    	(KN)      	(KN)      	(KN)      	(KN-m)    	(KN-m)    	(KN-m)    	
42.250000	-714.273801	-23.246599	79276.492838	3948.199806	153984.141079	-121.288556	-616.752270	-23.276914	-1642.185168	-1715.048172	39395.357479	-121.288556	
42.300000	-714.505456	-23.258023	79277.394042	3783.908550	155228.851710	-121.438226	-617.345519	-23.304067	-1642.326827	-1712.868475	39405.700199	-121.438226	
42.350000	-714.762670	-23.241862	79278.285782	3626.035372	156479.028725	-120.986102	-617.946389	-23.305441	-1642.465326	-1709.123304	39416.409320	-120.986102	
42.400000	-715.088236	-23.185291	79279.180268	3476.001225	157736.220078	-119.928132	-618.550564	-23.266275	-1642.588142	-1702.838011	39427.197463	-119.928132	
42.450000	-715.510514	-23.070748	79280.083654	3334.424855	159002.896260	-118.308580	-619.160537	-23.167102	-1642.689437	-1692.694793	39438.184150	-118.308580	
42.500000	-715.992494	-22.893808	79280.985711	3201.186656	160279.969078	-116.237515	-619.778783	-23.003333	-1642.779886	-1678.371247	39449.486667	-116.237515	
42.550000	-716.505573	-22.649455	79281.883767	3076.709299	161567.724051	-113.838044	-620.408128	-22.769936	-1642.862577	-1659.526745	39461.269635	-113.838044	
42.600000	-717.089404	-22.343924	79282.768933	2961.288594	162867.977201	-111.202505	-621.056748	-22.472908	-1642.947151	-1636.572875	39474.048874	-111.202505	
42.650000	-717.819823	-22.000571	79283.642091	2854.091167	164184.401298	-108.395444	-621.732682	-22.136027	-1643.033456	-1611.106502	39488.311447	-108.395444	
42.700000	-718.740270	-21.627071	79284.496912	2754.208192	165520.973894	-105.484583	-622.439825	-21.766596	-1643.128778	-1583.600915	39504.245341	-105.484583	
42.750000	-719.802508	-21.249156	79285.329850	2659.269153	166879.171655	-102.468008	-623.167891	-21.392296	-1643.237094	-1555.885905	39521.094016	-102.468008	
42.800000	-720.963446	-20.865099	79286.129155	2568.507526	168259.816438	-99.337331	-623.907540	-21.011580	-1643.370243	-1527.838961	39538.176793	-99.337331	
42.850000	-722.167935	-20.488530	79286.900402	2481.089434	169662.561562	-96.079730	-624.647482	-20.638562	-1643.522491	-1500.402291	39554.730768	-96.079730	
42.900000	-723.422564	-20.128544	79287.644116	2396.005947	171088.490571	-92.679422	-625.389767	-20.281895	-1643.693216	-1474.141868	39570.866158	-92.679422	
42.950000	-724.761178	-19.796009	79288.362485	2311.516994	172539.999564	-89.130373	-626.146717	-19.951950	-1643.880579	-1449.722217	39587.375018	-89.130373	
43.000000	-726.212720	-19.502107	79289.066326	2225.978486	174019.932850	-85.471670	-626.938627	-19.659767	-1644.074187	-1427.851737	39605.576120	-85.471670	
43.050000	-728.113038	-19.243878	79290.078282	2138.854784	175552.761859	-81.711087	-628.116218	-19.402195	-1643.951921	-1408.261254	39648.900352	-81.711087	
43.100000	-730.147551	-19.008797	79291.180397	2051.066014	177120.673851	-77.967175	-629.424660	-19.165862	-1643.732142	-1390.083843	39700.324340	-77.967175	
43.150000	-731.757894	-18.797181	79291.902077	1963.243420	178688.008716	-74.391212	-630.355254	-18.951089	-1643.885689	-1373.402647	39725.815417	-74.391212	
43.200000	-733.386670	-18.614539	79292.724465	1874.867604	180285.014255	-70.963509	-631.398498	-18.764106	-1643.931323	-1358.572957	39758.269648	-70.963509	
43.250000	-734.881025	-18.464346	79293.550649	1784.965303	181900.923365	-67.708447	-632.441447	-18.608951	-1643.965850	-1345.856497	39790.194221	-67.708447	
43.300000	-735.926004	-18.354256	79294.135019	1692.799128	183513.362876	-64.673440	-633.208714	-18.493722	-1644.234724	-1335.811497	39803.223978	-64.673440	
43.350000	-736.619618	-18.293208	79294.587703	1597.405370	185126.213183	-61.813291	-633.822876	-18.427856	-1644.627639	-1329.047525	39805.643640	-61.813291	
43.400000	-737.165583	-18.285526	79295.086585	1497.737101	186748.761718	-59.050057	-634.475247	-18.415927	-1644.966653	-1325.837618	39810.370036	-59.050057	
43.450000	-737.657485	-18.332548	79295.689415	1393.197653	188382.331388	-56.364010	-635.226875	-18.459208	-1645.194075	-1326.251354	39821.584724	-56.364010	
43.500000	-738.062696	-18.414590	79296.309983	1284.921005	190019.550026	-53.835449	-635.990516	-18.536385	-1645.396375	-1328.869072	39833.494701	-53.835449	
43.550000	-738.372973	-18.524962	79296.890609	1173.771806	191655.472123	-51.510186	-636.694395	-18.640776	-1645.631890	-1333.260208	39841.331662	-51.510186	
43.600000	-738.584829	-18.657839	79297.443679	1060.773363	193289.331526	-49.414941	-637.342423	-18.767099	-1645.888569	-1339.087518	39845.394588	-49.414941	
43.650000	-738.585549	-18.801475	79297.945847	947.387027	194915.317073	-47.594055	-637.896963	-18.903620	-1646.189627	-1345.586757	39843.204437	-47.594055	
43.700000	-738.335991	-18.963347	79298.367715	833.752632	196528.336677	-46.023999	-638.324186	-19.059259	-1646.563338	-1353.373486	39832.552189	-46.023999	
43.750000	-737.930003	-19.129460	79298.747579	720.611946	198130.653833	-44.639982	-638.676276	-19.220434	-1646.970276	-1361.539747	39816.980712	-44.639982	
43.800000	-737.553095	-19.301814	79299.162028	608.483982	199730.024210	-43.367959	-639.058970	-19.389678	-1647.332859	-1370.268878	39803.580875	-43.367959	
43.850000	-737.284171	-19.490522	79299.648309	496.947246	201330.456133	-42.109460	-639.522359	-19.577262	-1647.612950	-1380.254806	39795.716085	-42.109460	
43.900000	-737.020591	-19.705816	79300.171854	384.067589	202928.051776	-40.709273	-640.031216	-19.793807	-1647.844028	-1392.185886	39791.014626	-40.709273	
43.950000	-736.666309	-19.945755	79300.702492	268.688638	204516.935177	-39.069233	-640.533419	-20.037691	-1648.054785	-1405.930622	39786.035885	-39.069233	
44.000000	-736.207316	-20.188584	79301.208972	151.627660	206093.623172	-37.150379	-640.997269	-20.286983	-1648.275014	-1420.016506	39778.687092	-37.150379	
44.050000	-735.769482	-20.415573	79301.686488	34.253929	207660.736974	-34.904524	-641.428053	-20.522878	-1648.508410	-1433.195685	39769.321651	-34.904524	
44.100000	-735.432056	-20.615736	79302.128683	-82.543262	209222.444249	-32.261817	-641.842884	-20.734636	-1648.761020	-1444.758998	39759.010708	-32.261817	
44.150000	-735.156181	-20.769111	79302.563172	-197.181610	210780.680784	-29.254804	-642.264845	-20.900502	-1649.005331	-1453.258675	39749.277723	-29.254804	
44.200000	-734.905191	-20.862127	79303.030148	-308.168155	212336.400599	-25.991504	-642.726050	-21.004622	-1649.201353	-1457.644998	39742.302976	-25.991504	
44.250000	-734.813716	-20.880943	79303.545067	-413.647076	213894.718534	-22.610055	-643.266990	-21.031457	-1649.334241	-1456.898094	39740.761905	-22.610055	
44.300000	-734.998444	-20.819214	79304.099904	-511.520835	215461.235770	-19.230427	-643.894179	-20.974529	-1649.413424	-1450.623992	39745.012291	-19.230427	
44.350000	-735.432422	-20.673130	79304.672825	-599.306174	217037.852916	-15.975348	-644.575406	-20.829925	-1649.462401	-1438.614044	39752.805811	-15.975348	
44.400000	-736.031826	-20.457192	79305.230328	-676.328219	218624.620125	-12.890792	-645.276701	-20.613288	-1649.515880	-1421.951565	39761.760978	-12.890792	
44.450000	-736.765810	-20.181751	79305.755934	-742.949473	220223.065704	-9.983557	-645.985099	-20.336115	-1649.591164	-1401.412655	39770.926874	-9.983557	
44.500000	-737.620297	-19.851701	79306.253835	-799.311333	221835.265687	-7.263836	-646.697664	-20.004107	-1649.684545	-1377.382387	39780.055938	-7.263836	
44.550000	-738.631620	-19.477613	79306.732836	-845.461477	223465.235330	-4.719310	-647.431167	-19.628511	-1649.787816	-1350.626948	39790.207926	-4.719310	
44.600000	-739.879311	-19.085404	79307.209659	-882.641827	225119.569422	-2.257798	-648.221116	-19.236297	-1649.884948	-1322.958311	39803.670967	-2.257798	
44.650000	-741.361062	-18.691936	79307.690317	-912.111418	226802.210552	0.192126	-649.082101	-18.843784	-1649.970986	-1295.461655	39821.333386	0.192126	
44.700000	-742.974799	-18.321018	79308.174195	-935.640554	228512.521454	2.690414	-649.990713	-18.475142	-1650.047096	-1269.743569	39841.592393	2.690414	
44.750000	-744.543586	-17.954790	79308.625321	-952.661522	230244.474513	5.197670	-650.892375	-18.111519	-1650.149399	-1244.530063	39860.773110	5.197670	
44.800000	-745.997078	-17.580703	79309.025280	-961.825036	231993.776240	7.651904	-651.754859	-17.740035	-1650.296110	-1218.971231	39876.746920	7.651904	
44.850000	-747.375605	-17.197992	79309.367526	-962.263662	233760.024273	10.000294	-652.576754	-17.359450	-1650.493705	-1192.999843	39889.438400	10.000294	
44.900000	-748.771804	-16.811194	79309.656854	-954.359175	235546.138670	12.227814	-653.379085	-16.974029	-1650.737650	-1166.894853	39900.240362	12.227814	
44.950000	-750.184190	-16.425826	79309.910333	-938.842644	237353.232741	14.317689	-654.175808	-16.589253	-1651.011400	-1141.009786	39910.088395	14.317689	
45.000000	-751.465462	-16.055423	79310.134889	-917.007412	239176.573072	16.292501	-654.954540	-16.219430	-1651.308084	-1116.288245	39918.198292	16.292501	
45.050000	-752.547105	-15.707047	79310.341266	-889.638412	241011.327427	18.160131	-655.707558	-15.871415	-1651.616533	-1093.178439	39924.154886	18.160131	
45.100000	-753.414291	-15.395960	79310.525712	-858.299262	242853.032252	19.968700	-656.421080	-15.560384	-1651.940003	-1072.678769	39927.122594	19.968700	
45.150000	-754.064916	-15.119758	79310.697409	-823.596277	244697.614181	21.694647	-657.076432	-15.282488	-1652.269288	-1054.511432	39925.969895	21.694647	
45.200000	-754.547974	-14.902345	79310.862716	-787.389137	246543.407652	23.351747	-657.670357	-15.061147	-1652.598200	-1040.229392	39920.557742	23.351747	
45.250000	-754.871055	-14.747486	79311.028852	-750.650016	248388.713931	24.927138	-658.208016	-14.900378	-1652.919893	-1030.082054	39911.286470	24.927138	
45.300000	-754.989769	-14.628696	79311.197986	-711.768470	250230.104165	26.305233	-658.692870	-14.774169	-1653.232491	-1022.329738	39898.453185	26.305233	
45.350000	-754.918066	-14.549532	79311.376200	-670.191572	252065.353898	27.452698	-659.136191	-14.687632	-1653.529368	-1017.333554	39882.887995	27.452698	
45.400000	-754.702253	-14.498006	79311.565895	-625.426224	253893.369377	28.360758	-659.550917	-14.629150	-1653.807439	-1014.313874	39865.515110	28.360758	
45.450000	-754.424153	-14.482282	79311.771793	-578.097090	255714.977953	29.071795	-659.955294	-14.607309	-1654.061159	-1013.844386	39847.593848	29.071795	
45.500000	-754.111573	-14.505497	79311.997418	-528.699451	257530.119240	29.618038	-660.355284	-14.625234	-1654.286373	-1016.129031	39829.552146	29.618038	
45.550000	-753.789503	-14.586037	79312.243912	-479.448820	259338.858952	30.120557	-660.754292	-14.701175	-1654.481034	-1022.365376	39811.644995	30.120557	
45.600000	-753.452434	-14.746746	79312.503920	-433.666310	261140.586956	30.756485	-661.148583	-14.857997	-1654.651633	-1034.040826	39793.615749	30.756485	
45.650000	-753.036346	-14.990406	79312.771027	-393.798779	262932.603528	31.665640	-661.526213	-15.098791	-1654.803424	-1051.312791	39774.686493	31.665640	
45.700000	-752.460404	-15.294090	79313.042820	-360.238376	264710.554883	32.875421	-661.876217	-15.400344	-1654.937279	-1072.589305	39754.190337	32.875421	
45.750000	-751.744969	-15.625418	79313.319936	-332.019811	266472.679256	34.315466	-662.210813	-15.729372	-1655.051012	-1095.621384	39733.007293	34.315466	
45.800000	-751.043491	-15.964162	79313.603093	-308.821195	268222.554588	35.945733	-662.566069	-16.065938	-1655.142876	-1119.057104	39713.557687	35.945733	
45.850000	-750.438312	-16.266875	79313.897435	-288.116373	269963.239862	37.622123	-662.959992	-16.366696	-1655.207776	-1139.997857	39697.031969	37.622123	
45.900000	-749.975576	-16.539427	79314.206205	-269.080394	271697.359765	39.307003	-663.398756	-16.637929	-1655.242872	-1158.895078	39683.821595	39.307003	
45.950000	-749.672804	-16.748864	79314.520280	-248.512241	273427.086301	40.829987	-663.877195	-16.845466	-1655.258191	-1173.494700	39673.517713	40.829987	
46.000000	-749.526810	-16.903169	79314.828679	-225.540407	275154.112936	42.150215	-664.382294	-16.997415	-1655.265656	-1184.374658	39665.174165	42.150215	
46.050000	-749.549206	-17.001776	79315.131522	-199.211099	276880.959363	43.238039	-664.904714	-17.094093	-1655.265960	-1191.582799	39658.118584	43.238039	
46.100000	-749.777406	-17.044867	79315.417217	-168.720568	278612.062290	44.098648	-665.450086	-17.136596	-1655.271740	-1195.216001	39652.602409	44.098648	
46.150000	-750.169845	-17.041794	79315.680549	-133.657766	280349.904380	44.769505	-666.021306	-17.134442	-1655.288903	-1195.936412	39648.722879	44.769505	
46.200000	-750.638719	-17.008844	79315.914014	-94.571375	282094.359777	45.329451	-666.617157	-17.103721	-1655.324987	-1194.830836	39646.327760	45.329451	
46.250000	-751.179347	-16.942717	79316.130162	-51.180630	283846.544862	45.795382	-667.246534	-17.040810	-1655.367300	-1191.656887	39646.015070	45.795382	
46.300000	-751.829851	-16.843454	79316.317618	-2.786991	285608.700238	46.158725	-667.915187	-16.945468	-1655.427512	-1186.411164	39648.094645	46.158725	
46.350000	-752.638635	-16.724059	79316.478091	50.695142	287383.877445	46.443507	-668.624861	-16.830545	-1655.504636	-1179.968279	39652.634216	46.443507	
46.400000	-753.563981	-16.583325	79316.607802	109.664704	289172.525995	46.651842	-669.357645	-16.694897	-1655.603343	-1172.254642	39658.384572	46.651842	
46.450000	-754.537633	-16.406696	79316.691709	175.400396	290973.598255	46.755956	-670.094055	-16.525057	-1655.739311	-1162.375855	39663.978463	46.755956	
46.500000	-755.500369	-16.170693	79316.725737	251.041810	292785.431882	46.651364	-670.818072	-16.298349	-1655.916910	-1148.851468	39668.318891	46.651364	
46.550000	-756.438174	-15.878478	79316.715737	338.128378	294607.389262	46.328385	-671.525862	-16.017904	-1656.130560	-1131.926515	39671.172248	46.328385	
46.600000	-757.403387	-15.557990	79316.667546	435.414586	296441.422936	45.901967	-672.232129	-15.710919	-1656.374866	-1113.424747	39673.508868	45.901967	
46.650000	-758.418864	-15.236461	79316.587666	540.777181	298289.295032	45.504049	-672.949856	-15.404193	-1656.644153	-1095.122179	39676.172735	45.504049	
46.700000	-759.412374	-14.915622	79316.489265	653.756151	300149.201465	45.161016	-673.672249	-15.099387	-1656.926147	-1077.116436	39678.745648	45.161016	
46.750000	-760.280343	-14.599451	79316.366415	774.511799	302016.466761	44.866786	-674.378211	-14.799958	-1657.227078	-1059.644975	39679.845290	44.866786	
46.800000	-760.951287	-14.280326	79316.220422	903.420523	303885.745725	44.590611	-675.046389	-14.497530	-1657.545380	-1042.145203	39678.141081	44.590611	
46.850000	-761.490286	-13.946229	79316.050132	1041.371031	305756.090476	44.262297	-675.680544	-14.179425	-1657.882074	-1023.774989	39673.938010	44.262297	
46.900000	-761.941658	-13.593789	79315.865444	1189.496643	307627.088421	43.793656	-676.285978	-13.841695	-1658.227623	-1004.295030	39667.657244	43.793656	
46.950000	-762.339146	-13.243227	79315.676642	1346.676093	309499.060009	43.228010	-676.873685	-13.504425	-1658.572046	-985.056056	39660.091466	43.228010	
47.000000	-762.677879	-12.889171	79315.485160	1512.775440	311371.236952	42.541242	-677.450402	-13.162180	-1658.914130	-965.690725	39651.708261	42.541242	
47.050000	-762.887460	-12.538160	79315.295575	1687.912887	313240.045895	41.705434	-678.005905	-12.821359	-1659.248882	-946.645860	39641.900107	41.705434	
47.100000	-762.900536	-12.193631	79315.107040	1872.225839	315100.402533	40.688952	-678.523865	-12.485356	-1659.575723	-928.163632	39629.671053	40.688952	
47.150000	-762.767735	-11.876641	79314.922190	2063.910508	316950.722771	39.592200	-679.008766	-12.176299	-1659.890362	-911.718146	39615.412450	39.592200	
47.200000	-762.600624	-11.602399	79314.743069	2261.847092	318792.957559	38.480750	-679.479944	-11.909119	-1660.189701	-898.307003	39600.448446	38.480750	
47.250000	-762.468608	-11.378184	79314.583856	2465.429735	320629.432802	37.352987	-679.953241	-11.688582	-1660.459307	-888.243852	39585.880661	37.352987	
47.300000	-762.360924	-11.238590	79314.442229	2671.011124	322460.313682	36.360103	-680.429487	-11.548541	-1660.701105	-883.751925	39571.756515	36.360103	
47.350000	-762.210946	-11.178081	79314.308020	2875.828362	324283.300764	35.589715	-680.897539	-11.486566	-1660.924637	-884.594958	39557.315602	35.589715	
47.400000	-761.907941	-11.195824	79314.169155	3077.865270	326093.311474	35.141547	-681.334488	-11.505459	-1661.140520	-890.910171	39541.056086	35.141547	
47.450000	-761.410654	-11.267272	79314.028157	3277.109068	327885.860209	34.978924	-681.728334	-11.579075	-1661.344307	-900.907107	39522.268846	34.978924	
47.500000	-760.867032	-11.401796	79313.886570	3471.371099	329663.493384	35.164083	-682.107142	-11.713296	-1661.533218	-914.927503	39502.868163	35.164083	
47.550000	-760.434570	-11.592382	79313.755005	3658.735124	331431.930291	35.701732	-682.506289	-11.900401	-1661.696688	-932.388015	39485.197181	35.701732	
47.600000	-760.127261	-11.818795	79313.630174	3839.013605	333193.740385	36.528093	-682.933691	-12.122426	-1661.838841	-952.048727	39469.713212	36.528093	
47.650000	-759.905221	-12.079807	79313.521570	4012.040622	334949.148298	37.642596	-683.381745	-12.379687	-1661.950894	-973.918941	39455.912645	37.642596	
47.700000	-759.734454	-12.363139	79313.407390	4177.905357	336697.658367	39.019890	-683.835899	-12.659218	-1662.055148	-997.113897	39442.728588	39.019890	
47.750000	-759.655430	-12.642501	79313.276044	4337.540713	338441.381963	40.559920	-684.292649	-12.933666	-1662.163841	-1019.788926	39429.856514	40.559920	
47.800000	-759.657726	-12.897395	79313.136961	4491.702894	340181.557564	42.171648	-684.742898	-13.182705	-1662.268188	-1040.574482	39416.682883	42.171648	
47.850000	-759.749658	-13.107649	79312.980688	4641.534288	341920.460245	43.756101	-685.195510	-13.387045	-1662.378260	-1058.183697	39403.710607	43.756101	
47.900000	-759.958381	-13.293588	79312.807071	4786.292714	343661.462608	45.381120	-685.671748	-13.567704	-1662.494569	-1074.037081	39392.296294	45.381120	
47.950000	-760.302234	-13.459373	79312.632188	4926.081037	345407.627287	47.051679	-686.185891	-13.728471	-1662.601386	-1088.399870	39383.393093	47.051679	
48.000000	-760.727641	-13.610572	79312.440573	5061.264579	347158.963181	48.760540	-686.728313	-13.874712	-1662.714491	-1101.655350	39376.267716	48.760540	
48.050000	-761.153545	-13.740965	79312.235105	5193.000645	348913.077916	50.444677	-687.277319	-13.999701	-1662.831003	-1113.379756	39369.499689	50.444677	
48.100000	-761.563178	-13.839100	79312.007411	5322.938343	350669.037106	52.005025	-687.825764	-14.091242	-1662.959265	-1122.788473	39362.596570	52.005025	
48.150000	-761.982988	-13.920319	79311.755394	5450.240230	352427.299895	53.514401	-688.374379	-14.166326	-1663.101349	-1131.027136	39355.606624	53.514401	
48.200000	-762.420790	-13.961634	79311.480677	5575.931373	354188.421736	54.934418	-688.922344	-14.204694	-1663.256150	-1136.740293	39348.467508	54.934418	
48.250000	-762.832806	-13.959568	79311.181840	5701.839516	355951.170855	56.243867	-689.465306	-14.203300	-1663.425348	-1139.765316	39340.886175	56.243867	
48.300000	-763.206566	-13.918291	79310.863566	5829.363438	357714.785149	57.425302	-690.008550	-14.164019	-1663.604543	-1140.262559	39333.238538	57.425302	
48.350000	-763.572611	-13.869682	79310.531475	5956.848340	359479.685325	58.632562	-690.561126	-14.118502	-1663.788473	-1140.348611	39326.155880	58.632562	
48.400000	-763.964139	-13.809038	79310.186131	6085.273586	361246.599398	59.862127	-691.123686	-14.063799	-1663.977447	-1139.840300	39319.671664	59.862127	
48.450000	-764.354558	-13.731187	79309.837647	6217.137115	363014.707177	61.072755	-691.685480	-13.995842	-1664.162397	-1138.514477	39313.106354	61.072755	
48.500000	-764.653809	-13.609160	79309.474689	6356.371774	364780.110303	62.107599	-692.225020	-13.886104	-1664.355405	-1134.518549	39305.016069	62.107599	
48.550000	-764.836055	-13.439339	79309.087619	6505.321932	366540.123183	62.895255	-692.737086	-13.728734	-1664.566064	-1127.511168	39295.053843	62.895255	
48.600000	-764.923381	-13.217171	79308.689067	6665.402330	368293.679764	63.386046	-693.225936	-13.519215	-1664.781560	-1117.216129	39283.601955	63.386046	
48.650000	-764.969344	-12.938308	79308.278768	6837.952428	370041.271416	63.554182	-693.704391	-13.255483	-1665.002158	-1103.523530	39271.532237	63.554182	
48.700000	-764.984806	-12.620342	79307.862690	7024.014579	371782.978453	63.446777	-694.180150	-12.955541	-1665.222015	-1087.687454	39259.386065	63.446777	
48.750000	-764.920651	-12.295877	79307.440171	7222.943476	373516.172292	63.185804	-694.649042	-12.649684	-1665.441352	-1071.763003	39246.929642	63.185804	
48.800000	-764.747879	-11.987214	79307.012043	7433.202253	375237.964144	62.879951	-695.104746	-12.358817	-1665.658336	-1057.141604	39233.806172	62.879951	
48.850000	-764.542495	-11.699324	79306.584184	7654.318404	376948.792897	62.565113	-695.554706	-12.089234	-1665.866242	-1044.241362	39220.583450	62.565113	
48.900000	-764.413048	-11.438610	79306.155036	7886.129612	378652.167678	62.296862	-696.014111	-11.849482	-1666.066722	-1033.642690	39208.251048	62.296862	
48.950000	-764.384132	-11.198400	79305.736320	8128.980263	380350.394881	62.081955	-696.486640	-11.632774	-1666.248781	-1024.891066	39197.066103	62.081955	
49.000000	-764.431498	-10.981823	79305.313182	8382.304274	382044.360286	61.956882	-696.972170	-11.440221	-1666.427816	-1018.052194	39186.919553	61.956882	
49.050000	-764.492289	-10.787825	79304.890460	8645.320746	383733.020881	61.922710	-697.462679	-11.269186	-1666.598981	-1012.926794	39177.289190	61.922710	
49.100000	-764.502964	-10.625623	79304.449811	8916.161662	385413.781366	62.046191	-697.944745	-11.129686	-1666.779900	-1010.153467	39167.221381	62.046191	
49.150000	-764.462403	-10.496960	79304.005194	9193.366297	387085.664530	62.379817	-698.419169	-11.024974	-1666.955531	-1009.913657	39156.855194	62.379817	
49.200000	-764.406758	-10.388694	79303.559594	9477.259739	388749.173459	62.842935	-698.896144	-10.938477	-1667.122174	-1011.086252	39146.895121	62.842935	
49.250000	-764.385334	-10.314341	79303.102353	9766.462887	390405.864408	63.448113	-699.389385	-10.879067	-1667.290062	-1014.246310	39138.187900	63.448113	
49.300000	-764.382189	-10.276773	79302.643759	10058.410425	392055.645761	64.220335	-699.897356	-10.849751	-1667.448690	-1019.533033	39130.669839	64.220335	
49.350000	-764.310202	-10.259480	79302.165936	10352.033659	393694.663269	65.096038	-700.395468	-10.836962	-1667.615352	-1025.997997	39122.651776	65.096038	
49.400000	-764.167929	-10.259636	79301.659937	10646.492045	395321.089744	66.059362	-700.877972	-10.839440	-1667.797925	-1033.538635	39113.762116	66.059362	
49.450000	-764.032020	-10.277737	79301.122883	10940.238617	396936.392991	67.117688	-701.352063	-10.856449	-1667.998678	-1042.070732	39104.472290	67.117688	
49.500000	-763.960766	-10.329955	79300.559885	11229.895606	398543.303420	68.387588	-701.828977	-10.904557	-1668.212383	-1052.641025	39095.522453	68.387588	
49.550000	-763.878698	-10.417560	79299.974561	11513.007821	400140.256752	69.909616	-702.295093	-10.986598	-1668.435201	-1065.383524	39086.013347	69.909616	
49.600000	-763.725661	-10.542019	79299.361095	11787.930972	401724.898280	71.703695	-702.744927	-11.104544	-1668.671977	-1080.395751	39075.583092	71.703695	
49.650000	-763.517277	-10.700578	79298.728053	12053.509705	403296.584741	73.761757	-703.186077	-11.254210	-1668.913018	-1097.363256	39064.815405	73.761757	
49.700000	-763.343121	-10.887805	79298.081402	12309.138292	404857.628760	76.044758	-703.633304	-11.428607	-1669.152016	-1115.792289	39054.725018	76.044758	
49.750000	-763.265974	-11.096793	79297.415569	12553.827466	406411.194254	78.529743	-704.096145	-11.621682	-1669.395236	-1135.242463	39045.878306	78.529743	
49.800000	-763.200442	-11.319352	79296.739445	12786.568886	407955.748094	81.206454	-704.557008	-11.827590	-1669.634575	-1155.282113	39037.139175	81.206454	
49.850000	-763.054838	-11.545330	79296.047038	13007.033475	409487.793100	84.035816	-705.000459	-12.036248	-1669.875853	-1175.210215	39027.485961	84.035816	
49.900000	-762.822551	-11.777273	79295.328301	13213.972480	411005.312495	87.039046	-705.423544	-12.248964	-1670.128496	-1195.079781	39016.724472	87.039046	
49.950000	-762.547917	-11.990337	79294.603263	13407.700081	412508.497900	90.099678	-705.831491	-12.440944	-1670.372099	-1213.193978	39005.330006	90.099678	
50.000000	-762.303221	-12.167856	79293.874415	13589.984189	413999.525597	93.097955	-706.241049	-12.596742	-1670.604482	-1228.533539	38994.417485	93.097955	
50.050000	-762.129150	-12.324584	79293.154259	13761.424184	415481.107287	96.080924	-706.671060	-12.732856	-1670.814037	-1242.228168	38985.269879	96.080924	
50.100000	-761.961783	-12.451424	79292.435690	13923.707595	416951.754865	98.995090	-707.112701	-12.841476	-1671.008531	-1253.784887	38977.256089	98.995090	
50.150000	-761.719895	-12.551691	79291.713466	14078.415395	418407.773011	101.843623	-707.545223	-12.926968	-1671.193009	-1263.542544	38969.015277	101.843623	
50.200000	-761.353266	-12.594162	79290.981775	14229.686363	419844.693763	104.425272	-707.945958	-12.957645	-1671.372698	-1269.448089	38959.085088	104.425272	
50.250000	-760.974510	-12.591508	79290.245960	14378.645276	421264.544963	106.794927	-708.335034	-12.946386	-1671.541780	-1272.412991	38948.853267	106.794927	
50.300000	-760.650419	-12.523266	79289.506099	14527.850242	422670.097686	108.855595	-708.729275	-12.873493	-1671.701037	-1271.164452	38939.409536	108.855595	
50.350000	-760.386504	-12.397941	79288.777713	14679.623317	424062.904587	110.616474	-709.136231	-12.747547	-1671.836228	-1266.350621	38931.287380	110.616474	
50.400000	-760.148093	-12.242316	79288.049330	14834.956505	425442.593580	112.178488	-709.553726	-12.594378	-1671.959856	-1259.770801	38924.265401	112.178488	
50.450000	-759.901511	-12.073658	79287.322773	14994.419900	426807.796285	113.622516	-709.972261	-12.430885	-1672.070556	-1252.600132	38917.722069	113.622516	
50.500000	-759.682452	-11.889438	79286.590540	15160.400130	428159.113911	114.918358	-710.391620	-12.255464	-1672.176379	-1244.797708	38911.609588	114.918358	
50.550000	-759.571841	-11.686954	79285.854469	15335.328950	429500.371120	116.056892	-710.823380	-12.066842	-1672.276718	-1236.341884	38906.648961	116.056892	
50.600000	-759.572815	-11.430965	79285.118506	15523.912549	430834.064527	116.828503	-711.266218	-11.828774	-1672.369688	-1224.881217	38902.696864	116.828503	
50.650000	-759.660149	-11.138953	79284.383240	15727.660750	432161.686284	117.299769	-711.720590	-11.557620	-1672.456294	-1211.571360	38899.718246	117.299769	
50.700000	-759.857737	-10.815580	79283.646537	15947.502117	433486.170410	117.507467	-712.197069	-11.258209	-1672.540194	-1196.763416	38898.348106	117.507467	
50.750000	-760.163302	-10.503392	79282.905948	16181.507028	434809.680029	117.725985	-712.695794	-10.975114	-1672.625018	-1183.443091	38898.527580	117.725985	
50.800000	-760.548135	-10.221187	79282.152925	16428.711564	436133.265395	118.112401	-713.207838	-10.728516	-1672.720163	-1172.956666	38899.569550	118.112401	
50.850000	-760.889100	-9.993136	79281.378604	16687.032333	437453.579060	118.870902	-713.706600	-10.543392	-1672.834090	-1166.948008	38899.672224	118.870902	
50.900000	-761.100377	-9.800558	79280.575153	16956.670675	438766.276572	119.946525	-714.176213	-10.399167	-1672.972773	-1164.015074	38897.805611	119.946525	
50.950000	-761.248663	-9.631161	79279.742581	17238.144095	440071.331373	121.263004	-714.633843	-10.279265	-1673.134319	-1163.038494	38895.169618	121.263004	
