HawtC2_ProjectName: 5MW_PowerProduction_Spar2 更多消息和教程请访问：http://www.hawtc.cn/
Powered By OpenWECD.HawtC2.MBD @CopyRight 赵子祯
Time	LSSGagMya 	LSSGagMza 	LSSGagMys 	LSSGagMzs 	
(s)	(kN-m)    	(kN-m)    	(kN-m)    	(kN-m)    	
20.350000	-3445.657652	-143.219717	-1695.627762	3002.984340	
20.400000	-3314.755846	-49.091673	-1745.863329	2818.151660	
20.450000	-3003.897418	131.123232	-1606.192754	2541.798278	
20.500000	-3048.176430	525.967659	-1492.888708	2709.115136	
20.550000	-2981.735299	1032.012269	-1253.870809	2895.445436	
20.600000	-3130.602261	1200.882229	-1437.093860	3029.447089	
20.650000	-2886.726411	895.473735	-1645.647816	2535.133946	
20.700000	-2666.760429	1081.070305	-1525.381881	2439.986612	
20.750000	-2502.357903	692.396388	-1752.948265	1915.301985	
20.800000	-2261.657387	516.051398	-1748.945220	1524.005832	
20.850000	-2268.092320	868.176440	-1707.960407	1726.511942	
20.900000	-2731.170579	1699.332840	-1962.480284	2548.665508	
20.950000	-2714.740062	1770.608348	-2093.008110	2474.709100	
21.000000	-2158.767954	1815.176407	-1702.457254	2248.729334	
21.050000	-1628.780420	1823.682064	-1324.753876	2055.181041	
21.100000	-930.650420	1403.545052	-801.793120	1480.937742	
21.150000	-392.916599	1051.290016	-369.509254	1059.743765	
21.200000	-223.062888	918.462995	-264.080807	907.519917	
21.250000	296.002993	705.462474	215.286920	734.129933	
21.300000	174.510635	1130.806394	-29.742172	1143.805972	
21.350000	-176.153284	1821.473753	-614.757858	1723.621038	
21.400000	-635.591272	2334.101047	-1323.945884	2024.641106	
21.450000	-885.109723	2994.626282	-1933.530502	2452.073441	
21.500000	-940.761914	3520.538133	-2371.280762	2766.992861	
21.550000	-583.162609	3741.851297	-2349.301877	2970.237453	
21.600000	-585.533868	3619.273695	-2478.144848	2701.997379	
