HawtC2_ProjectName: 5MW_PowerProduction_Spar2 更多消息和教程请访问：http://www.hawtc.cn/
Powered By OpenWECD.HawtC2.MBD @CopyRight 赵子祯
Time	TTDspFA   	TTDspSS   	TTDspAx   	
(s)	(m)       	(m)       	(m)       	
29.600000	0.377554	-0.081346	-0.001288	
29.650000	0.374873	-0.086793	-0.001272	
29.700000	0.372096	-0.092028	-0.001254	
29.750000	0.369212	-0.096899	-0.001251	
29.800000	0.366339	-0.101263	-0.001242	
29.850000	0.363599	-0.104972	-0.001227	
29.900000	0.361023	-0.107871	-0.001206	
29.950000	0.358541	-0.109810	-0.001193	
30.000000	0.356034	-0.110680	-0.001183	
30.050000	0.353539	-0.110461	-0.001172	
30.100000	0.351206	-0.109199	-0.001167	
30.150000	0.349164	-0.106982	-0.001158	
30.200000	0.347414	-0.103923	-0.001144	
30.250000	0.345829	-0.100173	-0.001118	
30.300000	0.344341	-0.095894	-0.001097	
30.350000	0.342976	-0.091244	-0.001093	
30.400000	0.341807	-0.086378	-0.001078	
30.450000	0.340884	-0.081461	-0.001062	
30.500000	0.340225	-0.076626	-0.001036	
30.550000	0.339819	-0.071930	-0.001046	
30.600000	0.339501	-0.067369	-0.001025	
30.650000	0.339007	-0.062932	-0.001020	
30.700000	0.338162	-0.058643	-0.001009	
30.750000	0.336914	-0.054547	-0.001011	
30.800000	0.335277	-0.050718	-0.000999	
30.850000	0.333306	-0.047270	-0.000984	
30.900000	0.331098	-0.044345	-0.000966	
30.950000	0.328801	-0.042090	-0.000943	
31.000000	0.326569	-0.040615	-0.000928	
31.050000	0.324495	-0.039995	-0.000930	
31.100000	0.322609	-0.040257	-0.000910	
31.150000	0.320882	-0.041386	-0.000901	
31.200000	0.319348	-0.043342	-0.000893	
31.250000	0.318082	-0.046060	-0.000884	
31.300000	0.317012	-0.049458	-0.000887	
31.350000	0.315912	-0.053416	-0.000868	
31.400000	0.314482	-0.057768	-0.000867	
31.450000	0.312416	-0.062315	-0.000855	
31.500000	0.309561	-0.066881	-0.000841	
31.550000	0.306053	-0.071338	-0.000841	
31.600000	0.302269	-0.075614	-0.000845	
31.650000	0.298593	-0.079656	-0.000826	
31.700000	0.295160	-0.083411	-0.000818	
31.750000	0.291818	-0.086841	-0.000805	
31.800000	0.288369	-0.089930	-0.000781	
31.850000	0.284738	-0.092665	-0.000774	
31.900000	0.281028	-0.095024	-0.000762	
31.950000	0.277411	-0.097000	-0.000745	
32.000000	0.273968	-0.098594	-0.000744	
32.050000	0.270677	-0.099748	-0.000722	
32.100000	0.267395	-0.100351	-0.000701	
32.150000	0.264017	-0.100261	-0.000687	
32.200000	0.260660	-0.099386	-0.000669	
32.250000	0.257612	-0.097722	-0.000658	
32.300000	0.255101	-0.095319	-0.000643	
32.350000	0.253156	-0.092244	-0.000624	
32.400000	0.251721	-0.088590	-0.000610	
32.450000	0.250841	-0.084488	-0.000607	
32.500000	0.250647	-0.080130	-0.000601	
32.550000	0.251264	-0.075727	-0.000600	
32.600000	0.252797	-0.071450	-0.000602	
32.650000	0.255282	-0.067413	-0.000596	
32.700000	0.258675	-0.063694	-0.000599	
32.750000	0.262805	-0.060353	-0.000628	
32.800000	0.267348	-0.057409	-0.000647	
32.850000	0.271890	-0.054797	-0.000651	
32.900000	0.275983	-0.052420	-0.000672	
32.950000	0.279240	-0.050223	-0.000677	
33.000000	0.281430	-0.048245	-0.000696	
33.050000	0.282522	-0.046569	-0.000704	
33.100000	0.282606	-0.045252	-0.000720	
33.150000	0.281678	-0.044326	-0.000696	
33.200000	0.279615	-0.043861	-0.000689	
33.250000	0.276267	-0.043977	-0.000677	
33.300000	0.271623	-0.044774	-0.000651	
33.350000	0.265914	-0.046270	-0.000633	
33.400000	0.259450	-0.048415	-0.000605	
33.450000	0.252383	-0.051124	-0.000577	
33.500000	0.244732	-0.054321	-0.000557	
33.550000	0.236538	-0.057900	-0.000505	
33.600000	0.227906	-0.061719	-0.000481	
33.650000	0.219058	-0.065637	-0.000456	
33.700000	0.210325	-0.069536	-0.000428	
33.750000	0.202061	-0.073351	-0.000404	
33.800000	0.194561	-0.077040	-0.000383	
33.850000	0.188032	-0.080574	-0.000369	
33.900000	0.182602	-0.083899	-0.000352	
33.950000	0.178392	-0.086940	-0.000346	
34.000000	0.175638	-0.089622	-0.000345	
34.050000	0.174634	-0.091916	-0.000344	
34.100000	0.175567	-0.093821	-0.000348	
34.150000	0.178464	-0.095323	-0.000350	
34.200000	0.183168	-0.096351	-0.000372	
34.250000	0.189337	-0.096802	-0.000403	
34.300000	0.196518	-0.096593	-0.000417	
34.350000	0.204287	-0.095676	-0.000450	
34.400000	0.212223	-0.094035	-0.000459	
34.450000	0.219998	-0.091685	-0.000497	
34.500000	0.227482	-0.088657	-0.000529	
34.550000	0.234634	-0.085006	-0.000547	
34.600000	0.241324	-0.080841	-0.000567	
34.650000	0.247255	-0.076285	-0.000581	
34.700000	0.252069	-0.071451	-0.000593	
34.750000	0.255527	-0.066443	-0.000600	
34.800000	0.257572	-0.061416	-0.000615	
34.850000	0.258304	-0.056561	-0.000602	
34.900000	0.257793	-0.052043	-0.000597	
34.950000	0.255913	-0.047974	-0.000592	
35.000000	0.252468	-0.044399	-0.000575	
35.050000	0.247371	-0.041321	-0.000545	
35.100000	0.240735	-0.038760	-0.000523	
35.150000	0.232827	-0.036770	-0.000471	
35.200000	0.223987	-0.035403	-0.000450	
35.250000	0.214561	-0.034671	-0.000415	
35.300000	0.204821	-0.034579	-0.000375	
35.350000	0.195011	-0.035138	-0.000342	
35.400000	0.185393	-0.036366	-0.000317	
35.450000	0.176244	-0.038271	-0.000282	
35.500000	0.167873	-0.040824	-0.000254	
35.550000	0.160596	-0.043977	-0.000244	
35.600000	0.154776	-0.047680	-0.000231	
35.650000	0.150677	-0.051863	-0.000228	
35.700000	0.148344	-0.056412	-0.000220	
35.750000	0.147597	-0.061171	-0.000222	
35.800000	0.148148	-0.065936	-0.000232	
35.850000	0.149798	-0.070508	-0.000234	
35.900000	0.152409	-0.074755	-0.000245	
35.950000	0.155879	-0.078586	-0.000269	
36.000000	0.160185	-0.081920	-0.000277	
36.050000	0.165254	-0.084689	-0.000294	
36.100000	0.170899	-0.086857	-0.000322	
36.150000	0.176831	-0.088427	-0.000344	
36.200000	0.182755	-0.089407	-0.000364	
36.250000	0.188458	-0.089806	-0.000385	
36.300000	0.193782	-0.089642	-0.000401	
36.350000	0.198589	-0.088950	-0.000413	
36.400000	0.202760	-0.087770	-0.000423	
36.450000	0.206216	-0.086120	-0.000431	
36.500000	0.208872	-0.084003	-0.000460	
36.550000	0.210613	-0.081424	-0.000451	
36.600000	0.211329	-0.078415	-0.000435	
36.650000	0.210940	-0.075032	-0.000435	
36.700000	0.209522	-0.071331	-0.000426	
36.750000	0.207228	-0.067376	-0.000421	
36.800000	0.204147	-0.063239	-0.000402	
36.850000	0.200282	-0.059001	-0.000376	
36.900000	0.195637	-0.054764	-0.000366	
36.950000	0.190335	-0.050645	-0.000338	
37.000000	0.184700	-0.046774	-0.000310	
37.050000	0.179124	-0.043274	-0.000284	
37.100000	0.173975	-0.040234	-0.000280	
37.150000	0.169560	-0.037704	-0.000268	
37.200000	0.165972	-0.035706	-0.000243	
37.250000	0.163089	-0.034263	-0.000227	
37.300000	0.160751	-0.033374	-0.000230	
37.350000	0.158883	-0.032994	-0.000224	
37.400000	0.157471	-0.033058	-0.000225	
37.450000	0.156450	-0.033542	-0.000226	
37.500000	0.155773	-0.034460	-0.000212	
37.550000	0.155518	-0.035814	-0.000221	
37.600000	0.155790	-0.037584	-0.000228	
37.650000	0.156595	-0.039741	-0.000228	
37.700000	0.157757	-0.042284	-0.000236	
37.750000	0.159049	-0.045209	-0.000241	
37.800000	0.160310	-0.048468	-0.000237	
37.850000	0.161474	-0.051984	-0.000249	
37.900000	0.162603	-0.055689	-0.000259	
37.950000	0.163800	-0.059521	-0.000269	
38.000000	0.165067	-0.063394	-0.000277	
38.050000	0.166327	-0.067194	-0.000286	
38.100000	0.167501	-0.070799	-0.000288	
38.150000	0.168561	-0.074078	-0.000294	
38.200000	0.169461	-0.076913	-0.000310	
38.250000	0.170132	-0.079205	-0.000308	
38.300000	0.170527	-0.080899	-0.000303	
38.350000	0.170641	-0.081969	-0.000310	
38.400000	0.170473	-0.082406	-0.000316	
38.450000	0.170000	-0.082220	-0.000310	
38.500000	0.169227	-0.081444	-0.000310	
38.550000	0.168262	-0.080129	-0.000306	
38.600000	0.167262	-0.078320	-0.000302	
38.650000	0.166416	-0.076050	-0.000291	
38.700000	0.165887	-0.073338	-0.000292	
38.750000	0.165776	-0.070213	-0.000281	
38.800000	0.166132	-0.066730	-0.000273	
38.850000	0.166995	-0.062947	-0.000275	
38.900000	0.168387	-0.058896	-0.000278	
38.950000	0.170188	-0.054577	-0.000276	
39.000000	0.172103	-0.050016	-0.000273	
39.050000	0.173834	-0.045305	-0.000279	
39.100000	0.175297	-0.040592	-0.000279	
39.150000	0.176582	-0.036044	-0.000280	
39.200000	0.177798	-0.031842	-0.000294	
39.250000	0.178936	-0.028167	-0.000290	
39.300000	0.179916	-0.025181	-0.000285	
39.350000	0.180647	-0.022989	-0.000287	
39.400000	0.181083	-0.021639	-0.000296	
39.450000	0.181230	-0.021153	-0.000289	
39.500000	0.181117	-0.021543	-0.000290	
39.550000	0.180754	-0.022800	-0.000298	
39.600000	0.180086	-0.024865	-0.000276	
39.650000	0.179024	-0.027632	-0.000279	
39.700000	0.177511	-0.030970	-0.000285	
39.750000	0.175536	-0.034758	-0.000273	
39.800000	0.173168	-0.038881	-0.000273	
39.850000	0.170551	-0.043230	-0.000268	
39.900000	0.167805	-0.047707	-0.000257	
39.950000	0.164991	-0.052231	-0.000262	
40.000000	0.162139	-0.056723	-0.000254	
40.050000	0.159286	-0.061078	-0.000246	
40.100000	0.156529	-0.065183	-0.000246	
40.150000	0.154020	-0.068951	-0.000259	
40.200000	0.151995	-0.072323	-0.000245	
40.250000	0.150817	-0.075250	-0.000250	
40.300000	0.150861	-0.077668	-0.000248	
40.350000	0.152308	-0.079503	-0.000258	
40.400000	0.155091	-0.080688	-0.000265	
40.450000	0.159022	-0.081162	-0.000271	
40.500000	0.163935	-0.080830	-0.000294	
40.550000	0.169627	-0.079631	-0.000305	
40.600000	0.175803	-0.077579	-0.000323	
40.650000	0.182136	-0.074746	-0.000338	
40.700000	0.188417	-0.071197	-0.000345	
40.750000	0.194590	-0.067012	-0.000367	
40.800000	0.200654	-0.062339	-0.000381	
40.850000	0.206555	-0.057408	-0.000403	
40.900000	0.212158	-0.052464	-0.000418	
40.950000	0.217300	-0.047672	-0.000438	
41.000000	0.221787	-0.043098	-0.000449	
41.050000	0.225391	-0.038784	-0.000456	
41.100000	0.227895	-0.034809	-0.000470	
41.150000	0.229137	-0.031248	-0.000464	
41.200000	0.229032	-0.028119	-0.000471	
41.250000	0.227615	-0.025396	-0.000452	
41.300000	0.224945	-0.023084	-0.000446	
41.350000	0.221064	-0.021254	-0.000423	
41.400000	0.216072	-0.020000	-0.000404	
41.450000	0.210113	-0.019380	-0.000387	
41.500000	0.203295	-0.019411	-0.000372	
41.550000	0.195667	-0.020097	-0.000335	
41.600000	0.187318	-0.021461	-0.000306	
41.650000	0.178425	-0.023516	-0.000275	
41.700000	0.169321	-0.026210	-0.000251	
41.750000	0.160469	-0.029437	-0.000233	
41.800000	0.152342	-0.033090	-0.000205	
41.850000	0.145391	-0.037087	-0.000194	
41.900000	0.140007	-0.041339	-0.000178	
41.950000	0.136460	-0.045722	-0.000173	
42.000000	0.134878	-0.050100	-0.000167	
42.050000	0.135286	-0.054318	-0.000174	
42.100000	0.137637	-0.058208	-0.000200	
42.150000	0.141805	-0.061631	-0.000203	
42.200000	0.147534	-0.064502	-0.000215	
42.250000	0.154546	-0.066765	-0.000236	
42.300000	0.162674	-0.068374	-0.000267	
42.350000	0.171830	-0.069289	-0.000294	
42.400000	0.181892	-0.069510	-0.000327	
42.450000	0.192646	-0.069102	-0.000369	
42.500000	0.203849	-0.068183	-0.000404	
42.550000	0.215293	-0.066847	-0.000450	
42.600000	0.226803	-0.065137	-0.000488	
42.650000	0.238137	-0.063088	-0.000539	
42.700000	0.248923	-0.060755	-0.000567	
42.750000	0.258706	-0.058205	-0.000612	
42.800000	0.267107	-0.055477	-0.000648	
42.850000	0.273890	-0.052583	-0.000681	
42.900000	0.278936	-0.049540	-0.000692	
42.950000	0.282176	-0.046410	-0.000723	
43.000000	0.283545	-0.043285	-0.000707	
43.050000	0.282998	-0.040239	-0.000717	
43.100000	0.280516	-0.037314	-0.000685	
43.150000	0.276110	-0.034546	-0.000668	
43.200000	0.269821	-0.031998	-0.000634	
43.250000	0.261798	-0.029752	-0.000590	
43.300000	0.252347	-0.027892	-0.000559	
43.350000	0.241912	-0.026476	-0.000515	
43.400000	0.230969	-0.025538	-0.000453	
43.450000	0.219976	-0.025099	-0.000415	
43.500000	0.209376	-0.025153	-0.000379	
43.550000	0.199528	-0.025663	-0.000343	
43.600000	0.190719	-0.026570	-0.000313	
43.650000	0.183193	-0.027816	-0.000287	
43.700000	0.177114	-0.029338	-0.000276	
43.750000	0.172596	-0.031060	-0.000258	
43.800000	0.169749	-0.032904	-0.000252	
43.850000	0.168671	-0.034811	-0.000253	
43.900000	0.169456	-0.036772	-0.000249	
43.950000	0.172244	-0.038812	-0.000264	
44.000000	0.177165	-0.040944	-0.000277	
44.050000	0.184150	-0.043132	-0.000310	
44.100000	0.192963	-0.045327	-0.000332	
44.150000	0.203337	-0.047503	-0.000381	
44.200000	0.215061	-0.049656	-0.000423	
44.250000	0.227905	-0.051765	-0.000480	
44.300000	0.241554	-0.053787	-0.000533	
44.350000	0.255622	-0.055648	-0.000593	
44.400000	0.269660	-0.057274	-0.000667	
44.450000	0.283204	-0.058628	-0.000735	
44.500000	0.295807	-0.059690	-0.000804	
44.550000	0.307062	-0.060429	-0.000844	
44.600000	0.316604	-0.060795	-0.000899	
44.650000	0.324103	-0.060755	-0.000939	
44.700000	0.329318	-0.060326	-0.000965	
44.750000	0.332222	-0.059539	-0.000989	
44.800000	0.332953	-0.058415	-0.000999	
44.850000	0.331663	-0.056973	-0.000978	
44.900000	0.328465	-0.055247	-0.000954	
44.950000	0.323418	-0.053297	-0.000926	
45.000000	0.316618	-0.051189	-0.000885	
45.050000	0.308292	-0.048977	-0.000832	
45.100000	0.298784	-0.046711	-0.000794	
45.150000	0.288527	-0.044451	-0.000731	
45.200000	0.277966	-0.042264	-0.000680	
45.250000	0.267515	-0.040203	-0.000624	
45.300000	0.257617	-0.038286	-0.000576	
45.350000	0.248683	-0.036498	-0.000540	
45.400000	0.240981	-0.034798	-0.000505	
45.450000	0.234631	-0.033152	-0.000488	
45.500000	0.229689	-0.031549	-0.000460	
45.550000	0.226170	-0.029998	-0.000444	
45.600000	0.224094	-0.028539	-0.000428	
45.650000	0.223571	-0.027242	-0.000422	
45.700000	0.224795	-0.026199	-0.000439	
45.750000	0.227964	-0.025515	-0.000452	
45.800000	0.233195	-0.025291	-0.000484	
45.850000	0.240406	-0.025594	-0.000508	
45.900000	0.249326	-0.026449	-0.000547	
45.950000	0.259580	-0.027839	-0.000588	
46.000000	0.270749	-0.029727	-0.000647	
46.050000	0.282399	-0.032048	-0.000692	
46.100000	0.294085	-0.034703	-0.000757	
46.150000	0.305375	-0.037584	-0.000818	
46.200000	0.315900	-0.040591	-0.000876	
46.250000	0.325442	-0.043639	-0.000929	
46.300000	0.333920	-0.046659	-0.000988	
46.350000	0.341295	-0.049595	-0.001018	
46.400000	0.347452	-0.052396	-0.001056	
46.450000	0.352234	-0.055000	-0.001096	
46.500000	0.355524	-0.057337	-0.001123	
46.550000	0.357242	-0.059335	-0.001127	
46.600000	0.357340	-0.060941	-0.001135	
46.650000	0.355834	-0.062141	-0.001124	
46.700000	0.352860	-0.062941	-0.001098	
46.750000	0.348667	-0.063359	-0.001091	
46.800000	0.343541	-0.063420	-0.001059	
46.850000	0.337716	-0.063145	-0.001014	
46.900000	0.331421	-0.062557	-0.000968	
46.950000	0.324862	-0.061662	-0.000940	
47.000000	0.318255	-0.060442	-0.000897	
47.050000	0.311876	-0.058884	-0.000869	
47.100000	0.306033	-0.056983	-0.000833	
47.150000	0.301018	-0.054725	-0.000802	
47.200000	0.297055	-0.052109	-0.000779	
47.250000	0.294271	-0.049183	-0.000754	
47.300000	0.292687	-0.046047	-0.000749	
47.350000	0.292324	-0.042807	-0.000745	
47.400000	0.293301	-0.039561	-0.000751	
47.450000	0.295757	-0.036394	-0.000771	
47.500000	0.299718	-0.033407	-0.000788	
47.550000	0.305029	-0.030723	-0.000808	
47.600000	0.311396	-0.028443	-0.000840	
47.650000	0.318522	-0.026613	-0.000877	
47.700000	0.326182	-0.025234	-0.000923	
47.750000	0.334189	-0.024298	-0.000958	
47.800000	0.342327	-0.023817	-0.001018	
47.850000	0.350336	-0.023791	-0.001065	
47.900000	0.357911	-0.024199	-0.001108	
47.950000	0.364719	-0.025011	-0.001139	
48.000000	0.370541	-0.026222	-0.001187	
48.050000	0.375312	-0.027847	-0.001210	
48.100000	0.379057	-0.029917	-0.001247	
48.150000	0.381823	-0.032454	-0.001264	
48.200000	0.383661	-0.035436	-0.001283	
48.250000	0.384592	-0.038807	-0.001289	
48.300000	0.384623	-0.042496	-0.001296	
48.350000	0.383785	-0.046431	-0.001289	
48.400000	0.382123	-0.050524	-0.001281	
48.450000	0.379708	-0.054658	-0.001270	
48.500000	0.376706	-0.058703	-0.001252	
48.550000	0.373350	-0.062553	-0.001228	
48.600000	0.369877	-0.066129	-0.001215	
48.650000	0.366483	-0.069339	-0.001200	
48.700000	0.363329	-0.072081	-0.001181	
48.750000	0.360590	-0.074275	-0.001167	
48.800000	0.358438	-0.075870	-0.001163	
48.850000	0.357000	-0.076835	-0.001160	
48.900000	0.356295	-0.077132	-0.001141	
48.950000	0.356225	-0.076702	-0.001127	
49.000000	0.356624	-0.075513	-0.001129	
49.050000	0.357320	-0.073592	-0.001135	
49.100000	0.358207	-0.070993	-0.001137	
49.150000	0.359258	-0.067765	-0.001137	
49.200000	0.360445	-0.063971	-0.001144	
49.250000	0.361706	-0.059725	-0.001155	
49.300000	0.362988	-0.055177	-0.001158	
49.350000	0.364301	-0.050467	-0.001159	
49.400000	0.365746	-0.045701	-0.001160	
49.450000	0.367422	-0.040967	-0.001160	
49.500000	0.369281	-0.036363	-0.001177	
49.550000	0.371178	-0.031985	-0.001183	
49.600000	0.373011	-0.027916	-0.001201	
49.650000	0.374741	-0.024229	-0.001202	
49.700000	0.376340	-0.021013	-0.001205	
49.750000	0.377702	-0.018378	-0.001215	
49.800000	0.378769	-0.016427	-0.001230	
49.850000	0.379594	-0.015241	-0.001238	
49.900000	0.380328	-0.014891	-0.001235	
49.950000	0.381103	-0.015434	-0.001257	
50.000000	0.381917	-0.016906	-0.001251	
50.050000	0.382658	-0.019308	-0.001248	
50.100000	0.383277	-0.022596	-0.001274	
50.150000	0.383882	-0.026700	-0.001268	
50.200000	0.384705	-0.031530	-0.001282	
50.250000	0.385948	-0.036976	-0.001301	
50.300000	0.387691	-0.042915	-0.001310	
50.350000	0.389955	-0.049212	-0.001340	
50.400000	0.392770	-0.055723	-0.001363	
50.450000	0.396172	-0.062300	-0.001387	
50.500000	0.400181	-0.068783	-0.001423	
50.550000	0.404714	-0.074996	-0.001464	
50.600000	0.409563	-0.080756	-0.001494	
50.650000	0.414484	-0.085892	-0.001527	
50.700000	0.419274	-0.090248	-0.001578	
50.750000	0.423726	-0.093687	-0.001610	
50.800000	0.427685	-0.096084	-0.001636	
50.850000	0.431142	-0.097352	-0.001666	
50.900000	0.434219	-0.097449	-0.001699	
50.950000	0.437029	-0.096403	-0.001725	
51.000000	0.439528	-0.094297	-0.001734	
51.050000	0.441504	-0.091232	-0.001735	
51.100000	0.442733	-0.087300	-0.001745	
51.150000	0.443186	-0.082586	-0.001745	
51.200000	0.443002	-0.077200	-0.001739	
51.250000	0.442309	-0.071285	-0.001716	
51.300000	0.441148	-0.064992	-0.001705	
51.350000	0.439545	-0.058464	-0.001671	
51.400000	0.437598	-0.051827	-0.001669	
51.450000	0.435417	-0.045206	-0.001635	
51.500000	0.433025	-0.038760	-0.001613	
51.550000	0.430372	-0.032678	-0.001590	
51.600000	0.427457	-0.027146	-0.001582	
51.650000	0.424440	-0.022324	-0.001559	
51.700000	0.421537	-0.018351	-0.001541	
51.750000	0.418866	-0.015375	-0.001525	
51.800000	0.416447	-0.013532	-0.001492	
51.850000	0.414315	-0.012899	-0.001477	
51.900000	0.412632	-0.013494	-0.001474	
51.950000	0.411620	-0.015280	-0.001471	
52.000000	0.411401	-0.018191	-0.001473	
52.050000	0.411943	-0.022142	-0.001468	
52.100000	0.413156	-0.027027	-0.001469	
52.150000	0.415002	-0.032700	-0.001482	
52.200000	0.417503	-0.038989	-0.001512	
52.250000	0.420648	-0.045735	-0.001553	
52.300000	0.424289	-0.052777	-0.001564	
52.350000	0.428158	-0.059945	-0.001593	
52.400000	0.432008	-0.067036	-0.001638	
52.450000	0.435665	-0.073846	-0.001661	
52.500000	0.439052	-0.080174	-0.001695	
52.550000	0.442114	-0.085839	-0.001721	
52.600000	0.444749	-0.090697	-0.001750	
52.650000	0.446823	-0.094660	-0.001780	
52.700000	0.448246	-0.097676	-0.001794	
52.750000	0.449048	-0.099701	-0.001808	
52.800000	0.449289	-0.100698	-0.001809	
52.850000	0.449012	-0.100654	-0.001808	
52.900000	0.448295	-0.099589	-0.001800	
52.950000	0.447269	-0.097545	-0.001788	
53.000000	0.446120	-0.094559	-0.001779	
53.050000	0.445015	-0.090678	-0.001757	
53.100000	0.444010	-0.085988	-0.001749	
53.150000	0.443055	-0.080618	-0.001720	
53.200000	0.442088	-0.074743	-0.001712	
53.250000	0.441152	-0.068557	-0.001705	
53.300000	0.440442	-0.062266	-0.001703	
53.350000	0.440193	-0.056087	-0.001684	
53.400000	0.440470	-0.050228	-0.001679	
53.450000	0.441171	-0.044874	-0.001695	
53.500000	0.442200	-0.040180	-0.001695	
53.550000	0.443634	-0.036245	-0.001707	
53.600000	0.445670	-0.033129	-0.001731	
53.650000	0.448417	-0.030878	-0.001746	
53.700000	0.451834	-0.029526	-0.001764	
53.750000	0.455765	-0.029060	-0.001806	
53.800000	0.460074	-0.029407	-0.001823	
53.850000	0.464671	-0.030470	-0.001863	
53.900000	0.469392	-0.032183	-0.001902	
53.950000	0.473936	-0.034514	-0.001931	
54.000000	0.477969	-0.037445	-0.001963	
54.050000	0.481259	-0.040927	-0.001991	
54.100000	0.483731	-0.044876	-0.002014	
54.150000	0.485379	-0.049193	-0.002042	
54.200000	0.486196	-0.053775	-0.002037	
54.250000	0.486135	-0.058511	-0.002029	
54.300000	0.485144	-0.063266	-0.002037	
54.350000	0.483228	-0.067907	-0.002034	
54.400000	0.480394	-0.072326	-0.002011	
54.450000	0.476624	-0.076438	-0.001979	
54.500000	0.471946	-0.080161	-0.001952	
54.550000	0.466534	-0.083418	-0.001906	
54.600000	0.460732	-0.086145	-0.001887	
54.650000	0.454935	-0.088289	-0.001844	
54.700000	0.449434	-0.089829	-0.001795	
54.750000	0.444292	-0.090760	-0.001773	
54.800000	0.439441	-0.091078	-0.001731	
54.850000	0.434858	-0.090767	-0.001685	
54.900000	0.430663	-0.089834	-0.001656	
54.950000	0.427084	-0.088327	-0.001645	
55.000000	0.424373	-0.086323	-0.001612	
55.050000	0.422738	-0.083916	-0.001604	
55.100000	0.422266	-0.081194	-0.001584	
55.150000	0.423028	-0.078246	-0.001604	
55.200000	0.425038	-0.075166	-0.001608	
55.250000	0.428178	-0.072048	-0.001623	
55.300000	0.432190	-0.068969	-0.001633	
55.350000	0.436801	-0.065956	-0.001664	
55.400000	0.441797	-0.062996	-0.001697	
55.450000	0.447111	-0.060093	-0.001740	
55.500000	0.452757	-0.057289	-0.001790	
55.550000	0.458694	-0.054640	-0.001828	
55.600000	0.464741	-0.052190	-0.001870	
55.650000	0.470598	-0.049984	-0.001906	
55.700000	0.476025	-0.048095	-0.001951	
55.750000	0.480899	-0.046587	-0.001986	
55.800000	0.485078	-0.045485	-0.002022	
55.850000	0.488323	-0.044777	-0.002030	
55.900000	0.490387	-0.044422	-0.002056	
55.950000	0.491154	-0.044381	-0.002057	
56.000000	0.490675	-0.044617	-0.002075	
56.050000	0.489023	-0.045087	-0.002050	
56.100000	0.486158	-0.045765	-0.002025	
56.150000	0.482004	-0.046636	-0.001975	
56.200000	0.476615	-0.047714	-0.001935	
56.250000	0.470229	-0.049029	-0.001905	
56.300000	0.463177	-0.050609	-0.001853	
56.350000	0.455729	-0.052467	-0.001792	
56.400000	0.447972	-0.054609	-0.001729	
56.450000	0.439974	-0.057032	-0.001673	
56.500000	0.431947	-0.059708	-0.001612	
56.550000	0.424280	-0.062588	-0.001570	
56.600000	0.417378	-0.065619	-0.001533	
56.650000	0.411565	-0.068750	-0.001492	
56.700000	0.407045	-0.071916	-0.001461	
56.750000	0.403937	-0.075022	-0.001451	
56.800000	0.402229	-0.077979	-0.001434	
56.850000	0.401780	-0.080720	-0.001447	
56.900000	0.402414	-0.083196	-0.001445	
56.950000	0.404054	-0.085371	-0.001467	
57.000000	0.406733	-0.087195	-0.001487	
57.050000	0.410531	-0.088615	-0.001522	
57.100000	0.415460	-0.089595	-0.001547	
57.150000	0.421454	-0.090095	-0.001584	
57.200000	0.428367	-0.090046	-0.001634	
57.250000	0.435951	-0.089365	-0.001680	
57.300000	0.443805	-0.087997	-0.001740	
57.350000	0.451409	-0.085933	-0.001784	
57.400000	0.458253	-0.083189	-0.001824	
57.450000	0.463998	-0.079801	-0.001858	
57.500000	0.468426	-0.075838	-0.001901	
57.550000	0.471412	-0.071411	-0.001915	
57.600000	0.472931	-0.066651	-0.001925	
57.650000	0.473073	-0.061668	-0.001928	
57.700000	0.471938	-0.056566	-0.001924	
57.750000	0.469539	-0.051449	-0.001892	
57.800000	0.465813	-0.046441	-0.001863	
57.850000	0.460739	-0.041668	-0.001811	
57.900000	0.454420	-0.037261	-0.001759	
57.950000	0.447117	-0.033367	-0.001709	
58.000000	0.439149	-0.030137	-0.001655	
58.050000	0.430757	-0.027706	-0.001573	
58.100000	0.422138	-0.026171	-0.001527	
58.150000	0.413532	-0.025582	-0.001465	
58.200000	0.405317	-0.025957	-0.001397	
58.250000	0.397917	-0.027284	-0.001369	
58.300000	0.391645	-0.029524	-0.001322	
58.350000	0.386694	-0.032597	-0.001292	
58.400000	0.383118	-0.036392	-0.001260	
58.450000	0.380929	-0.040810	-0.001258	
58.500000	0.380118	-0.045781	-0.001257	
58.550000	0.380730	-0.051235	-0.001276	
58.600000	0.382833	-0.057085	-0.001281	
58.650000	0.386467	-0.063231	-0.001323	
58.700000	0.391654	-0.069568	-0.001355	
58.750000	0.398345	-0.075976	-0.001390	
58.800000	0.406335	-0.082276	-0.001465	
58.850000	0.415197	-0.088219	-0.001528	
58.900000	0.424357	-0.093533	-0.001589	
58.950000	0.433231	-0.097979	-0.001656	
59.000000	0.441346	-0.101366	-0.001734	
59.050000	0.448367	-0.103554	-0.001785	
59.100000	0.454061	-0.104477	-0.001829	
59.150000	0.458233	-0.104138	-0.001869	
59.200000	0.460740	-0.102595	-0.001884	
59.250000	0.461513	-0.099950	-0.001895	
59.300000	0.460578	-0.096321	-0.001882	
59.350000	0.458013	-0.091841	-0.001852	
59.400000	0.453856	-0.086646	-0.001808	
59.450000	0.448132	-0.080860	-0.001752	
59.500000	0.440977	-0.074594	-0.001695	
59.550000	0.432667	-0.067982	-0.001625	
59.600000	0.423531	-0.061197	-0.001559	
59.650000	0.413840	-0.054417	-0.001485	
