HawtC2_ProjectName: 5MW_PowerProduction_Spar2 更多消息和教程请访问：http://www.hawtc.cn/
Powered By OpenWECD.HawtC2.MBD @CopyRight 赵子祯
Time	PtfmFxt   	PtfmFyt   	PtfmFzt   	PtfmFxi   	PtfmFyi   	PtfmFzi   	PtfmMxt   	PtfmMyt   	PtfmMzt   	PtfmMxi   	PtfmMyi   	PtfmMzi   	
(s)	(kN)      	(kN)      	(kN)      	(kN)      	(kN)      	(kN)      	(kN-m)    	(kN-m)    	(kN-m)    	(kN-m)    	(kN-m)    	(kN-m)    	
23.550000	-10491.777344	826.399902	78585.242188	-325.393188	8.542719	79286.156250	52735.625000	672201.250000	-62.465332	36262.316406	673290.937500	42.322632	
23.600000	-10516.696289	855.801575	78580.585938	-375.862274	37.397720	79284.921875	53165.781250	670968.000000	-4.280762	36904.039062	672058.625000	43.994801	
23.650000	-10561.414062	889.468689	78573.625000	-446.674622	69.884476	79283.953125	53803.421875	669920.500000	76.415527	37747.871094	671016.687500	45.465637	
23.700000	-10573.582031	915.568359	78570.375000	-484.815430	95.395164	79282.406250	54791.015625	668523.250000	203.426758	38950.964844	669632.937500	47.034576	
23.750000	-10525.353516	931.073059	78574.000000	-462.196198	111.529945	79279.859375	56021.558594	666489.250000	365.817383	40412.933594	667617.562500	48.771309	
23.800000	-10460.080078	945.552795	78579.390625	-422.705750	126.833847	79276.937500	57323.949219	664279.937500	537.076660	41950.511719	665427.875000	50.907825	
23.850000	-10433.450195	973.817627	78580.257812	-422.713867	154.859573	79274.578125	59001.558594	662434.625000	750.225098	43857.593750	663609.750000	53.314476	
23.900000	-10445.519531	997.916931	78576.812500	-461.820465	177.689377	79272.789062	59826.171875	661020.312500	848.032715	44895.679688	662202.437500	55.894440	
23.950000	-10470.993164	1008.122986	78571.968750	-514.304199	186.183228	79271.140625	60406.453125	659740.625000	911.523926	45685.691406	660923.812500	58.631584	
24.000000	-10479.571289	1004.131653	78569.203125	-549.634644	180.725540	79269.250000	61131.113281	658271.375000	993.591309	46627.328125	659458.187500	61.512718	
24.050000	-10459.357422	997.284241	78569.726562	-556.081238	172.929077	79266.984375	62031.445312	656513.062500	1099.484863	47754.730469	657706.625000	64.670258	
24.100000	-10424.237305	990.558105	78571.929688	-547.684814	165.480148	79264.531250	62530.339844	654673.812500	1154.514648	48481.878906	655864.812500	68.050613	
24.150000	-10385.519531	989.884888	78574.523438	-535.949280	164.084778	79262.101562	63493.605469	652801.312500	1267.491211	49680.574219	653998.812500	71.808601	
24.200000	-10337.933594	976.854492	78578.187500	-515.205444	150.469894	79259.507812	63887.578125	650904.500000	1308.802734	50309.449219	652095.875000	75.899254	
24.250000	-10280.320312	959.082275	78583.054688	-484.468140	132.296112	79256.851562	64621.316406	648874.437500	1393.907227	51287.027344	650065.750000	80.489967	
24.300000	-10232.910156	945.377136	78586.812500	-464.306793	118.007591	79254.429688	65778.726562	646912.250000	1531.088867	52694.253906	648111.062500	85.496452	
24.350000	-10218.066406	908.308105	78587.296875	-476.643433	79.779015	79252.523438	64327.464844	645490.250000	1339.193359	51466.433594	646644.187500	90.695389	
24.400000	-10204.007812	834.148499	78588.023438	-489.258057	4.519524	79250.593750	59513.371094	644343.625000	730.165039	46848.035156	645388.500000	95.766136	
24.450000	-10150.265625	757.051270	78593.085938	-462.190674	-72.875740	79248.054688	54863.546875	642773.437500	149.296387	42404.261719	643715.500000	100.654182	
24.500000	-10084.869141	687.859192	78599.218750	-423.899048	-142.144638	79245.289062	50725.265625	641051.250000	-363.899414	38476.804688	641902.937500	105.325302	
24.550000	-10046.319336	646.080688	78602.085938	-413.498840	-184.512558	79242.851562	48563.734375	639461.937500	-633.245117	36533.992188	640262.187500	110.117348	
24.600000	-10043.995117	629.530273	78600.734375	-440.342133	-202.294220	79240.890625	48353.410156	638103.250000	-664.991699	36547.710938	638888.500000	114.991409	
24.650000	-10038.891602	623.913452	78599.445312	-464.894043	-209.034988	79238.765625	49106.117188	636660.062500	-577.917969	37528.593750	637447.562500	120.161407	
24.700000	-9979.623047	628.505493	78603.882812	-435.448059	-204.530441	79235.898438	50696.960938	634585.750000	-382.411133	39361.609375	635389.687500	125.466782	
24.750000	-9875.194336	631.010803	78613.101562	-360.896515	-201.248734	79232.359375	51782.343750	632068.250000	-243.630859	40690.218750	632879.187500	131.003128	
24.800000	-9785.036133	642.636536	78620.601562	-301.275574	-188.996887	79228.992188	53653.777344	629597.937500	-10.002930	42806.878906	630428.312500	137.041687	
24.850000	-9745.601562	650.148193	78622.828125	-293.009125	-181.563568	79226.437500	54940.851562	627623.875000	148.240723	44324.746094	628462.812500	143.455856	
24.900000	-9740.313477	635.152161	78621.742188	-319.101715	-197.020096	79224.460938	53769.285156	626108.062500	7.589355	43357.484375	626915.125000	150.095337	
24.950000	-9728.164062	618.317261	78621.507812	-338.670502	-214.027725	79222.476562	52252.652344	624471.000000	-170.931152	42043.183594	625241.312500	156.744720	
25.000000	-9702.239258	603.958801	78622.710938	-344.835815	-228.182068	79220.320312	50635.078125	622648.750000	-357.600586	40627.953125	623381.750000	163.082382	
25.050000	-9676.628906	596.050659	78623.843750	-351.822083	-235.764297	79218.195312	49122.355469	620791.562500	-529.702637	39315.394531	621489.875000	169.080765	
25.100000	-9659.106445	610.154968	78624.117188	-367.650940	-221.350891	79216.398438	49157.968750	618885.625000	-516.728516	39558.730469	619573.500000	174.884033	
25.150000	-9651.810547	631.296021	78623.265625	-394.216064	-199.950790	79214.757812	49482.156250	617036.312500	-470.301270	40087.976562	617717.875000	180.268188	
25.200000	-9643.833008	636.774109	78622.632812	-420.166382	-194.118805	79213.085938	48470.703125	615266.250000	-581.683105	39267.394531	615922.312500	185.193069	
25.250000	-9607.192383	636.988586	78625.007812	-417.535248	-193.089523	79211.015625	47235.546875	613208.937500	-715.537598	38221.546875	613837.125000	189.763367	
25.300000	-9530.573242	656.052856	78631.132812	-375.356659	-172.633255	79208.250000	47558.804688	610581.687500	-661.366211	38748.343750	611204.375000	193.993790	
25.350000	-9453.457031	689.887024	78636.945312	-333.289215	-137.415359	79205.320312	48663.632812	607856.062500	-516.251465	40058.679688	608483.937500	197.993118	
25.400000	-9416.001953	733.080322	78638.593750	-331.597076	-93.402008	79202.953125	50153.257812	605454.687500	-331.571289	41747.648438	606092.375000	201.799622	
25.450000	-9423.943359	777.721497	78635.671875	-375.886749	-48.564606	79201.265625	51659.019531	603465.250000	-151.348633	43443.992188	604112.187500	205.340347	
25.500000	-9451.075195	830.463867	78630.843750	-439.840546	4.117707	79199.929688	54323.875000	601539.625000	159.107422	46304.335938	602210.062500	208.782669	
25.550000	-9459.093750	887.145325	78627.992188	-484.841064	61.000912	79198.375000	57727.621094	599337.625000	553.896484	49912.238281	600039.187500	212.086075	
25.600000	-9431.161133	945.804749	78628.664062	-493.912598	120.339211	79196.273438	61423.214844	596750.562500	982.691895	53820.894531	597484.937500	215.501907	
25.650000	-9368.143555	985.140686	78633.070312	-467.637512	160.812210	79193.734375	63405.296875	593931.750000	1216.331055	56011.828125	594675.750000	218.733246	
25.700000	-9310.149414	975.584961	78637.375000	-445.989838	152.324722	79191.195312	61352.519531	591485.250000	988.973145	54141.226562	592189.625000	221.672394	
25.750000	-9275.440430	952.763428	78639.492188	-447.807892	130.249786	79188.984375	58515.578125	589334.562500	671.557617	51480.363281	589991.062500	224.232529	
25.800000	-9256.100586	941.178223	78640.132812	-465.423096	119.164040	79187.117188	56237.656250	587290.875000	416.959961	49382.273438	587907.062500	226.299377	
25.850000	-9240.258789	912.433777	78640.585938	-486.557617	90.760536	79185.296875	52164.519531	585443.125000	-38.951660	45475.316406	586000.625000	227.843781	
25.900000	-9209.470703	875.159729	78642.648438	-492.777771	53.812408	79183.335938	48701.496094	583381.187500	-423.056641	42182.371094	583888.875000	228.993591	
25.950000	-9167.466797	842.273682	78645.765625	-487.997406	21.170063	79181.250000	46642.171875	581079.687500	-648.584961	40300.605469	581554.250000	229.653290	
26.000000	-9141.074219	823.382385	78647.117188	-499.278503	2.145875	79179.273438	45230.585938	578912.687500	-804.328613	39063.925781	579362.000000	230.020248	
26.050000	-9129.200195	831.686462	78646.703125	-525.632751	9.957219	79177.406250	45411.917969	576790.625000	-786.810059	39423.812500	577231.312500	230.233566	
26.100000	-9110.799805	849.311768	78646.726562	-545.680603	26.950813	79175.359375	46787.398438	574520.312500	-639.279297	40981.554688	574963.875000	230.703903	
26.150000	-9062.873047	844.007385	78649.710938	-535.969910	21.107220	79172.828125	47447.097656	572008.437500	-569.190918	41817.402344	572447.812500	231.591721	
26.200000	-8990.144531	826.745544	78655.093750	-501.396973	3.361813	79169.937500	47993.835938	569255.500000	-510.113770	42537.882812	569689.375000	233.018707	
26.250000	-8915.654297	824.893677	78660.546875	-465.402161	0.900766	79167.125000	49407.550781	566417.125000	-357.964844	44127.648438	566853.000000	234.972198	
26.300000	-8857.243164	836.594971	78664.320312	-445.910980	11.741688	79164.546875	50937.183594	563735.562500	-196.619141	45829.625000	564173.750000	237.479355	
26.350000	-8821.406250	836.718811	78666.093750	-449.200989	10.731391	79162.304688	51508.308594	561342.562500	-142.045410	46562.835938	561774.375000	240.310715	
26.400000	-8797.275391	799.880493	78667.179688	-464.128265	-27.396133	79160.226562	50153.949219	559191.375000	-294.723145	45355.464844	559601.062500	243.364136	
26.450000	-8766.953125	745.137268	78669.054688	-472.898102	-83.417442	79158.101562	48053.882812	557000.687500	-524.401367	43395.757812	557383.125000	246.581238	
26.500000	-8734.129883	701.923828	78671.078125	-479.484131	-127.915222	79155.984375	46128.292969	554767.312500	-733.369141	41608.042969	555125.062500	249.863434	
26.550000	-8696.924805	675.455017	78673.304688	-482.031067	-155.664307	79153.804688	44606.585938	552460.500000	-897.515137	40222.101562	552797.687500	253.313293	
26.600000	-8653.785156	657.402588	78676.015625	-478.897308	-174.984497	79151.601562	44004.066406	549995.562500	-962.985840	39755.968750	550319.750000	256.967438	
26.650000	-8613.901367	640.666443	78678.437500	-479.252594	-193.024063	79149.476562	44310.574219	547468.375000	-933.021484	40198.402344	547786.375000	260.901459	
26.700000	-8575.907227	622.376648	78680.726562	-481.696136	-212.609482	79147.414062	44683.070312	544944.625000	-896.287109	40701.453125	545257.125000	265.011597	
26.750000	-8530.935547	626.229736	78683.468750	-477.500397	-209.945389	79145.335938	46483.882812	542210.562500	-710.891113	42636.796875	542527.000000	269.404907	
26.800000	-8473.351562	648.357666	78687.164062	-460.973206	-188.825348	79143.156250	48998.308594	539263.000000	-451.563477	45287.105469	539587.500000	274.024109	
26.850000	-8415.139648	669.220581	78690.859375	-444.022095	-168.842102	79140.929688	51023.535156	536326.000000	-243.391602	47442.777344	536654.562500	278.908417	
26.900000	-8371.758789	680.453125	78693.242188	-442.112701	-158.430069	79138.835938	52498.960938	533552.125000	-93.270508	49042.941406	533880.812500	283.983643	
26.950000	-8346.283203	690.191223	78693.976562	-458.376984	-149.437943	79136.890625	53979.421875	530928.312500	55.606934	50646.257812	531256.562500	289.313416	
27.000000	-8336.845703	712.377930	78693.140625	-490.996582	-127.873634	79135.093750	55853.132812	528430.687500	242.232422	52644.195312	528760.000000	294.787537	
27.050000	-8317.169922	739.290283	78693.179688	-513.498535	-101.296722	79133.203125	57201.449219	525878.312500	376.787598	54115.605469	526204.875000	300.306122	
27.100000	-8267.297852	754.841431	78695.984375	-505.732666	-85.698036	79130.984375	57638.113281	523089.875000	423.679199	54673.960938	523408.062500	305.641541	
27.150000	-8201.233398	753.363708	78700.421875	-481.743164	-86.837097	79128.656250	57549.441406	520164.343750	421.104492	54707.019531	520471.031250	310.742310	
27.200000	-8144.399902	728.565796	78704.320312	-467.044464	-111.147911	79126.492188	55579.093750	517515.375000	232.951172	52849.058594	517801.250000	315.385040	
27.250000	-8093.895508	711.522034	78707.695312	-458.918365	-127.561943	79124.531250	53467.410156	514942.125000	32.996094	50848.953125	515207.218750	319.578613	
27.300000	-8045.901367	711.532349	78710.757812	-453.586945	-126.791817	79122.718750	51721.191406	512354.656250	-129.035156	49215.457031	512601.343750	323.220337	
27.350000	-7998.366211	701.092468	78713.960938	-448.848022	-136.384109	79121.000000	48915.609375	509846.343750	-391.678223	46515.363281	510070.968750	326.307892	
27.400000	-7959.155762	672.835327	78716.695312	-452.570709	-163.795242	79119.453125	45429.125000	507457.156250	-717.909180	43126.953125	507658.375000	328.821869	
27.450000	-7928.321289	644.173950	78718.773438	-464.899658	-191.649658	79118.046875	41971.000000	505127.250000	-1039.163574	39761.449219	505306.937500	330.589569	
27.500000	-7911.743164	632.788574	78719.437500	-491.806549	-202.344986	79116.773438	38969.332031	502905.437500	-1315.907471	36846.570312	503067.031250	331.717255	
27.550000	-7907.716797	668.736023	78718.570312	-531.665771	-165.855026	79115.625000	39466.308594	500486.437500	-1260.780762	37438.527344	500643.718750	332.388824	
27.600000	-7896.083496	728.212585	78718.007812	-564.086975	-105.926270	79114.304688	42206.015625	497780.000000	-995.428955	40276.722656	497940.718750	332.858307	
27.650000	-7856.644043	780.983582	78719.671875	-568.646729	-52.728767	79112.562500	45028.171875	494785.218750	-723.399414	43192.843750	494949.218750	333.228455	
27.700000	-7783.195801	812.599915	78724.242188	-539.073792	-20.701674	79110.390625	46586.371094	491558.125000	-569.263184	44835.664062	491721.125000	333.504150	
27.750000	-7707.752930	839.400330	78728.960938	-507.586975	6.384610	79108.187500	47727.242188	488352.875000	-456.115234	46055.339844	488513.500000	333.750671	
27.800000	-7659.968750	853.345276	78731.507812	-503.922668	20.390501	79106.257812	47531.890625	485574.406250	-471.148926	45928.042969	485728.843750	333.924316	
27.850000	-7647.102539	869.097229	78731.203125	-535.402100	35.950157	79104.656250	48076.046875	483085.062500	-423.029297	46538.707031	483235.656250	334.296600	
27.900000	-7640.494141	890.438843	78730.398438	-573.233521	56.944534	79103.187500	49506.687500	480573.625000	-296.606934	48036.851562	480722.718750	334.696930	
27.950000	-7596.465332	903.599487	78732.617188	-573.540283	69.720970	79101.289062	50109.402344	477770.281250	-243.399414	48702.480469	477915.687500	335.105713	
28.000000	-7507.000977	901.539917	78738.570312	-528.284241	67.240845	79098.968750	49481.324219	474617.250000	-297.409668	48131.382812	474756.031250	335.232574	
28.050000	-7408.665527	881.334961	78745.445312	-474.190125	46.460033	79096.671875	47723.941406	471469.375000	-451.471680	46423.671875	471599.281250	335.077026	
28.100000	-7345.426270	846.750610	78749.867188	-455.412964	11.019032	79094.921875	45036.535156	468756.125000	-690.907715	43776.914062	468875.843750	334.638428	
28.150000	-7331.875488	820.160828	78750.445312	-486.655823	-16.749470	79093.773438	43209.441406	466454.656250	-858.155762	41987.183594	466566.937500	334.154449	
28.200000	-7331.145020	819.089722	78749.820312	-530.954285	-19.228407	79092.781250	43724.093750	464023.312500	-820.759033	42542.585938	464133.718750	333.875732	
28.250000	-7298.852539	837.373169	78751.429688	-543.735291	-2.462094	79091.507812	45861.253906	461065.406250	-639.964844	44722.886719	461177.531250	333.841583	
28.300000	-7233.328613	858.675781	78755.390625	-523.290710	17.244844	79089.796875	48475.742188	457692.468750	-417.024414	47379.355469	457807.343750	334.100037	
28.350000	-7168.309082	882.132263	78759.093750	-503.468811	39.005127	79087.945312	52014.500000	454210.375000	-117.886719	50961.265625	454329.625000	334.679504	
28.400000	-7124.250000	912.776917	78761.132812	-504.773804	67.883781	79086.312500	56440.144531	450824.843750	251.016113	55432.804688	450949.750000	335.683380	
28.450000	-7110.890625	935.373352	78760.945312	-536.899048	88.691971	79084.953125	59489.652344	447919.031250	495.559082	58524.121094	448046.375000	337.121918	
28.500000	-7096.634277	932.025940	78761.085938	-568.072815	83.626320	79083.562500	60097.906250	445287.937500	532.203125	59168.101562	445412.625000	338.975586	
28.550000	-7038.641113	908.858032	78764.593750	-555.347229	58.908596	79081.718750	60052.312500	442250.718750	519.747559	59160.378906	442371.093750	341.282349	
28.600000	-6950.704590	882.950500	78770.273438	-512.633057	31.628626	79079.609375	60673.734375	438800.343750	567.582520	59826.488281	438916.906250	344.072418	
28.650000	-6875.655273	849.501404	78775.140625	-482.889893	-3.054031	79077.718750	59884.207031	435649.031250	498.140137	59079.828125	435758.968750	347.029083	
28.700000	-6836.455078	813.830200	78777.468750	-489.170593	-39.851875	79076.218750	57699.738281	433038.250000	312.311523	56935.027344	433139.437500	349.959137	
28.750000	-6827.643066	787.651733	78777.695312	-525.989136	-67.040657	79075.164062	56125.421875	430662.281250	175.988281	55403.570312	430755.656250	352.720306	
28.800000	-6813.738281	754.975220	78778.546875	-557.706665	-100.562881	79074.234375	54360.972656	428225.781250	27.738770	53682.234375	428311.218750	355.295258	
28.850000	-6778.570801	720.816345	78780.953125	-568.112671	-135.383820	79073.171875	52924.027344	425516.781250	-88.900391	52289.687500	425595.062500	357.791351	
28.900000	-6723.864746	688.791626	78784.812500	-558.942078	-167.884293	79072.062500	51702.109375	422572.312500	-183.575195	51112.347656	422643.968750	360.271820	
28.950000	-6671.780273	649.336243	78788.648438	-552.403076	-207.659317	79071.085938	49208.988281	419820.906250	-376.770020	48657.628906	419885.187500	362.709259	
29.000000	-6643.386230	611.389160	78790.851562	-569.634033	-245.810577	79070.359375	46211.730469	417410.156250	-609.002686	45693.195312	417467.500000	364.993378	
29.050000	-6618.979492	588.725342	78792.554688	-590.892578	-268.563904	79069.601562	44286.710938	414922.968750	-754.472656	43799.453125	414975.250000	367.070770	
29.100000	-6576.609863	579.519775	78795.226562	-594.165405	-277.741943	79068.609375	43359.621094	412114.968750	-818.146973	42901.304688	412163.562500	368.907288	
29.150000	-6536.934570	587.658569	78797.445312	-600.150574	-269.486786	79067.570312	43521.832031	409210.000000	-797.349609	43089.621094	409256.343750	370.527557	
29.200000	-6518.009277	610.675781	78798.039062	-626.915894	-246.282166	79066.648438	44205.289062	406494.531250	-739.655029	43794.554688	406539.468750	371.855927	
29.250000	-6501.516113	638.643494	78798.437500	-656.047546	-218.060364	79065.757812	44842.019531	403838.750000	-686.690430	44447.050781	403882.812500	372.953857	
29.300000	-6464.023926	655.523804	78800.234375	-664.032104	-200.866333	79064.585938	44851.449219	401059.656250	-679.203857	44465.339844	401103.031250	373.825500	
29.350000	-6402.279785	673.603027	78803.476562	-647.627197	-182.421265	79063.132812	45868.562500	397906.812500	-593.865234	45489.464844	397950.593750	374.688965	
29.400000	-6328.143066	699.862244	78807.421875	-618.743774	-155.739731	79061.609375	47575.652344	394546.500000	-457.219727	47201.507812	394591.531250	375.524933	
29.450000	-6263.526855	739.177673	78810.632812	-599.362000	-115.954239	79060.250000	49465.277344	391289.968750	-310.321289	49093.269531	391336.750000	376.306549	
29.500000	-6201.134277	777.978271	78813.867188	-582.154541	-76.640549	79059.093750	50732.347656	388127.531250	-210.981201	50358.589844	388176.062500	376.869110	
29.550000	-6140.683105	790.626465	78817.296875	-566.830200	-63.460781	79058.039062	50222.210938	385177.687500	-241.313477	49839.957031	385227.250000	377.077118	
29.600000	-6097.809082	795.103760	78819.765625	-569.083069	-58.467754	79057.218750	49768.093750	382365.406250	-268.958008	49375.089844	382416.281250	376.970673	
29.650000	-6086.123535	809.674561	78820.304688	-602.554504	-43.421825	79056.757812	49637.113281	379846.843750	-277.212402	49231.566406	379899.531250	376.506958	
29.700000	-6084.475098	826.667114	78820.281250	-645.999756	-26.019478	79056.453125	48667.445312	377577.406250	-346.394043	48244.332031	377631.687500	375.727142	
29.750000	-6051.970703	844.182373	78822.117188	-658.424683	-8.170813	79055.882812	48208.093750	374912.531250	-375.955811	47765.941406	374969.093750	374.684570	
29.800000	-5979.289551	882.421753	78826.031250	-630.542419	30.341579	79054.890625	51149.371094	371324.812500	-164.762207	50695.035156	371386.968750	373.633423	
29.850000	-5908.789062	925.770203	78829.632812	-604.775757	73.906380	79053.843750	54696.054688	367678.656250	84.168457	54230.621094	367747.406250	372.555573	
29.900000	-5876.488281	967.059265	78830.859375	-617.192505	115.331253	79053.015625	56878.750000	364675.781250	230.964355	56399.093750	364750.125000	371.458160	
29.950000	-5855.764648	1009.068787	78831.343750	-641.090698	157.417404	79052.218750	58654.238281	361878.750000	345.920898	58161.281250	361958.281250	370.294769	
30.000000	-5813.331543	1032.564697	78833.226562	-643.070618	180.965149	79051.203125	59887.226562	358918.218750	424.979248	59383.121094	359002.031250	369.192657	
30.050000	-5736.354980	1036.889893	78837.218750	-610.286133	185.346146	79049.859375	60832.910156	355609.625000	487.791992	60321.273438	355696.906250	368.263123	
30.100000	-5652.353516	1040.842773	78841.601562	-570.363770	189.353409	79048.523438	62010.105469	352191.531250	565.850342	61496.007812	352281.906250	367.556763	
30.150000	-5593.426270	1032.030640	78844.750000	-555.452332	180.561783	79047.484375	61522.175781	349297.062500	530.701904	61005.781250	349387.843750	366.972809	
30.200000	-5558.331055	1013.290039	78846.734375	-564.311462	161.799683	79046.726562	60422.191406	346740.781250	453.788330	59905.617188	346830.500000	366.498657	
30.250000	-5521.847656	983.508850	78849.046875	-571.670349	131.989609	79046.101562	59100.363281	344175.781250	364.226562	58586.640625	344263.593750	365.971619	
30.300000	-5469.688965	954.696228	78852.304688	-563.249695	103.165329	79045.476562	58092.871094	341377.031250	298.266113	57585.738281	341462.875000	365.465485	
30.350000	-5424.092773	925.223999	78855.382812	-561.321167	73.677658	79045.101562	56617.355469	338728.968750	202.958008	56117.816406	338811.968750	364.905182	
30.400000	-5392.101562	870.433472	78858.062500	-572.901672	18.841494	79044.906250	52997.476562	336558.343750	-26.938721	52501.222656	336635.937500	364.284515	
30.450000	-5365.100098	811.551636	78860.500000	-589.403503	-40.121025	79044.750000	49888.687500	334352.656250	-221.579102	49395.378906	334425.781250	363.644043	
30.500000	-5333.352051	778.448853	78862.953125	-601.115417	-73.313538	79044.609375	49053.882812	331741.468750	-271.928955	48566.054688	331813.156250	363.051178	
30.550000	-5300.649414	766.603210	78865.226562	-611.815918	-85.249069	79044.460938	48767.531250	329062.281250	-287.918457	48283.554688	329133.593750	362.490509	
30.600000	-5275.658203	771.624512	78866.773438	-630.164185	-80.324646	79044.242188	49474.082031	326335.437500	-244.455566	48992.890625	326407.937500	361.984894	
30.650000	-5250.306152	779.923645	78868.257812	-648.018677	-72.092628	79043.976562	51276.082031	323426.500000	-135.679932	50797.894531	323501.781250	361.470856	
30.700000	-5210.223633	779.258301	78870.468750	-650.952637	-72.740349	79043.507812	52818.371094	320403.906250	-42.216553	52341.828125	320481.906250	361.019806	
30.750000	-5157.142090	773.531982	78873.406250	-640.697205	-78.327347	79042.976562	53581.785156	317390.812500	5.445312	53105.410156	317470.656250	360.609955	
30.800000	-5108.833496	749.925781	78876.187500	-635.037476	-101.686005	79042.406250	52514.304688	314765.750000	-55.063965	52034.050781	314845.312500	360.310089	
30.850000	-5065.640137	717.743103	78878.867188	-634.327759	-133.510223	79041.960938	51102.253906	312262.812500	-134.420898	50616.433594	312341.750000	360.114410	
30.900000	-5024.190918	673.169861	78881.632812	-635.191284	-177.610886	79041.593750	48642.566406	309967.625000	-272.260742	48147.214844	310044.875000	359.874176	
30.950000	-4977.398926	648.153015	78884.515625	-630.599487	-202.036636	79041.273438	47544.574219	307398.312500	-329.002930	47039.164062	307476.031250	359.608032	
31.000000	-4931.330566	649.652710	78887.179688	-626.641785	-199.820984	79041.093750	48107.175781	304566.375000	-290.767822	47591.703125	304647.250000	359.179901	
31.050000	-4887.450684	661.254395	78889.664062	-624.758118	-187.373734	79040.992188	49156.269531	301668.843750	-225.702148	48628.808594	301754.187500	358.643188	
31.100000	-4846.797852	689.264954	78891.921875	-625.991150	-158.366943	79041.031250	51605.492188	298545.875000	-83.905029	51066.929688	298638.250000	358.019531	
31.150000	-4809.390137	709.482300	78894.210938	-630.295471	-136.982285	79041.218750	52854.464844	295659.531250	-10.208984	52302.250000	295757.500000	357.299835	
31.200000	-4773.418945	721.170593	78896.609375	-635.848022	-123.960350	79041.515625	52926.179688	292997.250000	-1.264893	52358.113281	293099.062500	356.608398	
31.250000	-4732.955566	730.052307	78899.179688	-636.728638	-113.578033	79041.734375	52924.332031	290291.187500	4.906250	52340.425781	290396.812500	355.959747	
31.300000	-4691.061035	731.736694	78901.765625	-635.989380	-110.236191	79041.843750	52761.238281	287576.406250	3.522461	52161.457031	287685.593750	355.374664	
31.350000	-4665.668457	727.714233	78903.593750	-651.574524	-112.491096	79042.000000	51906.386719	285163.500000	-35.608643	51288.972656	285274.968750	354.740356	
31.400000	-4674.508789	743.857056	78903.632812	-701.260376	-94.531006	79042.312500	51861.539062	283025.375000	-35.672119	51226.378906	283140.812500	353.951172	
31.450000	-4688.419922	783.295471	78903.140625	-755.805420	-53.186863	79042.562500	53204.250000	280752.062500	35.122803	52553.378906	280874.406250	352.951752	
31.500000	-4654.476562	834.356934	78904.414062	-762.171753	-0.016453	79042.304688	56239.480469	277679.187500	196.855225	55578.199219	277812.156250	351.907806	
31.550000	-4557.829102	882.188293	78908.328125	-705.459717	50.204861	79041.617188	59913.113281	273816.781250	395.522705	59247.828125	273961.562500	350.916229	
31.600000	-4439.539062	912.290283	78913.281250	-626.784119	82.914398	79040.796875	61782.601562	270088.406250	502.546143	61115.980469	270240.281250	350.073547	
31.650000	-4351.534180	935.044067	78917.054688	-578.199036	108.365143	79040.281250	62152.074219	267007.000000	529.791016	61486.484375	267161.343750	349.397339	
31.700000	-4308.044434	937.334412	78919.296875	-573.930664	113.368073	79040.179688	60456.648438	264805.062500	450.232910	59792.835938	264955.875000	348.840485	
31.750000	-4288.069824	910.939819	78921.015625	-592.938049	89.694633	79040.398438	56881.015625	263187.812500	278.434082	56219.261719	263329.875000	348.278381	
31.800000	-4277.472656	878.430847	78922.554688	-621.127380	59.894650	79040.804688	53372.367188	261658.296875	112.260498	52714.429688	261791.437500	347.570038	
31.850000	-4250.329590	862.629700	78924.742188	-632.609131	46.814682	79041.265625	51174.816406	259718.828125	13.498535	50523.679688	259846.046875	346.576263	
31.900000	-4200.834473	852.947021	78927.781250	-621.556274	39.840126	79041.648438	49416.894531	257473.234375	-60.601807	48773.050781	257595.750000	345.238617	
31.950000	-4148.857910	845.442871	78930.867188	-607.865784	34.962315	79042.000000	48696.402344	255000.031250	-84.742676	48060.007812	255120.515625	343.603912	
32.000000	-4095.849121	842.532104	78933.851562	-593.008911	34.600266	79042.304688	49064.316406	252285.781250	-57.910400	48435.695312	252406.984375	341.806702	
32.050000	-4050.484375	850.202209	78936.421875	-585.689636	44.732845	79042.671875	49543.601562	249654.234375	-27.724609	48921.632812	249776.625000	339.970245	
32.100000	-4023.881348	876.561646	78938.007812	-597.050903	73.437523	79043.070312	50576.199219	247165.687500	24.382080	49960.335938	247290.687500	338.252167	
32.150000	-3995.821289	907.001099	78939.562500	-606.796265	106.153740	79043.437500	52108.320312	244570.015625	97.957764	51499.664062	244698.703125	336.734161	
32.200000	-3949.152832	909.383850	78942.023438	-597.667297	110.785225	79043.640625	52403.667969	242000.203125	117.276367	51801.832031	242129.531250	335.446625	
32.250000	-3887.380859	883.844971	78945.273438	-573.192322	87.467094	79043.742188	51446.183594	239493.109375	82.927246	50850.679688	239620.046875	334.232269	
32.300000	-3842.007812	853.268433	78947.843750	-564.982056	59.018925	79043.843750	50283.339844	237206.625000	38.552246	49693.679688	237330.625000	333.038025	
32.350000	-3838.858398	831.126404	78948.820312	-598.898010	38.857063	79044.187500	49005.500000	235455.609375	-15.045654	48419.945312	235576.484375	331.778229	
32.400000	-3838.121338	801.749146	78949.820312	-635.027893	11.382547	79044.570312	46313.105469	234078.984375	-128.939453	45728.058594	234193.781250	330.325134	
32.450000	-3787.277344	767.042236	78952.679688	-620.825012	-21.408377	79044.750000	43868.191406	232088.484375	-224.736328	43282.417969	232198.312500	328.660614	
