HawtC2_ProjectName: 5MW_PowerProduction_Spar2 更多消息和教程请访问：http://www.hawtc.cn/
Powered By OpenWECD.HawtC2.HydroL @CopyRight 赵子祯
Time	SpnSpaFxi SparN_0	SpnSpaFxi SparN_1	SpnSpaFxi SparN_2	SpnSpaFxi SparN_3	SpnSpaFyi SparN_0	SpnSpaFyi SparN_1	SpnSpaFyi SparN_2	SpnSpaFyi SparN_3	SpnSpaFzi SparN_0	SpnSpaFzi SparN_1	SpnSpaFzi SparN_2	SpnSpaFzi SparN_3	SpnSpaMxi SparN_0	SpnSpaMxi SparN_1	SpnSpaMxi SparN_2	SpnSpaMxi SparN_3	SpnSpaMyi SparN_0	SpnSpaMyi SparN_1	SpnSpaMyi SparN_2	SpnSpaMyi SparN_3	SpnSpaMzi SparN_0	SpnSpaMzi SparN_1	SpnSpaMzi SparN_2	SpnSpaMzi SparN_3	
(s)	(KN)      	(KN)      	(KN)      	(KN)      	(KN)      	(KN)      	(KN)      	(KN)      	(KN)      	(KN)      	(KN)      	(KN)      	(KN-m)    	(KN-m)    	(KN-m)    	(KN-m)    	(KN-m)    	(KN-m)    	(KN-m)    	(KN-m)    	(KN-m)    	(KN-m)    	(KN-m)    	(KN-m)    	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.050000	0.000000	0.000123	0.000175	0.000200	0.000000	0.000002	0.000002	0.000003	0.000000	0.000000	0.000000	0.000000	0.000000	0.000035	0.000040	0.000041	0.000000	0.002323	0.002731	0.002784	0.000000	0.000000	0.000000	0.000000	
0.100000	0.000000	0.000005	0.000007	0.000008	0.000000	0.000034	0.000048	0.000055	0.000000	0.000000	0.000000	0.000000	0.000000	0.000776	0.000882	0.000896	0.000000	0.000077	0.000095	0.000097	0.000000	0.000000	0.000000	0.000000	
0.150000	0.000000	-0.000001	-0.000002	-0.000002	0.000000	-0.000105	-0.000152	-0.000175	0.000000	0.000000	0.000000	0.000000	0.000000	-0.001548	-0.001920	-0.001968	0.000000	-0.000039	-0.000042	-0.000043	0.000000	0.000000	0.000000	0.000000	
0.200000	0.000000	-0.000010	-0.000013	-0.000015	0.000000	-0.001674	-0.002396	-0.002750	0.000000	0.000000	0.000000	0.000000	0.000000	-0.029405	-0.035077	-0.035818	0.000000	-0.000279	-0.000306	-0.000310	0.000000	0.000000	0.000000	0.000000	
0.250000	0.000000	-0.000001	-0.000001	-0.000001	0.000000	-0.004611	-0.006589	-0.007559	0.000000	0.000000	0.000000	0.000000	0.000000	-0.082466	-0.098006	-0.100036	0.000000	-0.000068	-0.000070	-0.000070	0.000000	0.000000	0.000000	0.000000	
0.300000	0.000000	0.000009	0.000016	0.000019	0.000000	-0.007118	-0.010167	-0.011663	0.000000	0.000000	0.000000	0.000000	0.000000	-0.127812	-0.151771	-0.154901	0.000000	-0.000244	-0.000191	-0.000184	0.000000	0.000000	0.000000	0.000000	
0.350000	0.000000	0.000019	0.000032	0.000039	0.000000	-0.010143	-0.014469	-0.016591	0.000000	0.000000	0.000000	0.000000	0.000000	-0.184724	-0.218716	-0.223155	0.000000	-0.000450	-0.000346	-0.000332	0.000000	0.000000	0.000000	0.000000	
0.400000	0.000000	-0.000002	0.000002	0.000004	0.000000	-0.014506	-0.020642	-0.023651	0.000000	0.000000	0.000000	0.000000	0.000000	-0.270844	-0.319069	-0.325364	0.000000	-0.000767	-0.000737	-0.000733	0.000000	0.000000	0.000000	0.000000	
0.450000	0.000000	-0.000008	-0.000008	-0.000008	0.000000	-0.016846	-0.023902	-0.027360	0.000000	0.000000	0.000000	0.000000	0.000000	-0.323858	-0.379319	-0.386554	0.000000	-0.000772	-0.000771	-0.000771	0.000000	0.000000	0.000000	0.000000	
0.500000	0.000000	-0.000007	-0.000002	0.000001	0.000000	-0.013540	-0.019129	-0.021866	0.000000	0.000000	0.000000	0.000000	0.000000	-0.271216	-0.315153	-0.320880	0.000000	-0.001563	-0.001519	-0.001513	0.000000	0.000000	0.000000	0.000000	
0.550000	0.000000	0.000084	0.000145	0.000175	0.000000	-0.007630	-0.010690	-0.012185	0.000000	0.000000	0.000000	0.000000	0.000000	-0.164663	-0.188721	-0.191851	0.000000	-0.002134	-0.001659	-0.001595	0.000000	0.000000	0.000000	0.000000	
0.600000	0.000000	0.000225	0.000360	0.000427	0.000000	-0.003770	-0.005198	-0.005894	0.000000	0.000000	0.000000	0.000000	0.000000	-0.092019	-0.103255	-0.104711	0.000000	-0.001427	-0.000373	-0.000233	0.000000	0.000000	0.000000	0.000000	
0.650000	0.000000	0.000156	0.000259	0.000310	0.000000	-0.002216	-0.002989	-0.003364	0.000000	0.000000	0.000000	0.000000	0.000000	-0.061997	-0.068087	-0.068871	0.000000	-0.002395	-0.001592	-0.001485	0.000000	0.000000	0.000000	0.000000	
0.700000	0.000000	0.000012	0.000038	0.000051	0.000000	-0.001469	-0.001932	-0.002155	0.000000	0.000000	0.000000	0.000000	0.000000	-0.046528	-0.050179	-0.050646	0.000000	-0.002936	-0.002736	-0.002709	0.000000	0.000000	0.000000	0.000000	
0.750000	0.000000	-0.000016	-0.000016	-0.000015	0.000000	-0.000833	-0.001054	-0.001158	0.000000	0.000000	0.000000	0.000000	0.000000	-0.030390	-0.032133	-0.032352	0.000000	-0.001607	-0.001604	-0.001603	0.000000	0.000000	0.000000	0.000000	
0.800000	0.000000	-0.000018	-0.000021	-0.000022	0.000000	-0.000493	-0.000585	-0.000627	0.000000	0.000000	0.000000	0.000000	0.000000	-0.022570	-0.023295	-0.023383	0.000000	-0.001064	-0.001081	-0.001083	0.000000	0.000000	0.000000	0.000000	
0.850000	0.000000	-0.000086	-0.000113	-0.000126	0.000000	-0.000511	-0.000586	-0.000619	0.000000	0.000000	0.000000	0.000000	0.000000	-0.026531	-0.027124	-0.027195	0.000000	-0.002755	-0.002968	-0.002995	0.000000	0.000000	0.000000	0.000000	
0.900000	0.000000	-0.000571	-0.000798	-0.000909	0.000000	-0.000678	-0.000778	-0.000823	0.000000	0.000000	0.000000	0.000000	0.000000	-0.034975	-0.035771	-0.035867	0.000000	-0.012606	-0.014391	-0.014623	0.000000	0.000000	0.000000	0.000000	
0.950000	0.000000	-0.002304	-0.003286	-0.003768	0.000000	-0.000658	-0.000719	-0.000745	0.000000	0.000000	0.000000	0.000000	0.000000	-0.040800	-0.041286	-0.041341	0.000000	-0.041950	-0.049671	-0.050679	0.000000	0.000000	0.000000	0.000000	
1.000000	0.000000	-0.005695	-0.008195	-0.009423	0.000000	-0.000584	-0.000579	-0.000574	0.000000	0.000000	0.000000	0.000000	0.000000	-0.056594	-0.056552	-0.056543	0.000000	-0.093938	-0.113582	-0.116151	0.000000	0.000000	0.000000	0.000000	
1.050000	0.000000	-0.010240	-0.014825	-0.017080	0.000000	-0.000444	-0.000026	0.000191	0.000000	0.000000	0.000000	0.000000	0.000000	-0.106888	-0.103627	-0.103176	0.000000	-0.156645	-0.192664	-0.197381	0.000000	0.000000	0.000000	0.000000	
1.100000	0.000000	-0.016015	-0.023297	-0.026881	0.000000	0.001615	0.003517	0.004478	0.000000	0.000000	0.000000	0.000000	0.000000	-0.155031	-0.140142	-0.138137	0.000000	-0.229434	-0.286638	-0.294134	0.000000	0.000000	0.000000	0.000000	
1.150000	0.000000	-0.024163	-0.035270	-0.040739	0.000000	0.006306	0.010977	0.013317	0.000000	0.000000	0.000000	0.000000	0.000000	-0.177633	-0.141025	-0.136140	0.000000	-0.329615	-0.416852	-0.428291	0.000000	0.000000	0.000000	0.000000	
1.200000	0.000000	-0.035350	-0.051717	-0.059780	0.000000	0.013015	0.021392	0.025572	0.000000	0.000000	0.000000	0.000000	0.000000	-0.174084	-0.108400	-0.099670	0.000000	-0.465673	-0.594220	-0.611081	0.000000	0.000000	0.000000	0.000000	
1.250000	0.000000	-0.048103	-0.070535	-0.081591	0.000000	0.020360	0.032702	0.038849	0.000000	0.000000	0.000000	0.000000	0.000000	-0.157598	-0.060797	-0.047957	0.000000	-0.610985	-0.787167	-0.810285	0.000000	0.000000	0.000000	0.000000	
1.300000	0.000000	-0.061137	-0.089884	-0.104057	0.000000	0.026990	0.042909	0.050830	0.000000	0.000000	0.000000	0.000000	0.000000	-0.142809	-0.017936	-0.001388	0.000000	-0.743301	-0.969064	-0.998699	0.000000	0.000000	0.000000	0.000000	
1.350000	0.000000	-0.075553	-0.111358	-0.129016	0.000000	0.031619	0.050107	0.059304	0.000000	0.000000	0.000000	0.000000	0.000000	-0.143209	0.001819	0.021032	0.000000	-0.879189	-1.160362	-1.197286	0.000000	0.000000	0.000000	0.000000	
1.400000	0.000000	-0.095740	-0.141304	-0.163781	0.000000	0.033176	0.052703	0.062420	0.000000	0.000000	0.000000	0.000000	0.000000	-0.169410	-0.016235	0.004062	0.000000	-1.086776	-1.444583	-1.491579	0.000000	0.000000	0.000000	0.000000	
1.450000	0.000000	-0.124628	-0.183969	-0.213242	0.000000	0.031701	0.050742	0.060222	0.000000	0.000000	0.000000	0.000000	0.000000	-0.219065	-0.069716	-0.049912	0.000000	-1.410669	-1.876660	-1.937867	0.000000	0.000000	0.000000	0.000000	
1.500000	0.000000	-0.160662	-0.237098	-0.274803	0.000000	0.029040	0.046951	0.055878	0.000000	0.000000	0.000000	0.000000	0.000000	-0.271072	-0.130596	-0.111952	0.000000	-1.827187	-2.427432	-2.506270	0.000000	0.000000	0.000000	0.000000	
1.550000	0.000000	-0.198303	-0.292671	-0.339222	0.000000	0.027370	0.044580	0.053162	0.000000	0.000000	0.000000	0.000000	0.000000	-0.304839	-0.169878	-0.151954	0.000000	-2.252041	-2.993096	-3.090430	0.000000	0.000000	0.000000	0.000000	
1.600000	0.000000	-0.233735	-0.345141	-0.400101	0.000000	0.027445	0.044768	0.053407	0.000000	0.000000	0.000000	0.000000	0.000000	-0.315565	-0.179722	-0.161679	0.000000	-2.629409	-3.504251	-3.619166	0.000000	0.000000	0.000000	0.000000	
1.650000	0.000000	-0.268283	-0.396386	-0.459589	0.000000	0.028527	0.046420	0.055341	0.000000	0.000000	0.000000	0.000000	0.000000	-0.310988	-0.170672	-0.152038	0.000000	-2.985258	-3.991212	-4.123361	0.000000	0.000000	0.000000	0.000000	
1.700000	0.000000	-0.306128	-0.452414	-0.524591	0.000000	0.029159	0.047357	0.056430	0.000000	0.000000	0.000000	0.000000	0.000000	-0.304236	-0.161519	-0.142570	0.000000	-3.390294	-4.539034	-4.689945	0.000000	0.000000	0.000000	0.000000	
1.750000	0.000000	-0.346981	-0.512776	-0.594577	0.000000	0.028443	0.046239	0.055111	0.000000	0.000000	0.000000	0.000000	0.000000	-0.303374	-0.163818	-0.145287	0.000000	-3.844788	-5.146718	-5.317753	0.000000	0.000000	0.000000	0.000000	
1.800000	0.000000	-0.384743	-0.568623	-0.659349	0.000000	0.026311	0.042957	0.051259	0.000000	0.000000	0.000000	0.000000	0.000000	-0.308330	-0.177799	-0.160460	0.000000	-4.257279	-5.701227	-5.890920	0.000000	0.000000	0.000000	0.000000	
1.850000	0.000000	-0.415970	-0.614948	-0.713128	0.000000	0.022824	0.037595	0.044967	0.000000	0.000000	0.000000	0.000000	0.000000	-0.317500	-0.201681	-0.186285	0.000000	-4.578017	-6.140520	-6.345797	0.000000	0.000000	0.000000	0.000000	
1.900000	0.000000	-0.441073	-0.652323	-0.756562	0.000000	0.017805	0.029880	0.035914	0.000000	0.000000	0.000000	0.000000	0.000000	-0.331389	-0.236728	-0.224127	0.000000	-4.817103	-6.475947	-6.693895	0.000000	0.000000	0.000000	0.000000	
1.950000	0.000000	-0.463052	-0.685058	-0.794612	0.000000	0.011624	0.020343	0.024713	0.000000	0.000000	0.000000	0.000000	0.000000	-0.344065	-0.275735	-0.266614	0.000000	-5.024257	-6.767567	-6.996624	0.000000	0.000000	0.000000	0.000000	
2.000000	0.000000	-0.483778	-0.715845	-0.830367	0.000000	0.005700	0.011088	0.013802	0.000000	0.000000	0.000000	0.000000	0.000000	-0.340758	-0.298557	-0.292895	0.000000	-5.231506	-7.053815	-7.293257	0.000000	0.000000	0.000000	0.000000	
2.050000	0.000000	-0.500202	-0.740265	-0.858734	0.000000	0.001490	0.004323	0.005763	0.000000	0.000000	0.000000	0.000000	0.000000	-0.312405	-0.290239	-0.287237	0.000000	-5.392592	-7.277676	-7.525373	0.000000	0.000000	0.000000	0.000000	
2.100000	0.000000	-0.507779	-0.751745	-0.872146	0.000000	-0.000666	0.000647	0.001325	0.000000	0.000000	0.000000	0.000000	0.000000	-0.268174	-0.257922	-0.256512	0.000000	-5.436462	-7.352179	-7.603914	0.000000	0.000000	0.000000	0.000000	
2.150000	0.000000	-0.506037	-0.749615	-0.869836	0.000000	-0.001437	-0.000852	-0.000543	0.000000	0.000000	0.000000	0.000000	0.000000	-0.226240	-0.221685	-0.221044	0.000000	-5.353825	-7.266479	-7.517834	0.000000	0.000000	0.000000	0.000000	
2.200000	0.000000	-0.499911	-0.741037	-0.860059	0.000000	-0.001620	-0.001335	-0.001180	0.000000	0.000000	0.000000	0.000000	0.000000	-0.197871	-0.195663	-0.195342	0.000000	-5.218383	-7.111760	-7.360606	0.000000	0.000000	0.000000	0.000000	
2.250000	0.000000	-0.495126	-0.734339	-0.852425	0.000000	-0.001645	-0.001480	-0.001387	0.000000	0.000000	0.000000	0.000000	0.000000	-0.182553	-0.181278	-0.181087	0.000000	-5.112240	-6.990574	-7.237461	0.000000	0.000000	0.000000	0.000000	
2.300000	0.000000	-0.493821	-0.732659	-0.850566	0.000000	-0.001658	-0.001535	-0.001464	0.000000	0.000000	0.000000	0.000000	0.000000	-0.177813	-0.176859	-0.176713	0.000000	-5.062347	-6.937728	-7.184240	0.000000	0.000000	0.000000	0.000000	
2.350000	0.000000	-0.495095	-0.734744	-0.853056	0.000000	-0.001689	-0.001572	-0.001504	0.000000	0.000000	0.000000	0.000000	0.000000	-0.179832	-0.178928	-0.178789	0.000000	-5.047629	-6.929369	-7.176727	0.000000	0.000000	0.000000	0.000000	
2.400000	0.000000	-0.498700	-0.740268	-0.859532	0.000000	-0.001737	-0.001617	-0.001548	0.000000	0.000000	0.000000	0.000000	0.000000	-0.184849	-0.183926	-0.183784	0.000000	-5.059444	-6.956250	-7.205597	0.000000	0.000000	0.000000	0.000000	
2.450000	0.000000	-0.505649	-0.750731	-0.871733	0.000000	-0.001797	-0.001700	-0.001642	0.000000	0.000000	0.000000	0.000000	0.000000	-0.187355	-0.186604	-0.186486	0.000000	-5.108961	-7.033349	-7.286328	0.000000	0.000000	0.000000	0.000000	
2.500000	0.000000	-0.518508	-0.769866	-0.893968	0.000000	-0.001853	-0.001807	-0.001778	0.000000	0.000000	0.000000	0.000000	0.000000	-0.184643	-0.184297	-0.184238	0.000000	-5.232668	-7.206333	-7.465793	0.000000	0.000000	0.000000	0.000000	
2.550000	0.000000	-0.537702	-0.798301	-0.926963	0.000000	-0.001914	-0.001908	-0.001903	0.000000	0.000000	0.000000	0.000000	0.000000	-0.181553	-0.181511	-0.181500	0.000000	-5.435540	-7.481764	-7.750759	0.000000	0.000000	0.000000	0.000000	
2.600000	0.000000	-0.561829	-0.834016	-0.968397	0.000000	-0.002057	-0.002058	-0.002058	0.000000	0.000000	0.000000	0.000000	0.000000	-0.186454	-0.186464	-0.186464	0.000000	-5.694331	-7.831551	-8.112502	0.000000	0.000000	0.000000	0.000000	
2.650000	0.000000	-0.589778	-0.875414	-1.016433	0.000000	-0.002241	-0.002242	-0.002242	0.000000	0.000000	0.000000	0.000000	0.000000	-0.203061	-0.203073	-0.203073	0.000000	-5.990565	-8.233396	-8.528228	0.000000	0.000000	0.000000	0.000000	
2.700000	0.000000	-0.621935	-0.923069	-1.071738	0.000000	-0.002480	-0.002468	-0.002457	0.000000	0.000000	0.000000	0.000000	0.000000	-0.236854	-0.236766	-0.236746	0.000000	-6.328045	-8.692570	-9.003396	0.000000	0.000000	0.000000	0.000000	
2.750000	0.000000	-0.661162	-0.981133	-1.139097	0.000000	-0.002879	-0.002715	-0.002620	0.000000	0.000000	0.000000	0.000000	0.000000	-0.301199	-0.299940	-0.299743	0.000000	-6.749522	-9.261959	-9.592220	0.000000	0.000000	0.000000	0.000000	
2.800000	0.000000	-0.709617	-1.052734	-1.222119	0.000000	-0.003065	-0.002360	-0.001981	0.000000	0.000000	0.000000	0.000000	0.000000	-0.399544	-0.394066	-0.393280	0.000000	-7.287552	-9.981746	-10.335885	0.000000	0.000000	0.000000	0.000000	
2.850000	0.000000	-0.766931	-1.137342	-1.320190	0.000000	-0.002364	-0.000449	0.000548	0.000000	0.000000	0.000000	0.000000	0.000000	-0.520469	-0.505535	-0.503462	0.000000	-7.935888	-10.844411	-11.226700	0.000000	0.000000	0.000000	0.000000	
2.900000	0.000000	-0.830084	-1.230576	-1.428264	0.000000	-0.000244	0.003728	0.005764	0.000000	0.000000	0.000000	0.000000	0.000000	-0.648778	-0.617741	-0.613500	0.000000	-8.649218	-11.793964	-12.207283	0.000000	0.000000	0.000000	0.000000	
2.950000	0.000000	-0.893886	-1.324916	-1.537673	0.000000	0.003290	0.010070	0.013518	0.000000	0.000000	0.000000	0.000000	0.000000	-0.772043	-0.719007	-0.711821	0.000000	-9.348673	-12.733226	-13.178050	0.000000	0.000000	0.000000	0.000000	
3.000000	0.000000	-0.956576	-1.417800	-1.645459	0.000000	0.007543	0.017477	0.022506	0.000000	0.000000	0.000000	0.000000	0.000000	-0.888775	-0.811021	-0.800534	0.000000	-10.009397	-13.631039	-14.107022	0.000000	0.000000	0.000000	0.000000	
3.050000	0.000000	-1.020414	-1.512497	-1.755391	0.000000	0.011604	0.024561	0.031105	0.000000	0.000000	0.000000	0.000000	0.000000	-1.003317	-0.901877	-0.888227	0.000000	-10.665962	-14.529922	-15.037753	0.000000	0.000000	0.000000	0.000000	
3.100000	0.000000	-1.090095	-1.615817	-1.875315	0.000000	0.015056	0.030709	0.038607	0.000000	0.000000	0.000000	0.000000	0.000000	-1.121235	-0.998661	-0.982186	0.000000	-11.389520	-15.517605	-16.060154	0.000000	0.000000	0.000000	0.000000	
3.150000	0.000000	-1.169998	-1.734105	-2.012547	0.000000	0.018028	0.036145	0.045279	0.000000	0.000000	0.000000	0.000000	0.000000	-1.244781	-1.102913	-1.083856	0.000000	-12.245428	-16.674937	-17.257094	0.000000	0.000000	0.000000	0.000000	
3.200000	0.000000	-1.262593	-1.870950	-2.171225	0.000000	0.020921	0.041486	0.051851	0.000000	0.000000	0.000000	0.000000	0.000000	-1.373141	-1.212092	-1.190468	0.000000	-13.270578	-18.047570	-18.675377	0.000000	0.000000	0.000000	0.000000	
3.250000	0.000000	-1.367344	-2.025559	-2.350428	0.000000	0.024332	0.047669	0.059426	0.000000	0.000000	0.000000	0.000000	0.000000	-1.506602	-1.323835	-1.299306	0.000000	-14.459189	-19.627703	-20.306936	0.000000	0.000000	0.000000	0.000000	
3.300000	0.000000	-1.481578	-2.194026	-2.545645	0.000000	0.028935	0.055728	0.069218	0.000000	0.000000	0.000000	0.000000	0.000000	-1.642937	-1.433077	-1.404930	0.000000	-15.774823	-21.369227	-22.104389	0.000000	0.000000	0.000000	0.000000	
3.350000	0.000000	-1.599018	-2.367226	-2.746349	0.000000	0.035151	0.066313	0.081989	0.000000	0.000000	0.000000	0.000000	0.000000	-1.780621	-1.536518	-1.503807	0.000000	-17.126631	-23.158920	-23.951592	0.000000	0.000000	0.000000	0.000000	
3.400000	0.000000	-1.717167	-2.541500	-2.948308	0.000000	0.042823	0.079159	0.097421	0.000000	0.000000	0.000000	0.000000	0.000000	-1.917386	-1.632717	-1.594607	0.000000	-18.482650	-24.955686	-25.806244	0.000000	0.000000	0.000000	0.000000	
3.450000	0.000000	-1.838173	-2.719900	-3.155016	0.000000	0.051112	0.092956	0.113970	0.000000	0.000000	0.000000	0.000000	0.000000	-2.052709	-1.724863	-1.681007	0.000000	-19.883742	-26.807504	-27.717252	0.000000	0.000000	0.000000	0.000000	
3.500000	0.000000	-1.962818	-2.903542	-3.367753	0.000000	0.058756	0.105701	0.129263	0.000000	0.000000	0.000000	0.000000	0.000000	-2.181352	-1.813513	-1.764335	0.000000	-21.344619	-28.731687	-29.702270	0.000000	0.000000	0.000000	0.000000	
3.550000	0.000000	-2.090990	-3.092233	-3.586285	0.000000	0.064395	0.115262	0.140786	0.000000	0.000000	0.000000	0.000000	0.000000	-2.300794	-1.902209	-1.848936	0.000000	-22.868047	-30.730369	-31.763352	0.000000	0.000000	0.000000	0.000000	
3.600000	0.000000	-2.218239	-3.279477	-3.803113	0.000000	0.066523	0.119342	0.145848	0.000000	0.000000	0.000000	0.000000	0.000000	-2.418612	-2.004738	-1.949414	0.000000	-24.392447	-32.725932	-33.820773	0.000000	0.000000	0.000000	0.000000	
3.650000	0.000000	-2.341833	-3.461283	-4.013621	0.000000	0.064306	0.116646	0.142927	0.000000	0.000000	0.000000	0.000000	0.000000	-2.535534	-2.125442	-2.070592	0.000000	-25.881629	-34.672273	-35.827125	0.000000	0.000000	0.000000	0.000000	
3.700000	0.000000	-2.463165	-3.639605	-4.220038	0.000000	0.058350	0.108094	0.133097	0.000000	0.000000	0.000000	0.000000	0.000000	-2.648574	-2.258871	-2.206694	0.000000	-27.365871	-36.604090	-37.817687	0.000000	0.000000	0.000000	0.000000	
3.750000	0.000000	-2.586609	-3.820688	-4.429528	0.000000	0.050025	0.095787	0.118822	0.000000	0.000000	0.000000	0.000000	0.000000	-2.753250	-2.394813	-2.346750	0.000000	-28.924596	-38.615492	-39.888500	0.000000	0.000000	0.000000	0.000000	
3.800000	0.000000	-2.708408	-3.998997	-4.635679	0.000000	0.040509	0.081584	0.102298	0.000000	0.000000	0.000000	0.000000	0.000000	-2.854414	-2.532760	-2.489547	0.000000	-30.513549	-40.648281	-41.979512	0.000000	0.000000	0.000000	0.000000	
3.850000	0.000000	-2.816939	-4.157683	-4.819072	0.000000	0.030786	0.067024	0.085342	0.000000	0.000000	0.000000	0.000000	0.000000	-2.953096	-2.669408	-2.631204	0.000000	-31.957541	-42.486211	-43.869113	0.000000	0.000000	0.000000	0.000000	
3.900000	0.000000	-2.906446	-4.288404	-4.970092	0.000000	0.021603	0.053284	0.069343	0.000000	0.000000	0.000000	0.000000	0.000000	-3.051892	-2.803966	-2.770482	0.000000	-33.169605	-44.021980	-45.447320	0.000000	0.000000	0.000000	0.000000	
3.950000	0.000000	-2.981997	-4.398532	-5.097244	0.000000	0.013355	0.040947	0.054978	0.000000	0.000000	0.000000	0.000000	0.000000	-3.145060	-2.929227	-2.899982	0.000000	-34.222539	-45.346508	-46.807461	0.000000	0.000000	0.000000	0.000000	
4.000000	0.000000	-3.055496	-4.505326	-5.220423	0.000000	0.006097	0.030057	0.042284	0.000000	0.000000	0.000000	0.000000	0.000000	-3.226118	-3.038782	-3.013306	0.000000	-35.295090	-46.680609	-48.175824	0.000000	0.000000	0.000000	0.000000	
4.050000	0.000000	-3.129135	-4.612046	-5.343417	0.000000	-0.000263	0.020409	0.031000	0.000000	0.000000	0.000000	0.000000	0.000000	-3.284798	-3.123251	-3.101193	0.000000	-36.409160	-48.054547	-49.583801	0.000000	0.000000	0.000000	0.000000	
4.100000	0.000000	-3.196679	-4.709726	-5.455915	0.000000	-0.005890	0.011747	0.020823	0.000000	0.000000	0.000000	0.000000	0.000000	-3.321107	-3.183358	-3.164462	0.000000	-37.460082	-49.342211	-50.902457	0.000000	0.000000	0.000000	0.000000	
4.150000	0.000000	-3.254214	-4.792740	-5.551453	0.000000	-0.011084	0.003584	0.011175	0.000000	0.000000	0.000000	0.000000	0.000000	-3.332994	-3.218518	-3.202724	0.000000	-38.382055	-50.464367	-52.050809	0.000000	0.000000	0.000000	0.000000	
4.200000	0.000000	-3.306912	-4.868544	-5.638609	0.000000	-0.016025	-0.004351	0.001736	0.000000	0.000000	0.000000	0.000000	0.000000	-3.323662	-3.232646	-3.219990	0.000000	-39.259352	-51.523211	-53.133402	0.000000	0.000000	0.000000	0.000000	
4.250000	0.000000	-3.362316	-4.948071	-5.729984	0.000000	-0.020409	-0.011590	-0.006943	0.000000	0.000000	0.000000	0.000000	0.000000	-3.291994	-3.223332	-3.213679	0.000000	-40.205340	-52.658730	-54.293707	0.000000	0.000000	0.000000	0.000000	
4.300000	0.000000	-3.422028	-5.033642	-5.828250	0.000000	-0.023933	-0.017496	-0.014056	0.000000	0.000000	0.000000	0.000000	0.000000	-3.260635	-3.210611	-3.203478	0.000000	-41.244469	-53.901055	-55.562590	0.000000	0.000000	0.000000	0.000000	
4.350000	0.000000	-3.479964	-5.116566	-5.923440	0.000000	-0.026526	-0.021830	-0.019278	0.000000	0.000000	0.000000	0.000000	0.000000	-3.245632	-3.209215	-3.203932	0.000000	-42.267086	-55.120004	-56.807191	0.000000	0.000000	0.000000	0.000000	
4.400000	0.000000	-3.528337	-5.185673	-6.002722	0.000000	-0.028497	-0.024939	-0.022972	0.000000	0.000000	0.000000	0.000000	0.000000	-3.265462	-3.237940	-3.233875	0.000000	-43.138910	-56.154758	-57.863238	0.000000	0.000000	0.000000	0.000000	
4.450000	0.000000	-3.573530	-5.250256	-6.076820	0.000000	-0.030141	-0.027250	-0.025626	0.000000	0.000000	0.000000	0.000000	0.000000	-3.325310	-3.302999	-3.299648	0.000000	-43.950609	-57.118840	-58.847223	0.000000	0.000000	0.000000	0.000000	
4.500000	0.000000	-3.628874	-5.329600	-6.167949	0.000000	-0.031683	-0.029082	-0.027605	0.000000	0.000000	0.000000	0.000000	0.000000	-3.431328	-3.411278	-3.408234	0.000000	-44.908617	-58.265430	-60.018461	0.000000	0.000000	0.000000	0.000000	
4.550000	0.000000	-3.705379	-5.439658	-6.294491	0.000000	-0.033146	-0.030483	-0.028970	0.000000	0.000000	0.000000	0.000000	0.000000	-3.581078	-3.560562	-3.557443	0.000000	-46.179789	-59.800207	-61.587719	0.000000	0.000000	0.000000	0.000000	
4.600000	0.000000	-3.797937	-5.573103	-6.448031	0.000000	-0.034500	-0.031427	-0.029693	0.000000	0.000000	0.000000	0.000000	0.000000	-3.771698	-3.747994	-3.744417	0.000000	-47.676008	-61.617664	-63.447207	0.000000	0.000000	0.000000	0.000000	
4.650000	0.000000	-3.894657	-5.712860	-6.608947	0.000000	-0.035600	-0.031858	-0.029768	0.000000	0.000000	0.000000	0.000000	0.000000	-3.975834	-3.946926	-3.942611	0.000000	-49.195785	-63.475535	-65.349340	0.000000	0.000000	0.000000	0.000000	
4.700000	0.000000	-3.995303	-5.858531	-6.776762	0.000000	-0.036554	-0.032078	-0.029600	0.000000	0.000000	0.000000	0.000000	0.000000	-4.175729	-4.141110	-4.135990	0.000000	-50.742941	-65.376414	-67.296531	0.000000	0.000000	0.000000	0.000000	
4.750000	0.000000	-4.105502	-6.018196	-6.960760	0.000000	-0.037504	-0.032373	-0.029551	0.000000	0.000000	0.000000	0.000000	0.000000	-4.363839	-4.324126	-4.318289	0.000000	-52.413184	-67.435250	-69.406250	0.000000	0.000000	0.000000	0.000000	
4.800000	0.000000	-4.235098	-6.205974	-7.177155	0.000000	-0.038565	-0.032795	-0.029635	0.000000	0.000000	0.000000	0.000000	0.000000	-4.560743	-4.516051	-4.509514	0.000000	-54.376305	-69.855430	-71.886289	0.000000	0.000000	0.000000	0.000000	
4.850000	0.000000	-4.383679	-6.421240	-7.425222	0.000000	-0.039711	-0.033198	-0.029647	0.000000	0.000000	0.000000	0.000000	0.000000	-4.781344	-4.730869	-4.723520	0.000000	-56.629699	-72.632680	-74.732148	0.000000	0.000000	0.000000	0.000000	
